WS_ID,Yahoo_Symbol,History_State,History_Source,Unique_Bars,Valid_Bars,First_Bar,Last_Bar,Future,Duplicates,Dup_Source,Pass_260,Pass_252,Bar_QA_Status,Eligibility_DryRun,Sqlite_Used
WS:XSHE:300896,300896.SZ,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHE:300999,300999.SZ,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHE:301165,301165.SZ,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHE:301236,301236.SZ,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHE:301269,301269.SZ,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHE:301308,301308.SZ,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHE:302132,302132.SZ,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,FAIL_LIQUIDITY,NO
WS:XSHG:600000,600000.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600009,600009.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600010,600010.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600011,600011.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600015,600015.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600016,600016.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600018,600018.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600019,600019.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600023,600023.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600025,600025.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600026,600026.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600027,600027.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600028,600028.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600029,600029.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600030,600030.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600031,600031.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600036,600036.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600039,600039.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600048,600048.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600050,600050.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600061,600061.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600066,600066.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600085,600085.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600089,600089.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600104,600104.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600111,600111.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600115,600115.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600118,600118.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600150,600150.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600160,600160.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600176,600176.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600183,600183.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600188,600188.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600196,600196.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600219,600219.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600221,600221.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600233,600233.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600276,600276.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600309,600309.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600346,600346.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600362,600362.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600372,600372.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600406,600406.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600415,600415.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600426,600426.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600436,600436.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600438,600438.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600460,600460.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600482,600482.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600489,600489.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600515,600515.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600519,600519.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600522,600522.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600547,600547.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600549,600549.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600570,600570.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600584,600584.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600585,600585.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600588,600588.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600600,600600.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600660,600660.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600674,600674.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600690,600690.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600741,600741.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600760,600760.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600795,600795.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600803,600803.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION,NO
WS:XSHG:600809,600809.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600845,600845.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600875,600875.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600886,600886.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600887,600887.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600893,600893.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600900,600900.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600905,600905.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600918,600918.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600919,600919.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600926,600926.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600930,600930.SS,PASS_HISTORY_CURRENT,v0.38,275,275,2025-07-16,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600938,600938.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600941,600941.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600958,600958.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600989,600989.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:600999,600999.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601006,601006.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601009,601009.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601012,601012.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601018,601018.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601021,601021.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601058,601058.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601059,601059.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION,NO
WS:XSHG:601066,601066.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601077,601077.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601088,601088.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601100,601100.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601111,601111.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601117,601117.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601127,601127.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601136,601136.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601138,601138.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601166,601166.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601169,601169.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601186,601186.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601211,601211.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601225,601225.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601229,601229.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601238,601238.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601288,601288.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601318,601318.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601319,601319.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601328,601328.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601336,601336.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
WS:XSHG:601360,601360.SS,PASS_HISTORY_CURRENT,v0.38,483,483,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,NO
