WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons,Instrument_Decision_v0_6,Instrument_Type_Resolved_v0_6,Instrument_Resolution_Method_v0_6,Instrument_Resolution_Reason_v0_6,Instrument_Evidence_URL_v0_6,Instrument_Evidence_Note_v0_6,Strict_Eligibility_v0_6,Instrument_Decision_v0_7,Instrument_Type_Resolved_v0_7,Instrument_Resolution_Method_v0_7,Instrument_Resolution_Reason_v0_7,Instrument_Evidence_URL_v0_7,Instrument_Evidence_Note_v0_7,Strict_Eligibility_v0_7
WS:XTSE:AAUC,Allied Gold Corporation,Canada,CA_TSX,XTSE,AAUC,AAUC.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,26474139.294227973,20968041.319845285,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:ABX,Barrick Mining Corporation,Canada,CA_TSX,XTSE,ABX,ABX.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,151281898.72350404,154689950.22072002,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:AC,Air Canada Voting and Variable Voting Shares,Canada,CA_TSX,XTSE,AC,AC.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,40451475.66516411,32271228.187154993,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:AEM,Agnico Eagle Mines Limited,Canada,CA_TSX,XTSE,AEM,AEM.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,181902969.64327163,148565987.14161032,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:AG,First Majestic Silver Corp.,Canada,CA_TSX,XTSE,AG,AG.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,25918973.44256874,22040722.760413993,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:AGI,Alamos Gold Inc.,Canada,CA_TSX,XTSE,AGI,AGI.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34979063.9240562,36261483.17127511,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:ALA,AltaGas Ltd.,Canada,CA_TSX,XTSE,ALA,ALA.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,26419581.723484278,31224973.64712521,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:ARX,ARC Resources Ltd.,Canada,CA_TSX,XTSE,ARX,ARX.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,29996830.50977601,53809728.97438213,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:ATD,Alimentation Couche-Tard Inc.,Canada,CA_TSX,XTSE,ATD,ATD.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,73092435.92023054,72200509.98378296,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:ATRL,AtkinsRéalis Group Inc.,Canada,CA_TSX,XTSE,ATRL,ATRL.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,28814494.6347598,28814494.6347598,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:ATZ,Aritzia Inc. Subordinate Voting Shares,Canada,CA_TSX,XTSE,ATZ,ATZ.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,54727014.83865336,59629691.5597409,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:AYA,Aya Gold & Silver Inc.,Canada,CA_TSX,XTSE,AYA,AYA.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,24820027.10784158,20353372.343289755,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:BAM,Brookfield Asset Management Ltd. Class A Limited Voting Shares,Canada,CA_TSX,XTSE,BAM,BAM.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,58140022.3869778,55306113.64542352,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:BB,BlackBerry Limited,Canada,CA_TSX,XTSE,BB,BB.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,18329248.608583808,37269550.139951676,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:BBD.B,Bombardier Inc. Class B Subordinate Voting Shares,Canada,CA_TSX,XTSE,BBD.B,BBD-B.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,56872500.718660094,60279698.674822584,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:BCE,BCE Inc.,Canada,CA_TSX,XTSE,BCE,BCE.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,77822517.16005056,84047773.60240024,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:BMO,Bank of Montreal,Canada,CA_TSX,XTSE,BMO,BMO.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,346807521.8454844,303108191.56887275,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:BN,Brookfield Corporation Class A Limited Voting Shares,Canada,CA_TSX,XTSE,BN,BN.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,105714155.4391059,96772468.09838101,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:BNS,Bank of Nova Scotia (The),Canada,CA_TSX,XTSE,BNS,BNS.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,235701244.0546587,253565134.97508097,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:BTO,B2Gold Corp.,Canada,CA_TSX,XTSE,BTO,BTO.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,16688794.273016531,15515887.186499007,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
WS:XTSE:CAE,CAE Inc.,Canada,CA_TSX,XTSE,CAE,CAE.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,20028380.51544448,18118204.27870393,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED
