Provisional_Liquidity_Rank,WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons
1335,WS:US:RNR,RenaissanceRe,,US_SP1500,,RNR,RNR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,71488953.67727834,85408240.87199596,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1336,WS:XAMS:UMG.AS,UMG,NL,EU_STOXX600,XAMS,UMG.AS,UMG.AS,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,71351647.19679976,52039987.89065647,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1337,WS:XSWX:PGHN.S,PARTNERS GRP HLDG,CH,EU_STOXX600,XSWX,PGHN.S,PGHN.SW,CHF,CHF,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,71314118.8244484,90964462.14018258,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1338,WS:US:VSEC,VSE Corporation,,US_SP1500,,VSEC,VSEC,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,71265275.41288054,74416211.93845385,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1339,WS:US:INDV,Indivior,,US_SP1500,,INDV,INDV,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,71210117.81233174,60743457.338838965,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1340,WS:US:PARR,"Par Pacific Holdings, Inc.",,US_SP1500,,PARR,PARR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,71143476.01554705,56220843.600245476,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1341,WS:XTKS:7832,BANDAI NAMCO HOLDINGS INC.,Japan,JP_N225,XTKS,7832,7832.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,71095270.95074561,52868038.06802212,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1342,WS:XHKG:9961,TRIP.COM - S,Hong Kong,HK_HSI,XHKG,9961,9961.HK,HKD,HKD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,491,491,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,71039475.49236047,93980296.39531663,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1343,WS:US:HRL,Hormel Foods,,US_SP1500,,HRL,HRL,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70928152.81383711,85690856.77987345,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1344,WS:US:APPF,AppFolio,,US_SP1500,,APPF,APPF,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70848831.93200602,56645570.70156033,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1345,WS:US:SF,Stifel,,US_SP1500,,SF,SF,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70647464.45018417,77037747.14418772,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1346,WS:XTSE:GWO,Great-West Lifeco Inc.,Canada,CA_TSX,XTSE,GWO,GWO.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70435077.8431175,70435077.8431175,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1347,WS:XTKS:7272,"YAMAHA MOTOR CO., LTD.",Japan,JP_N225,XTKS,7272,7272.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70417382.6414328,41598047.81659514,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1348,WS:US:TFX,Teleflex,,US_SP1500,,TFX,TFX,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70370786.02415544,60200806.612320274,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1349,WS:XTKS:7453,"RYOHIN KEIKAKU CO., LTD.",Japan,JP_N225,XTKS,7453,7453.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70357323.7899053,75521586.18058172,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1350,WS:XASX:FMG,Fortescue,Australia,AU_ASX200,XASX,FMG,FMG.AX,AUD,AUD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,508,508,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70199222.9589411,65199003.387497924,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1351,WS:XSHE:300251,Beijing Enlight Media Co Ltd,China,CN_CSI300,XSHE,300251,300251.SZ,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70122729.97008887,74915542.19114462,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1352,WS:XTKS:4755,"RAKUTEN GROUP, INC.",Japan,JP_N225,XTKS,4755,4755.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,70087956.52611706,61063571.23705861,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1353,WS:US:JBTM,JBT Marel Corporation,,US_SP1500,,JBTM,JBTM,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,69691238.34814751,56907750.58215512,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1354,WS:US:RHI,Robert Half,,US_SP1500,,RHI,RHI,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,69642609.87327093,67446870.27485557,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1355,WS:XKRX:000270,Kia,South Korea,KR_KOSPI200,XKRX,000270,000270.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,69390485.24717624,87164473.22490485,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1356,WS:BVMF:BPAC11,BPAC11,Brazil,BR_IBRX100,BVMF,BPAC11,BPAC11.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,69355854.40809572,81274580.9912791,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1357,WS:XKRX:329180,HD Hyundai Heavy Industries,South Korea,KR_KOSPI200,XKRX,329180,329180.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,ISOLATED_INVALID_BAR_EXCLUDED,484,483,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,69081762.19122949,99207478.29212674,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1358,WS:XPAR:ORAN.PA,ORANGE,FR,EU_STOXX600,XPAR,ORAN.PA,ORA.PA,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,69070548.42144966,69512704.2421751,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1359,WS:XSHG:601009,Bank of Nanjing Co Ltd,China,CN_CSI300,XSHG,601009,601009.SS,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,69051207.79508184,74101351.46746553,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1360,WS:XTKS:9020,EAST JAPAN RAILWAY CO.,Japan,JP_N225,XTKS,9020,9020.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,69009757.41534448,59878083.80743263,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1361,WS:SRC:ZA_TOP40:EAB90E933A288100,Naspers,South Africa,ZA_TOP40,XJSE,,NPN.JO,ZAR,ZAR,0.01,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68896823.89199358,77324685.57889536,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1362,WS:US:FIVN,"Five9, Inc.",,US_SP1500,,FIVN,FIVN,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68801456.15911186,55170410.23003575,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1363,WS:US:CVLT,CommVault Systems,,US_SP1500,,CVLT,CVLT,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68784018.82683825,76908188.87590438,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1364,WS:XAMS:HEIN.AS,HEINEKEN,NL,EU_STOXX600,XAMS,HEIN.AS,HEIA.AS,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68690992.7362175,58118718.69562149,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1365,WS:US:EXLS,EXL Service,,US_SP1500,,EXLS,EXLS,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68652772.56614682,59111626.78367984,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1366,WS:XHKG:1093,CSPC PHARMA,Hong Kong,HK_HSI,XHKG,1093,1093.HK,HKD,HKD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,491,491,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68637010.74790937,75974888.85842681,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1367,WS:US:RYAN,Ryan Specialty,,US_SP1500,,RYAN,RYAN,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68627958.98218925,66854322.80740016,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1368,WS:XTSE:TOU,Tourmaline Oil Corp.,Canada,CA_TSX,XTSE,TOU,TOU.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68430211.47109962,81778106.78724396,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1369,WS:US:L,Loews Corporation,,US_SP1500,,L,L,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68344636.73148182,76819675.88261268,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1370,WS:XTKS:7270,SUBARU CORP.,Japan,JP_N225,XTKS,7270,7270.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68333665.37886873,55990984.7107742,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1371,WS:XTKS:4452,KAO CORP.,Japan,JP_N225,XTKS,4452,4452.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68201756.20544069,55521803.05929279,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1372,WS:US:LUMN,Lumen Technologies,,US_SP1500,,LUMN,LUMN,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68174167.51112005,78287331.35958338,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1373,WS:XASX:WES,Wesfarmers,Australia,AU_ASX200,XASX,WES,WES.AX,AUD,AUD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,508,508,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68153844.53984708,82520435.63538967,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1374,WS:US:LBRT,"Liberty Energy, Inc.",,US_SP1500,,LBRT,LBRT,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68110820.57439229,76371670.48760541,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1375,WS:XTKS:2502,"ASAHI GROUP HOLDINGS, LTD.",Japan,JP_N225,XTKS,2502,2502.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,68107580.42638947,58858760.12277889,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1376,WS:ISIN:TW0002395001,"ADVANTECH CO., LTD.",Taiwan,TW_TW50,XTAI,2395,2395.TW,TWD,TWD,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,486,486,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,59,67957167.15921058,57191397.108692184,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1377,WS:US:PAG,Penske Automotive Group,,US_SP1500,,PAG,PAG,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,67797449.08540517,53953972.90252811,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1378,WS:US:NVST,Envista Holdings,,US_SP1500,,NVST,NVST,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,67717534.4447312,61415494.49735462,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1379,WS:XETR:EONGN.DE,E.ON,DE,EU_STOXX600,XETR,EONGn.DE,EOAN.DE,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,507,507,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,67614183.21711731,66422414.488796234,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1380,WS:US:ACMR,"ACM Research, Inc.",,US_SP1500,,ACMR,ACMR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,67547353.3978923,106679724.38142669,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1381,WS:US:MSM,MSC Industrial Direct,,US_SP1500,,MSM,MSM,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,67390141.26545072,74050882.90547958,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1382,WS:SRC:ZA_TOP40:A707BAE04D25DE84,Gold Fields,South Africa,ZA_TOP40,XJSE,,GFI.JO,ZAR,ZAR,0.01,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,67295192.23288713,75100799.90047896,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1383,WS:XBRU:ARGX.BR,ARGENX,BE,EU_STOXX600,XBRU,ARGX.BR,ARGX.BR,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,66851657.37585449,66126847.957092285,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1384,WS:XTKS:6178,"JAPAN POST HOLDINGS CO., LTD.",Japan,JP_N225,XTKS,6178,6178.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,66800993.75015806,65645083.87560892,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
1385,WS:BVMF:BBAS3,BBAS3,Brazil,BR_IBRX100,BVMF,BBAS3,BBAS3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,66727665.77290993,59837291.75092825,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
1386,WS:XSTO:ERICB.ST,ERICSSON LM B,SE,EU_STOXX600,XSTO,ERICb.ST,ERIC-B.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,66670184.82764999,78780806.5084312,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
