WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons,Instrument_Decision_v0_6,Instrument_Type_Resolved_v0_6,Instrument_Resolution_Method_v0_6,Instrument_Resolution_Reason_v0_6,Instrument_Evidence_URL_v0_6,Instrument_Evidence_Note_v0_6,Instrument_Decision_v0_7,Instrument_Type_Resolved_v0_7,Instrument_Resolution_Method_v0_7,Instrument_Resolution_Reason_v0_7,Instrument_Evidence_URL_v0_7,Instrument_Evidence_Note_v0_7
WS:BVMF:EQTL3,EQTL3,Brazil,BR_IBRX100,BVMF,EQTL3,EQTL3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,61926733.61330375,51543689.895089015,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:GGBR4,GGBR4,Brazil,BR_IBRX100,BVMF,GGBR4,GGBR4.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,40692236.39044534,36655997.73985456,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,FAIL,PREFERRED_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_04,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:GOAU4,GOAU4,Brazil,BR_IBRX100,BVMF,GOAU4,GOAU4.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,19398320.97928833,12721272.136037428,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,FAIL,PREFERRED_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_04,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:ITSA4,ITSA4,Brazil,BR_IBRX100,BVMF,ITSA4,ITSA4.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,44043830.967312,50334253.55351442,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,FAIL,PREFERRED_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_04,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:ITUB4,ITUB4,Brazil,BR_IBRX100,BVMF,ITUB4,ITUB4.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,154635654.13405526,153315372.97952312,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,FAIL,PREFERRED_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_04,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:LREN3,LREN3,Brazil,BR_IBRX100,BVMF,LREN3,LREN3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,32781588.12386972,31836583.781401858,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:MBRF3,MBRF3,Brazil,BR_IBRX100,BVMF,MBRF3,MBRF3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,18663630.383343942,18301881.404395044,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:MGLU3,MGLU3,Brazil,BR_IBRX100,BVMF,MGLU3,MGLU3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,15561339.79844552,16750310.879565962,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:MOTV3,MOTV3,Brazil,BR_IBRX100,BVMF,MOTV3,MOTV3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,19578022.29718393,19499208.381121032,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:MULT3,MULT3,Brazil,BR_IBRX100,BVMF,MULT3,MULT3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,18418777.223283805,14518797.71858138,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:PETR3,PETR3,Brazil,BR_IBRX100,BVMF,PETR3,PETR3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,75584807.04897386,74958781.40418153,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:PETR4,PETR4,Brazil,BR_IBRX100,BVMF,PETR4,PETR4.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,259457083.5098092,236927784.8384782,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,FAIL,PREFERRED_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_04,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:PRIO3,PRIO3,Brazil,BR_IBRX100,BVMF,PRIO3,PRIO3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,72530461.40023212,68546943.76067786,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:RADL3,RADL3,Brazil,BR_IBRX100,BVMF,RADL3,RADL3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,28942035.323158376,31360031.480807032,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:RAIL3,RAIL3,Brazil,BR_IBRX100,BVMF,RAIL3,RAIL3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,27871536.21297946,24129767.728783023,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:RDOR3,RDOR3,Brazil,BR_IBRX100,BVMF,RDOR3,RDOR3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,33992335.19040132,32911191.914308675,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:RENT3,RENT3,Brazil,BR_IBRX100,BVMF,RENT3,RENT3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,53033999.11060344,50947989.32234752,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:SANB11,SANB11,Brazil,BR_IBRX100,BVMF,SANB11,SANB11.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,29836702.215408,18411602.638428435,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,FAIL,B3_OTHER_ASSET_UNIT_FUND_OR_OTHER_NONORDINARY,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_11_OTHER_ASSET_11_30,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:SBSP3,SBSP3,Brazil,BR_IBRX100,BVMF,SBSP3,SBSP3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,66007242.88578625,65558208.56817645,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:SMFT3,SMFT3,Brazil,BR_IBRX100,BVMF,SMFT3,SMFT3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,22329737.85911624,18062300.413503684,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:SUZB3,SUZB3,Brazil,BR_IBRX100,BVMF,SUZB3,SUZB3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,42937760.52456242,38664052.85804262,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:TIMS3,TIMS3,Brazil,BR_IBRX100,BVMF,TIMS3,TIMS3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,26951775.917347945,22361889.92223185,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:TOTS3,TOTS3,Brazil,BR_IBRX100,BVMF,TOTS3,TOTS3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,21193594.63082068,20655690.200853776,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:UGPA3,UGPA3,Brazil,BR_IBRX100,BVMF,UGPA3,UGPA3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,49825991.45503771,32714704.23779992,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:VALE3,VALE3,Brazil,BR_IBRX100,BVMF,VALE3,VALE3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,224008595.66049185,226016267.37003195,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:VBBR3,VBBR3,Brazil,BR_IBRX100,BVMF,VBBR3,VBBR3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,46841449.19504765,48609336.99766258,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
WS:BVMF:VIVT3,VIVT3,Brazil,BR_IBRX100,BVMF,VIVT3,VIVT3.SA,BRL,BRL,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,32717154.712765403,28767948.723650485,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,NO_NEW_GROUP_RULE_IN_V0_6,,No new group-level instrument decision is made in v0.6.,PASS,ORDINARY_SHARE,B3_OFFICIAL_TICKER_SUFFIX_RULE,B3_SUFFIX_03,https://sistemasweb.b3.com.br/normativos/MPODENEGOCIACAO20260525.pdf,"B3 Trading Operational Procedures Manual, May 2026"
