Security_Key,Source_WS_ID,Evidence_Cohort,Primary_MIC,Primary_Ticker,Provider_Symbol,Provider_Mapping_Status,Evidence_Artifact
WSSEC:WS:XNAS:MSFT,WS:XNAS:MSFT,US1,XNAS,MSFT,MSFT,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:MTSI,WS:XNAS:MTSI,US2,XNAS,MTSI,MTSI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:MU,WS:XNAS:MU,US1,XNAS,MU,MU,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:MZTI,WS:XNAS:MZTI,US2,XNAS,MZTI,MZTI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:NBIX,WS:XNAS:NBIX,US2,XNAS,NBIX,NBIX,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:NDAQ,WS:XNAS:NDAQ,US1,XNAS,NDAQ,NDAQ,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:NDSN,WS:XNAS:NDSN,US1,XNAS,NDSN,NDSN,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:NFLX,WS:XNAS:NFLX,US1,XNAS,NFLX,NFLX,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:NOVT,WS:XNAS:NOVT,US2,XNAS,NOVT,NOVT,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:NTNX,WS:XNAS:NTNX,US2,XNAS,NTNX,NTNX,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:NTRS,WS:XNAS:NTRS,US1,XNAS,NTRS,NTRS,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:NVDA,WS:XNAS:NVDA,US1,XNAS,NVDA,NVDA,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:NWE,WS:XNAS:NWE,US2,XNAS,NWE,NWE,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:NXST,WS:XNAS:NXST,US2,XNAS,NXST,NXST,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:NXT,WS:XNAS:NXT,US2,XNAS,NXT,NXT,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:ODFL,WS:XNAS:ODFL,US1,XNAS,ODFL,ODFL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:OKTA,WS:XNAS:OKTA,US2,XNAS,OKTA,OKTA,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:OLED,WS:XNAS:OLED,US2,XNAS,OLED,OLED,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:OLLI,WS:XNAS:OLLI,US2,XNAS,OLLI,OLLI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:ON,WS:XNAS:ON,US1,XNAS,ON,ON,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:ONB,WS:XNAS:ONB,US2,XNAS,ONB,ONB,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:OPCH,WS:XNAS:OPCH,US2,XNAS,OPCH,OPCH,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:ORLY,WS:XNAS:ORLY,US1,XNAS,ORLY,ORLY,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:OZK,WS:XNAS:OZK,US2,XNAS,OZK,OZK,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:PANW,WS:XNAS:PANW,US1,XNAS,PANW,PANW,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:PAYX,WS:XNAS:PAYX,US1,XNAS,PAYX,PAYX,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:PCAR,WS:XNAS:PCAR,US1,XNAS,PCAR,PCAR,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:PCTY,WS:XNAS:PCTY,US2,XNAS,PCTY,PCTY,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:PEGA,WS:XNAS:PEGA,US2,XNAS,PEGA,PEGA,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:PPC,WS:XNAS:PPC,US2,XNAS,PPC,PPC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:PTC,WS:XNAS:PTC,US1,XNAS,PTC,PTC,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:PYPL,WS:XNAS:PYPL,US1,XNAS,PYPL,PYPL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:QCOM,WS:XNAS:QCOM,US1,XNAS,QCOM,QCOM,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:QLYS,WS:XNAS:QLYS,US2,XNAS,QLYS,QLYS,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:REGN,WS:XNAS:REGN,US1,XNAS,REGN,REGN,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:RGEN,WS:XNAS:RGEN,US2,XNAS,RGEN,RGEN,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:RGLD,WS:XNAS:RGLD,US2,XNAS,RGLD,RGLD,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:RMBS,WS:XNAS:RMBS,US2,XNAS,RMBS,RMBS,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:ROIV,WS:XNAS:ROIV,US2,XNAS,ROIV,ROIV,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:ROKU,WS:XNAS:ROKU,US2,XNAS,ROKU,ROKU,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:ROST,WS:XNAS:ROST,US1,XNAS,ROST,ROST,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:SAIA,WS:XNAS:SAIA,US2,XNAS,SAIA,SAIA,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SAIC,WS:XNAS:SAIC,US2,XNAS,SAIC,SAIC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SANM,WS:XNAS:SANM,US2,XNAS,SANM,SANM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SBUX,WS:XNAS:SBUX,US1,XNAS,SBUX,SBUX,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:SEIC,WS:XNAS:SEIC,US2,XNAS,SEIC,SEIC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SFM,WS:XNAS:SFM,US2,XNAS,SFM,SFM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SHC,WS:XNAS:SHC,US2,XNAS,SHC,SHC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SIGI,WS:XNAS:SIGI,US2,XNAS,SIGI,SIGI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SIRI,WS:XNAS:SIRI,US2,XNAS,SIRI,SIRI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SITM,WS:XNAS:SITM,US2,XNAS,SITM,SITM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SLAB,WS:XNAS:SLAB,US2,XNAS,SLAB,SLAB,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SLM,WS:XNAS:SLM,US2,XNAS,SLM,SLM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SMTC,WS:XNAS:SMTC,US2,XNAS,SMTC,SMTC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SNDK,WS:XNAS:SNDK,US1,XNAS,SNDK,SNDK,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:SNPS,WS:XNAS:SNPS,US1,XNAS,SNPS,SNPS,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:STLD,WS:XNAS:STLD,US1,XNAS,STLD,STLD,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:STRL,WS:XNAS:STRL,US2,XNAS,STRL,STRL,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:SWKS,WS:XNAS:SWKS,US1,XNAS,SWKS,SWKS,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:SYNA,WS:XNAS:SYNA,US2,XNAS,SYNA,SYNA,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:TCBI,WS:XNAS:TCBI,US2,XNAS,TCBI,TCBI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:TECH,WS:XNAS:TECH,US1,XNAS,TECH,TECH,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:TLN,WS:XNAS:TLN,US2,XNAS,TLN,TLN,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:TMUS,WS:XNAS:TMUS,US1,XNAS,TMUS,TMUS,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:TROW,WS:XNAS:TROW,US1,XNAS,TROW,TROW,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:TSCO,WS:XNAS:TSCO,US1,XNAS,TSCO,TSCO,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:TSLA,WS:XNAS:TSLA,US1,XNAS,TSLA,TSLA,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:TTD,WS:XNAS:TTD,US1,XNAS,TTD,TTD,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:TTEK,WS:XNAS:TTEK,US2,XNAS,TTEK,TTEK,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:TTMI,WS:XNAS:TTMI,US2,XNAS,TTMI,TTMI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:TTWO,WS:XNAS:TTWO,US1,XNAS,TTWO,TTWO,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:TXN,WS:XNAS:TXN,US1,XNAS,TXN,TXN,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:TXRH,WS:XNAS:TXRH,US2,XNAS,TXRH,TXRH,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:UBSI,WS:XNAS:UBSI,US2,XNAS,UBSI,UBSI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:UFPI,WS:XNAS:UFPI,US2,XNAS,UFPI,UFPI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:ULTA,WS:XNAS:ULTA,US1,XNAS,ULTA,ULTA,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:UMBF,WS:XNAS:UMBF,US2,XNAS,UMBF,UMBF,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:UTHR,WS:XNAS:UTHR,US2,XNAS,UTHR,UTHR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:VC,WS:XNAS:VC,US2,XNAS,VC,VC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:VIAV,WS:XNAS:VIAV,US2,XNAS,VIAV,VIAV,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:VICR,WS:XNAS:VICR,US2,XNAS,VICR,VICR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:VLY,WS:XNAS:VLY,US2,XNAS,VLY,VLY,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:VNOM,WS:XNAS:VNOM,US2,XNAS,VNOM,VNOM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:VRSK,WS:XNAS:VRSK,US1,XNAS,VRSK,VRSK,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:VRSN,WS:XNAS:VRSN,US1,XNAS,VRSN,VRSN,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:VRTX,WS:XNAS:VRTX,US1,XNAS,VRTX,VRTX,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:VTRS,WS:XNAS:VTRS,US1,XNAS,VTRS,VTRS,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:WBD,WS:XNAS:WBD,US1,XNAS,WBD,WBD,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:WDC,WS:XNAS:WDC,US1,XNAS,WDC,WDC,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:WFRD,WS:XNAS:WFRD,US2,XNAS,WFRD,WFRD,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:WING,WS:XNAS:WING,US2,XNAS,WING,WING,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:WMG,WS:XNAS:WMG,US2,XNAS,WMG,WMG,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:WMT,WS:XNAS:WMT,US1,XNAS,WMT,WMT,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:WTFC,WS:XNAS:WTFC,US2,XNAS,WTFC,WTFC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:WWD,WS:XNAS:WWD,US2,XNAS,WWD,WWD,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:WYNN,WS:XNAS:WYNN,US1,XNAS,WYNN,WYNN,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:XRAY,WS:XNAS:XRAY,US2,XNAS,XRAY,XRAY,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNAS:ZBRA,WS:XNAS:ZBRA,US1,XNAS,ZBRA,ZBRA,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNAS:ZION,WS:XNAS:ZION,US2,XNAS,ZION,ZION,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:A,WS:XNYS:A,US1,XNYS,A,A,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AA,WS:XNYS:AA,US2,XNYS,AA,AA,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ABBV,WS:XNYS:ABBV,US1,XNYS,ABBV,ABBV,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ABT,WS:XNYS:ABT,US1,XNYS,ABT,ABT,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ACI,WS:XNYS:ACI,US2,XNYS,ACI,ACI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ACM,WS:XNYS:ACM,US2,XNYS,ACM,ACM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ADM,WS:XNYS:ADM,US1,XNYS,ADM,ADM,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AEE,WS:XNYS:AEE,US1,XNYS,AEE,AEE,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AEP,WS:XNYS:AEP,US1,XNYS,AEP,AEP,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AES,WS:XNYS:AES,US1,XNYS,AES,AES,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AFG,WS:XNYS:AFG,US2,XNYS,AFG,AFG,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AFL,WS:XNYS:AFL,US1,XNYS,AFL,AFL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AGCO,WS:XNYS:AGCO,US2,XNYS,AGCO,AGCO,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AIG,WS:XNYS:AIG,US1,XNYS,AIG,AIG,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AIT,WS:XNYS:AIT,US2,XNYS,AIT,AIT,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AIZ,WS:XNYS:AIZ,US1,XNYS,AIZ,AIZ,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AJG,WS:XNYS:AJG,US1,XNYS,AJG,AJG,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ALB,WS:XNYS:ALB,US1,XNYS,ALB,ALB,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ALK,WS:XNYS:ALK,US2,XNYS,ALK,ALK,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ALL,WS:XNYS:ALL,US1,XNYS,ALL,ALL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ALLY,WS:XNYS:ALLY,US2,XNYS,ALLY,ALLY,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ALSN,WS:XNYS:ALSN,US2,XNYS,ALSN,ALSN,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ALV,WS:XNYS:ALV,US2,XNYS,ALV,ALV,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AM,WS:XNYS:AM,US2,XNYS,AM,AM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AME,WS:XNYS:AME,US1,XNYS,AME,AME,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AMG,WS:XNYS:AMG,US2,XNYS,AMG,AMG,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AMP,WS:XNYS:AMP,US1,XNYS,AMP,AMP,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AN,WS:XNYS:AN,US2,XNYS,AN,AN,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ANF,WS:XNYS:ANF,US2,XNYS,ANF,ANF,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AOS,WS:XNYS:AOS,US1,XNYS,AOS,AOS,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:APD,WS:XNYS:APD,US1,XNYS,APD,APD,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:APG,WS:XNYS:APG,US2,XNYS,APG,APG,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:APH,WS:XNYS:APH,US1,XNYS,APH,APH,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AR,WS:XNYS:AR,US2,XNYS,AR,AR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ARES,WS:XNYS:ARES,US1,XNYS,ARES,ARES,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ARMK,WS:XNYS:ARMK,US2,XNYS,ARMK,ARMK,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ARW,WS:XNYS:ARW,US2,XNYS,ARW,ARW,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ASB,WS:XNYS:ASB,US2,XNYS,ASB,ASB,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ASH,WS:XNYS:ASH,US2,XNYS,ASH,ASH,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ATI,WS:XNYS:ATI,US2,XNYS,ATI,ATI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ATO,WS:XNYS:ATO,US1,XNYS,ATO,ATO,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ATR,WS:XNYS:ATR,US2,XNYS,ATR,ATR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AVNT,WS:XNYS:AVNT,US2,XNYS,AVNT,AVNT,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AVTR,WS:XNYS:AVTR,US2,XNYS,AVTR,AVTR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AVY,WS:XNYS:AVY,US1,XNYS,AVY,AVY,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AWK,WS:XNYS:AWK,US1,XNYS,AWK,AWK,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AXP,WS:XNYS:AXP,US1,XNYS,AXP,AXP,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:AXTA,WS:XNYS:AXTA,US2,XNYS,AXTA,AXTA,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AYI,WS:XNYS:AYI,US2,XNYS,AYI,AYI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:AZO,WS:XNYS:AZO,US1,XNYS,AZO,AZO,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:BA,WS:XNYS:BA,US1,XNYS,BA,BA,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:BAC,WS:XNYS:BAC,US1,XNYS,BAC,BAC,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:BAH,WS:XNYS:BAH,US2,XNYS,BAH,BAH,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:BALL,WS:XNYS:BALL,US1,XNYS,BALL,BALL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:BAX,WS:XNYS:BAX,US1,XNYS,BAX,BAX,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:BBWI,WS:XNYS:BBWI,US2,XNYS,BBWI,BBWI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:BBY,WS:XNYS:BBY,US1,XNYS,BBY,BBY,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:BC,WS:XNYS:BC,US2,XNYS,BC,BC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:BCO,WS:XNYS:BCO,US2,XNYS,BCO,BCO,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:BDC,WS:XNYS:BDC,US2,XNYS,BDC,BDC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:BDX,WS:XNYS:BDX,US1,XNYS,BDX,BDX,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:BEN,WS:XNYS:BEN,US1,XNYS,BEN,BEN,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:BILL,WS:XNYS:BILL,US2,XNYS,BILL,BILL,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:BIO,WS:XNYS:BIO,US2,XNYS,BIO,BIO,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:BJ,WS:XNYS:BJ,US2,XNYS,BJ,BJ,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:BKH,WS:XNYS:BKH,US2,XNYS,BKH,BKH,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:BKR,WS:XNYS:BKR,US1,XNYS,BKR,BKR,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
