Primary_Ticker_Candidate,Security_Name_Official,B3_Type,Theoretical_Quantity,Participation_Pct,Segment_ID,Primary_MIC_Candidate,Source_ID,Source_URL,Source_AsOf_Observed_UTC,Canonical_Import_v0_30,Identity_Reconciliation_Required
CBAV3,CBA,ON      NM,204.441.277,"0,087",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864354+00:00,False,True
CEAB3,CEA MODAS,ON      NM,204.964.309,"0,064",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864358+00:00,False,True
CMIG4,CEMIG,PN      N1,1.904.057.894,"0,759",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864361+00:00,False,True
COGN3,COGNA ON,ON      NM,1.915.914.094,"0,163",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864365+00:00,False,True
CSMG3,COPASA,ON      NM,359.581.776,"0,746",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864369+00:00,False,True
CPLE3,COPEL,ON      NM,2.969.406.694,"1,653",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864373+00:00,False,True
CSAN3,COSAN,ON      NM,2.242.671.999,"0,320",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864376+00:00,False,True
CPFE3,CPFL ENERGIA,ON      NM,187.732.538,"0,319",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864380+00:00,False,True
CMIN3,CSNMINERACAO,ON      N2,1.646.519.336,"0,375",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864384+00:00,False,True
CURY3,CURY S/A,ON      NM,160.988.231,"0,200",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864388+00:00,False,True
CVCB3,CVC BRASIL,ON  ATZ NM,408.009.727,"0,026",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864391+00:00,False,True
CYRE3,CYRELA REALT,ON      NM,281.609.283,"0,246",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864395+00:00,False,True
DIRR3,DIRECIONAL,ON      NM,327.091.595,"0,135",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864399+00:00,False,True
ECOR3,ECORODOVIAS,ON      NM,328.954.615,"0,086",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864402+00:00,False,True
EMBJ3,EMBRAER,ON      NM,711.833.141,"2,570",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864406+00:00,False,True
ENGI11,ENERGISA,UNT     N2,325.503.046,"0,585",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864410+00:00,False,True
ENEV3,ENEVA,ON      NM,1.913.352.180,"1,908",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864414+00:00,False,True
EGIE3,ENGIE BRASIL,ON  ED  NM,443.065.303,"0,484",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864417+00:00,False,True
EQTL3,EQUATORIAL,ON      NM,1.247.728.993,"1,738",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864421+00:00,False,True
EZTC3,EZTEC,ON      NM,121.216.090,"0,054",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864424+00:00,False,True
FLRY3,FLEURY,ON      NM,447.150.822,"0,320",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864428+00:00,False,True
GGBR4,GERDAU,PN  ED  N1,1.258.208.269,"1,135",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864432+00:00,False,True
GOAU4,GERDAU MET,PN  ED  N1,830.837.767,"0,328",BR_IBRX100,BVMF,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay/eyJsYW5ndWFnZSI6InB0LWJyIiwicGFnZU51bWJlciI6MSwicGFnZVNpemUiOjIwMCwiaW5kZXgiOiJJQlhYIiwic2VnbWVudCI6IjEifQ==,2026-08-29T14:13:40.864435+00:00,False,True
