Security_Key,Ticker,Date,V049_Open,V049_High,V049_Low,V049_Close,V049_Volume,Independent_Open,Independent_High,Independent_Low,Independent_Close,Independent_Volume,Diff_Open,Diff_High,Diff_Low,Diff_Close,Diff_Volume,Source_ID
WSSEC:WS:XASX:ANZ,ANZ,2024-11-15,31.799999237060547,32.34000015258789,31.760000228881836,32.45000076293945,6684305,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NONE
WSSEC:WS:XASX:BSL,BSL,2024-11-15,20.760000228881836,20.90999984741211,20.700000762939453,20.950000762939453,428015,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NONE
WSSEC:WS:XASX:BXB,BXB,2024-11-15,19.139999389648438,19.264999389648438,19.1200008392334,19.309999465942383,3521951,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NONE
WSSEC:WS:XASX:CBA,CBA,2024-11-15,154,154.94500732421875,152.52999877929688,155.1300048828125,2493400,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,PARTIAL_OBSERVED_TRADE_155.13,NOT_ACQUIRED,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,SRC_AFR_CBA
WSSEC:WS:XASX:NXT,NXT,2024-11-15,17.139999389648438,17.239999771118164,16.645000457763672,16.639999389648438,1191681,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NONE
WSSEC:WS:XASX:PME,PME,2024-11-15,207.24000549316406,209.63999938964844,205.60000610351562,209.86000061035156,65929,207.24,209.86,205.6,209.86,103408,-0.000005493164053405053,0.22000061035157614,-0.000006103515630684342,-6.103515488575795e-7,37479,SRC_INVESTSMART_PME
WSSEC:WS:XASX:QAN,QAN,2024-11-15,8.649999618530273,8.869999885559082,8.579999923706055,8.890000343322754,7033512,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,8.89,NOT_ACQUIRED,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,-3.433227533378158e-7,NOT_COMPUTABLE,SRC_ABC_QAN
WSSEC:WS:XASX:SDF,SDF,2024-11-15,5.650000095367432,5.664999961853027,5.630000114440918,5.619999885559082,1301938,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_ACQUIRED,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NOT_COMPUTABLE,NONE
