WS_ID,Yahoo_Symbol,Primary_Ticker_Source,Primary_Ticker_Resolved_Candidate,Reason,Verified_UTC
WS:XETR:HNRGN.DE,HNR1.DE,HNRGn.DE,HNR1,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.169561+00:00
WS:XETR:HOTG.DE,HOT.DE,HOTG.DE,HOT,EXPECTED_MARKET_VERIFIED_EU,2026-08-23T22:04:43.170861+00:00
WS:XETR:IFXGN.DE,IFX.DE,IFXGn.DE,IFX,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.171997+00:00
WS:XETR:LEGN.DE,LEG.DE,LEGn.DE,LEG,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.175262+00:00
WS:XETR:LHAG.DE,LHA.DE,LHAG.DE,LHA,EXPECTED_MARKET_VERIFIED_EU,2026-08-23T22:04:43.176520+00:00
WS:XETR:MBGN.DE,MBG.DE,MBGn.DE,MBG,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.177620+00:00
WS:XETR:MTXGN.DE,MTX.DE,MTXGn.DE,MTX,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.179805+00:00
WS:XETR:NAFG.DE,NDA.DE,NAFG.DE,NDA,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.393967+00:00
WS:XETR:NDXG.DE,NDX1.DE,NDXG.DE,NDX1,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.395075+00:00
WS:XETR:NEKG.DE,NEM.DE,NEKG.DE,NEM,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.396197+00:00
WS:XETR:PUMG.DE,PUM.DE,PUMG.DE,PUM,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.609288+00:00
WS:XETR:RHMG.DE,RHM.DE,RHMG.DE,RHM,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.857104+00:00
WS:XETR:RWEG.DE,RWE.DE,RWEG.DE,RWE,EXPECTED_MARKET_VERIFIED_EU,2026-08-23T22:04:43.858421+00:00
WS:XETR:SAPG.DE,SAP.DE,SAPG.DE,SAP,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:43.859516+00:00
WS:XETR:SHLG.DE,SHL.DE,SHLG.DE,SHL,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:44.296289+00:00
WS:XETR:SY1G.DE,SY1.DE,SY1G.DE,SY1,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:44.515304+00:00
WS:XETR:TEGG.DE,TEG.DE,TEGG.DE,TEG,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:44.516426+00:00
WS:XETR:TKAG.DE,TKA.DE,TKAG.DE,TKA,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:44.517499+00:00
WS:XETR:TLXGN.DE,TLX.DE,TLXGn.DE,TLX,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:44.518562+00:00
WS:XETR:TUI1N.DE,TUI1.DE,TUI1n.DE,TUI1,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:44.519622+00:00
WS:XETR:VNAN.DE,VNA.DE,VNAn.DE,VNA,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:44.520677+00:00
WS:XETR:ZALG.DE,ZAL.DE,ZALG.DE,ZAL,SEARCH_HIGH_CONFIDENCE,2026-08-23T22:04:44.731439+00:00
