WS_ID,Name,Primary_Universe_Index,Country,Primary_MIC,Primary_Ticker_Source,Yahoo_Symbol_Before,Yahoo_Status_Before,Yahoo_Symbol_After,Yahoo_Status_After,Remediation_Method,Changed,Detail_Reason,Detail_Result_Name,Detail_Exchange,Detail_Name_Score,Detail_Margin,Detail_Candidate_Count,Canonical_WS_ID_Candidate,Provider_Unresolved,Same_Venue_Duplicate_Review,Needs_Review
WS:XMEX:MEGACPO,Megacable,MX_IPC,Mexico,XMEX,MEGA CPO,,SEARCH_AMBIGUOUS,,SEARCH_AMBIGUOUS,CARRY_FORWARD,False,MX_REVIEW_REQUIRED,,,,,,,True,False,True
WS:XMEX:VOLARA,Volaris,MX_IPC,Mexico,XMEX,VOLAR A,,SEARCH_NO_QUOTES,,SEARCH_NO_QUOTES,CARRY_FORWARD,False,MX_REVIEW_REQUIRED,,,,,,,True,False,True
WS:SRC:ZA_TOP40:226ACE3524DC99B3,Investec Ltd,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_MULTI_SECURITY_REVIEW,JSE_REVALIDATION_REVIEW,True,JSE_MULTI_SECURITY_REVIEW,,,,,2,,True,False,True
WS:SRC:ZA_TOP40:269DEF2006BCDC3A,Implats,ZA_TOP40,South Africa,XJSE,,,SEARCH_NO_QUOTES,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:2DF0FDC7A9EB6AF3,AB InBev,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:3372028E3DD353C9,Absa Group,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:3598A879F2EA6E99,Sanlam,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:8096AB44770BB485,MultiChoice,ZA_TOP40,South Africa,XJSE,,,SEARCH_NO_QUOTES,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:826AEDDC44AC58D6,RMH,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:8D915874D6D1F74D,Growthpoint Properties,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:A5EBFF44983C436F,Bidcorp,ZA_TOP40,South Africa,XJSE,,,SEARCH_NO_QUOTES,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:A707BAE04D25DE84,Gold Fields,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:B9672938BA6AA893,FirstRand,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_MULTI_SECURITY_REVIEW,JSE_REVALIDATION_REVIEW,True,JSE_MULTI_SECURITY_REVIEW,,,,,2,,True,False,True
WS:SRC:ZA_TOP40:C3D446CB310D4D8C,Capitec,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_MULTI_SECURITY_REVIEW,JSE_REVALIDATION_REVIEW,True,JSE_MULTI_SECURITY_REVIEW,,,,,2,,True,False,True
WS:SRC:ZA_TOP40:C4F89DB729DA585F,BHP,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:CA5BCEC12F716F44,BAT,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:CCFFACA1ACD941D3,Standard Bank,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_MULTI_SECURITY_REVIEW,JSE_REVALIDATION_REVIEW,True,JSE_MULTI_SECURITY_REVIEW,,,,,3,,True,False,True
WS:SRC:ZA_TOP40:DFFDE2958F9E4E6C,Mondi,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:EEEF37437472AD5D,Aspen Pharmacare,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
WS:SRC:ZA_TOP40:FA44132B238E6795,Discovery,ZA_TOP40,South Africa,XJSE,,,SEARCH_AMBIGUOUS,,JSE_NO_UNIQUE_MARKET_EQUITY,JSE_REVALIDATION_REVIEW,True,JSE_NO_UNIQUE_MARKET_EQUITY,,,,,0,,True,False,True
