WS_ID,Primary_MIC,Primary_Ticker,Security_Name,Instrument_Type,Source_ID,Source_AsOf,Source_Superset_Member,Source_Gate_State,Identity_Gate_State,Instrument_Gate_State,Liquidity_Class,History_Gate_State,Standard_Eligibility_Plan_State,Scalable_Tradeability_Status,Planned_Master_Action,Canonical_Import_v0_33,Eligibility_Promotion_v0_33
WS:BVMF:ABEV3,BVMF,ABEV3,AMBEV S/A,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:ALOS3,BVMF,ALOS3,ALLOS,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_STANDARD,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:ANIM3,BVMF,ANIM3,ANIMA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,FAIL_LIQUIDITY,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_LIQUIDITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:ASAI3,BVMF,ASAI3,ASSAI,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:AUAU3,BVMF,AUAU3,PETZCOBASI,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,FAIL_LIQUIDITY,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_LIQUIDITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:AURE3,BVMF,AURE3,AUREN,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:AXIA3,BVMF,AXIA3,AXIA ENERGIA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:AZZA3,BVMF,AZZA3,AZZAS 2154,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:B3SA3,BVMF,B3SA3,B3,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:BBAS3,BVMF,BBAS3,BRASIL,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:BBDC3,BVMF,BBDC3,BRADESCO,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:BBDC4,BVMF,BBDC4,BRADESCO,PREFERRED_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,FAIL,NOT_CHECKED_INSTRUMENT_FAIL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_INSTRUMENT,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:BBSE3,BVMF,BBSE3,BBSEGURIDADE,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:BEEF3,BVMF,BEEF3,MINERVA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:BPAC11,BVMF,BPAC11,BTGP BANCO,UNIT,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,FAIL,NOT_CHECKED_INSTRUMENT_FAIL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_INSTRUMENT,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:BRAP4,BVMF,BRAP4,BRADESPAR,PREFERRED_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,FAIL,NOT_CHECKED_INSTRUMENT_FAIL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_INSTRUMENT,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:BRAV3,BVMF,BRAV3,BRAVA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_STANDARD,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CBAV3,BVMF,CBAV3,CBA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,FAIL_LIQUIDITY,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_LIQUIDITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CEAB3,BVMF,CEAB3,CEA MODAS,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CMIG4,BVMF,CMIG4,CEMIG,PREFERRED_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,FAIL,NOT_CHECKED_INSTRUMENT_FAIL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_INSTRUMENT,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CMIN3,BVMF,CMIN3,CSNMINERACAO,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:COGN3,BVMF,COGN3,COGNA ON,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CPFE3,BVMF,CPFE3,CPFL ENERGIA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CPLE3,BVMF,CPLE3,COPEL,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CSAN3,BVMF,CSAN3,COSAN,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_STANDARD,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CSMG3,BVMF,CSMG3,COPASA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CSNA3,BVMF,CSNA3,SID NACIONAL,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CURY3,BVMF,CURY3,CURY S/A,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_STANDARD,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CVCB3,BVMF,CVCB3,CVC BRASIL,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,FAIL_LIQUIDITY,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_LIQUIDITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CXSE3,BVMF,CXSE3,CAIXA SEGURI,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_STANDARD,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:CYRE3,BVMF,CYRE3,CYRELA REALT,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:DIRR3,BVMF,DIRR3,DIRECIONAL,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:ECOR3,BVMF,ECOR3,ECORODOVIAS,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,FAIL_LIQUIDITY,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_LIQUIDITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:EGIE3,BVMF,EGIE3,ENGIE BRASIL,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_STANDARD,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:EMBJ3,BVMF,EMBJ3,EMBRAER,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:ENEV3,BVMF,ENEV3,ENEVA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:ENGI11,BVMF,ENGI11,ENERGISA,UNIT,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,FAIL,NOT_CHECKED_INSTRUMENT_FAIL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_INSTRUMENT,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:EQTL3,BVMF,EQTL3,EQUATORIAL,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_U3K_NOT_READY_DATA_QUALITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:EZTC3,BVMF,EZTC3,EZTEC,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,FAIL_LIQUIDITY,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_LIQUIDITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:FLRY3,BVMF,FLRY3,FLEURY,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:GGBR4,BVMF,GGBR4,GERDAU,PREFERRED_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,FAIL,NOT_CHECKED_INSTRUMENT_FAIL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_INSTRUMENT,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:GGPS3,BVMF,GGPS3,GPS,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:GMAT3,BVMF,GMAT3,GRUPO MATEUS,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,FAIL_LIQUIDITY,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_LIQUIDITY,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:GOAU4,BVMF,GOAU4,GERDAU MET,PREFERRED_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,FAIL,NOT_CHECKED_INSTRUMENT_FAIL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_INSTRUMENT,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:HAPV3,BVMF,HAPV3,HAPVIDA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
WS:BVMF:HYPE3,BVMF,HYPE3,HYPERA,ORDINARY_SHARE,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,True,PASS_OFFICIAL_B3_IBRX100,PASS,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,ADD_TO_SOURCE_SUPERSET_ONLY,False,False
