WS_ID,Before_Row_SHA256,After_Row_SHA256,Changed
WS:XTKS:7270,9b20f01817f61cab92ac39941dff7061ce4c26c493fb7fcbe16e0043d896301b,9b20f01817f61cab92ac39941dff7061ce4c26c493fb7fcbe16e0043d896301b,False
WS:XTKS:7272,a75f2313054d2cdf2dbc4ed7f604351b317efd7bccb1701d9372c14874a81227,a75f2313054d2cdf2dbc4ed7f604351b317efd7bccb1701d9372c14874a81227,False
WS:XTKS:7453,a235efc333cb94b52bc832c28b9fdffe9de8c8c081ac0b2cb7d539a5abc81b51,a235efc333cb94b52bc832c28b9fdffe9de8c8c081ac0b2cb7d539a5abc81b51,False
WS:XTKS:7532,3f3f736536e7f4ba1633d2e66004cc55dedb406d1e03895f7b97b1b442d8e35c,3f3f736536e7f4ba1633d2e66004cc55dedb406d1e03895f7b97b1b442d8e35c,False
WS:XTKS:7731,6e1743b900b338eeb1490bbddf65f167f0040f52cf4dacf902658eed635b19d5,6e1743b900b338eeb1490bbddf65f167f0040f52cf4dacf902658eed635b19d5,False
WS:XTKS:7733,0e28c4359576c556070785019cb50783eebaa4a7189a2af620044f80e8e91764,0e28c4359576c556070785019cb50783eebaa4a7189a2af620044f80e8e91764,False
WS:XTKS:7735,041d6da76a3f836c30b77ad703d077b05f7ad854520ae1bb81f8d8a1913fa153,041d6da76a3f836c30b77ad703d077b05f7ad854520ae1bb81f8d8a1913fa153,False
WS:XTKS:7741,e8b4d637cd95d32528fbe0edf5914a62be55f72c1a82eb8524772eae02931fc2,e8b4d637cd95d32528fbe0edf5914a62be55f72c1a82eb8524772eae02931fc2,False
WS:XTKS:7751,1e2c1c3d08aea1688e5ee3c9703c75bb5d7f561712663ded505bc6a69dd923da,1e2c1c3d08aea1688e5ee3c9703c75bb5d7f561712663ded505bc6a69dd923da,False
WS:XTKS:7752,a557369c92452bb6eb310e533c4541728b9db339f386e90eceb20b0e2051ebac,a557369c92452bb6eb310e533c4541728b9db339f386e90eceb20b0e2051ebac,False
WS:XTKS:7832,7cc029fb05d956c73d6d7f1fc97a3fca1a3b57e6e2d427db5e44a9ae4ea3595e,7cc029fb05d956c73d6d7f1fc97a3fca1a3b57e6e2d427db5e44a9ae4ea3595e,False
