WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes
WS:BVMF:LREN3,LOJAS RENNER,,ORDINARY_SHARE,Brazil,LREN3,B3,BVMF,BRL,LREN3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:MBRF3,MARFRIG,,ORDINARY_SHARE,Brazil,MBRF3,B3,BVMF,BRL,MBRF3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:MDNE3,MOURA DUBEUX,,ORDINARY_SHARE,Brazil,MDNE3,B3,BVMF,BRL,MDNE3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:MGLU3,MAGAZ LUIZA,,ORDINARY_SHARE,Brazil,MGLU3,B3,BVMF,BRL,MGLU3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:MOTV3,MOTIVA SA,,ORDINARY_SHARE,Brazil,MOTV3,B3,BVMF,BRL,MOTV3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:MOVI3,MOVIDA,,ORDINARY_SHARE,Brazil,MOVI3,B3,BVMF,BRL,MOVI3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:MRVE3,MRV,,ORDINARY_SHARE,Brazil,MRVE3,B3,BVMF,BRL,MRVE3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:MULT3,MULTIPLAN,,ORDINARY_SHARE,Brazil,MULT3,B3,BVMF,BRL,MULT3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON N2,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:NATU3,NATURA,,ORDINARY_SHARE,Brazil,NATU3,B3,BVMF,BRL,NATU3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:ORVR3,ORIZON,,ORDINARY_SHARE,Brazil,ORVR3,B3,BVMF,BRL,ORVR3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:PETR3,PETROBRAS,,ORDINARY_SHARE,Brazil,PETR3,B3,BVMF,BRL,PETR3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON EDJ N2,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:PETR4,PETROBRAS,,PREFERRED_SHARE,Brazil,PETR4,B3,BVMF,BRL,,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,NOT_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,PN EDJ N2,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:POMO4,MARCOPOLO,,PREFERRED_SHARE,Brazil,POMO4,B3,BVMF,BRL,,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,NOT_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,PN ED N2,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:PRIO3,PRIO,,ORDINARY_SHARE,Brazil,PRIO3,B3,BVMF,BRL,PRIO3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:PSSA3,PORTO SEGURO,,ORDINARY_SHARE,Brazil,PSSA3,B3,BVMF,BRL,PSSA3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:RADL3,RAIADROGASIL,,ORDINARY_SHARE,Brazil,RADL3,B3,BVMF,BRL,RADL3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:RAIL3,RUMO S.A.,,ORDINARY_SHARE,Brazil,RAIL3,B3,BVMF,BRL,RAIL3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:RAPT4,RANDON PART,,PREFERRED_SHARE,Brazil,RAPT4,B3,BVMF,BRL,,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,NOT_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,PN N1,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:RDOR3,REDE D OR,,ORDINARY_SHARE,Brazil,RDOR3,B3,BVMF,BRL,RDOR3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:RECV3,PETRORECSA,,ORDINARY_SHARE,Brazil,RECV3,B3,BVMF,BRL,RECV3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:RENT3,LOCALIZA,,ORDINARY_SHARE,Brazil,RENT3,B3,BVMF,BRL,RENT3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:SANB11,SANTANDER BR,,UNIT,Brazil,SANB11,B3,BVMF,BRL,,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,NOT_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,UNT,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:SAPR11,SANEPAR,,UNIT,Brazil,SAPR11,B3,BVMF,BRL,,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,NOT_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,UNT N2,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:SAUD3,BRADSAUDE,,ORDINARY_SHARE,Brazil,SAUD3,B3,BVMF,BRL,SAUD3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:SBSP3,SABESP,,ORDINARY_SHARE,Brazil,SBSP3,B3,BVMF,BRL,SBSP3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:SIMH3,SIMPAR,,ORDINARY_SHARE,Brazil,SIMH3,B3,BVMF,BRL,SIMH3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:SLCE3,SLC AGRICOLA,,ORDINARY_SHARE,Brazil,SLCE3,B3,BVMF,BRL,SLCE3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:SMFT3,SMART FIT,,ORDINARY_SHARE,Brazil,SMFT3,B3,BVMF,BRL,SMFT3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:SMTO3,SAO MARTINHO,,ORDINARY_SHARE,Brazil,SMTO3,B3,BVMF,BRL,SMTO3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:SUZB3,SUZANO S.A.,,ORDINARY_SHARE,Brazil,SUZB3,B3,BVMF,BRL,SUZB3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:TAEE11,TAESA,,UNIT,Brazil,TAEE11,B3,BVMF,BRL,,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,NOT_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,UNT N2,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:TEND3,TENDA,,ORDINARY_SHARE,Brazil,TEND3,B3,BVMF,BRL,TEND3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:TIMS3,TIM,,ORDINARY_SHARE,Brazil,TIMS3,B3,BVMF,BRL,TIMS3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:TOTS3,TOTVS,,ORDINARY_SHARE,Brazil,TOTS3,B3,BVMF,BRL,TOTS3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:UGPA3,ULTRAPAR,,ORDINARY_SHARE,Brazil,UGPA3,B3,BVMF,BRL,UGPA3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON ED NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:USIM5,USIMINAS,,PREFERRED_SHARE,Brazil,USIM5,B3,BVMF,BRL,,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,NOT_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,PNA N1,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:VALE3,VALE,,ORDINARY_SHARE,Brazil,VALE3,B3,BVMF,BRL,VALE3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:VAMO3,VAMOS,,ORDINARY_SHARE,Brazil,VAMO3,B3,BVMF,BRL,VAMO3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:VBBR3,VIBRA,,ORDINARY_SHARE,Brazil,VBBR3,B3,BVMF,BRL,VBBR3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:VIVA3,VIVARA S.A.,,ORDINARY_SHARE,Brazil,VIVA3,B3,BVMF,BRL,VIVA3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:VIVT3,TELEF BRASIL,,ORDINARY_SHARE,Brazil,VIVT3,B3,BVMF,BRL,VIVT3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON EJ,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:WEGE3,WEG,,ORDINARY_SHARE,Brazil,WEGE3,B3,BVMF,BRL,WEGE3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON ATZ NM,v0.33 controlled source-superset projection only; no canonical import
WS:BVMF:YDUQ3,YDUQS PART,,ORDINARY_SHARE,Brazil,YDUQ3,B3,BVMF,BRL,YDUQ3.SA,,BR_IBRX100,BR_IBRX100,True,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,2026-08-31,2026-08-30T11:45:58.278725+00:00,ON NM,v0.33 controlled source-superset projection only; no canonical import
