Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,MedianTurnover20_EUR,Eligibility_DryRun,Prospective_Frozen_Status,Cap_Action,Freeze_Authorized,Universe_Write,Productive
361,WSSEC:WS:XNAS:REGN,WS:XNAS:REGN,XNAS,REGN,480323461.33,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
362,WSSEC:WS:XNAS:RGEN,WS:XNAS:RGEN,XNAS,RGEN,134927235.533818,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
363,WSSEC:WS:XNAS:RGLD,WS:XNAS:RGLD,XNAS,RGLD,136639286.931083,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
364,WSSEC:WS:XNAS:RMBS,WS:XNAS:RMBS,XNAS,RMBS,140709749.998316,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
365,WSSEC:WS:XNAS:ROIV,WS:XNAS:ROIV,XNAS,ROIV,210840616.739982,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
366,WSSEC:WS:XNAS:ROKU,WS:XNAS:ROKU,XNAS,ROKU,277184522.563754,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
367,WSSEC:WS:XNAS:ROST,WS:XNAS:ROST,XNAS,ROST,493734924.89,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
368,WSSEC:WS:XNAS:SAIA,WS:XNAS:SAIA,XNAS,SAIA,111314081.471506,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
369,WSSEC:WS:XNAS:SAIC,WS:XNAS:SAIC,XNAS,SAIC,46633084.192840,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
370,WSSEC:WS:XNAS:SANM,WS:XNAS:SANM,XNAS,SANM,94840620.756080,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
371,WSSEC:WS:XNAS:SBUX,WS:XNAS:SBUX,XNAS,SBUX,489179098.04,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
372,WSSEC:WS:XNAS:SEIC,WS:XNAS:SEIC,XNAS,SEIC,64346546.786685,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
373,WSSEC:WS:XNAS:SFM,WS:XNAS:SFM,XNAS,SFM,116910248.995323,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
374,WSSEC:WS:XNAS:SHC,WS:XNAS:SHC,XNAS,SHC,30341888.889399,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
375,WSSEC:WS:XNAS:SIGI,WS:XNAS:SIGI,XNAS,SIGI,25123304.522081,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
376,WSSEC:WS:XNAS:SIRI,WS:XNAS:SIRI,XNAS,SIRI,86019130.645751,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
377,WSSEC:WS:XNAS:SITM,WS:XNAS:SITM,XNAS,SITM,179534661.563079,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
378,WSSEC:WS:XNAS:SLAB,WS:XNAS:SLAB,XNAS,SLAB,55523363.893629,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
379,WSSEC:WS:XNAS:SLM,WS:XNAS:SLM,XNAS,SLM,37955208.545628,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
380,WSSEC:WS:XNAS:SMTC,WS:XNAS:SMTC,XNAS,SMTC,390765838.024099,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
381,WSSEC:WS:XNAS:SNDK,WS:XNAS:SNDK,XNAS,SNDK,14777494896.39,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
382,WSSEC:WS:XNAS:SNPS,WS:XNAS:SNPS,XNAS,SNPS,507501863.58,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
383,WSSEC:WS:XNAS:STLD,WS:XNAS:STLD,XNAS,STLD,210650240.94,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
384,WSSEC:WS:XNAS:STRL,WS:XNAS:STRL,XNAS,STRL,216825825.189515,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
385,WSSEC:WS:XNAS:SWKS,WS:XNAS:SWKS,XNAS,SWKS,272793779.25,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
386,WSSEC:WS:XNAS:SYNA,WS:XNAS:SYNA,XNAS,SYNA,60258852.034119,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
387,WSSEC:WS:XNAS:TCBI,WS:XNAS:TCBI,XNAS,TCBI,37514904.554806,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
388,WSSEC:WS:XNAS:TECH,WS:XNAS:TECH,XNAS,TECH,142455973.7,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
389,WSSEC:WS:XNAS:TLN,WS:XNAS:TLN,XNAS,TLN,190297006.160705,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
390,WSSEC:WS:XNAS:TMUS,WS:XNAS:TMUS,XNAS,TMUS,596910722.4,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
391,WSSEC:WS:XNAS:TROW,WS:XNAS:TROW,XNAS,TROW,111387903.43,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
392,WSSEC:WS:XNAS:TSCO,WS:XNAS:TSCO,XNAS,TSCO,245128881.53,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
393,WSSEC:WS:XNAS:TSLA,WS:XNAS:TSLA,XNAS,TSLA,10049343797.81,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
394,WSSEC:WS:XNAS:TTD,WS:XNAS:TTD,XNAS,TTD,233237311.41,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
395,WSSEC:WS:XNAS:TTEK,WS:XNAS:TTEK,XNAS,TTEK,60437392.623724,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
396,WSSEC:WS:XNAS:TTMI,WS:XNAS:TTMI,XNAS,TTMI,174631540.627630,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
397,WSSEC:WS:XNAS:TTWO,WS:XNAS:TTWO,XNAS,TTWO,481127484.88,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
398,WSSEC:WS:XNAS:TXN,WS:XNAS:TXN,XNAS,TXN,1255343450.54,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
399,WSSEC:WS:XNAS:TXRH,WS:XNAS:TXRH,XNAS,TXRH,137341162.207399,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
400,WSSEC:WS:XNAS:UBSI,WS:XNAS:UBSI,XNAS,UBSI,37998439.827318,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
401,WSSEC:WS:XNAS:UFPI,WS:XNAS:UFPI,XNAS,UFPI,27348178.293760,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
402,WSSEC:WS:XNAS:ULTA,WS:XNAS:ULTA,XNAS,ULTA,293613701.29,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
403,WSSEC:WS:XNAS:UMBF,WS:XNAS:UMBF,XNAS,UMBF,64831033.065403,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
404,WSSEC:WS:XNAS:UTHR,WS:XNAS:UTHR,XNAS,UTHR,241336167.831548,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
405,WSSEC:WS:XNAS:VC,WS:XNAS:VC,XNAS,VC,34350031.966782,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
406,WSSEC:WS:XNAS:VIAV,WS:XNAS:VIAV,XNAS,VIAV,119082040.496428,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
407,WSSEC:WS:XNAS:VICR,WS:XNAS:VICR,XNAS,VICR,104877503.501313,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
408,WSSEC:WS:XNAS:VLY,WS:XNAS:VLY,XNAS,VLY,77065105.075091,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
409,WSSEC:WS:XNAS:VNOM,WS:XNAS:VNOM,XNAS,VNOM,47038950.886036,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
410,WSSEC:WS:XNAS:VRSK,WS:XNAS:VRSK,XNAS,VRSK,164608974.69,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
411,WSSEC:WS:XNAS:VRSN,WS:XNAS:VRSN,XNAS,VRSN,156013234.33,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
412,WSSEC:WS:XNAS:VRTX,WS:XNAS:VRTX,XNAS,VRTX,482771461.51,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
413,WSSEC:WS:XNAS:VTRS,WS:XNAS:VTRS,XNAS,VTRS,113013469.22,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
414,WSSEC:WS:XNAS:WBD,WS:XNAS:WBD,XNAS,WBD,420874023.42,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
415,WSSEC:WS:XNAS:WDC,WS:XNAS:WDC,XNAS,WDC,2293968892.76,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
416,WSSEC:WS:XNAS:WFRD,WS:XNAS:WFRD,XNAS,WFRD,65485763.554186,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
417,WSSEC:WS:XNAS:WING,WS:XNAS:WING,XNAS,WING,96833635.299329,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
418,WSSEC:WS:XNAS:WMG,WS:XNAS:WMG,XNAS,WMG,37952373.910861,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
419,WSSEC:WS:XNAS:WMT,WS:XNAS:WMT,XNAS,WMT,2260171180.78,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
420,WSSEC:WS:XNAS:WTFC,WS:XNAS:WTFC,XNAS,WTFC,55235303.022582,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
421,WSSEC:WS:XNAS:WWD,WS:XNAS:WWD,XNAS,WWD,165864840.541171,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
422,WSSEC:WS:XNAS:WYNN,WS:XNAS:WYNN,XNAS,WYNN,117339688.17,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
423,WSSEC:WS:XNAS:XRAY,WS:XNAS:XRAY,XNAS,XRAY,32168820.339470,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
424,WSSEC:WS:XNAS:ZBRA,WS:XNAS:ZBRA,XNAS,ZBRA,181159060.61,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
425,WSSEC:WS:XNAS:ZION,WS:XNAS:ZION,XNAS,ZION,81665288.525110,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
426,WSSEC:WS:XNYS:A,WS:XNYS:A,XNYS,A,336069810,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
427,WSSEC:WS:XNYS:AA,WS:XNYS:AA,XNYS,AA,143954239.669703,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
428,WSSEC:WS:XNYS:ABBV,WS:XNYS:ABBV,XNYS,ABBV,952189374.03,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
429,WSSEC:WS:XNYS:ABT,WS:XNYS:ABT,XNYS,ABT,678876418.95,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
430,WSSEC:WS:XNYS:ACI,WS:XNYS:ACI,XNYS,ACI,73542769.266869,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
431,WSSEC:WS:XNYS:ACM,WS:XNYS:ACM,XNYS,ACM,84737804.565173,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
432,WSSEC:WS:XNYS:ADM,WS:XNYS:ADM,XNYS,ADM,245167092.15,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
433,WSSEC:WS:XNYS:AEE,WS:XNYS:AEE,XNYS,AEE,115358510,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
434,WSSEC:WS:XNYS:AEP,WS:XNYS:AEP,XNYS,AEP,317004733.35,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
435,WSSEC:WS:XNYS:AES,WS:XNYS:AES,XNYS,AES,86088652.38,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
436,WSSEC:WS:XNYS:AFG,WS:XNYS:AFG,XNYS,AFG,37760399.511779,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
437,WSSEC:WS:XNYS:AFL,WS:XNYS:AFL,XNYS,AFL,195245909.55,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
438,WSSEC:WS:XNYS:AGCO,WS:XNYS:AGCO,XNYS,AGCO,117291132.872790,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
439,WSSEC:WS:XNYS:AIG,WS:XNYS:AIG,XNYS,AIG,199145077.91,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
440,WSSEC:WS:XNYS:AIT,WS:XNYS:AIT,XNYS,AIT,65788677.735213,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
441,WSSEC:WS:XNYS:AIZ,WS:XNYS:AIZ,XNYS,AIZ,69762093.84,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
442,WSSEC:WS:XNYS:AJG,WS:XNYS:AJG,XNYS,AJG,310959056.3,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
443,WSSEC:WS:XNYS:ALB,WS:XNYS:ALB,XNYS,ALB,229882633.7,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
444,WSSEC:WS:XNYS:ALK,WS:XNYS:ALK,XNYS,ALK,83195212.824901,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
445,WSSEC:WS:XNYS:ALL,WS:XNYS:ALL,XNYS,ALL,321213698.06,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
446,WSSEC:WS:XNYS:ALLY,WS:XNYS:ALLY,XNYS,ALLY,119523489.664214,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
447,WSSEC:WS:XNYS:ALSN,WS:XNYS:ALSN,XNYS,ALSN,75189729.883143,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
448,WSSEC:WS:XNYS:ALV,WS:XNYS:ALV,XNYS,ALV,57872962.645263,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
449,WSSEC:WS:XNYS:AM,WS:XNYS:AM,XNYS,AM,38622223.123687,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
450,WSSEC:WS:XNYS:AME,WS:XNYS:AME,XNYS,AME,301615216.58,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
451,WSSEC:WS:XNYS:AMG,WS:XNYS:AMG,XNYS,AMG,77035955.945703,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
452,WSSEC:WS:XNYS:AMP,WS:XNYS:AMP,XNYS,AMP,179634962.33,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
453,WSSEC:WS:XNYS:AN,WS:XNYS:AN,XNYS,AN,78056630.285588,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
454,WSSEC:WS:XNYS:ANF,WS:XNYS:ANF,XNYS,ANF,191568797.739198,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
455,WSSEC:WS:XNYS:AOS,WS:XNYS:AOS,XNYS,AOS,63365752.5,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
456,WSSEC:WS:XNYS:APD,WS:XNYS:APD,XNYS,APD,230318690.66,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
457,WSSEC:WS:XNYS:APG,WS:XNYS:APG,XNYS,APG,97434735.537085,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
458,WSSEC:WS:XNYS:APH,WS:XNYS:APH,XNYS,APH,762600616.22,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
459,WSSEC:WS:XNYS:AR,WS:XNYS:AR,XNYS,AR,111884792.007247,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
460,WSSEC:WS:XNYS:ARES,WS:XNYS:ARES,XNYS,ARES,218502315.77,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
461,WSSEC:WS:XNYS:ARMK,WS:XNYS:ARMK,XNYS,ARMK,109410295.334888,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
462,WSSEC:WS:XNYS:ARW,WS:XNYS:ARW,XNYS,ARW,85447190.679511,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
463,WSSEC:WS:XNYS:ASB,WS:XNYS:ASB,XNYS,ASB,50182150.625624,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
464,WSSEC:WS:XNYS:ASH,WS:XNYS:ASH,XNYS,ASH,37633965.772896,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
465,WSSEC:WS:XNYS:ATI,WS:XNYS:ATI,XNYS,ATI,280114313.740205,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
466,WSSEC:WS:XNYS:ATO,WS:XNYS:ATO,XNYS,ATO,131942490.48,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
467,WSSEC:WS:XNYS:ATR,WS:XNYS:ATR,XNYS,ATR,44898646.624337,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
468,WSSEC:WS:XNYS:AVNT,WS:XNYS:AVNT,XNYS,AVNT,25182716.747667,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
469,WSSEC:WS:XNYS:AVTR,WS:XNYS:AVTR,XNYS,AVTR,99469466.861873,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
470,WSSEC:WS:XNYS:AVY,WS:XNYS:AVY,XNYS,AVY,111435632.1,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
471,WSSEC:WS:XNYS:AWK,WS:XNYS:AWK,XNYS,AWK,236596568.17,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
472,WSSEC:WS:XNYS:AXP,WS:XNYS:AXP,XNYS,AXP,638038162.29,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
473,WSSEC:WS:XNYS:AXTA,WS:XNYS:AXTA,XNYS,AXTA,48116702.653619,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
474,WSSEC:WS:XNYS:AYI,WS:XNYS:AYI,XNYS,AYI,52298570.420416,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
475,WSSEC:WS:XNYS:AZO,WS:XNYS:AZO,XNYS,AZO,702626340.68,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
476,WSSEC:WS:XNYS:BA,WS:XNYS:BA,XNYS,BA,882578326.73,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
477,WSSEC:WS:XNYS:BAC,WS:XNYS:BAC,XNYS,BAC,1513781841.36,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
478,WSSEC:WS:XNYS:BAH,WS:XNYS:BAH,XNYS,BAH,103696394.578139,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
479,WSSEC:WS:XNYS:BALL,WS:XNYS:BALL,XNYS,BALL,86944654.87,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
