Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,MedianTurnover20_EUR,Eligibility_DryRun,Prospective_Frozen_Status,Cap_Action,Freeze_Authorized,Universe_Write,Productive
733,WSSEC:WS:XNYS:MTD,WS:XNYS:MTD,XNYS,MTD,179872822.3,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
734,WSSEC:WS:XNYS:MTDR,WS:XNYS:MTDR,XNYS,MTDR,88561482.633989,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
735,WSSEC:WS:XNYS:MTG,WS:XNYS:MTG,XNYS,MTG,42924881.478263,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
736,WSSEC:WS:XNYS:MTN,WS:XNYS:MTN,XNYS,MTN,74056681.950118,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
737,WSSEC:WS:XNYS:MTZ,WS:XNYS:MTZ,XNYS,MTZ,310273322.506442,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
738,WSSEC:WS:XNYS:MUR,WS:XNYS:MUR,XNYS,MUR,46331962.584127,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
739,WSSEC:WS:XNYS:MUSA,WS:XNYS:MUSA,XNYS,MUSA,121658807.096331,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
740,WSSEC:WS:XNYS:NEM,WS:XNYS:NEM,XNYS,NEM,787699548.62,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
741,WSSEC:WS:XNYS:NEU,WS:XNYS:NEU,XNYS,NEU,90987754.851389,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
742,WSSEC:WS:XNYS:NFG,WS:XNYS:NFG,XNYS,NFG,32565630.924402,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
743,WSSEC:WS:XNYS:NI,WS:XNYS:NI,XNYS,NI,190163965.96,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
744,WSSEC:WS:XNYS:NJR,WS:XNYS:NJR,XNYS,NJR,25879319.317410,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
745,WSSEC:WS:XNYS:NKE,WS:XNYS:NKE,XNYS,NKE,840046076.03,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
746,WSSEC:WS:XNYS:NOC,WS:XNYS:NOC,XNYS,NOC,323297265.51,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
747,WSSEC:WS:XNYS:NOV,WS:XNYS:NOV,XNYS,NOV,52029224.624922,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
748,WSSEC:WS:XNYS:NOW,WS:XNYS:NOW,XNYS,NOW,1836583148.67,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
749,WSSEC:WS:XNYS:NRG,WS:XNYS:NRG,XNYS,NRG,225746528.97,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
750,WSSEC:WS:XNYS:NSC,WS:XNYS:NSC,XNYS,NSC,334465910.69,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
751,WSSEC:WS:XNYS:NUE,WS:XNYS:NUE,XNYS,NUE,253111495.42,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
752,WSSEC:WS:XNYS:NVR,WS:XNYS:NVR,XNYS,NVR,176814578.02,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
753,WSSEC:WS:XNYS:NVST,WS:XNYS:NVST,XNYS,NVST,52444401.881803,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
754,WSSEC:WS:XNYS:NVT,WS:XNYS:NVT,XNYS,NVT,261812425.073548,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
755,WSSEC:WS:XNYS:NYT,WS:XNYS:NYT,XNYS,NYT,123869220.228965,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
756,WSSEC:WS:XNYS:OC,WS:XNYS:OC,XNYS,OC,120288666.737122,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
757,WSSEC:WS:XNYS:OGE,WS:XNYS:OGE,XNYS,OGE,56888965.454122,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
758,WSSEC:WS:XNYS:OGS,WS:XNYS:OGS,XNYS,OGS,30203242.838418,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
759,WSSEC:WS:XNYS:OKE,WS:XNYS:OKE,XNYS,OKE,266350121.48,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
760,WSSEC:WS:XNYS:OLN,WS:XNYS:OLN,XNYS,OLN,41025385.900138,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
761,WSSEC:WS:XNYS:OMC,WS:XNYS:OMC,XNYS,OMC,144703780.81,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
762,WSSEC:WS:XNYS:ONTO,WS:XNYS:ONTO,XNYS,ONTO,183630843.357902,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
763,WSSEC:WS:XNYS:ORA,WS:XNYS:ORA,XNYS,ORA,76850296.970716,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
764,WSSEC:WS:XNYS:ORI,WS:XNYS:ORI,XNYS,ORI,42801447.920670,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
765,WSSEC:WS:XNYS:OSK,WS:XNYS:OSK,XNYS,OSK,57514318.146340,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
766,WSSEC:WS:XNYS:OTIS,WS:XNYS:OTIS,XNYS,OTIS,192867690.6,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
767,WSSEC:WS:XNYS:OVV,WS:XNYS:OVV,XNYS,OVV,153045149.302868,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
768,WSSEC:WS:XNYS:OXY,WS:XNYS:OXY,XNYS,OXY,356290343.52,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
769,WSSEC:WS:XNYS:P,WS:XNYS:P,XNYS,P,257609227.231889,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
770,WSSEC:WS:XNYS:PAG,WS:XNYS:PAG,XNYS,PAG,55800540.583876,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
771,WSSEC:WS:XNYS:PATH,WS:XNYS:PATH,XNYS,PATH,819170337.722100,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
772,WSSEC:WS:XNYS:PB,WS:XNYS:PB,XNYS,PB,50619926.384494,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
773,WSSEC:WS:XNYS:PBF,WS:XNYS:PBF,XNYS,PBF,178815757.463306,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
774,WSSEC:WS:XNYS:PCG,WS:XNYS:PCG,XNYS,PCG,370621668.23,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
775,WSSEC:WS:XNYS:PEG,WS:XNYS:PEG,XNYS,PEG,134307111.34,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
776,WSSEC:WS:XNYS:PEN,WS:XNYS:PEN,XNYS,PEN,78418848.619615,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
777,WSSEC:WS:XNYS:PEP,WS:XNYS:PEP,XNYS,PEP,750643084.04,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
778,WSSEC:WS:XNYS:PFE,WS:XNYS:PFE,XNYS,PFE,798440668.71,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
779,WSSEC:WS:XNYS:PFGC,WS:XNYS:PFGC,XNYS,PFGC,120160995.933734,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
780,WSSEC:WS:XNYS:PG,WS:XNYS:PG,XNYS,PG,979104596.77,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
781,WSSEC:WS:XNYS:PGR,WS:XNYS:PGR,XNYS,PGR,359473458.42,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
782,WSSEC:WS:XNYS:PH,WS:XNYS:PH,XNYS,PH,506411221.05,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
783,WSSEC:WS:XNYS:PHM,WS:XNYS:PHM,XNYS,PHM,130834613.35,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
784,WSSEC:WS:XNYS:PII,WS:XNYS:PII,XNYS,PII,40443384.652626,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
785,WSSEC:WS:XNYS:PINS,WS:XNYS:PINS,XNYS,PINS,207261055.745657,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
786,WSSEC:WS:XNYS:PKG,WS:XNYS:PKG,XNYS,PKG,107628874.34,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
787,WSSEC:WS:XNYS:PLNT,WS:XNYS:PLNT,XNYS,PLNT,72065270.145537,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
788,WSSEC:WS:XNYS:PLTR,WS:XNYS:PLTR,XNYS,PLTR,4732004324.19,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
789,WSSEC:WS:XNYS:PM,WS:XNYS:PM,XNYS,PM,649325332.24,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
790,WSSEC:WS:XNYS:PNC,WS:XNYS:PNC,XNYS,PNC,287682965.97,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
791,WSSEC:WS:XNYS:PNFP,WS:XNYS:PNFP,XNYS,PNFP,74561725.365378,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
792,WSSEC:WS:XNYS:PNW,WS:XNYS:PNW,XNYS,PNW,78666831.34,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
793,WSSEC:WS:XNYS:POR,WS:XNYS:POR,XNYS,POR,38808461.793288,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
794,WSSEC:WS:XNYS:POST,WS:XNYS:POST,XNYS,POST,63136722.414166,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
795,WSSEC:WS:XNYS:PPG,WS:XNYS:PPG,XNYS,PPG,118033722.28,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
796,WSSEC:WS:XNYS:PPL,WS:XNYS:PPL,XNYS,PPL,217985711.47,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
797,WSSEC:WS:XNYS:PR,WS:XNYS:PR,XNYS,PR,196396300.885031,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
798,WSSEC:WS:XNYS:PRI,WS:XNYS:PRI,XNYS,PRI,46615898.815306,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
799,WSSEC:WS:XNYS:PSN,WS:XNYS:PSN,XNYS,PSN,44585722.017043,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
800,WSSEC:WS:XNYS:PSX,WS:XNYS:PSX,XNYS,PSX,558808669.2,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
801,WSSEC:WS:XNYS:PVH,WS:XNYS:PVH,XNYS,PVH,65170210.103189,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
802,WSSEC:WS:XNYS:PWR,WS:XNYS:PWR,XNYS,PWR,573070489.71,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
803,WSSEC:WS:XNYS:R,WS:XNYS:R,XNYS,R,50525314.591663,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
804,WSSEC:WS:XNYS:RBA,WS:XNYS:RBA,XNYS,RBA,123538763.559650,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
805,WSSEC:WS:XNYS:RBC,WS:XNYS:RBC,XNYS,RBC,124130086.667215,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
806,WSSEC:WS:XNYS:RF,WS:XNYS:RF,XNYS,RF,179404963.44,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
807,WSSEC:WS:XNYS:RGA,WS:XNYS:RGA,XNYS,RGA,55588951.567971,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
808,WSSEC:WS:XNYS:RH,WS:XNYS:RH,XNYS,RH,82037142.147535,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
809,WSSEC:WS:XNYS:RJF,WS:XNYS:RJF,XNYS,RJF,160125498.35,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
810,WSSEC:WS:XNYS:RL,WS:XNYS:RL,XNYS,RL,191827085.51,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
811,WSSEC:WS:XNYS:RLI,WS:XNYS:RLI,XNYS,RLI,27289741.741713,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
812,WSSEC:WS:XNYS:RMD,WS:XNYS:RMD,XNYS,RMD,263144293.11,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
813,WSSEC:WS:XNYS:RNR,WS:XNYS:RNR,XNYS,RNR,69163783.352142,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
814,WSSEC:WS:XNYS:ROK,WS:XNYS:ROK,XNYS,ROK,233105660.84,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
815,WSSEC:WS:XNYS:ROL,WS:XNYS:ROL,XNYS,ROL,136807531.13,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
816,WSSEC:WS:XNYS:ROP,WS:XNYS:ROP,XNYS,ROP,223327233.05,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
817,WSSEC:WS:XNYS:RPM,WS:XNYS:RPM,XNYS,RPM,95835798.657154,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
818,WSSEC:WS:XNYS:RRC,WS:XNYS:RRC,XNYS,RRC,84419982.710010,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
819,WSSEC:WS:XNYS:RRX,WS:XNYS:RRX,XNYS,RRX,164505837.458258,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
820,WSSEC:WS:XNYS:RS,WS:XNYS:RS,XNYS,RS,85496427.683308,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
821,WSSEC:WS:XNYS:RSG,WS:XNYS:RSG,XNYS,RSG,266545471.15,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
822,WSSEC:WS:XNYS:RTX,WS:XNYS:RTX,XNYS,RTX,693952926.19,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
823,WSSEC:WS:XNYS:RYAN,WS:XNYS:RYAN,XNYS,RYAN,62972466.225111,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
824,WSSEC:WS:XNYS:SAM,WS:XNYS:SAM,XNYS,SAM,28585613.943987,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
825,WSSEC:WS:XNYS:SARO,WS:XNYS:SARO,XNYS,SARO,68430333.410811,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
826,WSSEC:WS:XNYS:SCHW,WS:XNYS:SCHW,XNYS,SCHW,624016184.24,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
827,WSSEC:WS:XNYS:SCI,WS:XNYS:SCI,XNYS,SCI,53767396.208446,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
828,WSSEC:WS:XNYS:SF,WS:XNYS:SF,XNYS,SF,66205812.512034,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
829,WSSEC:WS:XNYS:SGI,WS:XNYS:SGI,XNYS,SGI,212559619.221468,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
830,WSSEC:WS:XNYS:SHW,WS:XNYS:SHW,XNYS,SHW,474288869,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
831,WSSEC:WS:XNYS:SJM,WS:XNYS:SJM,XNYS,SJM,127374792,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
832,WSSEC:WS:XNYS:SLGN,WS:XNYS:SLGN,XNYS,SLGN,35370843.667032,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
833,WSSEC:WS:XNYS:SMG,WS:XNYS:SMG,XNYS,SMG,39124783.672824,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
834,WSSEC:WS:XNYS:SN,WS:XNYS:SN,XNYS,SN,275700996.480854,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
835,WSSEC:WS:XNYS:SNA,WS:XNYS:SNA,XNYS,SNA,80950480,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
836,WSSEC:WS:XNYS:SNX,WS:XNYS:SNX,XNYS,SNX,112206932.849570,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
837,WSSEC:WS:XNYS:SO,WS:XNYS:SO,XNYS,SO,391432452.57,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
838,WSSEC:WS:XNYS:SOLV,WS:XNYS:SOLV,XNYS,SOLV,71847270.75,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
839,WSSEC:WS:XNYS:SON,WS:XNYS:SON,XNYS,SON,55336711.805767,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
840,WSSEC:WS:XNYS:SPGI,WS:XNYS:SPGI,XNYS,SPGI,652441099.74,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
841,WSSEC:WS:XNYS:SPXC,WS:XNYS:SPXC,XNYS,SPXC,67483272.457531,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
842,WSSEC:WS:XNYS:SR,WS:XNYS:SR,XNYS,SR,36358392.042094,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
843,WSSEC:WS:XNYS:SSB,WS:XNYS:SSB,XNYS,SSB,44962975.915939,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
844,WSSEC:WS:XNYS:SSD,WS:XNYS:SSD,XNYS,SSD,40219833.993588,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
845,WSSEC:WS:XNYS:ST,WS:XNYS:ST,XNYS,ST,43439736.445928,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
846,WSSEC:WS:XNYS:STT,WS:XNYS:STT,XNYS,STT,192983713.35,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
847,WSSEC:WS:XNYS:STZ,WS:XNYS:STZ,XNYS,STZ,184253320.72,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
848,WSSEC:WS:XNYS:SWK,WS:XNYS:SWK,XNYS,SWK,122585177.72,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
849,WSSEC:WS:XNYS:SWX,WS:XNYS:SWX,XNYS,SWX,44660096.232578,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
850,WSSEC:WS:XNYS:SYF,WS:XNYS:SYF,XNYS,SYF,206998645.3,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
851,WSSEC:WS:XNYS:SYK,WS:XNYS:SYK,XNYS,SYK,625231580.43,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
852,WSSEC:WS:XNYS:SYY,WS:XNYS:SYY,XNYS,SYY,155869905.99,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
