WS_ID,Gap_Family,Segment_ID,Primary_MIC,Primary_Ticker,Primary_Currency,Source_State,Source_Reason,Prior_Yahoo_Symbol,Candidate_Yahoo_Symbol,Static_Symbol_Relation,Diagnostic_Classification,Disposition,Recommended_Action,Auto_Fix_Safe,Candidate_Override,Terminal_Blocked,Network_Required_For_Next_Step
WS:XETR:MBGN.DE,MAPPING,EU_STOXX600,XETR,MBGn.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,MBGn.DE,MBGN.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:MTXGN.DE,MAPPING,EU_STOXX600,XETR,MTXGn.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,MTXGn.DE,MTXGN.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:MUVGN.DE,MAPPING,EU_STOXX600,XETR,MUVGn.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,MUVGn.DE,MUVGN.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:NAFG.DE,MAPPING,EU_STOXX600,XETR,NAFG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,NAFG.DE,NAFG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:NDXG.DE,MAPPING,EU_STOXX600,XETR,NDXG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,NDXG.DE,NDXG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:NEKG.DE,MAPPING,EU_STOXX600,XETR,NEKG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,NEKG.DE,NEKG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:PSHG_P.DE,MAPPING,EU_STOXX600,XETR,PSHG_p.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,PSHG_p.DE,PSHG_P.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:PUMG.DE,MAPPING,EU_STOXX600,XETR,PUMG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,PUMG.DE,PUMG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:RAAG.DE,MAPPING,EU_STOXX600,XETR,RAAG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,RAAG.DE,RAAG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:RHMG.DE,MAPPING,EU_STOXX600,XETR,RHMG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,RHMG.DE,RHMG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:RWEG.DE,MAPPING,EU_STOXX600,XETR,RWEG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,RWEG.DE,RWEG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:SAPG.DE,MAPPING,EU_STOXX600,XETR,SAPG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SAPG.DE,SAPG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:SATG_P.DE,MAPPING,EU_STOXX600,XETR,SATG_p.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SATG_p.DE,SATG_P.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:SDFGN.DE,MAPPING,EU_STOXX600,XETR,SDFGn.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SDFGn.DE,SDFGN.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:SHLG.DE,MAPPING,EU_STOXX600,XETR,SHLG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SHLG.DE,SHLG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:SIEGN.DE,MAPPING,EU_STOXX600,XETR,SIEGn.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SIEGn.DE,SIEGN.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:SY1G.DE,MAPPING,EU_STOXX600,XETR,SY1G.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SY1G.DE,SY1G.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:TEGG.DE,MAPPING,EU_STOXX600,XETR,TEGG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TEGG.DE,TEGG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:TKAG.DE,MAPPING,EU_STOXX600,XETR,TKAG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TKAG.DE,TKAG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XETR:TLXGN.DE,MAPPING,EU_STOXX600,XETR,TLXGn.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TLXGn.DE,TLXGN.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:TUI1N.DE,MAPPING,EU_STOXX600,XETR,TUI1n.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TUI1n.DE,TUI1N.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:VNAN.DE,MAPPING,EU_STOXX600,XETR,VNAn.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,VNAn.DE,VNAN.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:VOWG_P.DE,MAPPING,EU_STOXX600,XETR,VOWG_p.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,VOWG_p.DE,VOWG_P.DE,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XETR:ZALG.DE,MAPPING,EU_STOXX600,XETR,ZALG.DE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ZALG.DE,ZALG.DE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XHEL:KCRA.HE,MAPPING,EU_STOXX600,XHEL,KCRA.HE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,KCRA.HE,KCRA.HE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XHEL:NDAFI.HE,MAPPING,EU_STOXX600,XHEL,NDAFI.HE,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,NDAFI.HE,NDAFI.HE,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:ADML.L,MAPPING,EU_STOXX600,XLON,ADML.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ADML.L,ADML.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:AUTOA.L,MAPPING,EU_STOXX600,XLON,AUTOA.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,AUTOA.L,AUTOA.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:BALF.L,MAPPING,EU_STOXX600,XLON,BALF.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BALF.L,BALF.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:BBOXT.L,MAPPING,EU_STOXX600,XLON,BBOXT.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BBOXT.L,BBOXT.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:BEZG.L,MAPPING,EU_STOXX600,XLON,BEZG.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BEZG.L,BEZG.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:BKGH.L,MAPPING,EU_STOXX600,XLON,BKGH.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BKGH.L,BKGH.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:BPTB.L,MAPPING,EU_STOXX600,XLON,BPTB.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BPTB.L,BPTB.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:BT.L,MAPPING,EU_STOXX600,XLON,BT.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BT.L,BT.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:HOCM.L,MAPPING,EU_STOXX600,XLON,HOCM.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,HOCM.L,HOCM.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:ICAG.L,MAPPING,EU_STOXX600,XLON,ICAG.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ICAG.L,ICAG.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:ICGIN.L,MAPPING,EU_STOXX600,XLON,ICGIN.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ICGIN.L,ICGIN.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:MRON.L,MAPPING,EU_STOXX600,XLON,MRON.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,MRON.L,MRON.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:PAFR.L,MAPPING,EU_STOXX600,XLON,PAFR.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,PAFR.L,PAFR.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:PLUSP.L,MAPPING,EU_STOXX600,XLON,PLUSP.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,PLUSP.L,PLUSP.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:RS1R.L,MAPPING,EU_STOXX600,XLON,RS1R.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,RS1R.L,RS1R.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:SHCS.L,MAPPING,EU_STOXX600,XLON,SHCS.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SHCS.L,SHCS.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:SJP.L,MAPPING,EU_STOXX600,XLON,SJP.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SJP.L,SJP.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XLON:TCAPI.L,MAPPING,EU_STOXX600,XLON,TCAPI.L,GBP,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TCAPI.L,TCAPI.L,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMAD:AMA.MC,MAPPING,EU_STOXX600,XMAD,AMA.MC,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,AMA.MC,AMA.MC,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMAD:ENAG.MC,MAPPING,EU_STOXX600,XMAD,ENAG.MC,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ENAG.MC,ENAG.MC,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMAD:GRLS.MC,MAPPING,EU_STOXX600,XMAD,GRLS.MC,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,GRLS.MC,GRLS.MC,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMAD:PUIGB.MC,MAPPING,EU_STOXX600,XMAD,PUIGb.MC,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,PUIGb.MC,PUIGB.MC,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XMAD:REDE.MC,MAPPING,EU_STOXX600,XMAD,REDE.MC,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,REDE.MC,REDE.MC,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMAD:SABE.MC,MAPPING,EU_STOXX600,XMAD,SABE.MC,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SABE.MC,SABE.MC,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:A2.MI,MAPPING,EU_STOXX600,XMIL,A2.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,A2.MI,A2.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:AZMT.MI,MAPPING,EU_STOXX600,XMIL,AZMT.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,AZMT.MI,AZMT.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:BCU.MI,MAPPING,EU_STOXX600,XMIL,BCU.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BCU.MI,BCU.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:CPRI.MI,MAPPING,EU_STOXX600,XMIL,CPRI.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,CPRI.MI,CPRI.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:CRDI.MI,MAPPING,EU_STOXX600,XMIL,CRDI.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,CRDI.MI,CRDI.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:EMII.MI,MAPPING,EU_STOXX600,XMIL,EMII.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,EMII.MI,EMII.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:ENEI.MI,MAPPING,EU_STOXX600,XMIL,ENEI.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ENEI.MI,ENEI.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:GASI.MI,MAPPING,EU_STOXX600,XMIL,GASI.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,GASI.MI,GASI.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:HRA.MI,MAPPING,EU_STOXX600,XMIL,HRA.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,HRA.MI,HRA.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:ITPG.MI,MAPPING,EU_STOXX600,XMIL,ITPG.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ITPG.MI,ITPG.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:LDOF.MI,MAPPING,EU_STOXX600,XMIL,LDOF.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,LDOF.MI,LDOF.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:NEXII.MI,MAPPING,EU_STOXX600,XMIL,NEXII.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,NEXII.MI,NEXII.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:RECI.MI,MAPPING,EU_STOXX600,XMIL,RECI.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,RECI.MI,RECI.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:SPMI.MI,MAPPING,EU_STOXX600,XMIL,SPMI.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SPMI.MI,SPMI.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:TENR.MI,MAPPING,EU_STOXX600,XMIL,TENR.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TENR.MI,TENR.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:TLIT.MI,MAPPING,EU_STOXX600,XMIL,TLIT.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TLIT.MI,TLIT.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XMIL:UNPI.MI,MAPPING,EU_STOXX600,XMIL,UNPI.MI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,UNPI.MI,UNPI.MI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XOSL:GJFG.OL,MAPPING,EU_STOXX600,XOSL,GJFG.OL,NOK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,GJFG.OL,GJFG.OL,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:ACCP.PA,MAPPING,EU_STOXX600,XPAR,ACCP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ACCP.PA,ACCP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:AIRP.PA,MAPPING,EU_STOXX600,XPAR,AIRP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,AIRP.PA,AIRP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:ALSO.PA,MAPPING,EU_STOXX600,XPAR,ALSO.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ALSO.PA,ALSO.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:AXAF.PA,MAPPING,EU_STOXX600,XPAR,AXAF.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,AXAF.PA,AXAF.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:BIOX.PA,MAPPING,EU_STOXX600,XPAR,BIOX.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BIOX.PA,BIOX.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:BNPP.PA,MAPPING,EU_STOXX600,XPAR,BNPP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BNPP.PA,BNPP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
