WS_ID,Gap_Family,Segment_ID,Primary_MIC,Primary_Ticker,Primary_Currency,Source_State,Source_Reason,Prior_Yahoo_Symbol,Candidate_Yahoo_Symbol,Static_Symbol_Relation,Diagnostic_Classification,Disposition,Recommended_Action,Auto_Fix_Safe,Candidate_Override,Terminal_Blocked,Network_Required_For_Next_Step
WS:XPAR:BOLL.PA,MAPPING,EU_STOXX600,XPAR,BOLL.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BOLL.PA,BOLL.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:BOUY.PA,MAPPING,EU_STOXX600,XPAR,BOUY.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BOUY.PA,BOUY.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:CAGR.PA,MAPPING,EU_STOXX600,XPAR,CAGR.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,CAGR.PA,CAGR.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:CAPP.PA,MAPPING,EU_STOXX600,XPAR,CAPP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,CAPP.PA,CAPP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:CARR.PA,MAPPING,EU_STOXX600,XPAR,CARR.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,CARR.PA,CARR.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:CVO.PA,MAPPING,EU_STOXX600,XPAR,CVO.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,CVO.PA,CVO.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:DANO.PA,MAPPING,EU_STOXX600,XPAR,DANO.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,DANO.PA,DANO.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:DAST.PA,MAPPING,EU_STOXX600,XPAR,DAST.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,DAST.PA,DAST.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:ENGIE.PA,MAPPING,EU_STOXX600,XPAR,ENGIE.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ENGIE.PA,ENGIE.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:ESLX.PA,MAPPING,EU_STOXX600,XPAR,ESLX.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ESLX.PA,ESLX.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:EUFI.PA,MAPPING,EU_STOXX600,XPAR,EUFI.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,EUFI.PA,EUFI.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:EXHO.PA,MAPPING,EU_STOXX600,XPAR,EXHO.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,EXHO.PA,EXHO.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:FOUG.PA,MAPPING,EU_STOXX600,XPAR,FOUG.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,FOUG.PA,FOUG.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:GETP.PA,MAPPING,EU_STOXX600,XPAR,GETP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,GETP.PA,GETP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:GFCP.PA,MAPPING,EU_STOXX600,XPAR,GFCP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,GFCP.PA,GFCP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:HRMS.PA,MAPPING,EU_STOXX600,XPAR,HRMS.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,HRMS.PA,HRMS.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:LEGD.PA,MAPPING,EU_STOXX600,XPAR,LEGD.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,LEGD.PA,LEGD.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:LOIM.PA,MAPPING,EU_STOXX600,XPAR,LOIM.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,LOIM.PA,LOIM.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:LVMH.PA,MAPPING,EU_STOXX600,XPAR,LVMH.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,LVMH.PA,LVMH.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:MICP.PA,MAPPING,EU_STOXX600,XPAR,MICP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,MICP.PA,MICP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:NEXS.PA,MAPPING,EU_STOXX600,XPAR,NEXS.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,NEXS.PA,NEXS.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:ORAN.PA,MAPPING,EU_STOXX600,XPAR,ORAN.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ORAN.PA,ORAN.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:OREP.PA,MAPPING,EU_STOXX600,XPAR,OREP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,OREP.PA,OREP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:PERP.PA,MAPPING,EU_STOXX600,XPAR,PERP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,PERP.PA,PERP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:PRTP.PA,MAPPING,EU_STOXX600,XPAR,PRTP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,PRTP.PA,PRTP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:PUBP.PA,MAPPING,EU_STOXX600,XPAR,PUBP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,PUBP.PA,PUBP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:RENA.PA,MAPPING,EU_STOXX600,XPAR,RENA.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,RENA.PA,RENA.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:RUBF.PA,MAPPING,EU_STOXX600,XPAR,RUBF.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,RUBF.PA,RUBF.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:SASY.PA,MAPPING,EU_STOXX600,XPAR,SASY.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SASY.PA,SASY.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:SCHN.PA,MAPPING,EU_STOXX600,XPAR,SCHN.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SCHN.PA,SCHN.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:SCOR.PA,MAPPING,EU_STOXX600,XPAR,SCOR.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SCOR.PA,SCOR.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:SESFD.PA,MAPPING,EU_STOXX600,XPAR,SESFd.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SESFd.PA,SESFD.PA,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XPAR:SGEF.PA,MAPPING,EU_STOXX600,XPAR,SGEF.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SGEF.PA,SGEF.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:SGOB.PA,MAPPING,EU_STOXX600,XPAR,SGOB.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SGOB.PA,SGOB.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:SOGN.PA,MAPPING,EU_STOXX600,XPAR,SOGN.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SOGN.PA,SOGN.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:SOIT.PA,MAPPING,EU_STOXX600,XPAR,SOIT.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SOIT.PA,SOIT.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:SOPR.PA,MAPPING,EU_STOXX600,XPAR,SOPR.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SOPR.PA,SOPR.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:STDM.PA,MAPPING,EU_STOXX600,XPAR,STDM.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,STDM.PA,STDM.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:TCFP.PA,MAPPING,EU_STOXX600,XPAR,TCFP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TCFP.PA,TCFP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:TEPRF.PA,MAPPING,EU_STOXX600,XPAR,TEPRF.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TEPRF.PA,TEPRF.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:TTEF.PA,MAPPING,EU_STOXX600,XPAR,TTEF.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TTEF.PA,TTEF.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:VLLP.PA,MAPPING,EU_STOXX600,XPAR,VLLP.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,VLLP.PA,VLLP.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XPAR:VLOF.PA,MAPPING,EU_STOXX600,XPAR,VLOF.PA,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,VLOF.PA,VLOF.PA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XSTO:ADDTB.ST,MAPPING,EU_STOXX600,XSTO,ADDTb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ADDTb.ST,ADDTB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:ASSAB.ST,MAPPING,EU_STOXX600,XSTO,ASSAb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ASSAb.ST,ASSAB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:ATCOA.ST,MAPPING,EU_STOXX600,XSTO,ATCOa.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ATCOa.ST,ATCOA.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:AVANZ.ST,MAPPING,EU_STOXX600,XSTO,AVANZ.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,AVANZ.ST,AVANZ.ST,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XSTO:BALDB.ST,MAPPING,EU_STOXX600,XSTO,BALDb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BALDb.ST,BALDB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:BEIJB.ST,MAPPING,EU_STOXX600,XSTO,BEIJb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BEIJb.ST,BEIJB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:EPIRA.ST,MAPPING,EU_STOXX600,XSTO,EPIRa.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,EPIRa.ST,EPIRA.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:ERICB.ST,MAPPING,EU_STOXX600,XSTO,ERICb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ERICb.ST,ERICB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:ESSITYB.ST,MAPPING,EU_STOXX600,XSTO,ESSITYb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ESSITYb.ST,ESSITYB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:EVOG.ST,MAPPING,EU_STOXX600,XSTO,EVOG.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,EVOG.ST,EVOG.ST,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XSTO:GETIB.ST,MAPPING,EU_STOXX600,XSTO,GETIb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,GETIb.ST,GETIB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:HEXAB.ST,MAPPING,EU_STOXX600,XSTO,HEXAb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,HEXAb.ST,HEXAB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:HMB.ST,MAPPING,EU_STOXX600,XSTO,HMb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,HMb.ST,HMB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:HOLMB.ST,MAPPING,EU_STOXX600,XSTO,HOLMb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,HOLMb.ST,HOLMB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:INDUC.ST,MAPPING,EU_STOXX600,XSTO,INDUc.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,INDUc.ST,INDUC.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:INVEB.ST,MAPPING,EU_STOXX600,XSTO,INVEb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,INVEb.ST,INVEB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:LAGRB.ST,MAPPING,EU_STOXX600,XSTO,LAGRb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,LAGRb.ST,LAGRB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:LATOB.ST,MAPPING,EU_STOXX600,XSTO,LATOb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,LATOb.ST,LATOB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:LIFCOB.ST,MAPPING,EU_STOXX600,XSTO,LIFCOb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,LIFCOb.ST,LIFCOB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:LUNDB.ST,MAPPING,EU_STOXX600,XSTO,LUNDb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,LUNDb.ST,LUNDB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:NIBEB.ST,MAPPING,EU_STOXX600,XSTO,NIBEb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,NIBEb.ST,NIBEB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:OCTVSDB.ST,MAPPING,EU_STOXX600,XSTO,OCTVsdb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,OCTVsdb.ST,OCTVSDB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SAABB.ST,MAPPING,EU_STOXX600,XSTO,SAABb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SAABb.ST,SAABB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SAGAB.ST,MAPPING,EU_STOXX600,XSTO,SAGAb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SAGAb.ST,SAGAB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SCAB.ST,MAPPING,EU_STOXX600,XSTO,SCAb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SCAb.ST,SCAB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SEBA.ST,MAPPING,EU_STOXX600,XSTO,SEBa.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SEBa.ST,SEBA.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SECTB.ST,MAPPING,EU_STOXX600,XSTO,SECTb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SECTb.ST,SECTB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SECUB.ST,MAPPING,EU_STOXX600,XSTO,SECUb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SECUb.ST,SECUB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SHBA.ST,MAPPING,EU_STOXX600,XSTO,SHBa.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SHBa.ST,SHBA.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
