WS_ID,day,open,high,low,close,volume
WS:XAMS:CSG.AS,2026-08-31,18.65999984741211,18.670000076293945,18.1299991607666,,15374679.0
WS:XOSL:KMAR.OL,2026-08-31,57.2400016784668,57.619998931884766,56.880001068115234,,1834541.0
WS:XPAR:ABVX.PA,2026-08-31,97.30000305175781,97.80000305175781,96.1500015258789,,926854.0
