Candidate,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Coverage_Feasibility,Reason,Sector_Value_Materialized
GICS,WSSEC:WS:XNYS:MSM,WS:XNYS:MSM,XNYS,MSM,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:MTB,WS:XNYS:MTB,XNYS,MTB,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:MTD,WS:XNYS:MTD,XNYS,MTD,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:MTDR,WS:XNYS:MTDR,XNYS,MTDR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:MTG,WS:XNYS:MTG,XNYS,MTG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:MTN,WS:XNYS:MTN,XNYS,MTN,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:MTZ,WS:XNYS:MTZ,XNYS,MTZ,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:MUR,WS:XNYS:MUR,XNYS,MUR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:MUSA,WS:XNYS:MUSA,XNYS,MUSA,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NEM,WS:XNYS:NEM,XNYS,NEM,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NEU,WS:XNYS:NEU,XNYS,NEU,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NFG,WS:XNYS:NFG,XNYS,NFG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NI,WS:XNYS:NI,XNYS,NI,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NJR,WS:XNYS:NJR,XNYS,NJR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NKE,WS:XNYS:NKE,XNYS,NKE,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NOC,WS:XNYS:NOC,XNYS,NOC,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NOV,WS:XNYS:NOV,XNYS,NOV,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NOW,WS:XNYS:NOW,XNYS,NOW,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NRG,WS:XNYS:NRG,XNYS,NRG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NSC,WS:XNYS:NSC,XNYS,NSC,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NUE,WS:XNYS:NUE,XNYS,NUE,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NVR,WS:XNYS:NVR,XNYS,NVR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NVST,WS:XNYS:NVST,XNYS,NVST,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NVT,WS:XNYS:NVT,XNYS,NVT,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:NYT,WS:XNYS:NYT,XNYS,NYT,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OC,WS:XNYS:OC,XNYS,OC,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OGE,WS:XNYS:OGE,XNYS,OGE,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OGS,WS:XNYS:OGS,XNYS,OGS,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OKE,WS:XNYS:OKE,XNYS,OKE,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OLN,WS:XNYS:OLN,XNYS,OLN,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OMC,WS:XNYS:OMC,XNYS,OMC,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:ONTO,WS:XNYS:ONTO,XNYS,ONTO,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:ORA,WS:XNYS:ORA,XNYS,ORA,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:ORI,WS:XNYS:ORI,XNYS,ORI,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OSK,WS:XNYS:OSK,XNYS,OSK,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OTIS,WS:XNYS:OTIS,XNYS,OTIS,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OVV,WS:XNYS:OVV,XNYS,OVV,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:OXY,WS:XNYS:OXY,XNYS,OXY,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:P,WS:XNYS:P,XNYS,P,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PAG,WS:XNYS:PAG,XNYS,PAG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PATH,WS:XNYS:PATH,XNYS,PATH,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PB,WS:XNYS:PB,XNYS,PB,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PBF,WS:XNYS:PBF,XNYS,PBF,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PCG,WS:XNYS:PCG,XNYS,PCG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PEG,WS:XNYS:PEG,XNYS,PEG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PEN,WS:XNYS:PEN,XNYS,PEN,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PEP,WS:XNYS:PEP,XNYS,PEP,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PFE,WS:XNYS:PFE,XNYS,PFE,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PFGC,WS:XNYS:PFGC,XNYS,PFGC,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PG,WS:XNYS:PG,XNYS,PG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PGR,WS:XNYS:PGR,XNYS,PGR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PH,WS:XNYS:PH,XNYS,PH,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PHM,WS:XNYS:PHM,XNYS,PHM,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PII,WS:XNYS:PII,XNYS,PII,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PINS,WS:XNYS:PINS,XNYS,PINS,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PKG,WS:XNYS:PKG,XNYS,PKG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PLNT,WS:XNYS:PLNT,XNYS,PLNT,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PLTR,WS:XNYS:PLTR,XNYS,PLTR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PM,WS:XNYS:PM,XNYS,PM,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PNC,WS:XNYS:PNC,XNYS,PNC,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PNFP,WS:XNYS:PNFP,XNYS,PNFP,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PNW,WS:XNYS:PNW,XNYS,PNW,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:POR,WS:XNYS:POR,XNYS,POR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:POST,WS:XNYS:POST,XNYS,POST,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PPG,WS:XNYS:PPG,XNYS,PPG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PPL,WS:XNYS:PPL,XNYS,PPL,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PR,WS:XNYS:PR,XNYS,PR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PRI,WS:XNYS:PRI,XNYS,PRI,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PSN,WS:XNYS:PSN,XNYS,PSN,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PSX,WS:XNYS:PSX,XNYS,PSX,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PVH,WS:XNYS:PVH,XNYS,PVH,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:PWR,WS:XNYS:PWR,XNYS,PWR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:R,WS:XNYS:R,XNYS,R,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RBA,WS:XNYS:RBA,XNYS,RBA,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RBC,WS:XNYS:RBC,XNYS,RBC,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RF,WS:XNYS:RF,XNYS,RF,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RGA,WS:XNYS:RGA,XNYS,RGA,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RH,WS:XNYS:RH,XNYS,RH,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RJF,WS:XNYS:RJF,XNYS,RJF,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RL,WS:XNYS:RL,XNYS,RL,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RLI,WS:XNYS:RLI,XNYS,RLI,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RMD,WS:XNYS:RMD,XNYS,RMD,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RNR,WS:XNYS:RNR,XNYS,RNR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:ROK,WS:XNYS:ROK,XNYS,ROK,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:ROL,WS:XNYS:ROL,XNYS,ROL,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:ROP,WS:XNYS:ROP,XNYS,ROP,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RPM,WS:XNYS:RPM,XNYS,RPM,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RRC,WS:XNYS:RRC,XNYS,RRC,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RRX,WS:XNYS:RRX,XNYS,RRX,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RS,WS:XNYS:RS,XNYS,RS,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RSG,WS:XNYS:RSG,XNYS,RSG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RTX,WS:XNYS:RTX,XNYS,RTX,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:RYAN,WS:XNYS:RYAN,XNYS,RYAN,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SAM,WS:XNYS:SAM,XNYS,SAM,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SARO,WS:XNYS:SARO,XNYS,SARO,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SCHW,WS:XNYS:SCHW,XNYS,SCHW,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SCI,WS:XNYS:SCI,XNYS,SCI,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SF,WS:XNYS:SF,XNYS,SF,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SGI,WS:XNYS:SGI,XNYS,SGI,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SHW,WS:XNYS:SHW,XNYS,SHW,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SJM,WS:XNYS:SJM,XNYS,SJM,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SLGN,WS:XNYS:SLGN,XNYS,SLGN,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SMG,WS:XNYS:SMG,XNYS,SMG,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SN,WS:XNYS:SN,XNYS,SN,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SNA,WS:XNYS:SNA,XNYS,SNA,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SNX,WS:XNYS:SNX,XNYS,SNX,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SO,WS:XNYS:SO,XNYS,SO,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SOLV,WS:XNYS:SOLV,XNYS,SOLV,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SON,WS:XNYS:SON,XNYS,SON,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SPGI,WS:XNYS:SPGI,XNYS,SPGI,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SPXC,WS:XNYS:SPXC,XNYS,SPXC,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SR,WS:XNYS:SR,XNYS,SR,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SSB,WS:XNYS:SSB,XNYS,SSB,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:SSD,WS:XNYS:SSD,XNYS,SSD,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:XNYS:ST,WS:XNYS:ST,XNYS,ST,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
