Candidate,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Coverage_Feasibility,Reason,Sector_Value_Materialized
GICS,WSSEC:WS:BVMF:CXSE3,WS:BVMF:CXSE3,BVMF,CXSE3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:CYRE3,WS:BVMF:CYRE3,BVMF,CYRE3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:EGIE3,WS:BVMF:EGIE3,BVMF,EGIE3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:EMBJ3,WS:BVMF:EMBJ3,BVMF,EMBJ3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:ENEV3,WS:BVMF:ENEV3,BVMF,ENEV3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:EQTL3,WS:BVMF:EQTL3,BVMF,EQTL3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:LREN3,WS:BVMF:LREN3,BVMF,LREN3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:MBRF3,WS:BVMF:MBRF3,BVMF,MBRF3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:MGLU3,WS:BVMF:MGLU3,BVMF,MGLU3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:MOTV3,WS:BVMF:MOTV3,BVMF,MOTV3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:MULT3,WS:BVMF:MULT3,BVMF,MULT3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:PETR3,WS:BVMF:PETR3,BVMF,PETR3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:PRIO3,WS:BVMF:PRIO3,BVMF,PRIO3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:RADL3,WS:BVMF:RADL3,BVMF,RADL3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:RAIL3,WS:BVMF:RAIL3,BVMF,RAIL3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:RDOR3,WS:BVMF:RDOR3,BVMF,RDOR3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:RENT3,WS:BVMF:RENT3,BVMF,RENT3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:SBSP3,WS:BVMF:SBSP3,BVMF,SBSP3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:SMFT3,WS:BVMF:SMFT3,BVMF,SMFT3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:SUZB3,WS:BVMF:SUZB3,BVMF,SUZB3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:TIMS3,WS:BVMF:TIMS3,BVMF,TIMS3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:TOTS3,WS:BVMF:TOTS3,BVMF,TOTS3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:UGPA3,WS:BVMF:UGPA3,BVMF,UGPA3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:VALE3,WS:BVMF:VALE3,BVMF,VALE3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:VBBR3,WS:BVMF:VBBR3,BVMF,VBBR3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:VIVT3,WS:BVMF:VIVT3,BVMF,VIVT3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:BVMF:WEGE3,WS:BVMF:WEGE3,BVMF,WEGE3,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:ISIN:INE002A01018,WS:ISIN:INE002A01018,XNSE,RELIANCE,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:ISIN:INE009A01021,WS:ISIN:INE009A01021,XNSE,INFY,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:ISIN:INE018A01030,WS:ISIN:INE018A01030,XNSE,LT,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:ISIN:INE019A01038,WS:ISIN:INE019A01038,XNSE,JSWSTEEL,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
GICS,WSSEC:WS:ISIN:INE021A01026,WS:ISIN:INE021A01026,XNSE,ASIANPAINT,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
