WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Cache_Status,Cache_Reason,Liquidity_Data_Status,Liquidity_Gate,Liquidity_Bucket,MedianTurnover20_EUR,MedianTurnover60_EUR,Scalable_Tradeability_Status,Scalable_Gate,Instrument_Decision_v0_14,Instrument_Type_Resolved_v0_14,Instrument_Resolution_Method_v0_14,Instrument_Resolution_Reason_v0_14,Strict_Eligibility_v0_14,Primary_Root_Cause_v0_23,Primary_Root_Cause_Detail_v0_23,Remediation_Class_v0_23,All_Blockers_v0_23
WS:XTSE:DML,Denison Mines Corp.,Canada,CA_TSX,XTSE,DML,DML.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7996949.761051907,7519180.397303779,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:DOO,BRP Inc. Subordinate Voting Shares,Canada,CA_TSX,XTSE,DOO,DOO.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,13011478.824121,13588762.114715774,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:EDR,Endeavour Silver Corp.,Canada,CA_TSX,XTSE,EDR,EDR.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7416598.111966956,6658268.242630541,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:EFN,Element Fleet Management Corp.,Canada,CA_TSX,XTSE,EFN,EFN.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,14038387.964259895,17289130.797875643,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:EFR,Energy Fuels Inc.,Canada,CA_TSX,XTSE,EFR,EFR.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10951826.070201755,8470494.322506268,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:EIF,Exchange Income Corporation,Canada,CA_TSX,XTSE,EIF,EIF.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10508886.756423788,11974786.870958738,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:EMP.A,Empire Company Limited Non-Voting Class A Shares,Canada,CA_TSX,XTSE,EMP.A,EMP-A.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,13866571.885519175,13575922.879457485,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:EQB,EQB Inc.,Canada,CA_TSX,XTSE,EQB,EQB.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7942038.941363342,6386707.202708821,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:ERO,Ero Copper Corp.,Canada,CA_TSX,XTSE,ERO,ERO.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10990109.195646647,11132693.788746063,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:EXE,Extendicare Inc.,Canada,CA_TSX,XTSE,EXE,EXE.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11737473.426630858,8724918.238792341,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:FCR.UN,First Capital Real Estate Investment Trust,Canada,CA_TSX,XTSE,FCR.UN,FCR-UN.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6133310.139551554,7269628.951661627,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:FRU,Freehold Royalties Ltd.,Canada,CA_TSX,XTSE,FRU,FRU.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5146826.531294227,5716755.046327388,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:FVI,Fortuna Mining Corp.,Canada,CA_TSX,XTSE,FVI,FVI.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5981314.780965002,5292193.812540103,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:GEI,Gibson Energy Inc.,Canada,CA_TSX,XTSE,GEI,GEI.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11083378.686052933,12768212.910688503,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:HPS.A,Hammond Power Solutions Inc. Class A Subordinate Voting Shares,Canada,CA_TSX,XTSE,HPS.A,HPS-A.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10455735.984134238,9808569.19779053,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:HR.UN,H&R Real Estate Investment Trust,Canada,CA_TSX,XTSE,HR.UN,HR-UN.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5065991.555155419,3827661.875235768,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:HWX,Headwater Exploration Inc.,Canada,CA_TSX,XTSE,HWX,HWX.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5704897.457557034,3974349.185606119,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:KNT,K92 Mining Inc.,Canada,CA_TSX,XTSE,KNT,KNT.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,13040275.238585943,9621000.592038289,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:KXS,Kinaxis Inc.,Canada,CA_TSX,XTSE,KXS,KXS.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9702765.766996684,8304842.854972931,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:LNR,Linamar Corporation,Canada,CA_TSX,XTSE,LNR,LNR.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,8712283.626287669,7698102.155674545,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,Canada,CA_TSX,XTSE,LSPD,LSPD.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5404640.103469536,5455341.6251811385,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:MAU,Montage Gold Corp.,Canada,CA_TSX,XTSE,MAU,MAU.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,12499758.319816198,8010221.647067164,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:MX,Methanex Corporation,Canada,CA_TSX,XTSE,MX,MX.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,12238580.253845826,11845723.178732198,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:NPI,Northland Power Inc.,Canada,CA_TSX,XTSE,NPI,NPI.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,13083827.962164905,11620190.792391483,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:NXE,NexGen Energy Ltd.,Canada,CA_TSX,XTSE,NXE,NXE.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,14930590.543754451,12003808.335819537,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:ONEX,ONEX Corporation Subordinate Voting Shares,Canada,CA_TSX,XTSE,ONEX,ONEX.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7908720.271026034,7420155.491718626,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:OR,OR Royalties Inc.,Canada,CA_TSX,XTSE,OR,OR.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9983717.165419616,11580219.375607014,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:PEY,Peyto Exploration & Development Corp.,Canada,CA_TSX,XTSE,PEY,PEY.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9628408.74032763,9953162.891979614,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:PSK,PrairieSky Royalty Ltd.,Canada,CA_TSX,XTSE,PSK,PSK.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7524648.1779736765,8481221.122014277,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:PXT,Parex Resources Inc.,Canada,CA_TSX,XTSE,PXT,PXT.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11485888.47241031,13342610.08983535,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:REI.UN,RioCan Real Estate Investment Trust,Canada,CA_TSX,XTSE,REI.UN,REI-UN.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9954548.950072821,8222241.044366069,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:RUS,Russel Metals Inc.,Canada,CA_TSX,XTSE,RUS,RUS.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10030758.264034096,9847033.728864009,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:SCR,Strathcona Resources Ltd.,Canada,CA_TSX,XTSE,SCR,SCR.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,8700507.596620787,9042544.767613705,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:SES,Secure Waste Infrastructure Corp.,Canada,CA_TSX,XTSE,SES,SES.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7217067.418542195,7784310.882834628,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:SII,Sprott Inc.,Canada,CA_TSX,XTSE,SII,SII.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7049778.157461821,6571806.372556448,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:SJ,Stella-Jones Inc.,Canada,CA_TSX,XTSE,SJ,SJ.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7239903.140602849,6950394.4032820575,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:SKE,Skeena Resources Limited,Canada,CA_TSX,XTSE,SKE,SKE.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7466575.922748864,8320048.115175362,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:SRU.UN,SmartCentres Real Estate Investment Trust,Canada,CA_TSX,XTSE,SRU.UN,SRU-UN.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5914458.281416735,5493837.0558199985,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:SSRM,SSR Mining Inc.,Canada,CA_TSX,XTSE,SSRM,SSRM.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10072606.655871693,10873130.709567014,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:SVM,Silvercorp Metals Inc.,Canada,CA_TSX,XTSE,SVM,SVM.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7147465.165629158,7468704.260508077,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:TFPM,Triple Flag Precious Metals Corp.,Canada,CA_TSX,XTSE,TFPM,TFPM.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5870476.347567304,4941743.630038679,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:TKO,Trekor Metals Limited,Canada,CA_TSX,XTSE,TKO,TKO.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,8873834.003742043,7560709.927715117,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XTSE:TPZ,Topaz Energy Corp.,Canada,CA_TSX,XTSE,TPZ,TPZ.TO,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9317756.00985581,7799386.122905678,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
