WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons,Instrument_Decision_v0_6,Instrument_Type_Resolved_v0_6,Instrument_Resolution_Method_v0_6,Instrument_Resolution_Reason_v0_6,Instrument_Evidence_URL_v0_6,Instrument_Evidence_Note_v0_6,Strict_Eligibility_v0_6,Instrument_Decision_v0_7,Instrument_Type_Resolved_v0_7,Instrument_Resolution_Method_v0_7,Instrument_Resolution_Reason_v0_7,Instrument_Evidence_URL_v0_7,Instrument_Evidence_Note_v0_7,Strict_Eligibility_v0_7,KRX_Match_Status,KRX_Match_Key,KRX_SECUGRP_NM,KRX_KIND_STKCERT_TP_NM,Instrument_Decision_v0_10,Instrument_Type_Resolved_v0_10,Instrument_Resolution_Method_v0_10,Instrument_Resolution_Reason_v0_10,Instrument_Evidence_URL_v0_10,Instrument_Evidence_Note_v0_10
WS:XKRX:003550,LG,South Korea,KR_KOSPI200,XKRX,003550,003550.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,17986224.891679034,25762259.09109526,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,003550,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:003670,POSCO Future M,South Korea,KR_KOSPI200,XKRX,003670,003670.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,24520007.74494165,27250390.8986749,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,003670,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:004170,Shinsegae,South Korea,KR_KOSPI200,XKRX,004170,004170.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,26575762.26778678,32027274.82473929,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,004170,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:005380,Hyundai Motor,South Korea,KR_KOSPI200,XKRX,005380,005380.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,145582063.84452873,258435958.7996269,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,005380,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:005490,POSCO,South Korea,KR_KOSPI200,XKRX,005490,005490.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,ISOLATED_INVALID_BAR_EXCLUDED,484,483,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,50599280.90281319,65009874.86199444,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,005490,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:005830,DB Insurance,South Korea,KR_KOSPI200,XKRX,005830,005830.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,ISOLATED_INVALID_BAR_EXCLUDED,484,483,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,19357113.45853492,19815420.43653336,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,005830,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:005930,Samsung Electronics,South Korea,KR_KOSPI200,XKRX,005930,005930.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,ISOLATED_INVALID_BAR_EXCLUDED,484,483,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,4012726894.1121035,4849894973.212894,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,005930,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:006260,LS,South Korea,KR_KOSPI200,XKRX,006260,006260.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,ISOLATED_INVALID_BAR_EXCLUDED,484,483,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,31140675.95089336,37403358.582666606,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,006260,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:006400,Samsung SDI,South Korea,KR_KOSPI200,XKRX,006400,006400.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,FILTERED_INVALID_BARS_EXCLUDED,484,482,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,112486877.08728096,131335304.59407528,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,006400,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:006800,Mirae Asset Securities,South Korea,KR_KOSPI200,XKRX,006800,006800.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,31063230.773003526,55275467.9314997,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,006800,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:007660,Isu Petasys,South Korea,KR_KOSPI200,XKRX,007660,007660.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,FILTERED_INVALID_BARS_EXCLUDED,484,482,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,35385337.67601727,53414150.96941048,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,007660,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:009150,Samsung Electro-Mechanics,South Korea,KR_KOSPI200,XKRX,009150,009150.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,ISOLATED_INVALID_BAR_EXCLUDED,484,483,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,702100311.916672,936902888.8741249,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,009150,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:009540,HD KSOE,South Korea,KR_KOSPI200,XKRX,009540,009540.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,37690045.142422825,44976377.91061369,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,009540,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:009830,Hanwha Solutions,South Korea,KR_KOSPI200,XKRX,009830,009830.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,FILTERED_INVALID_BARS_EXCLUDED,484,482,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,65098264.882960334,45118084.439890325,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,009830,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
