WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons,Instrument_Decision_v0_6,Instrument_Type_Resolved_v0_6,Instrument_Resolution_Method_v0_6,Instrument_Resolution_Reason_v0_6,Instrument_Evidence_URL_v0_6,Instrument_Evidence_Note_v0_6,Strict_Eligibility_v0_6,Instrument_Decision_v0_7,Instrument_Type_Resolved_v0_7,Instrument_Resolution_Method_v0_7,Instrument_Resolution_Reason_v0_7,Instrument_Evidence_URL_v0_7,Instrument_Evidence_Note_v0_7,Strict_Eligibility_v0_7,KRX_Match_Status,KRX_Match_Key,KRX_SECUGRP_NM,KRX_KIND_STKCERT_TP_NM,Instrument_Decision_v0_10,Instrument_Type_Resolved_v0_10,Instrument_Resolution_Method_v0_10,Instrument_Resolution_Reason_v0_10,Instrument_Evidence_URL_v0_10,Instrument_Evidence_Note_v0_10
WS:XKRX:010060,OCI Holdings,South Korea,KR_KOSPI200,XKRX,010060,010060.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,51956990.60309067,37847986.222101025,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,010060,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:010120,LS Electric,South Korea,KR_KOSPI200,XKRX,010120,010120.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,FILTERED_INVALID_BARS_EXCLUDED,484,482,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,84571230.69493146,106555714.12409362,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,010120,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:010130,Korea Zinc,South Korea,KR_KOSPI200,XKRX,010130,010130.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,15456609.184689587,12753539.710726181,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,010130,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:010140,Samsung Heavy Industries,South Korea,KR_KOSPI200,XKRX,010140,010140.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,FILTERED_INVALID_BARS_EXCLUDED,484,482,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,40753978.55976522,54231601.69268526,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,010140,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:010950,S-Oil,South Korea,KR_KOSPI200,XKRX,010950,010950.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,31427153.674544454,28628950.26633609,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,010950,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:011070,LG Innotek,South Korea,KR_KOSPI200,XKRX,011070,011070.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,87406494.07845986,139114927.8492905,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,011070,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:011200,HMM,South Korea,KR_KOSPI200,XKRX,011200,011200.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,16131344.981400123,16364805.51399213,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,011200,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:012330,Hyundai Mobis,South Korea,KR_KOSPI200,XKRX,012330,012330.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,82927294.09414133,112854756.35397495,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,012330,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:012450,Hanwha Aerospace,South Korea,KR_KOSPI200,XKRX,012450,012450.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,FILTERED_INVALID_BARS_EXCLUDED,484,482,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,142518481.80728376,137606394.0306895,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,012450,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:015760,KEPCO,South Korea,KR_KOSPI200,XKRX,015760,015760.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,26332771.673236743,38985183.1439105,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,015760,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:016360,Samsung Securities,South Korea,KR_KOSPI200,XKRX,016360,016360.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,29781075.376858443,32891304.81039104,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,016360,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:017670,SK Telecom,South Korea,KR_KOSPI200,XKRX,017670,017670.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,ISOLATED_INVALID_BAR_EXCLUDED,484,483,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,93915747.76367106,68571212.49968891,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,017670,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:018260,Samsung SDS,South Korea,KR_KOSPI200,XKRX,018260,018260.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,45209323.9616297,44799136.34237164,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,018260,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
WS:XKRX:028050,Samsung E&A,South Korea,KR_KOSPI200,XKRX,028050,028050.KS,KRW,KRW,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,484,484,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,51492292.28749728,52982614.61506553,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,KRX_CALLS_CONSTITUENTS_STOCKS_BUT_COMMON_VS_PREFERRED_NOT_PROVEN,https://global.krx.co.kr/contents/GLB/02/0202/0202010101/GLB0202010101.jsp,"KRX describes KOSPI 200 as a blue-chip stock index, but v0.6 does not elevate this to common-share proof without a security-level or explicit eligibility rule.",NOT_VERIFIED,SOURCE_BLOCKED,028050,,,NOT_VERIFIED,UNKNOWN,KRX_SOURCE_REQUEST_FAILED,KRX_OFFICIAL_BULK_SOURCE_NOT_MATERIALIZED,https://data.krx.co.kr/contents/MDC/MAIN/main/index.cmd,Official KRX Data Marketplace all-stock basic-information payload. Strict PASS only when exact target-code match has SECUGRP_NM=주권 and KIND_STKCERT_TP_NM=보통주. Preferred-stock labels containing 우선주 are strict FAIL. All other values remain NOT_VERIFIED.
