WS_ID,Ticker,ISIN,MIC,Instrument,Membership,IVV_ISIN,Identity,History,Liquidity,Eligibility,Canonical,Integration_Class,HONA
US1:US5184391044:XNYS,EL,US5184391044,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5184391044,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US30034W1062:XNYS,EVRG,US30034W1062,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US30034W1062,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US30040W1080:XNYS,ES,US30040W1080,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US30040W1080,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US30161N1019:XNYS,EXC,US30161N1019,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US30161N1019,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US1651671075:XNAS,EXE,US1651671075,XNAS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US1651677353,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US30212P3038:XNAS,EXPE,US30212P3038,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US30212P3038,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3021301094:XNAS,EXPD,US3021301094,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3021301094,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US30231G1022:XNYS,XOM,US30231G1022,XNYS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US30233Q1085,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US3156161024:XNAS,FFIV,US3156161024,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3156161024,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3030751057:XNYS,FDS,US3030751057,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3030751057,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3032501047:XNYS,FICO,US3032501047,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3032501047,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3119001044:XNAS,FAST,US3119001044,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3119001044,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US31428X1063:XNYS,FDX,US31428X1063,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US31428X1063,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US31488V1070:XNYS,FERG,US31488V1070,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US31488V1070,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US31620M1062:XNYS,FIS,US31620M1062,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US31620M1062,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3364331070:XNAS,FSLR,US3364331070,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3364331070,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3379321074:XNYS,FE,US3379321074,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3379321074,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3377381088:XNAS,FISV,US3377381088,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3377381088,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3453708600:XNYS,F,US3453708600,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3453708600,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US34959E1091:XNAS,FTNT,US34959E1091,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US34959E1091,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US34959J1088:XNYS,FTV,US34959J1088,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US34959J1088,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3546131018:XNYS,BEN,US3546131018,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3546131018,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US35671D8570:XNYS,FCX,US35671D8570,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US35671D8570,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3666511072:XNYS,IT,US3666511072,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3666511072,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US36266G1076:XNAS,GEHC,US36266G1076,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US36266G1076,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US36828A1016:XNYS,GEV,US36828A1016,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US36828A1016,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3687361044:XNYS,GNRC,US3687361044,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3687361044,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3695501086:XNYS,GD,US3695501086,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3695501086,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US37045V1008:XNYS,GM,US37045V1008,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US37045V1008,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3724601055:XNYS,GPC,US3724601055,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3724601055,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3755581036:XNAS,GILD,US3755581036,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3755581036,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US37940X1028:XNYS,GPN,US37940X1028,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US37940X1028,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US37959E1029:XNYS,GL,US37959E1029,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US37959E1029,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US38141G1040:XNYS,GS,US38141G1040,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US38141G1040,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4062161017:XNYS,HAL,US4062161017,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4062161017,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4165151048:XNYS,HIG,US4165151048,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4165151048,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4180561072:XNAS,HAS,US4180561072,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4180561072,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US40412C1018:XNYS,HCA,US40412C1018,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US40412C1018,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8064071025:XNAS,HSIC,US8064071025,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8064071025,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4278661081:XNYS,HSY,US4278661081,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4278661081,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US42824C1099:XNYS,HPE,US42824C1099,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US42824C1099,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US43300A2033:XNYS,HLT,US43300A2033,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US43300A2033,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4370761029:XNYS,HD,US4370761029,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4370761029,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US43849R1059:XNAS,HONA,US43849R1059,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US43849R1059,PASS,HISTORY_FAIL,PREFERRED,HISTORY_FAILURE,PASS,E,YES
US1:US4385161066:XNYS,HON,US4385161066,XNYS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US4385162056,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US4404521001:XNYS,HRL,US4404521001,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4404521001,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4435106079:XNYS,HUBB,US4435106079,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4435106079,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4448591028:XNYS,HUM,US4448591028,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4448591028,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4464131063:XNYS,HII,US4464131063,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4464131063,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4592001014:XNYS,IBM,US4592001014,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4592001014,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US45167R1041:XNYS,IEX,US45167R1041,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US45167R1041,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US45168D1046:XNAS,IDXX,US45168D1046,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US45168D1046,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4523081093:XNYS,ITW,US4523081093,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4523081093,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US45337C1027:XNAS,INCY,US45337C1027,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US45337C1027,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4581401001:XNAS,INTC,US4581401001,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4581401001,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US45841N1072:XNAS,IBKR,US45841N1072,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US45841N1072,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US45866F1049:XNYS,ICE,US45866F1049,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US45866F1049,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4595061015:XNYS,IFF,US4595061015,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4595061015,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4601461035:XNYS,IP,US4601461035,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4601461035,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4612021034:XNAS,INTU,US4612021034,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4612021034,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US46120E6023:XNAS,ISRG,US46120E6023,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US46120E6023,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US46266C1053:XNYS,IQV,US46266C1053,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US46266C1053,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4456581077:XNAS,JBHT,US4456581077,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4456581077,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4663131039:XNYS,JBL,US4663131039,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4663131039,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4262811015:XNAS,JKHY,US4262811015,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4262811015,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4698141078:XNYS,J,US4698141078,XNYS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US46982L1089,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US4781601046:XNYS,JNJ,US4781601046,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4781601046,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US46625H1005:XNYS,JPM,US46625H1005,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US46625H1005,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US49177J1025:XNYS,KVUE,US49177J1025,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US49177J1025,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4932671088:XNYS,KEY,US4932671088,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4932671088,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US49338L1035:XNYS,KEYS,US49338L1035,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US49338L1035,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US4943681035:XNYS,KMB,US4943681035,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4943681035,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US49456B1017:XNYS,KMI,US49456B1017,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US49456B1017,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US48248M1027:XNYS,KKR,US48248M1027,XNYS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US48251W1045,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US4824801009:XNAS,KLAC,US4824801009,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US4824801009,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5007541064:XNAS,KHC,US5007541064,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5007541064,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5010441013:XNYS,KR,US5010441013,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5010441013,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5024311095:XNYS,LHX,US5024311095,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5024311095,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US50540R4092:XNYS,LH,US50540R4092,XNYS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US5049221055,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US5128071082:XNAS,LRCX,US5128071082,XNAS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US5128073062,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US5178341070:XNYS,LVS,US5178341070,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5178341070,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5253271028:XNYS,LDOS,US5253271028,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5253271028,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5260571048:XNYS,LEN,US5260571048,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5260571048,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5261071071:XNYS,LII,US5261071071,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5261071071,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5324571083:XNYS,LLY,US5324571083,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5324571083,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5380341090:XNYS,LYV,US5380341090,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5380341090,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5398301094:XNYS,LMT,US5398301094,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5398301094,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5404241086:XNYS,L,US5404241086,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5404241086,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5486611073:XNYS,LOW,US5486611073,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5486611073,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5500211090:XNAS,LULU,US5500211090,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5500211090,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US55024U1097:XNAS,LITE,US55024U1097,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US55024U1097,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US55261F1049:XNYS,MTB,US55261F1049,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US55261F1049,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US56585A1025:XNYS,MPC,US56585A1025,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US56585A1025,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5719032022:XNAS,MAR,US5719032022,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5719032022,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5732841060:XNYS,MLM,US5732841060,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5732841060,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5738741041:XNAS,MRVL,US5738741041,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5738741041,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5745991068:XNYS,MAS,US5745991068,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5745991068,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US57636Q1040:XNYS,MA,US57636Q1040,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US57636Q1040,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5797802064:XNYS,MKC,US5797802064,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5797802064,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5801351017:XNYS,MCD,US5801351017,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5801351017,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US58155Q1031:XNYS,MCK,US58155Q1031,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US58155Q1031,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US58933Y1055:XNYS,MRK,US58933Y1055,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US58933Y1055,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US30303M1027:XNAS,META,US30303M1027,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US30303M1027,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US59156R1086:XNYS,MET,US59156R1086,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US59156R1086,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5926881054:XNYS,MTD,US5926881054,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5926881054,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5529531015:XNYS,MGM,US5529531015,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5529531015,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5950171042:XNAS,MCHP,US5950171042,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5950171042,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5951121038:XNAS,MU,US5951121038,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5951121038,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US5949181045:XNAS,MSFT,US5949181045,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US5949181045,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US60770K1079:XNAS,MRNA,US60770K1079,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US60770K1079,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US60871R2094:XNYS,TAP,US60871R2094,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US60871R2094,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6092071058:XNAS,MDLZ,US6092071058,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6092071058,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6098391054:XNAS,MPWR,US6098391054,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6098391054,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6117401017:XNAS,MNST,US6117401017,XNAS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US61174X1090,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US6153691059:XNYS,MCO,US6153691059,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6153691059,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6174464486:XNYS,MS,US6174464486,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6174464486,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US61945C1036:XNYS,MOS,US61945C1036,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US61945C1036,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6200763075:XNYS,MSI,US6200763075,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6200763075,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US55354G1004:XNYS,MSCI,US55354G1004,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US55354G1004,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6311031081:XNAS,NDAQ,US6311031081,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6311031081,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US64120L1044:XNAS,NTAP,US64120L1044,XNAS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US64110D1046,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US64110L1061:XNAS,NFLX,US64110L1061,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US64110L1061,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6516391066:XNYS,NEM,US6516391066,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6516391066,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3025711041:XNYS,NEE,US3025711041,XNYS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US65339F1012,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US6541061031:XNYS,NKE,US6541061031,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6541061031,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US65473P1057:XNYS,NI,US65473P1057,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US65473P1057,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6556631025:XNAS,NDSN,US6556631025,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6556631025,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6558441084:XNYS,NSC,US6558441084,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6558441084,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6658591044:XNAS,NTRS,US6658591044,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6658591044,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6668071029:XNYS,NOC,US6668071029,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6668071029,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6293775085:XNYS,NRG,US6293775085,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6293775085,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6703461052:XNYS,NUE,US6703461052,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6703461052,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US67066G1040:XNAS,NVDA,US67066G1040,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US67066G1040,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US62944T1051:XNYS,NVR,US62944T1051,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US62944T1051,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US67103H1077:XNAS,ORLY,US67103H1077,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US67103H1077,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6745991058:XNYS,OXY,US6745991058,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6745991058,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6795801009:XNAS,ODFL,US6795801009,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6795801009,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6819191064:XNYS,OMC,US6819191064,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6819191064,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6821891057:XNAS,ON,US6821891057,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6821891057,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6826801036:XNYS,OKE,US6826801036,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6826801036,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US68902V1070:XNYS,OTIS,US68902V1070,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US68902V1070,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6937181088:XNAS,PCAR,US6937181088,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6937181088,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6951561090:XNYS,PKG,US6951561090,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6951561090,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US69608A1088:XNYS,PLTR,US69608A1088,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US69608A1088,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
