Security_Key,Source_WS_ID,Price_Cache_Status,Reason_Code,Unique_Bars,Valid_Bars,Strict_Invalid_Bars,Suspicious_Returns,Repaired_Rows,Zero_Volume_Share,First_Bar_Date,Last_Bar_Date,Currency_Binding,Provider_Symbol,Source
WSSEC:WS:ISIN:TW0006505001,WS:ISIN:TW0006505001,READY,,492,492,0,0,0,0.0020325203252032522,2024-09-16,2026-09-24,TWD,6505.TW,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:ISIN:TW0008046004,WS:ISIN:TW0008046004,READY,,492,492,0,0,0,0.0020325203252032522,2024-09-16,2026-09-24,TWD,8046.TW,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XASX:ALD,WS:XASX:ALD,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,ALD.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:ALL,WS:XASX:ALL,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,ALL.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:ALQ,WS:XASX:ALQ,READY,,507,507,0,0,0,0.0019723865877712033,2024-09-23,2026-09-22,AUD,ALQ.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:ANZ,WS:XASX:ANZ,QUARANTINE,STRICT_OHLC_RELATION_FAIL,507,506,1,0,0,0.0,2024-09-23,2026-09-22,AUD,ANZ.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:ASX,WS:XASX:ASX,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,ASX.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:AZJ,WS:XASX:AZJ,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,AZJ.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:BHP,WS:XASX:BHP,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,BHP.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:BSL,WS:XASX:BSL,QUARANTINE,STRICT_OHLC_RELATION_FAIL,507,506,1,0,0,0.0,2024-09-23,2026-09-22,AUD,BSL.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:BXB,WS:XASX:BXB,QUARANTINE,STRICT_OHLC_RELATION_FAIL,507,506,1,0,0,0.0,2024-09-23,2026-09-22,AUD,BXB.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:CAR,WS:XASX:CAR,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,CAR.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:CBA,WS:XASX:CBA,QUARANTINE,STRICT_OHLC_RELATION_FAIL,507,506,1,0,0,0.0,2024-09-23,2026-09-22,AUD,CBA.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:CMM,WS:XASX:CMM,READY,,507,507,0,0,0,0.0039447731755424065,2024-09-23,2026-09-22,AUD,CMM.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:COH,WS:XASX:COH,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,COH.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:COL,WS:XASX:COL,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,COL.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:CPU,WS:XASX:CPU,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,CPU.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:CSL,WS:XASX:CSL,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,CSL.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:CWY,WS:XASX:CWY,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,CWY.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:EVN,WS:XASX:EVN,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,EVN.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:FMG,WS:XASX:FMG,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,FMG.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:GMD,WS:XASX:GMD,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,GMD.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:IAG,WS:XASX:IAG,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,IAG.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:IGO,WS:XASX:IGO,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,IGO.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:JBH,WS:XASX:JBH,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,JBH.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:LTR,WS:XASX:LTR,READY,,507,507,0,0,0,0.0019723865877712033,2024-09-23,2026-09-22,AUD,LTR.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:LYC,WS:XASX:LYC,READY,,507,507,0,0,0,0.0019723865877712033,2024-09-23,2026-09-22,AUD,LYC.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:MIN,WS:XASX:MIN,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,MIN.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:MP1,WS:XASX:MP1,READY,,507,507,0,0,0,0.007889546351084813,2024-09-23,2026-09-22,AUD,MP1.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:MPL,WS:XASX:MPL,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,MPL.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:MQG,WS:XASX:MQG,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,MQG.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:NAB,WS:XASX:NAB,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,NAB.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:NST,WS:XASX:NST,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,NST.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:NXT,WS:XASX:NXT,QUARANTINE,STRICT_OHLC_RELATION_FAIL,507,506,1,0,0,0.003952569169960474,2024-09-23,2026-09-22,AUD,NXT.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:ORG,WS:XASX:ORG,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,ORG.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:ORI,WS:XASX:ORI,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,ORI.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:PDN,WS:XASX:PDN,READY,,507,507,0,0,0,0.0019723865877712033,2024-09-23,2026-09-22,AUD,PDN.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:PLS,WS:XASX:PLS,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,PLS.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:PME,WS:XASX:PME,QUARANTINE,STRICT_OHLC_RELATION_FAIL,507,506,1,0,0,0.0,2024-09-23,2026-09-22,AUD,PME.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:PRU,WS:XASX:PRU,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,PRU.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:QAN,WS:XASX:QAN,QUARANTINE,STRICT_OHLC_RELATION_FAIL,507,506,1,0,0,0.0,2024-09-23,2026-09-22,AUD,QAN.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:QBE,WS:XASX:QBE,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,QBE.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:REA,WS:XASX:REA,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,REA.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:RHC,WS:XASX:RHC,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,RHC.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:RIO,WS:XASX:RIO,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,RIO.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:RMS,WS:XASX:RMS,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,RMS.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:RRL,WS:XASX:RRL,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,RRL.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:S32,WS:XASX:S32,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,S32.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:SDF,WS:XASX:SDF,QUARANTINE,STRICT_OHLC_RELATION_FAIL,507,506,1,0,0,0.001976284584980237,2024-09-23,2026-09-22,AUD,SDF.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:SFR,WS:XASX:SFR,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,SFR.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:SHL,WS:XASX:SHL,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,SHL.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:SIG,WS:XASX:SIG,READY,,507,507,0,0,0,0.0019723865877712033,2024-09-23,2026-09-22,AUD,SIG.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:STO,WS:XASX:STO,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,STO.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:SUN,WS:XASX:SUN,READY,,507,507,0,0,0,0.0019723865877712033,2024-09-23,2026-09-22,AUD,SUN.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:TLC,WS:XASX:TLC,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,TLC.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:TLS,WS:XASX:TLS,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,TLS.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:TLX,WS:XASX:TLX,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,TLX.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:WBC,WS:XASX:WBC,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,WBC.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:WDS,WS:XASX:WDS,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,WDS.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:WES,WS:XASX:WES,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,WES.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:WGX,WS:XASX:WGX,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,WGX.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:WHC,WS:XASX:WHC,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,WHC.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:WOW,WS:XASX:WOW,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,WOW.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:WTC,WS:XASX:WTC,READY,,507,507,0,0,0,0.0039447731755424065,2024-09-23,2026-09-22,AUD,WTC.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XASX:ZIP,WS:XASX:ZIP,READY,,507,507,0,0,0,0.0,2024-09-23,2026-09-22,AUD,ZIP.AX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:AAL,WS:XNAS:AAL,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,AAL,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:AAON,WS:XNAS:AAON,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,AAON,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:AAPL,WS:XNAS:AAPL,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,AAPL,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:ABNB,WS:XNAS:ABNB,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,ABNB,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:ADBE,WS:XNAS:ADBE,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,ADBE,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:ADI,WS:XNAS:ADI,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,ADI,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:ADP,WS:XNAS:ADP,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,ADP,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:ADSK,WS:XNAS:ADSK,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,ADSK,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:AEIS,WS:XNAS:AEIS,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,AEIS,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:AKAM,WS:XNAS:AKAM,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,AKAM,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:ALGM,WS:XNAS:ALGM,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,ALGM,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:ALGN,WS:XNAS:ALGN,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,ALGN,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:AMAT,WS:XNAS:AMAT,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,AMAT,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:AMGN,WS:XNAS:AMGN,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,AMGN,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:AMKR,WS:XNAS:AMKR,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,AMKR,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:AMZN,WS:XNAS:AMZN,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,AMZN,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:APP,WS:XNAS:APP,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,APP,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:APPF,WS:XNAS:APPF,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,APPF,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:ARWR,WS:XNAS:ARWR,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,ARWR,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:AVAV,WS:XNAS:AVAV,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,AVAV,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:AVGO,WS:XNAS:AVGO,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,AVGO,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:AVT,WS:XNAS:AVT,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,AVT,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:BHF,WS:XNAS:BHF,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,BHF,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:BIIB,WS:XNAS:BIIB,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,BIIB,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:BKNG,WS:XNAS:BKNG,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,BKNG,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:BMRN,WS:XNAS:BMRN,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,BMRN,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:BRKR,WS:XNAS:BRKR,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,BRKR,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:BSY,WS:XNAS:BSY,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,BSY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:BTSG,WS:XNAS:BTSG,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,BTSG,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CAR,WS:XNAS:CAR,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CAR,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CART,WS:XNAS:CART,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CART,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CASY,WS:XNAS:CASY,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CASY,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CBOE,WS:XNAS:CBOE,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CBOE,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CBSH,WS:XNAS:CBSH,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CBSH,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CDNS,WS:XNAS:CDNS,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CDNS,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CDW,WS:XNAS:CDW,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CDW,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CELH,WS:XNAS:CELH,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CELH,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CG,WS:XNAS:CG,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CG,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CGNX,WS:XNAS:CGNX,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CGNX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CHDN,WS:XNAS:CHDN,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CHDN,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CHRD,WS:XNAS:CHRD,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CHRD,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CHRW,WS:XNAS:CHRW,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CHRW,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CINF,WS:XNAS:CINF,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CINF,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CME,WS:XNAS:CME,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CME,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:COIN,WS:XNAS:COIN,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,COIN,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:COKE,WS:XNAS:COKE,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,COKE,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:COLB,WS:XNAS:COLB,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,COLB,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:COLM,WS:XNAS:COLM,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,COLM,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:COST,WS:XNAS:COST,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,COST,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CPRT,WS:XNAS:CPRT,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CPRT,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CROX,WS:XNAS:CROX,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CROX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CRUS,WS:XNAS:CRUS,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CRUS,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CRWD,WS:XNAS:CRWD,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CRWD,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CSCO,WS:XNAS:CSCO,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CSCO,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CTAS,WS:XNAS:CTAS,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CTAS,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CTSH,WS:XNAS:CTSH,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,CTSH,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:CVLT,WS:XNAS:CVLT,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CVLT,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:CYTK,WS:XNAS:CYTK,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,CYTK,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:DBX,WS:XNAS:DBX,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,DBX,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:DDOG,WS:XNAS:DDOG,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,DDOG,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:DLTR,WS:XNAS:DLTR,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,DLTR,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:DOCU,WS:XNAS:DOCU,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,DOCU,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:DUOL,WS:XNAS:DUOL,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,DUOL,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:DXCM,WS:XNAS:DXCM,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,DXCM,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:EBAY,WS:XNAS:EBAY,READY,,508,508,0,0,0,0.0,2024-09-16,2026-09-24,USD,EBAY,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:ECHO,WS:XNAS:ECHO,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,508,508,0,1,0,0.0,2024-09-16,2026-09-24,USD,ECHO,YFINANCE_FREE_REFRESH_V0_45
WSSEC:WS:XNAS:EEFT,WS:XNAS:EEFT,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,EEFT,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:ENSG,WS:XNAS:ENSG,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,ENSG,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:ENTG,WS:XNAS:ENTG,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,ENTG,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:EWBC,WS:XNAS:EWBC,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,EWBC,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
WSSEC:WS:XNAS:EXEL,WS:XNAS:EXEL,READY,,500,500,0,0,0,0.0,2024-09-23,2026-09-21,USD,EXEL,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522
