Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Provider_Symbol,Provider_Mapping_Status,Data_Source,Source_Run_Provenance,Downloaded_In_v0_45
WSSEC:WS:XASX:BXB,WS:XASX:BXB,XASX,BXB,BXB.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:CAR,WS:XASX:CAR,XASX,CAR,CAR.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:CBA,WS:XASX:CBA,XASX,CBA,CBA.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:CMM,WS:XASX:CMM,XASX,CMM,CMM.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:COH,WS:XASX:COH,XASX,COH,COH.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:COL,WS:XASX:COL,XASX,COL,COL.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:CPU,WS:XASX:CPU,XASX,CPU,CPU.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:CSL,WS:XASX:CSL,XASX,CSL,CSL.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:CWY,WS:XASX:CWY,XASX,CWY,CWY.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:EVN,WS:XASX:EVN,XASX,EVN,EVN.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:FMG,WS:XASX:FMG,XASX,FMG,FMG.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:GMD,WS:XASX:GMD,XASX,GMD,GMD.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:IAG,WS:XASX:IAG,XASX,IAG,IAG.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:IGO,WS:XASX:IGO,XASX,IGO,IGO.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:JBH,WS:XASX:JBH,XASX,JBH,JBH.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:LTR,WS:XASX:LTR,XASX,LTR,LTR.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:LYC,WS:XASX:LYC,XASX,LYC,LYC.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:MIN,WS:XASX:MIN,XASX,MIN,MIN.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:MP1,WS:XASX:MP1,XASX,MP1,MP1.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:MPL,WS:XASX:MPL,XASX,MPL,MPL.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:MQG,WS:XASX:MQG,XASX,MQG,MQG.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:NAB,WS:XASX:NAB,XASX,NAB,NAB.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:NST,WS:XASX:NST,XASX,NST,NST.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:NXT,WS:XASX:NXT,XASX,NXT,NXT.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:ORG,WS:XASX:ORG,XASX,ORG,ORG.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:ORI,WS:XASX:ORI,XASX,ORI,ORI.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:PDN,WS:XASX:PDN,XASX,PDN,PDN.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:PLS,WS:XASX:PLS,XASX,PLS,PLS.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:PME,WS:XASX:PME,XASX,PME,PME.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:PRU,WS:XASX:PRU,XASX,PRU,PRU.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:QAN,WS:XASX:QAN,XASX,QAN,QAN.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:QBE,WS:XASX:QBE,XASX,QBE,QBE.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:REA,WS:XASX:REA,XASX,REA,REA.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:RHC,WS:XASX:RHC,XASX,RHC,RHC.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:RIO,WS:XASX:RIO,XASX,RIO,RIO.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:RMS,WS:XASX:RMS,XASX,RMS,RMS.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:RRL,WS:XASX:RRL,XASX,RRL,RRL.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:S32,WS:XASX:S32,XASX,S32,S32.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:SDF,WS:XASX:SDF,XASX,SDF,SDF.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:SFR,WS:XASX:SFR,XASX,SFR,SFR.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:SHL,WS:XASX:SHL,XASX,SHL,SHL.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:SIG,WS:XASX:SIG,XASX,SIG,SIG.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:STO,WS:XASX:STO,XASX,STO,STO.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:SUN,WS:XASX:SUN,XASX,SUN,SUN.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:TLC,WS:XASX:TLC,XASX,TLC,TLC.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:TLS,WS:XASX:TLS,XASX,TLS,TLS.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:TLX,WS:XASX:TLX,XASX,TLX,TLX.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:WBC,WS:XASX:WBC,XASX,WBC,WBC.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:WDS,WS:XASX:WDS,XASX,WDS,WDS.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:WES,WS:XASX:WES,XASX,WES,WES.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:WGX,WS:XASX:WGX,XASX,WGX,WGX.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:WHC,WS:XASX:WHC,XASX,WHC,WHC.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:WOW,WS:XASX:WOW,XASX,WOW,WOW.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:WTC,WS:XASX:WTC,XASX,WTC,WTC.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XASX:ZIP,WS:XASX:ZIP,XASX,ZIP,ZIP.AX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:AAL,WS:XNAS:AAL,XNAS,AAL,AAL,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:AAON,WS:XNAS:AAON,XNAS,AAON,AAON,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:AAPL,WS:XNAS:AAPL,XNAS,AAPL,AAPL,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:ABNB,WS:XNAS:ABNB,XNAS,ABNB,ABNB,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:ADBE,WS:XNAS:ADBE,XNAS,ADBE,ADBE,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:ADI,WS:XNAS:ADI,XNAS,ADI,ADI,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:ADP,WS:XNAS:ADP,XNAS,ADP,ADP,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:ADSK,WS:XNAS:ADSK,XNAS,ADSK,ADSK,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:AEIS,WS:XNAS:AEIS,XNAS,AEIS,AEIS,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:AKAM,WS:XNAS:AKAM,XNAS,AKAM,AKAM,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:ALGM,WS:XNAS:ALGM,XNAS,ALGM,ALGM,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:ALGN,WS:XNAS:ALGN,XNAS,ALGN,ALGN,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:AMAT,WS:XNAS:AMAT,XNAS,AMAT,AMAT,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:AMGN,WS:XNAS:AMGN,XNAS,AMGN,AMGN,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:AMKR,WS:XNAS:AMKR,XNAS,AMKR,AMKR,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:AMZN,WS:XNAS:AMZN,XNAS,AMZN,AMZN,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:APP,WS:XNAS:APP,XNAS,APP,APP,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:APPF,WS:XNAS:APPF,XNAS,APPF,APPF,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:ARWR,WS:XNAS:ARWR,XNAS,ARWR,ARWR,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:AVAV,WS:XNAS:AVAV,XNAS,AVAV,AVAV,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:AVGO,WS:XNAS:AVGO,XNAS,AVGO,AVGO,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:AVT,WS:XNAS:AVT,XNAS,AVT,AVT,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:BHF,WS:XNAS:BHF,XNAS,BHF,BHF,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:BIIB,WS:XNAS:BIIB,XNAS,BIIB,BIIB,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:BKNG,WS:XNAS:BKNG,XNAS,BKNG,BKNG,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:BMRN,WS:XNAS:BMRN,XNAS,BMRN,BMRN,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:BRKR,WS:XNAS:BRKR,XNAS,BRKR,BRKR,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:BSY,WS:XNAS:BSY,XNAS,BSY,BSY,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:BTSG,WS:XNAS:BTSG,XNAS,BTSG,BTSG,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CAR,WS:XNAS:CAR,XNAS,CAR,CAR,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CART,WS:XNAS:CART,XNAS,CART,CART,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CASY,WS:XNAS:CASY,XNAS,CASY,CASY,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CBOE,WS:XNAS:CBOE,XNAS,CBOE,CBOE,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CBSH,WS:XNAS:CBSH,XNAS,CBSH,CBSH,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CDNS,WS:XNAS:CDNS,XNAS,CDNS,CDNS,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CDW,WS:XNAS:CDW,XNAS,CDW,CDW,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CELH,WS:XNAS:CELH,XNAS,CELH,CELH,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CG,WS:XNAS:CG,XNAS,CG,CG,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CGNX,WS:XNAS:CGNX,XNAS,CGNX,CGNX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CHDN,WS:XNAS:CHDN,XNAS,CHDN,CHDN,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CHRD,WS:XNAS:CHRD,XNAS,CHRD,CHRD,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CHRW,WS:XNAS:CHRW,XNAS,CHRW,CHRW,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CINF,WS:XNAS:CINF,XNAS,CINF,CINF,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CME,WS:XNAS:CME,XNAS,CME,CME,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:COIN,WS:XNAS:COIN,XNAS,COIN,COIN,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:COKE,WS:XNAS:COKE,XNAS,COKE,COKE,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:COLB,WS:XNAS:COLB,XNAS,COLB,COLB,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:COLM,WS:XNAS:COLM,XNAS,COLM,COLM,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:COST,WS:XNAS:COST,XNAS,COST,COST,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CPRT,WS:XNAS:CPRT,XNAS,CPRT,CPRT,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CROX,WS:XNAS:CROX,XNAS,CROX,CROX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CRUS,WS:XNAS:CRUS,XNAS,CRUS,CRUS,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CRWD,WS:XNAS:CRWD,XNAS,CRWD,CRWD,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CSCO,WS:XNAS:CSCO,XNAS,CSCO,CSCO,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CTAS,WS:XNAS:CTAS,XNAS,CTAS,CTAS,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CTSH,WS:XNAS:CTSH,XNAS,CTSH,CTSH,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:CVLT,WS:XNAS:CVLT,XNAS,CVLT,CVLT,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:CYTK,WS:XNAS:CYTK,XNAS,CYTK,CYTK,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:DBX,WS:XNAS:DBX,XNAS,DBX,DBX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:DDOG,WS:XNAS:DDOG,XNAS,DDOG,DDOG,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:DLTR,WS:XNAS:DLTR,XNAS,DLTR,DLTR,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:DOCU,WS:XNAS:DOCU,XNAS,DOCU,DOCU,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:DUOL,WS:XNAS:DUOL,XNAS,DUOL,DUOL,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:DXCM,WS:XNAS:DXCM,XNAS,DXCM,DXCM,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:EBAY,WS:XNAS:EBAY,XNAS,EBAY,EBAY,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:ECHO,WS:XNAS:ECHO,XNAS,ECHO,ECHO,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:EEFT,WS:XNAS:EEFT,XNAS,EEFT,EEFT,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:ENSG,WS:XNAS:ENSG,XNAS,ENSG,ENSG,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:ENTG,WS:XNAS:ENTG,XNAS,ENTG,ENTG,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:EWBC,WS:XNAS:EWBC,XNAS,EWBC,EWBC,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:EXEL,WS:XNAS:EXEL,XNAS,EXEL,EXEL,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:EXLS,WS:XNAS:EXLS,XNAS,EXLS,EXLS,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:EXPD,WS:XNAS:EXPD,XNAS,EXPD,EXPD,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:EXPE,WS:XNAS:EXPE,XNAS,EXPE,EXPE,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:EXPO,WS:XNAS:EXPO,XNAS,EXPO,EXPO,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:FANG,WS:XNAS:FANG,XNAS,FANG,FANG,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:FAST,WS:XNAS:FAST,XNAS,FAST,FAST,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:FCFS,WS:XNAS:FCFS,XNAS,FCFS,FCFS,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:FFIN,WS:XNAS:FFIN,XNAS,FFIN,FFIN,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:FFIV,WS:XNAS:FFIV,XNAS,FFIV,FFIV,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:FISV,WS:XNAS:FISV,XNAS,FISV,FISV,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:FIVE,WS:XNAS:FIVE,XNAS,FIVE,FIVE,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:FSLR,WS:XNAS:FSLR,XNAS,FSLR,FSLR,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:FTNT,WS:XNAS:FTNT,XNAS,FTNT,FTNT,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:GEHC,WS:XNAS:GEHC,XNAS,GEHC,GEHC,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:GILD,WS:XNAS:GILD,XNAS,GILD,GILD,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
WSSEC:WS:XNAS:GNTX,WS:XNAS:GNTX,XNAS,GNTX,GNTX,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:HALO,WS:XNAS:HALO,XNAS,HALO,HALO,PROVIDER_MAPPING_READY,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433,NO
WSSEC:WS:XNAS:HAS,WS:XNAS:HAS,XNAS,HAS,HAS,PROVIDER_MAPPING_READY,YFINANCE_FREE_REFRESH_V0_45,36138138825,YES
