Lane,Feature,Rows,P05,P25,Median,P75,P95,Evidence_Use_v0_20
POST_EVENT_DRIFT,RVOL20_Current,2036,0.518135668950867,0.7004579222635222,0.8765410683226649,1.0997757421517016,1.7544708587949032,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
CONTROLLED_MEAN_REVERSION,Distance_Low20_ATR,2036,0.18771188219901755,0.8543616309248439,1.901309998856284,3.4494977547747334,5.988015435811434,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
CONTROLLED_MEAN_REVERSION,Distance_Low60_ATR,2036,0.4428233488535605,2.1022705807462945,3.9818438064041226,6.429860471894103,10.1766661731795,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
CONTROLLED_MEAN_REVERSION,ReturnStd5,2036,0.00616582213559935,0.01182641054083485,0.018925524915730803,0.027958337533587948,0.050537937529622774,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
CONTROLLED_MEAN_REVERSION,ReturnStd20,2036,0.00981605106528685,0.015913049361762698,0.022840718583466847,0.0328755444152654,0.057818518599069946,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
CONTROLLED_MEAN_REVERSION,ReturnStd5_to_20,2036,0.35997859548513866,0.6239879167102274,0.8339673891626966,1.069060432633585,1.414789843990964,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
CONTROLLED_MEAN_REVERSION,EMA20_Slope5_Pct,2036,-0.03288011250956245,-0.0118984605103496,-0.00157165841821065,0.012099745959838825,0.04407870599414852,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
CONTROLLED_MEAN_REVERSION,EMA50_Slope10_Pct,2036,-0.0380851522081214,-0.010340970276862451,0.0055357520350047,0.024343624945935876,0.06781356456488302,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
QUIET_STRENGTH_RELATIVE_STRENGTH,HomeMarket_RS20_Excess_v0_20,2036,-0.1526518997269008,-0.05469553881827298,-3.0796720992425086e-05,0.07292110594438964,0.2538231980084439,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
QUIET_STRENGTH_RELATIVE_STRENGTH,HomeMarket_RS60_Excess_v0_20,2036,-0.2663160118105563,-0.0996736730080702,-0.00026848907990954796,0.10094491549792811,0.35961766390491634,DESCRIPTIVE_ONLY_NO_THRESHOLD_PROMOTION
