Primary_Universe_Index,Synchronized_Rows,R20_Median_Including_Group_For_Audit,R60_Median_Including_Group_For_Audit,RS_Reference_Method,Validation_Status
AU_ASX200,53,0.0358917151209736,0.0642018262439805,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_PER_SECURITY,DEV_EARLY_DISCOVERY_INTERNAL_MARKET_GROUP_NOT_OFFICIAL_INDEX_BENCHMARK
BR_IBRX100,38,-0.01831420552214365,-0.024100957722712,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_PER_SECURITY,DEV_EARLY_DISCOVERY_INTERNAL_MARKET_GROUP_NOT_OFFICIAL_INDEX_BENCHMARK
CN_CSI300,295,-0.0019840778016595,-0.0445358383221814,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_PER_SECURITY,DEV_EARLY_DISCOVERY_INTERNAL_MARKET_GROUP_NOT_OFFICIAL_INDEX_BENCHMARK
IN_NIFTY50,45,0.0211595396081685,0.0211341415202095,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_PER_SECURITY,DEV_EARLY_DISCOVERY_INTERNAL_MARKET_GROUP_NOT_OFFICIAL_INDEX_BENCHMARK
JP_N225,207,0.012058954890576,0.069044381866586,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_PER_SECURITY,DEV_EARLY_DISCOVERY_INTERNAL_MARKET_GROUP_NOT_OFFICIAL_INDEX_BENCHMARK
TW_TW50,50,0.02830055370939705,0.14585557819082945,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_PER_SECURITY,DEV_EARLY_DISCOVERY_INTERNAL_MARKET_GROUP_NOT_OFFICIAL_INDEX_BENCHMARK
US_SP1500,1331,0.0086611897651629,0.0557140241603515,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_PER_SECURITY,DEV_EARLY_DISCOVERY_INTERNAL_MARKET_GROUP_NOT_OFFICIAL_INDEX_BENCHMARK
ZA_TOP40,17,0.0866811513937999,0.0336845521670086,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_PER_SECURITY,DEV_EARLY_DISCOVERY_INTERNAL_MARKET_GROUP_NOT_OFFICIAL_INDEX_BENCHMARK
