Source_WS_ID,Security_Key,Observation_Date,SOURCE_DATA_DEFECT,TECHNICAL_BAR_EXCLUDED,Reason_Codes,Core_QA_Policy,Implementation_Policy
WS:XASX:ANZ,WSSEC:WS:XASX:ANZ,2024-11-15,True,True,CLOSE_OUTSIDE_RANGE,QA_Filtered_Bar_Policy_Promotion_v0.4,POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT
WS:XASX:BSL,WSSEC:WS:XASX:BSL,2024-11-15,True,True,CLOSE_OUTSIDE_RANGE,QA_Filtered_Bar_Policy_Promotion_v0.4,POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT
WS:XASX:BXB,WSSEC:WS:XASX:BXB,2024-11-15,True,True,CLOSE_OUTSIDE_RANGE,QA_Filtered_Bar_Policy_Promotion_v0.4,POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT
WS:XASX:CBA,WSSEC:WS:XASX:CBA,2024-11-15,True,True,CLOSE_OUTSIDE_RANGE,QA_Filtered_Bar_Policy_Promotion_v0.4,POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT
WS:XASX:NXT,WSSEC:WS:XASX:NXT,2024-11-15,True,True,CLOSE_OUTSIDE_RANGE,QA_Filtered_Bar_Policy_Promotion_v0.4,POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT
WS:XASX:PME,WSSEC:WS:XASX:PME,2024-11-15,True,True,CLOSE_OUTSIDE_RANGE,QA_Filtered_Bar_Policy_Promotion_v0.4,POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT
WS:XASX:QAN,WSSEC:WS:XASX:QAN,2024-11-15,True,True,CLOSE_OUTSIDE_RANGE,QA_Filtered_Bar_Policy_Promotion_v0.4,POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT
WS:XASX:SDF,WSSEC:WS:XASX:SDF,2024-11-15,True,True,CLOSE_OUTSIDE_RANGE,QA_Filtered_Bar_Policy_Promotion_v0.4,POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT
