WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Cache_Status,Cache_Reason,Liquidity_Data_Status,Liquidity_Gate,Liquidity_Bucket,MedianTurnover20_EUR,MedianTurnover60_EUR,Scalable_Tradeability_Status,Scalable_Gate,Instrument_Decision_v0_14,Instrument_Type_Resolved_v0_14,Instrument_Resolution_Method_v0_14,Instrument_Resolution_Reason_v0_14,Strict_Eligibility_v0_14,Primary_Root_Cause_v0_23,Primary_Root_Cause_Detail_v0_23,Remediation_Class_v0_23,All_Blockers_v0_23,status,reason_code,unique_bars,valid_bars,suspicious_returns,first_bar_date,last_bar_date,Current_Evidence_State_v0_24,Recommended_Next_Action_v0_24,Automatic_Eligibility_Promotion_v0_24,Recheck_Mode_v0_25,Data_Gap_State_v0_25,Automatic_Eligibility_Promotion_v0_25
WS:XSTO:OCTVSDB.ST,OCTAVE INTELLIGENCE SDR,SE,EU_STOXX600,XSTO,OCTVsdb.ST,OCTV,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,64,64,0,2026-05-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:XSTO:VSURE.ST,VERISURE,SE,EU_STOXX600,XSTO,VSURE.ST,VSURE.ST,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,1,1,0,2026-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:XKRX:0126Z0,Samsung Epis,South Korea,KR_KOSPI200,XKRX,0126Z0,0126Z0.KS,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,181,181,0,2025-11-25,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:XKRX:000880,Hanwha,South Korea,KR_KOSPI200,XKRX,000880,000880.KS,READY,,USABLE_SESSIONS_BELOW_18_OF_20,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,8175065.049414989,11612156.696733624,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,NOT_VERIFIED,LIQUIDITY_NOT_VERIFIED:NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,DATA_OR_FX_VERIFICATION_CANDIDATE,LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,,,,,,,,CACHE_READY_BUT_LIQUIDITY_DATA_OR_FX_RECHECK_REQUIRED,RECOMPUTE_LIQUIDITY_DATA_COVERAGE_WITH_ACCEPTED_CACHE_AND_FX_INPUTS,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_LIQUIDITY_DATA_OR_FX_RECOMPUTE,False
WS:XNZE:THL,Tourism Holdings Limited,New Zealand,NZ_NZX50,XNZE,THL,THL.NZ,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,499,499,1,2024-08-26,2026-08-24,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:AAP,"Advance Auto Parts, Inc.",,US_SP1500,,AAP,AAP,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:CORT,Corcept Therapeutics Incorporated,,US_SP1500,,CORT,CORT,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,2,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:ECHO,EchoStar,,US_SP1500,,ECHO,ECHO,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:EFOR,Everforth Inc.,,US_SP1500,,EFOR,EFOR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:KD,Kyndryl,,US_SP1500,,KD,KD,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:LRN,"Stride, Inc.",,US_SP1500,,LRN,LRN,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:MEDP,Medpace,,US_SP1500,,MEDP,MEDP,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:MFP,"Midera Food Processing, Inc.",,US_SP1500,,MFP,MFP,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,40,40,1,2026-06-26,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:MNST,Monster Beverage,,US_SP1500,,MNST,MNST,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,500,500,5,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:MP,MP Materials,,US_SP1500,,MP,MP,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:MRNA,Moderna,,US_SP1500,,MRNA,MRNA,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:MXL,"MaxLinear, Inc.",,US_SP1500,,MXL,MXL,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:PRIM,Primoris Services Corporation,,US_SP1500,,PRIM,PRIM,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:SEZL,Sezzle,,US_SP1500,,SEZL,SEZL,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:STRL,Sterling Infrastructure,,US_SP1500,,STRL,STRL,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:VIR,"Vir Biotechnology, Inc.",,US_SP1500,,VIR,VIR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:VRRM,Verra Mobility Corporation,,US_SP1500,,VRRM,VRRM,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,1,2024-08-22,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:IESC,IES Holdings,,US_SP1500,,IESC,IESC,STALE,LAST_BAR_TOO_OLD,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:STALE,LAST_BAR_TOO_OLD,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:STALE:LAST_BAR_TOO_OLD;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,STALE,LAST_BAR_TOO_OLD,477,476,0,2024-08-22,2026-07-17,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
