Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Primary_Universe_Index,Coverage_Feasibility,Earliest_Blocker,Earliest_Failed_Gate,Sector_Taxonomy_Value_Materialized,Sector_Code_Value_Materialized,Sector_Name_Value_Materialized
380,WSSEC:WS:XNAS:SMTC,WS:XNAS:SMTC,XNAS,SMTC,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
381,WSSEC:WS:XNAS:SNDK,WS:XNAS:SNDK,XNAS,SNDK,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
382,WSSEC:WS:XNAS:SNPS,WS:XNAS:SNPS,XNAS,SNPS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
383,WSSEC:WS:XNAS:STLD,WS:XNAS:STLD,XNAS,STLD,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
384,WSSEC:WS:XNAS:STRL,WS:XNAS:STRL,XNAS,STRL,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
385,WSSEC:WS:XNAS:SWKS,WS:XNAS:SWKS,XNAS,SWKS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
386,WSSEC:WS:XNAS:SYNA,WS:XNAS:SYNA,XNAS,SYNA,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
387,WSSEC:WS:XNAS:TCBI,WS:XNAS:TCBI,XNAS,TCBI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
388,WSSEC:WS:XNAS:TECH,WS:XNAS:TECH,XNAS,TECH,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
389,WSSEC:WS:XNAS:TLN,WS:XNAS:TLN,XNAS,TLN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
390,WSSEC:WS:XNAS:TMUS,WS:XNAS:TMUS,XNAS,TMUS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
391,WSSEC:WS:XNAS:TROW,WS:XNAS:TROW,XNAS,TROW,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
392,WSSEC:WS:XNAS:TSCO,WS:XNAS:TSCO,XNAS,TSCO,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
393,WSSEC:WS:XNAS:TSLA,WS:XNAS:TSLA,XNAS,TSLA,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
394,WSSEC:WS:XNAS:TTD,WS:XNAS:TTD,XNAS,TTD,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
395,WSSEC:WS:XNAS:TTEK,WS:XNAS:TTEK,XNAS,TTEK,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
396,WSSEC:WS:XNAS:TTMI,WS:XNAS:TTMI,XNAS,TTMI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
397,WSSEC:WS:XNAS:TTWO,WS:XNAS:TTWO,XNAS,TTWO,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
398,WSSEC:WS:XNAS:TXN,WS:XNAS:TXN,XNAS,TXN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
399,WSSEC:WS:XNAS:TXRH,WS:XNAS:TXRH,XNAS,TXRH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
400,WSSEC:WS:XNAS:UBSI,WS:XNAS:UBSI,XNAS,UBSI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
401,WSSEC:WS:XNAS:UFPI,WS:XNAS:UFPI,XNAS,UFPI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
402,WSSEC:WS:XNAS:ULTA,WS:XNAS:ULTA,XNAS,ULTA,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
403,WSSEC:WS:XNAS:UMBF,WS:XNAS:UMBF,XNAS,UMBF,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
404,WSSEC:WS:XNAS:UTHR,WS:XNAS:UTHR,XNAS,UTHR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
405,WSSEC:WS:XNAS:VC,WS:XNAS:VC,XNAS,VC,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
406,WSSEC:WS:XNAS:VIAV,WS:XNAS:VIAV,XNAS,VIAV,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
407,WSSEC:WS:XNAS:VICR,WS:XNAS:VICR,XNAS,VICR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
408,WSSEC:WS:XNAS:VLY,WS:XNAS:VLY,XNAS,VLY,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
409,WSSEC:WS:XNAS:VNOM,WS:XNAS:VNOM,XNAS,VNOM,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
410,WSSEC:WS:XNAS:VRSK,WS:XNAS:VRSK,XNAS,VRSK,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
411,WSSEC:WS:XNAS:VRSN,WS:XNAS:VRSN,XNAS,VRSN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
412,WSSEC:WS:XNAS:VRTX,WS:XNAS:VRTX,XNAS,VRTX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
413,WSSEC:WS:XNAS:VTRS,WS:XNAS:VTRS,XNAS,VTRS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
414,WSSEC:WS:XNAS:WBD,WS:XNAS:WBD,XNAS,WBD,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
415,WSSEC:WS:XNAS:WDC,WS:XNAS:WDC,XNAS,WDC,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
416,WSSEC:WS:XNAS:WFRD,WS:XNAS:WFRD,XNAS,WFRD,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
417,WSSEC:WS:XNAS:WING,WS:XNAS:WING,XNAS,WING,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
418,WSSEC:WS:XNAS:WMG,WS:XNAS:WMG,XNAS,WMG,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
419,WSSEC:WS:XNAS:WMT,WS:XNAS:WMT,XNAS,WMT,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
420,WSSEC:WS:XNAS:WTFC,WS:XNAS:WTFC,XNAS,WTFC,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
421,WSSEC:WS:XNAS:WWD,WS:XNAS:WWD,XNAS,WWD,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
422,WSSEC:WS:XNAS:WYNN,WS:XNAS:WYNN,XNAS,WYNN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
423,WSSEC:WS:XNAS:XRAY,WS:XNAS:XRAY,XNAS,XRAY,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
424,WSSEC:WS:XNAS:ZBRA,WS:XNAS:ZBRA,XNAS,ZBRA,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
425,WSSEC:WS:XNAS:ZION,WS:XNAS:ZION,XNAS,ZION,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
426,WSSEC:WS:XNYS:A,WS:XNYS:A,XNYS,A,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
427,WSSEC:WS:XNYS:AA,WS:XNYS:AA,XNYS,AA,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
428,WSSEC:WS:XNYS:ABBV,WS:XNYS:ABBV,XNYS,ABBV,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
429,WSSEC:WS:XNYS:ABT,WS:XNYS:ABT,XNYS,ABT,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
430,WSSEC:WS:XNYS:ACI,WS:XNYS:ACI,XNYS,ACI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
431,WSSEC:WS:XNYS:ACM,WS:XNYS:ACM,XNYS,ACM,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
432,WSSEC:WS:XNYS:ADM,WS:XNYS:ADM,XNYS,ADM,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
433,WSSEC:WS:XNYS:AEE,WS:XNYS:AEE,XNYS,AEE,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
434,WSSEC:WS:XNYS:AEP,WS:XNYS:AEP,XNYS,AEP,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
435,WSSEC:WS:XNYS:AES,WS:XNYS:AES,XNYS,AES,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
436,WSSEC:WS:XNYS:AFG,WS:XNYS:AFG,XNYS,AFG,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
437,WSSEC:WS:XNYS:AFL,WS:XNYS:AFL,XNYS,AFL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
438,WSSEC:WS:XNYS:AGCO,WS:XNYS:AGCO,XNYS,AGCO,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
439,WSSEC:WS:XNYS:AIG,WS:XNYS:AIG,XNYS,AIG,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
440,WSSEC:WS:XNYS:AIT,WS:XNYS:AIT,XNYS,AIT,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
441,WSSEC:WS:XNYS:AIZ,WS:XNYS:AIZ,XNYS,AIZ,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
442,WSSEC:WS:XNYS:AJG,WS:XNYS:AJG,XNYS,AJG,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
443,WSSEC:WS:XNYS:ALB,WS:XNYS:ALB,XNYS,ALB,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
444,WSSEC:WS:XNYS:ALK,WS:XNYS:ALK,XNYS,ALK,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
445,WSSEC:WS:XNYS:ALL,WS:XNYS:ALL,XNYS,ALL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
446,WSSEC:WS:XNYS:ALLY,WS:XNYS:ALLY,XNYS,ALLY,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
447,WSSEC:WS:XNYS:ALSN,WS:XNYS:ALSN,XNYS,ALSN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
448,WSSEC:WS:XNYS:ALV,WS:XNYS:ALV,XNYS,ALV,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
449,WSSEC:WS:XNYS:AM,WS:XNYS:AM,XNYS,AM,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
450,WSSEC:WS:XNYS:AME,WS:XNYS:AME,XNYS,AME,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
451,WSSEC:WS:XNYS:AMG,WS:XNYS:AMG,XNYS,AMG,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
452,WSSEC:WS:XNYS:AMP,WS:XNYS:AMP,XNYS,AMP,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
453,WSSEC:WS:XNYS:AN,WS:XNYS:AN,XNYS,AN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
454,WSSEC:WS:XNYS:ANF,WS:XNYS:ANF,XNYS,ANF,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
455,WSSEC:WS:XNYS:AOS,WS:XNYS:AOS,XNYS,AOS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
456,WSSEC:WS:XNYS:APD,WS:XNYS:APD,XNYS,APD,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
457,WSSEC:WS:XNYS:APG,WS:XNYS:APG,XNYS,APG,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
458,WSSEC:WS:XNYS:APH,WS:XNYS:APH,XNYS,APH,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
459,WSSEC:WS:XNYS:AR,WS:XNYS:AR,XNYS,AR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
460,WSSEC:WS:XNYS:ARES,WS:XNYS:ARES,XNYS,ARES,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
461,WSSEC:WS:XNYS:ARMK,WS:XNYS:ARMK,XNYS,ARMK,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
462,WSSEC:WS:XNYS:ARW,WS:XNYS:ARW,XNYS,ARW,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
463,WSSEC:WS:XNYS:ASB,WS:XNYS:ASB,XNYS,ASB,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
464,WSSEC:WS:XNYS:ASH,WS:XNYS:ASH,XNYS,ASH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
465,WSSEC:WS:XNYS:ATI,WS:XNYS:ATI,XNYS,ATI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
466,WSSEC:WS:XNYS:ATO,WS:XNYS:ATO,XNYS,ATO,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
467,WSSEC:WS:XNYS:ATR,WS:XNYS:ATR,XNYS,ATR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
468,WSSEC:WS:XNYS:AVNT,WS:XNYS:AVNT,XNYS,AVNT,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
469,WSSEC:WS:XNYS:AVTR,WS:XNYS:AVTR,XNYS,AVTR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
470,WSSEC:WS:XNYS:AVY,WS:XNYS:AVY,XNYS,AVY,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
471,WSSEC:WS:XNYS:AWK,WS:XNYS:AWK,XNYS,AWK,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
472,WSSEC:WS:XNYS:AXP,WS:XNYS:AXP,XNYS,AXP,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
473,WSSEC:WS:XNYS:AXTA,WS:XNYS:AXTA,XNYS,AXTA,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
474,WSSEC:WS:XNYS:AYI,WS:XNYS:AYI,XNYS,AYI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
475,WSSEC:WS:XNYS:AZO,WS:XNYS:AZO,XNYS,AZO,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
476,WSSEC:WS:XNYS:BA,WS:XNYS:BA,XNYS,BA,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
477,WSSEC:WS:XNYS:BAC,WS:XNYS:BAC,XNYS,BAC,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
478,WSSEC:WS:XNYS:BAH,WS:XNYS:BAH,XNYS,BAH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
479,WSSEC:WS:XNYS:BALL,WS:XNYS:BALL,XNYS,BALL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
480,WSSEC:WS:XNYS:BAX,WS:XNYS:BAX,XNYS,BAX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
481,WSSEC:WS:XNYS:BBWI,WS:XNYS:BBWI,XNYS,BBWI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
482,WSSEC:WS:XNYS:BBY,WS:XNYS:BBY,XNYS,BBY,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
483,WSSEC:WS:XNYS:BC,WS:XNYS:BC,XNYS,BC,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
484,WSSEC:WS:XNYS:BCO,WS:XNYS:BCO,XNYS,BCO,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
485,WSSEC:WS:XNYS:BDC,WS:XNYS:BDC,XNYS,BDC,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
486,WSSEC:WS:XNYS:BDX,WS:XNYS:BDX,XNYS,BDX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
487,WSSEC:WS:XNYS:BEN,WS:XNYS:BEN,XNYS,BEN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
488,WSSEC:WS:XNYS:BILL,WS:XNYS:BILL,XNYS,BILL,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
489,WSSEC:WS:XNYS:BIO,WS:XNYS:BIO,XNYS,BIO,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
490,WSSEC:WS:XNYS:BJ,WS:XNYS:BJ,XNYS,BJ,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
491,WSSEC:WS:XNYS:BKH,WS:XNYS:BKH,XNYS,BKH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
492,WSSEC:WS:XNYS:BKR,WS:XNYS:BKR,XNYS,BKR,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
493,WSSEC:WS:XNYS:BLDR,WS:XNYS:BLDR,XNYS,BLDR,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
494,WSSEC:WS:XNYS:BMY,WS:XNYS:BMY,XNYS,BMY,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
495,WSSEC:WS:XNYS:BNY,WS:XNYS:BNY,XNYS,BNY,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
496,WSSEC:WS:XNYS:BR,WS:XNYS:BR,XNYS,BR,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
497,WSSEC:WS:XNYS:BRO,WS:XNYS:BRO,XNYS,BRO,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
498,WSSEC:WS:XNYS:BROS,WS:XNYS:BROS,XNYS,BROS,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
499,WSSEC:WS:XNYS:BSX,WS:XNYS:BSX,XNYS,BSX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
500,WSSEC:WS:XNYS:BURL,WS:XNYS:BURL,XNYS,BURL,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
501,WSSEC:WS:XNYS:BWA,WS:XNYS:BWA,XNYS,BWA,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
502,WSSEC:WS:XNYS:BWXT,WS:XNYS:BWXT,XNYS,BWXT,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
503,WSSEC:WS:XNYS:BYD,WS:XNYS:BYD,XNYS,BYD,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
504,WSSEC:WS:XNYS:C,WS:XNYS:C,XNYS,C,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
505,WSSEC:WS:XNYS:CACI,WS:XNYS:CACI,XNYS,CACI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
506,WSSEC:WS:XNYS:CAH,WS:XNYS:CAH,XNYS,CAH,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
507,WSSEC:WS:XNYS:CARR,WS:XNYS:CARR,XNYS,CARR,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
508,WSSEC:WS:XNYS:CAT,WS:XNYS:CAT,XNYS,CAT,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
509,WSSEC:WS:XNYS:CAVA,WS:XNYS:CAVA,XNYS,CAVA,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
510,WSSEC:WS:XNYS:CBT,WS:XNYS:CBT,XNYS,CBT,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
511,WSSEC:WS:XNYS:CCK,WS:XNYS:CCK,XNYS,CCK,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
512,WSSEC:WS:XNYS:CDE,WS:XNYS:CDE,XNYS,CDE,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
