Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Primary_Universe_Index,Coverage_Feasibility,Earliest_Blocker,Earliest_Failed_Gate,Sector_Taxonomy_Value_Materialized,Sector_Code_Value_Materialized,Sector_Name_Value_Materialized
119,WSSEC:WS:ISIN:TW0003008009,WS:ISIN:TW0003008009,XTAI,3008,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
120,WSSEC:WS:ISIN:TW0003017000,WS:ISIN:TW0003017000,XTAI,3017,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
121,WSSEC:WS:ISIN:TW0003037008,WS:ISIN:TW0003037008,XTAI,3037,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
122,WSSEC:WS:ISIN:TW0003045001,WS:ISIN:TW0003045001,XTAI,3045,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
123,WSSEC:WS:ISIN:TW0003231007,WS:ISIN:TW0003231007,XTAI,3231,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
124,WSSEC:WS:ISIN:TW0003443008,WS:ISIN:TW0003443008,XTAI,3443,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
125,WSSEC:WS:ISIN:TW0003653002,WS:ISIN:TW0003653002,XTAI,3653,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
126,WSSEC:WS:ISIN:TW0004904008,WS:ISIN:TW0004904008,XTAI,4904,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
127,WSSEC:WS:ISIN:TW0006505001,WS:ISIN:TW0006505001,XTAI,6505,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
128,WSSEC:WS:ISIN:TW0008046004,WS:ISIN:TW0008046004,XTAI,8046,TW_TW50,NOT_VERIFIED,OFFICIAL_SECTOR_BULK_SOURCE_NOT_VERIFIED,B,NO,NO,NO
129,WSSEC:WS:XASX:ALD,WS:XASX:ALD,XASX,ALD,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
130,WSSEC:WS:XASX:ALL,WS:XASX:ALL,XASX,ALL,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
131,WSSEC:WS:XASX:ALQ,WS:XASX:ALQ,XASX,ALQ,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
132,WSSEC:WS:XASX:ANZ,WS:XASX:ANZ,XASX,ANZ,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
133,WSSEC:WS:XASX:ASX,WS:XASX:ASX,XASX,ASX,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
134,WSSEC:WS:XASX:AZJ,WS:XASX:AZJ,XASX,AZJ,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
135,WSSEC:WS:XASX:BHP,WS:XASX:BHP,XASX,BHP,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
136,WSSEC:WS:XASX:BSL,WS:XASX:BSL,XASX,BSL,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
137,WSSEC:WS:XASX:BXB,WS:XASX:BXB,XASX,BXB,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
138,WSSEC:WS:XASX:CAR,WS:XASX:CAR,XASX,CAR,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
139,WSSEC:WS:XASX:CBA,WS:XASX:CBA,XASX,CBA,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
140,WSSEC:WS:XASX:CMM,WS:XASX:CMM,XASX,CMM,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
141,WSSEC:WS:XASX:COH,WS:XASX:COH,XASX,COH,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
142,WSSEC:WS:XASX:COL,WS:XASX:COL,XASX,COL,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
143,WSSEC:WS:XASX:CPU,WS:XASX:CPU,XASX,CPU,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
144,WSSEC:WS:XASX:CSL,WS:XASX:CSL,XASX,CSL,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
145,WSSEC:WS:XASX:CWY,WS:XASX:CWY,XASX,CWY,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
146,WSSEC:WS:XASX:EVN,WS:XASX:EVN,XASX,EVN,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
147,WSSEC:WS:XASX:FMG,WS:XASX:FMG,XASX,FMG,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
148,WSSEC:WS:XASX:GMD,WS:XASX:GMD,XASX,GMD,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
149,WSSEC:WS:XASX:IAG,WS:XASX:IAG,XASX,IAG,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
150,WSSEC:WS:XASX:IGO,WS:XASX:IGO,XASX,IGO,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
151,WSSEC:WS:XASX:JBH,WS:XASX:JBH,XASX,JBH,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
152,WSSEC:WS:XASX:LTR,WS:XASX:LTR,XASX,LTR,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
153,WSSEC:WS:XASX:LYC,WS:XASX:LYC,XASX,LYC,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
154,WSSEC:WS:XASX:MIN,WS:XASX:MIN,XASX,MIN,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
155,WSSEC:WS:XASX:MP1,WS:XASX:MP1,XASX,MP1,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
156,WSSEC:WS:XASX:MPL,WS:XASX:MPL,XASX,MPL,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
157,WSSEC:WS:XASX:MQG,WS:XASX:MQG,XASX,MQG,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
158,WSSEC:WS:XASX:NAB,WS:XASX:NAB,XASX,NAB,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
159,WSSEC:WS:XASX:NST,WS:XASX:NST,XASX,NST,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
160,WSSEC:WS:XASX:NXT,WS:XASX:NXT,XASX,NXT,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
161,WSSEC:WS:XASX:ORG,WS:XASX:ORG,XASX,ORG,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
162,WSSEC:WS:XASX:ORI,WS:XASX:ORI,XASX,ORI,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
163,WSSEC:WS:XASX:PDN,WS:XASX:PDN,XASX,PDN,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
164,WSSEC:WS:XASX:PLS,WS:XASX:PLS,XASX,PLS,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
165,WSSEC:WS:XASX:PME,WS:XASX:PME,XASX,PME,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
166,WSSEC:WS:XASX:PRU,WS:XASX:PRU,XASX,PRU,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
167,WSSEC:WS:XASX:QAN,WS:XASX:QAN,XASX,QAN,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
168,WSSEC:WS:XASX:QBE,WS:XASX:QBE,XASX,QBE,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
169,WSSEC:WS:XASX:REA,WS:XASX:REA,XASX,REA,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
170,WSSEC:WS:XASX:RHC,WS:XASX:RHC,XASX,RHC,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
171,WSSEC:WS:XASX:RIO,WS:XASX:RIO,XASX,RIO,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
172,WSSEC:WS:XASX:RMS,WS:XASX:RMS,XASX,RMS,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
173,WSSEC:WS:XASX:RRL,WS:XASX:RRL,XASX,RRL,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
174,WSSEC:WS:XASX:S32,WS:XASX:S32,XASX,S32,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
175,WSSEC:WS:XASX:SDF,WS:XASX:SDF,XASX,SDF,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
176,WSSEC:WS:XASX:SFR,WS:XASX:SFR,XASX,SFR,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
177,WSSEC:WS:XASX:SHL,WS:XASX:SHL,XASX,SHL,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
178,WSSEC:WS:XASX:SIG,WS:XASX:SIG,XASX,SIG,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
179,WSSEC:WS:XASX:STO,WS:XASX:STO,XASX,STO,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
180,WSSEC:WS:XASX:SUN,WS:XASX:SUN,XASX,SUN,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
181,WSSEC:WS:XASX:TLC,WS:XASX:TLC,XASX,TLC,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
182,WSSEC:WS:XASX:TLS,WS:XASX:TLS,XASX,TLS,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
183,WSSEC:WS:XASX:TLX,WS:XASX:TLX,XASX,TLX,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
184,WSSEC:WS:XASX:WBC,WS:XASX:WBC,XASX,WBC,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
185,WSSEC:WS:XASX:WDS,WS:XASX:WDS,XASX,WDS,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
186,WSSEC:WS:XASX:WES,WS:XASX:WES,XASX,WES,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
187,WSSEC:WS:XASX:WGX,WS:XASX:WGX,XASX,WGX,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
188,WSSEC:WS:XASX:WHC,WS:XASX:WHC,XASX,WHC,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
189,WSSEC:WS:XASX:WOW,WS:XASX:WOW,XASX,WOW,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
190,WSSEC:WS:XASX:WTC,WS:XASX:WTC,XASX,WTC,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
191,WSSEC:WS:XASX:ZIP,WS:XASX:ZIP,XASX,ZIP,AU_SP_ASX200,NOT_VERIFIED,SOURCE_NATIVE_TAXONOMY_IDENTITY_NOT_VERIFIED,C,NO,NO,NO
192,WSSEC:WS:XNAS:AAL,WS:XNAS:AAL,XNAS,AAL,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
193,WSSEC:WS:XNAS:AAON,WS:XNAS:AAON,XNAS,AAON,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
194,WSSEC:WS:XNAS:AAPL,WS:XNAS:AAPL,XNAS,AAPL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
195,WSSEC:WS:XNAS:ABNB,WS:XNAS:ABNB,XNAS,ABNB,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
196,WSSEC:WS:XNAS:ADBE,WS:XNAS:ADBE,XNAS,ADBE,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
197,WSSEC:WS:XNAS:ADI,WS:XNAS:ADI,XNAS,ADI,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
198,WSSEC:WS:XNAS:ADP,WS:XNAS:ADP,XNAS,ADP,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
199,WSSEC:WS:XNAS:ADSK,WS:XNAS:ADSK,XNAS,ADSK,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
200,WSSEC:WS:XNAS:AEIS,WS:XNAS:AEIS,XNAS,AEIS,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
201,WSSEC:WS:XNAS:AKAM,WS:XNAS:AKAM,XNAS,AKAM,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
202,WSSEC:WS:XNAS:ALGM,WS:XNAS:ALGM,XNAS,ALGM,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
203,WSSEC:WS:XNAS:ALGN,WS:XNAS:ALGN,XNAS,ALGN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
204,WSSEC:WS:XNAS:AMAT,WS:XNAS:AMAT,XNAS,AMAT,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
205,WSSEC:WS:XNAS:AMGN,WS:XNAS:AMGN,XNAS,AMGN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
206,WSSEC:WS:XNAS:AMKR,WS:XNAS:AMKR,XNAS,AMKR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
207,WSSEC:WS:XNAS:AMZN,WS:XNAS:AMZN,XNAS,AMZN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
208,WSSEC:WS:XNAS:APP,WS:XNAS:APP,XNAS,APP,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
209,WSSEC:WS:XNAS:APPF,WS:XNAS:APPF,XNAS,APPF,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
210,WSSEC:WS:XNAS:ARWR,WS:XNAS:ARWR,XNAS,ARWR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
211,WSSEC:WS:XNAS:AVAV,WS:XNAS:AVAV,XNAS,AVAV,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
212,WSSEC:WS:XNAS:AVGO,WS:XNAS:AVGO,XNAS,AVGO,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
213,WSSEC:WS:XNAS:AVT,WS:XNAS:AVT,XNAS,AVT,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
214,WSSEC:WS:XNAS:BHF,WS:XNAS:BHF,XNAS,BHF,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
215,WSSEC:WS:XNAS:BIIB,WS:XNAS:BIIB,XNAS,BIIB,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
216,WSSEC:WS:XNAS:BKNG,WS:XNAS:BKNG,XNAS,BKNG,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
217,WSSEC:WS:XNAS:BMRN,WS:XNAS:BMRN,XNAS,BMRN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
218,WSSEC:WS:XNAS:BRKR,WS:XNAS:BRKR,XNAS,BRKR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
219,WSSEC:WS:XNAS:BSY,WS:XNAS:BSY,XNAS,BSY,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
220,WSSEC:WS:XNAS:BTSG,WS:XNAS:BTSG,XNAS,BTSG,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
221,WSSEC:WS:XNAS:CAR,WS:XNAS:CAR,XNAS,CAR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
222,WSSEC:WS:XNAS:CART,WS:XNAS:CART,XNAS,CART,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
223,WSSEC:WS:XNAS:CASY,WS:XNAS:CASY,XNAS,CASY,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
224,WSSEC:WS:XNAS:CBOE,WS:XNAS:CBOE,XNAS,CBOE,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
225,WSSEC:WS:XNAS:CBSH,WS:XNAS:CBSH,XNAS,CBSH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
226,WSSEC:WS:XNAS:CDNS,WS:XNAS:CDNS,XNAS,CDNS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
227,WSSEC:WS:XNAS:CDW,WS:XNAS:CDW,XNAS,CDW,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
228,WSSEC:WS:XNAS:CELH,WS:XNAS:CELH,XNAS,CELH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
229,WSSEC:WS:XNAS:CG,WS:XNAS:CG,XNAS,CG,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
230,WSSEC:WS:XNAS:CGNX,WS:XNAS:CGNX,XNAS,CGNX,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
231,WSSEC:WS:XNAS:CHDN,WS:XNAS:CHDN,XNAS,CHDN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
232,WSSEC:WS:XNAS:CHRD,WS:XNAS:CHRD,XNAS,CHRD,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
233,WSSEC:WS:XNAS:CHRW,WS:XNAS:CHRW,XNAS,CHRW,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
234,WSSEC:WS:XNAS:CINF,WS:XNAS:CINF,XNAS,CINF,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
235,WSSEC:WS:XNAS:CME,WS:XNAS:CME,XNAS,CME,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
236,WSSEC:WS:XNAS:COIN,WS:XNAS:COIN,XNAS,COIN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
237,WSSEC:WS:XNAS:COKE,WS:XNAS:COKE,XNAS,COKE,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
238,WSSEC:WS:XNAS:COLB,WS:XNAS:COLB,XNAS,COLB,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
239,WSSEC:WS:XNAS:COLM,WS:XNAS:COLM,XNAS,COLM,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
240,WSSEC:WS:XNAS:COST,WS:XNAS:COST,XNAS,COST,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
241,WSSEC:WS:XNAS:CPRT,WS:XNAS:CPRT,XNAS,CPRT,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
242,WSSEC:WS:XNAS:CROX,WS:XNAS:CROX,XNAS,CROX,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
243,WSSEC:WS:XNAS:CRUS,WS:XNAS:CRUS,XNAS,CRUS,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
244,WSSEC:WS:XNAS:CRWD,WS:XNAS:CRWD,XNAS,CRWD,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
245,WSSEC:WS:XNAS:CSCO,WS:XNAS:CSCO,XNAS,CSCO,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
246,WSSEC:WS:XNAS:CTAS,WS:XNAS:CTAS,XNAS,CTAS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
247,WSSEC:WS:XNAS:CTSH,WS:XNAS:CTSH,XNAS,CTSH,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
