WS_ID,Primary_MIC,Primary_Ticker,Source_Superset_Member,Instrument_Gate_State,Liquidity_Class,History_Gate_State,Standard_Eligibility_State,Scalable_Tradeability_Status,MedianTurnover20_EUR,History_Unique_Daily_Bars,History_Valid_Completed_Bars,Source_AsOf,Price_AsOf,Provider,Eligibility_State_Materialized_v0_34,Productive_Eligibility,SWING_U3K_FROZEN_Member
WS:BVMF:TAEE11,BVMF,TAEE11,True,FAIL,NOT_CHECKED_INSTRUMENT_FAIL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_INSTRUMENT,SCALABLE_NOT_VERIFIED,,,,2026-08-31,,,True,False,False
WS:BVMF:TEND3,BVMF,TEND3,True,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,14033400.74,,,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:TIMS3,BVMF,TIMS3,True,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_ELIGIBILITY_READY,SCALABLE_NOT_VERIFIED,23963042.45,749,747,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:TOTS3,BVMF,TOTS3,True,PASS,PASS_STANDARD,PASS_HISTORY_STANDARD_U3K,STANDARD_ELIGIBILITY_READY,SCALABLE_NOT_VERIFIED,19602671.73,749,748,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:UGPA3,BVMF,UGPA3,True,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_ELIGIBILITY_READY,SCALABLE_NOT_VERIFIED,57943717.36,749,748,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:USIM5,BVMF,USIM5,True,FAIL,NOT_CHECKED_INSTRUMENT_FAIL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,STANDARD_U3K_NOT_ELIGIBLE_INSTRUMENT,SCALABLE_NOT_VERIFIED,,,,2026-08-31,,,True,False,False
WS:BVMF:VALE3,BVMF,VALE3,True,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_ELIGIBILITY_READY,SCALABLE_NOT_VERIFIED,235433878.37,749,747,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:VAMO3,BVMF,VAMO3,True,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,6303628.93,,,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:VBBR3,BVMF,VBBR3,True,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_ELIGIBILITY_READY,SCALABLE_NOT_VERIFIED,46979158.59,749,748,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:VIVA3,BVMF,VIVA3,True,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,9966697.9,,,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:VIVT3,BVMF,VIVT3,True,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_ELIGIBILITY_READY,SCALABLE_NOT_VERIFIED,25824682.94,749,748,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:WEGE3,BVMF,WEGE3,True,PASS,PASS_PREFERRED,PASS_HISTORY_STANDARD_U3K,STANDARD_ELIGIBILITY_READY,SCALABLE_NOT_VERIFIED,54324779.68,749,748,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
WS:BVMF:YDUQ3,BVMF,YDUQ3,True,PASS,LOW_LIQUIDITY_EXCEPTION_POOL,NOT_APPLICABLE_NOT_STANDARD_LIQUIDITY,LOW_LIQUIDITY_EXCEPTION_POOL,SCALABLE_NOT_VERIFIED,5523750.5,,,2026-08-31,2026-08-27,YFINANCE_FREE,True,False,False
