batch_id,source_id,started_utc,finished_utc,symbol_count,received_count,missing_count,retry_count,repair_pass,status,error_text
YF-20260829T055657607591-bbb62472-R,YFINANCE_FREE,2026-08-29T05:56:57+00:00,2026-08-29T05:56:58+00:00,24,0,24,0,1,PARTIAL,
YF-20260829T055656174117-396a09b6-R,YFINANCE_FREE,2026-08-29T05:56:56+00:00,2026-08-29T05:56:57+00:00,25,0,25,0,1,PARTIAL,
YF-20260829T055654534985-a4f715c2,YFINANCE_FREE,2026-08-29T05:56:54+00:00,2026-08-29T05:56:55+00:00,15,15,0,0,0,SUCCESS,
YF-20260829T055652572436-0db2a011,YFINANCE_FREE,2026-08-29T05:56:52+00:00,2026-08-29T05:56:53+00:00,20,20,0,0,0,SUCCESS,
