Security_Key,Provider_Symbol,Date,Raw_Open,Raw_High,Raw_Low,Raw_Close,Adj_Close,Dividend,Stock_Split,Same_Raw_OHLC_Basis_Assessment,Adjustment_Mismatch_Conclusion
WSSEC:WS:XASX:ANZ,ANZ.AX,2024-11-15,31.799999237060547,32.34000015258789,31.760000228881836,32.45000076293945,30.158279418945312,0,0,Open/High/Low/Close are persisted as raw fields; Adj_Close is separate,NOT_SUPPORTED_AS_CAUSE
WSSEC:WS:XASX:BSL,BSL.AX,2024-11-15,20.760000228881836,20.90999984741211,20.700000762939453,20.950000762939453,18.530710220336914,0,0,Open/High/Low/Close are persisted as raw fields; Adj_Close is separate,NOT_SUPPORTED_AS_CAUSE
WSSEC:WS:XASX:BXB,BXB.AX,2024-11-15,19.139999389648438,19.264999389648438,19.1200008392334,19.309999465942383,18.20729637145996,0,0,Open/High/Low/Close are persisted as raw fields; Adj_Close is separate,NOT_SUPPORTED_AS_CAUSE
WSSEC:WS:XASX:CBA,CBA.AX,2024-11-15,154,154.94500732421875,152.52999877929688,155.1300048828125,146.20106506347656,0,0,Open/High/Low/Close are persisted as raw fields; Adj_Close is separate,NOT_SUPPORTED_AS_CAUSE
WSSEC:WS:XASX:NXT,NXT.AX,2024-11-15,17.139999389648438,17.239999771118164,16.645000457763672,16.639999389648438,16.639999389648438,0,0,Open/High/Low/Close are persisted as raw fields; Adj_Close is separate,NOT_SUPPORTED_AS_CAUSE
WSSEC:WS:XASX:PME,PME.AX,2024-11-15,207.24000549316406,209.63999938964844,205.60000610351562,209.86000061035156,208.43353271484375,0,0,Open/High/Low/Close are persisted as raw fields; Adj_Close is separate,NOT_SUPPORTED_AS_CAUSE
WSSEC:WS:XASX:QAN,QAN.AX,2024-11-15,8.649999618530273,8.869999885559082,8.579999923706055,8.890000343322754,8.069759368896484,0,0,Open/High/Low/Close are persisted as raw fields; Adj_Close is separate,NOT_SUPPORTED_AS_CAUSE
WSSEC:WS:XASX:SDF,SDF.AX,2024-11-15,5.650000095367432,5.664999961853027,5.630000114440918,5.619999885559082,5.2197771072387695,0,0,Open/High/Low/Close are persisted as raw fields; Adj_Close is separate,NOT_SUPPORTED_AS_CAUSE
