Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Provider_Symbol,Evidence_Cohort,Market_AsOf_Date,Last_Completed_Session,Fetch_Timestamp,Market_Status,Price_Cache_Status,History_Row_Count,Valid_Completed_Bars,QA_Status,Blocking_Reason,Data_Source,Source_Run_Provenance
WSSEC:WS:XNAS:FIVE,WS:XNAS:FIVE,XNAS,FIVE,FIVE,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:FSLR,WS:XNAS:FSLR,XNAS,FSLR,FSLR,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:FTNT,WS:XNAS:FTNT,XNAS,FTNT,FTNT,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:GEHC,WS:XNAS:GEHC,XNAS,GEHC,GEHC,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:GILD,WS:XNAS:GILD,XNAS,GILD,GILD,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:GNTX,WS:XNAS:GNTX,XNAS,GNTX,GNTX,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:HALO,WS:XNAS:HALO,XNAS,HALO,HALO,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:HAS,WS:XNAS:HAS,XNAS,HAS,HAS,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:HLNE,WS:XNAS:HLNE,XNAS,HLNE,HLNE,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:HOOD,WS:XNAS:HOOD,XNAS,HOOD,HOOD,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:HQY,WS:XNAS:HQY,XNAS,HQY,HQY,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:HSIC,WS:XNAS:HSIC,XNAS,HSIC,HSIC,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:HWC,WS:XNAS:HWC,XNAS,HWC,HWC,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:IBKR,WS:XNAS:IBKR,XNAS,IBKR,IBKR,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:IBOC,WS:XNAS:IBOC,XNAS,IBOC,IBOC,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:IDCC,WS:XNAS:IDCC,XNAS,IDCC,IDCC,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:IDXX,WS:XNAS:IDXX,XNAS,IDXX,IDXX,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:IESC,WS:XNAS:IESC,XNAS,IESC,IESC,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:ILMN,WS:XNAS:ILMN,XNAS,ILMN,ILMN,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:INCY,WS:XNAS:INCY,XNAS,INCY,INCY,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:INTC,WS:XNAS:INTC,XNAS,INTC,INTC,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:INTU,WS:XNAS:INTU,XNAS,INTU,INTU,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:IPGP,WS:XNAS:IPGP,XNAS,IPGP,IPGP,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:ISRG,WS:XNAS:ISRG,XNAS,ISRG,ISRG,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:JAZZ,WS:XNAS:JAZZ,XNAS,JAZZ,JAZZ,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNAS:JBHT,WS:XNAS:JBHT,XNAS,JBHT,JBHT,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNAS:JKHY,WS:XNAS:JKHY,XNAS,JKHY,JKHY,US1,2026-09-24,2026-09-24,2026-09-25T12:59:59+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
