Security_Key,Source_WS_ID,Provider_Symbol,Date,Open,High,Low,Close,Adj_Close,Volume,Dividend,Stock_Split,Failed_Relation,Abs_Violation_AUD,Relative_Violation
WSSEC:WS:XASX:ANZ,WS:XASX:ANZ,ANZ.AX,2024-11-15,31.799999237060547,32.34000015258789,31.760000228881836,32.45000076293945,30.158279418945312,6684305,0,0,High<Close,0.1100006103515625,0.003389849237760024
WSSEC:WS:XASX:BSL,WS:XASX:BSL,BSL.AX,2024-11-15,20.760000228881836,20.90999984741211,20.700000762939453,20.950000762939453,18.530710220336914,428015,0,0,High<Close,0.04000091552734375,0.0019093515069510338
WSSEC:WS:XASX:BXB,WS:XASX:BXB,BXB.AX,2024-11-15,19.139999389648438,19.264999389648438,19.1200008392334,19.309999465942383,18.20729637145996,3521951,0,0,High<Close,0.04500007629394531,0.002330402772579734
WSSEC:WS:XASX:CBA,WS:XASX:CBA,CBA.AX,2024-11-15,154,154.94500732421875,152.52999877929688,155.1300048828125,146.20106506347656,2493400,0,0,High<Close,0.18499755859375,0.0011925324100485904
WSSEC:WS:XASX:NXT,WS:XASX:NXT,NXT.AX,2024-11-15,17.139999389648438,17.239999771118164,16.645000457763672,16.639999389648438,16.639999389648438,1191681,0,0,Low>Close,0.005001068115234375,0.00029008516134742456
WSSEC:WS:XASX:PME,WS:XASX:PME,PME.AX,2024-11-15,207.24000549316406,209.63999938964844,205.60000610351562,209.86000061035156,208.43353271484375,65929,0,0,High<Close,0.220001220703125,0.0010483237399374773
WSSEC:WS:XASX:QAN,WS:XASX:QAN,QAN.AX,2024-11-15,8.649999618530273,8.869999885559082,8.579999923706055,8.890000343322754,8.069759368896484,7033512,0,0,High<Close,0.020000457763671875,0.0022497701902446095
WSSEC:WS:XASX:SDF,WS:XASX:SDF,SDF.AX,2024-11-15,5.650000095367432,5.664999961853027,5.630000114440918,5.619999885559082,5.2197771072387695,1301938,0,0,Low>Close,0.010000228881835938,0.0017652654808782827
