WS_ID,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Instrument_Gate_State,Mapping_Baseline_State,History_Evidence_State,Liquidity_Evidence_State,Scalable_Tradeability_Status,Refresh_Required,Refresh_Priority,Refresh_Action,Refresh_Prerequisite,Planned_Provider,Provider_Symbol_Current,Network_Required_In_Execution_Stage,Expected_Output,Reason
WS:XHEL:MANTA.HE,EU_STOXX600,XHEL,MANTA.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,MANTA.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:METSO.HE,EU_STOXX600,XHEL,METSO.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,METSO.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:NDAFI.HE,EU_STOXX600,XHEL,NDAFI.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,NDAFI.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:NESTE.HE,EU_STOXX600,XHEL,NESTE.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,NESTE.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:NOKIA.HE,EU_STOXX600,XHEL,NOKIA.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,NOKIA.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:ORNBV.HE,EU_STOXX600,XHEL,ORNBV.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,ORNBV.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:SAMPO.HE,EU_STOXX600,XHEL,SAMPO.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,SAMPO.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:STERV.HE,EU_STOXX600,XHEL,STERV.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,STERV.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:UPM.HE,EU_STOXX600,XHEL,UPM.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,UPM.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:VALMT.HE,EU_STOXX600,XHEL,VALMT.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,VALMT.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHEL:WRT1V.HE,EU_STOXX600,XHEL,WRT1V.HE,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,WRT1V.HE,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1,HK_HSI,XHKG,1,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:101,HK_HSI,XHKG,101,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,101,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1024,HK_HSI,XHKG,1024,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1024,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1038,HK_HSI,XHKG,1038,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1038,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1044,HK_HSI,XHKG,1044,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1044,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1088,HK_HSI,XHKG,1088,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1088,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1093,HK_HSI,XHKG,1093,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1093,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1099,HK_HSI,XHKG,1099,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1099,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1109,HK_HSI,XHKG,1109,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1109,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1113,HK_HSI,XHKG,1113,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1113,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1177,HK_HSI,XHKG,1177,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1177,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:12,HK_HSI,XHKG,12,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,12,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1209,HK_HSI,XHKG,1209,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1209,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1211,HK_HSI,XHKG,1211,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1211,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1299,HK_HSI,XHKG,1299,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1299,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1378,HK_HSI,XHKG,1378,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1378,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1398,HK_HSI,XHKG,1398,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1398,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1519,HK_HSI,XHKG,1519,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1519,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:16,HK_HSI,XHKG,16,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,16,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:175,HK_HSI,XHKG,175,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,175,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1801,HK_HSI,XHKG,1801,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1801,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1810,HK_HSI,XHKG,1810,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1810,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1876,HK_HSI,XHKG,1876,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1876,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1928,HK_HSI,XHKG,1928,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1928,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1929,HK_HSI,XHKG,1929,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1929,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:1997,HK_HSI,XHKG,1997,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,1997,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2,HK_HSI,XHKG,2,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2015,HK_HSI,XHKG,2015,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2015,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2020,HK_HSI,XHKG,2020,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2020,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2057,HK_HSI,XHKG,2057,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2057,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2269,HK_HSI,XHKG,2269,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2269,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2313,HK_HSI,XHKG,2313,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2313,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2318,HK_HSI,XHKG,2318,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2318,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2319,HK_HSI,XHKG,2319,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2319,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2331,HK_HSI,XHKG,2331,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2331,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2359,HK_HSI,XHKG,2359,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2359,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2382,HK_HSI,XHKG,2382,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2382,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2388,HK_HSI,XHKG,2388,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2388,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:241,HK_HSI,XHKG,241,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,241,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2600,HK_HSI,XHKG,2600,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2600,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2618,HK_HSI,XHKG,2618,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2618,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2628,HK_HSI,XHKG,2628,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2628,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:267,HK_HSI,XHKG,267,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,267,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2688,HK_HSI,XHKG,2688,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2688,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:27,HK_HSI,XHKG,27,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,27,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:285,HK_HSI,XHKG,285,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,285,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:288,HK_HSI,XHKG,288,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,288,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:2899,HK_HSI,XHKG,2899,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,2899,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:291,HK_HSI,XHKG,291,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,291,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:3,HK_HSI,XHKG,3,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,3,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:300,HK_HSI,XHKG,300,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,300,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:316,HK_HSI,XHKG,316,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,316,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:322,HK_HSI,XHKG,322,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,322,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:3690,HK_HSI,XHKG,3690,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,3690,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
WS:XHKG:3692,HK_HSI,XHKG,3692,NOT_VERIFIED,MAPPING_PRESENT_NOT_REVALIDATED,HISTORY_NOT_CHECKED,LIQUIDITY_NOT_CHECKED,NOT_VERIFIED,true,P1,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,NONE,TO_BE_CONTROLLED,3692,true,CURRENT_ELIGIBILITY_INPUT,v0.37 offline prior evidence
