WS_ID,Name,ISIN,Primary_MIC,Primary_Exchange,Primary_Ticker,Primary_Currency,Primary_Universe_Index,v0_39_Static_Symbol_Relation,v0_39_Diagnostic_Classification,Current_Yahoo_Symbol,Static_Candidate_Yahoo_Symbol,Proposed_Yahoo_Symbol,Provider_Listing_Type,Primary_Listing_Status,Provider_Symbol_Status,Corporate_Action_Status,Evidence_Status,Evidence_Confidence,Evidence_Primary_URL,Evidence_Provider_URL,Evidence_Secondary_URL,Evidence_Note,Evidence_AsOf_UTC,Decision,Needs_Price_Verification,Verified_Primary_Ticker,Verified_Share_Class,Research_Status
WS:XETR:NAFG.DE,,,XETR,,NAFG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NAFG.DE,NAFG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:NDXG.DE,,,XETR,,NDXG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NDXG.DE,NDXG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:NEKG.DE,,,XETR,,NEKG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NEKG.DE,NEKG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:PSHG_P.DE,,,XETR,,PSHG_p.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,PSHG_p.DE,PSHG_P.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:PUMG.DE,,,XETR,,PUMG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,PUMG.DE,PUMG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:RAAG.DE,,,XETR,,RAAG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RAAG.DE,RAAG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:RHMG.DE,,,XETR,,RHMG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RHMG.DE,RHMG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:RWEG.DE,,,XETR,,RWEG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RWEG.DE,RWEG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:SAPG.DE,,,XETR,,SAPG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SAPG.DE,SAPG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:SATG_P.DE,,,XETR,,SATG_p.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,SATG_p.DE,SATG_P.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:SDFGN.DE,,,XETR,,SDFGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,SDFGn.DE,SDFGN.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:SHLG.DE,,,XETR,,SHLG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SHLG.DE,SHLG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:SIEGN.DE,,,XETR,,SIEGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,SIEGn.DE,SIEGN.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:SY1G.DE,,,XETR,,SY1G.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SY1G.DE,SY1G.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:TEGG.DE,,,XETR,,TEGG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,TEGG.DE,TEGG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:TKAG.DE,,,XETR,,TKAG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,TKAG.DE,TKAG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:TLXGN.DE,,,XETR,,TLXGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,TLXGn.DE,TLXGN.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:TUI1N.DE,,,XETR,,TUI1n.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,TUI1n.DE,TUI1N.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:VNAN.DE,,,XETR,,VNAn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,VNAn.DE,VNAN.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:VOWG_P.DE,,,XETR,,VOWG_p.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,VOWG_p.DE,VOWG_P.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:ZALG.DE,,,XETR,,ZALG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ZALG.DE,ZALG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XHEL:KCRA.HE,,,XHEL,,KCRA.HE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,KCRA.HE,KCRA.HE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XHEL:NDAFI.HE,,,XHEL,,NDAFI.HE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NDAFI.HE,NDAFI.HE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:ADML.L,,,XLON,,ADML.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ADML.L,ADML.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:AUTOA.L,,,XLON,,AUTOA.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,AUTOA.L,AUTOA.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BALF.L,,,XLON,,BALF.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BALF.L,BALF.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BBOXT.L,,,XLON,,BBOXT.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BBOXT.L,BBOXT.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BEZG.L,,,XLON,,BEZG.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BEZG.L,BEZG.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BKGH.L,,,XLON,,BKGH.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BKGH.L,BKGH.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BPTB.L,,,XLON,,BPTB.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BPTB.L,BPTB.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:BT.L,,,XLON,,BT.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BT.L,BT.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:HOCM.L,,,XLON,,HOCM.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,HOCM.L,HOCM.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:ICAG.L,,,XLON,,ICAG.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ICAG.L,ICAG.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:ICGIN.L,,,XLON,,ICGIN.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ICGIN.L,ICGIN.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:MRON.L,,,XLON,,MRON.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,MRON.L,MRON.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:PAFR.L,,,XLON,,PAFR.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,PAFR.L,PAFR.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:PLUSP.L,,,XLON,,PLUSP.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,PLUSP.L,PLUSP.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:RS1R.L,,,XLON,,RS1R.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RS1R.L,RS1R.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:SHCS.L,,,XLON,,SHCS.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SHCS.L,SHCS.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:SJP.L,,,XLON,,SJP.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SJP.L,SJP.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XLON:TCAPI.L,,,XLON,,TCAPI.L,GBP,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,TCAPI.L,TCAPI.L,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:AMA.MC,,,XMAD,,AMA.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,AMA.MC,AMA.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:ENAG.MC,,,XMAD,,ENAG.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ENAG.MC,ENAG.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:GRLS.MC,,,XMAD,,GRLS.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,GRLS.MC,GRLS.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:PUIGB.MC,,,XMAD,,PUIGb.MC,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,PUIGb.MC,PUIGB.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:REDE.MC,,,XMAD,,REDE.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,REDE.MC,REDE.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMAD:SABE.MC,,,XMAD,,SABE.MC,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SABE.MC,SABE.MC,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:A2.MI,,,XMIL,,A2.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,A2.MI,A2.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:AZMT.MI,,,XMIL,,AZMT.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,AZMT.MI,AZMT.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:BCU.MI,,,XMIL,,BCU.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,BCU.MI,BCU.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:CPRI.MI,,,XMIL,,CPRI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,CPRI.MI,CPRI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:CRDI.MI,,,XMIL,,CRDI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,CRDI.MI,CRDI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:EMII.MI,,,XMIL,,EMII.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,EMII.MI,EMII.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:ENEI.MI,,,XMIL,,ENEI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ENEI.MI,ENEI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:GASI.MI,,,XMIL,,GASI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,GASI.MI,GASI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:HRA.MI,,,XMIL,,HRA.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,HRA.MI,HRA.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:ITPG.MI,,,XMIL,,ITPG.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,ITPG.MI,ITPG.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:LDOF.MI,,,XMIL,,LDOF.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,LDOF.MI,LDOF.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:NEXII.MI,,,XMIL,,NEXII.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NEXII.MI,NEXII.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:RECI.MI,,,XMIL,,RECI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RECI.MI,RECI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XMIL:SPMI.MI,,,XMIL,,SPMI.MI,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SPMI.MI,SPMI.MI,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
