Segment_ID,Source_ID,Link_Label,Candidate_URL,Machine_Readable_Extension,PDF_Extension,Fetched_In_v0_29,Candidate_Only_Not_Authority
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Weightings Constituents Review IMeBz  - February 2017.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Shares Constituents Review IPC Sustentable - February 2017.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Shares Constituents Review BMV Brasil 15  - February 2017.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Shares Constituents Review IMeBz  - February 2017.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review IPC Sustentable - February 2017.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review BMV Brasil 15  - February 2017.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review IMeBz  - February 2017.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Weightings Constituents Review BMV Fibras November 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Weightings Constituents Review China SX20 - November 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Weightings  Constituents Review IPC COMP November 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Number of Shares Constituents Review BMV Fibras November 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Number of Shares Constituents Review China SX20 - November 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Number of Shares Constituents Review IPC COMP November 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review BMV Fibras November 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review China SX20 - November 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review IPC COMP November 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review BMV-Dividendos September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review HABITA September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review IMC30 September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review INMEX and INMEX RT September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review IPC - September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review BMV-Dividendos September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review HABITA September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review IMC30 September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review INMEX and INMEX RT September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review IPC and IRT September 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Weightings  - Constituents Review BMV Brasil 15 Aug 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Weightings  - Constituents Review IMeBz and IMeBz RT Aug 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official number of shares - Constituents Review BMV Brasil 15 Aug 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official number of shares - Constituents Review IMeBz and IMeBz RT Aug 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review BMV Brasil 15 Aug 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review IMeBz Aug 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Weightings Constituents Review  ChinaSX20 May 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Weightings Constituents Review  BMV-Fibras May 2016.pdf,False,True,False,True
