WS_ID,Data_Readiness_Current,Productive_Eligibility,SWING_U3K_FROZEN_Member,P0_Eligible_Current,Reason
WS:XETR:CBKG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:CONG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:DB1GN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:DBKGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:DHER.DE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XETR:DHLN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:DTEGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:DTGGE.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:ENR1N.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:EONGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:EVDG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:EVKN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:FMEG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:FNTGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:FPE3_P.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:FRAG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:FREG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:FTKN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:G1AG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:G24N.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:GBFG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:HAGG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:HEIG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:HNKG_P.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:HNRGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:HOTG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:IFXGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:KBX.DE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XETR:KGX.DE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XETR:LEGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:LHAG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:MBGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:MRCG.DE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XETR:MTXGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:MUVGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:NAFG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:NDXG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:NEKG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:P911_P.DE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XETR:PSHG_P.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:PUMG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:QIA.DE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XETR:R3NK.DE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XETR:RAAG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:RHMG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:RWEG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:SAPG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:SATG_P.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:SDFGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:SHLG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:SIEGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:SY1G.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:TEGG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:TKAG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:TLXGN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:TUI1N.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:VNAN.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:VOWG_P.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XETR:ZALG.DE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XHEL:ELISA.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:FORTUM.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:HIAB.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:HUH1V.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:KCRA.HE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XHEL:KEMIRA.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:KESKOB.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:KNEBV.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:MANTA.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:METSO.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:NDAFI.HE,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XHEL:NESTE.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:NOKIA.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:ORNBV.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:SAMPO.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:STERV.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:UPM.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:VALMT.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHEL:WRT1V.HE,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:101,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1024,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1038,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1044,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1088,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1093,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1099,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1109,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1113,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1177,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:12,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1209,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1211,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1299,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1378,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1398,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1519,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:16,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:175,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1801,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1810,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1876,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1928,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1929,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:1997,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2015,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2020,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2057,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2269,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2313,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2318,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2319,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2331,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2359,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2382,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2388,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:241,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2600,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2618,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2628,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:267,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2688,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:27,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:285,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:288,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:2899,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:291,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:3,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:300,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:316,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:322,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:3690,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:3692,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:3750,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:386,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:388,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:3968,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:3988,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:3993,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:5,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:6,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:6160,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:6181,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:66,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:6618,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:669,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:6690,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:6862,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:688,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:700,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:728,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:762,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:823,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:836,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:857,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:868,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:883,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:939,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:941,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:960,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:9618,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:9633,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:968,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:981,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:9888,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:9901,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:992,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:9961,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:9988,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:9992,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XHKG:9999,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLIS:BCP.LS,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLIS:EDP.LS,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLIS:EDPR.LS,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLIS:GALP.LS,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLIS:JMT.LS,BLOCKED_FX,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLON:AAF.L,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLON:AAL.L,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLON:ABDN.L,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLON:ABF.L,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLON:ADML.L,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XLON:ANTO.L,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLON:AUTOA.L,BLOCKED_MAPPING,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DOWNLOAD_NO_DATA
WS:XLON:AV.L,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLON:AZN.L,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
WS:XLON:BAB.L,READY_FOR_ELIGIBILITY_RECOMPUTE,False,False,NOT_COMPUTED_IN_V0_38,MAPPING_DATA_CONFIRMED
