WS_ID,Segment_ID,Primary_MIC,Primary_Ticker,Primary_Currency,Prior_Mapping_State,Prior_Yahoo_Symbol,Candidate_Yahoo_Symbol,Mapping_Source,Stock_Data_Request,Data_Returned,First_Bar_Date,Last_Completed_Bar_Date,Mapping_Current_State,Mapping_Current_Reason,Mapping_Override_Used,No_Identity_Promotion,Remediation_Action,Automatic_Override_Created
WS:XETR:HOTG.DE,EU_STOXX600,XETR,HOTG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,HOTG.DE,HOTG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:IFXGN.DE,EU_STOXX600,XETR,IFXGn.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,IFXGn.DE,IFXGN.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:LEGN.DE,EU_STOXX600,XETR,LEGn.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,LEGn.DE,LEGN.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:LHAG.DE,EU_STOXX600,XETR,LHAG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,LHAG.DE,LHAG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:MBGN.DE,EU_STOXX600,XETR,MBGn.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,MBGn.DE,MBGN.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:MTXGN.DE,EU_STOXX600,XETR,MTXGn.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,MTXGn.DE,MTXGN.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:MUVGN.DE,EU_STOXX600,XETR,MUVGn.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,MUVGn.DE,MUVGN.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:NAFG.DE,EU_STOXX600,XETR,NAFG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,NAFG.DE,NAFG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:NDXG.DE,EU_STOXX600,XETR,NDXG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,NDXG.DE,NDXG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:NEKG.DE,EU_STOXX600,XETR,NEKG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,NEKG.DE,NEKG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:PSHG_P.DE,EU_STOXX600,XETR,PSHG_p.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,PSHG_p.DE,PSHG_P.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:PUMG.DE,EU_STOXX600,XETR,PUMG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,PUMG.DE,PUMG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:RAAG.DE,EU_STOXX600,XETR,RAAG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,RAAG.DE,RAAG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:RHMG.DE,EU_STOXX600,XETR,RHMG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,RHMG.DE,RHMG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:RWEG.DE,EU_STOXX600,XETR,RWEG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,RWEG.DE,RWEG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:SAPG.DE,EU_STOXX600,XETR,SAPG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,SAPG.DE,SAPG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:SATG_P.DE,EU_STOXX600,XETR,SATG_p.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,SATG_p.DE,SATG_P.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:SDFGN.DE,EU_STOXX600,XETR,SDFGn.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,SDFGn.DE,SDFGN.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:SHLG.DE,EU_STOXX600,XETR,SHLG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,SHLG.DE,SHLG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:SIEGN.DE,EU_STOXX600,XETR,SIEGn.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,SIEGn.DE,SIEGN.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:SY1G.DE,EU_STOXX600,XETR,SY1G.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,SY1G.DE,SY1G.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:TEGG.DE,EU_STOXX600,XETR,TEGG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,TEGG.DE,TEGG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:TKAG.DE,EU_STOXX600,XETR,TKAG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,TKAG.DE,TKAG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:TLXGN.DE,EU_STOXX600,XETR,TLXGn.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,TLXGn.DE,TLXGN.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:TUI1N.DE,EU_STOXX600,XETR,TUI1n.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,TUI1n.DE,TUI1N.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:VNAN.DE,EU_STOXX600,XETR,VNAn.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,VNAn.DE,VNAN.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:VOWG_P.DE,EU_STOXX600,XETR,VOWG_p.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,VOWG_p.DE,VOWG_P.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XETR:ZALG.DE,EU_STOXX600,XETR,ZALG.DE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,ZALG.DE,ZALG.DE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XHEL:KCRA.HE,EU_STOXX600,XHEL,KCRA.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,KCRA.HE,KCRA.HE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XHEL:NDAFI.HE,EU_STOXX600,XHEL,NDAFI.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,NDAFI.HE,NDAFI.HE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:ADML.L,EU_STOXX600,XLON,ADML.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,ADML.L,ADML.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:AUTOA.L,EU_STOXX600,XLON,AUTOA.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,AUTOA.L,AUTOA.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:BALF.L,EU_STOXX600,XLON,BALF.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,BALF.L,BALF.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:BBOXT.L,EU_STOXX600,XLON,BBOXT.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,BBOXT.L,BBOXT.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:BEZG.L,EU_STOXX600,XLON,BEZG.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,BEZG.L,BEZG.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:BKGH.L,EU_STOXX600,XLON,BKGH.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,BKGH.L,BKGH.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:BPTB.L,EU_STOXX600,XLON,BPTB.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,BPTB.L,BPTB.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:BT.L,EU_STOXX600,XLON,BT.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,BT.L,BT.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:HOCM.L,EU_STOXX600,XLON,HOCM.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,HOCM.L,HOCM.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:ICAG.L,EU_STOXX600,XLON,ICAG.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,ICAG.L,ICAG.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:ICGIN.L,EU_STOXX600,XLON,ICGIN.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,ICGIN.L,ICGIN.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:MRON.L,EU_STOXX600,XLON,MRON.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,MRON.L,MRON.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:PAFR.L,EU_STOXX600,XLON,PAFR.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,PAFR.L,PAFR.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:PLUSP.L,EU_STOXX600,XLON,PLUSP.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,PLUSP.L,PLUSP.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:RS1R.L,EU_STOXX600,XLON,RS1R.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,RS1R.L,RS1R.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:SHCS.L,EU_STOXX600,XLON,SHCS.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,SHCS.L,SHCS.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:SJP.L,EU_STOXX600,XLON,SJP.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,SJP.L,SJP.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XLON:TCAPI.L,EU_STOXX600,XLON,TCAPI.L,GBP,MAPPING_PRESENT_NOT_REVALIDATED,TCAPI.L,TCAPI.L,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMAD:AMA.MC,EU_STOXX600,XMAD,AMA.MC,EUR,MAPPING_PRESENT_NOT_REVALIDATED,AMA.MC,AMA.MC,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMAD:ENAG.MC,EU_STOXX600,XMAD,ENAG.MC,EUR,MAPPING_PRESENT_NOT_REVALIDATED,ENAG.MC,ENAG.MC,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMAD:GRLS.MC,EU_STOXX600,XMAD,GRLS.MC,EUR,MAPPING_PRESENT_NOT_REVALIDATED,GRLS.MC,GRLS.MC,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMAD:PUIGB.MC,EU_STOXX600,XMAD,PUIGb.MC,EUR,MAPPING_PRESENT_NOT_REVALIDATED,PUIGb.MC,PUIGB.MC,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMAD:REDE.MC,EU_STOXX600,XMAD,REDE.MC,EUR,MAPPING_PRESENT_NOT_REVALIDATED,REDE.MC,REDE.MC,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMAD:SABE.MC,EU_STOXX600,XMAD,SABE.MC,EUR,MAPPING_PRESENT_NOT_REVALIDATED,SABE.MC,SABE.MC,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:A2.MI,EU_STOXX600,XMIL,A2.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,A2.MI,A2.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:AZMT.MI,EU_STOXX600,XMIL,AZMT.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,AZMT.MI,AZMT.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:BCU.MI,EU_STOXX600,XMIL,BCU.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,BCU.MI,BCU.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:CPRI.MI,EU_STOXX600,XMIL,CPRI.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,CPRI.MI,CPRI.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:CRDI.MI,EU_STOXX600,XMIL,CRDI.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,CRDI.MI,CRDI.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:EMII.MI,EU_STOXX600,XMIL,EMII.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,EMII.MI,EMII.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:ENEI.MI,EU_STOXX600,XMIL,ENEI.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,ENEI.MI,ENEI.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:GASI.MI,EU_STOXX600,XMIL,GASI.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,GASI.MI,GASI.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:HRA.MI,EU_STOXX600,XMIL,HRA.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,HRA.MI,HRA.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:ITPG.MI,EU_STOXX600,XMIL,ITPG.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,ITPG.MI,ITPG.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:LDOF.MI,EU_STOXX600,XMIL,LDOF.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,LDOF.MI,LDOF.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:NEXII.MI,EU_STOXX600,XMIL,NEXII.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,NEXII.MI,NEXII.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:RECI.MI,EU_STOXX600,XMIL,RECI.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,RECI.MI,RECI.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:SPMI.MI,EU_STOXX600,XMIL,SPMI.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,SPMI.MI,SPMI.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:TENR.MI,EU_STOXX600,XMIL,TENR.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,TENR.MI,TENR.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:TLIT.MI,EU_STOXX600,XMIL,TLIT.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,TLIT.MI,TLIT.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XMIL:UNPI.MI,EU_STOXX600,XMIL,UNPI.MI,EUR,MAPPING_PRESENT_NOT_REVALIDATED,UNPI.MI,UNPI.MI,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XOSL:GJFG.OL,EU_STOXX600,XOSL,GJFG.OL,NOK,MAPPING_PRESENT_NOT_REVALIDATED,GJFG.OL,GJFG.OL,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
WS:XPAR:ACCP.PA,EU_STOXX600,XPAR,ACCP.PA,EUR,MAPPING_PRESENT_NOT_REVALIDATED,ACCP.PA,ACCP.PA,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True,MANUAL_OVERRIDE_OR_PROVIDER_MAPPING_REVIEW,False
