WS_ID,Yahoo_Symbol,Cache_Status,Cache_Reason,Unique_Daily_Bars,Valid_Completed_Bars,First_Valid_Bar,Last_Completed_Bar,Repaired_Rows,Suspicious_Returns,Zero_Volume_Share,History_Current_State,Global_EOD_Safe_Cutoff,Fetch_Timestamp_UTC
WS:XHKG:288,0288.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:2899,2899.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:291,0291.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:3,0003.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:300,0300.HK,READY,,470,470,2024-10-02,2026-08-31,0,0,0.014893617021276596,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:316,0316.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:322,0322.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:3690,3690.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:3692,3692.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:3750,3750.HK,READY,,318,318,2025-05-20,2026-08-31,0,0,0.009433962264150943,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:386,0386.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:388,0388.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:3968,3968.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:3988,3988.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:3993,3993.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:5,0005.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:6,0006.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:6160,6160.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:6181,6181.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:66,0066.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:6618,6618.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:669,0669.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:6690,6690.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:6862,6862.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:688,0688.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:700,0700.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:728,0728.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:762,0762.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:823,0823.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:836,0836.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:857,0857.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:868,0868.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:883,0883.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:939,0939.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:941,0941.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:960,0960.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:9618,9618.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:9633,9633.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:968,0968.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:981,0981.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:9888,9888.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:9901,9901.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:992,0992.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:9961,9961.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:9988,9988.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.010224948875255624,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:9992,9992.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XHKG:9999,9999.HK,READY,,489,489,2024-09-02,2026-08-31,0,0,0.012269938650306749,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLIS:BCP.LS,BCP.LS,READY,ISOLATED_INVALID_BAR_EXCLUDED,509,508,2024-09-02,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLIS:EDP.LS,EDP.LS,READY,ISOLATED_INVALID_BAR_EXCLUDED,509,508,2024-09-02,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLIS:EDPR.LS,EDPR.LS,READY,ISOLATED_INVALID_BAR_EXCLUDED,509,508,2024-09-02,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLIS:GALP.LS,GALP.LS,READY,ISOLATED_INVALID_BAR_EXCLUDED,509,508,2024-09-02,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLIS:JMT.LS,JMT.LS,READY,ISOLATED_INVALID_BAR_EXCLUDED,509,508,2024-09-02,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:AAF.L,AAF.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:AAL.L,AAL.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:ABDN.L,ABDN.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:ABF.L,ABF.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:ADML.L,ADML.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:49:51+00:00
WS:XLON:ANTO.L,ANTO.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:AUTOA.L,AUTOA.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:49:51+00:00
WS:XLON:AV.L,AV.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:AZN.L,AZN.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BAB.L,BAB.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BAES.L,BA.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BALF.L,BALF.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:49:51+00:00
WS:XLON:BARC.L,BARC.L,READY,,507,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BATS.L,BATS.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BBOXT.L,BBOXT.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:49:51+00:00
WS:XLON:BEZG.L,BEZG.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:49:51+00:00
WS:XLON:BGEO.L,BGEO.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BKGH.L,BKGH.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:49:51+00:00
WS:XLON:BLND.L,BLND.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BNZL.L,BNZL.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BP.L,BP.L,READY,,507,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BPTB.L,BPTB.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:49:51+00:00
WS:XLON:BRBY.L,BRBY.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BT.L,BT.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:49:51+00:00
WS:XLON:BTRW.L,BTRW.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:BWY.L,BWY.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:CCC.L,CCC.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:CCH.L,CCH.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:CNA.L,CNA.L,READY,ISOLATED_INVALID_BAR_EXCLUDED,508,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:CPG.L,CPG.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:CRDA.L,CRDA.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:CTEC.L,CTEC.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:CWK.L,CWK.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:DCC.L,DCC.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:DGE.L,DGE.L,READY,,507,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:46:55+00:00
WS:XLON:DLN.L,DLN.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:DPLM.L,DPLM.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:DRX.L,DRX.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:EMG.L,EMG.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:ENT.L,ENT.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:EXPN.L,EXPN.L,READY,ISOLATED_INVALID_BAR_EXCLUDED,507,506,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:FRES.L,FRES.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:GAW.L,GAW.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:GLEN.L,GLEN.L,READY,ISOLATED_INVALID_BAR_EXCLUDED,505,504,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:GSK.L,GSK.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:HIK.L,HIK.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:HLMA.L,HLMA.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:HLN.L,HLN.L,READY,ISOLATED_INVALID_BAR_EXCLUDED,508,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:HOCM.L,HOCM.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:49:51+00:00
WS:XLON:HSBA.L,HSBA.L,READY,,507,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:HSX.L,HSX.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:HWDN.L,HWDN.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:ICAG.L,ICAG.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:50:00+00:00
WS:XLON:ICGIN.L,ICGIN.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:50:00+00:00
WS:XLON:IGG.L,IGG.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:IHG.L,IHG.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:III.L,III.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:IMB.L,IMB.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:IMI.L,IMI.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:INCH.L,INCH.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:INF.L,INF.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:INVP.L,INVP.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:ITRK.L,ITRK.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:ITV.L,ITV.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:JD.L,JD.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:JMAT.L,JMAT.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:KGF.L,KGF.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:LAND.L,LAND.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:LGEN.L,LGEN.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:LLOY.L,LLOY.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:LMPL.L,LMP.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:LSEG.L,LSEG.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:MKS.L,MKS.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:MNDI.L,MNDI.L,READY,ISOLATED_INVALID_BAR_EXCLUDED,508,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:MNG.L,MNG.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:MRON.L,MRON.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:50:00+00:00
WS:XLON:MTO.L,MTO.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:NG.L,NG.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:NWG.L,NWG.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:NXT.L,NXT.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:PAFR.L,PAFR.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:50:00+00:00
WS:XLON:PHP.L,PHP.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:PLUSP.L,PLUSP.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:50:00+00:00
WS:XLON:PNN.L,PNN.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:PRU.L,PRU.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:PSN.L,PSN.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:PSON.L,PSON.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:QLT.L,QLT.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:QQ.L,QQ.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:REL.L,REL.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:RIO.L,RIO.L,READY,,507,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:RKT.L,RKT.L,READY,ISOLATED_INVALID_BAR_EXCLUDED,508,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:RMV.L,RMV.L,READY,,508,508,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:ROR.L,ROR.L,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,508,508,2024-08-28,2026-08-28,0,1,0.0,HISTORY_DATA_QUALITY_FAIL,2026-08-31,2026-09-01T04:50:04+00:00
WS:XLON:RR.L,RR.L,READY,,507,507,2024-08-28,2026-08-28,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:10+00:00
WS:XLON:RS1R.L,RS1R.L,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,,,0,0,,HISTORY_MAPPING_BLOCKED,2026-08-31,2026-09-01T04:50:00+00:00
