WS_ID,Primary_MIC,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Liquidity_Last_Session,Usable_Sessions20,FX_Coverage20,MedianTurnover20_EUR,Liquidity_Current_State,Liquidity_Current_Gate,Prior_Liquidity_State,FX_Status,Evidence_AsOf
WS:XLON:EMG.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,8910041.189858092,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:ENT.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,24585995.648632735,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:EXPN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,84420242.95692176,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:FRES.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,31859060.88331716,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:GAW.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,15212205.675338233,PASS_STANDARD,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:GLEN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,248664922.48474592,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:GSK.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,105190849.18024346,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:HIK.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,12425810.422996331,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:HLMA.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,35051140.240403034,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:HLN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,78487799.36652686,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:HOCM.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:HSBA.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,322499219.04216087,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:HSX.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,21914374.27349282,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:HWDN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,10051490.396478482,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:ICAG.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:ICGIN.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:IGG.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,22347363.426330674,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:IHG.L,XLON,USD,USD,0.01,2026-08-28,20,20,472100.5013390117,FAIL_LIQUIDITY,FAIL,,FX_RESOLVED,2026-08-31
WS:XLON:III.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,61212934.16399096,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:IMB.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,72913360.22935314,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:IMI.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,22612316.256999962,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:INCH.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,5395280.882278867,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:INF.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,18791413.668122396,PASS_STANDARD,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:INVP.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,17041028.593403533,PASS_STANDARD,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:ITRK.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,46453984.33515927,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:ITV.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,8075427.379436607,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:JD.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,15952629.100019038,PASS_STANDARD,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:JMAT.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,12989590.36685234,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:KGF.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,15410699.45752668,PASS_STANDARD,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:LAND.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,19612356.475712862,PASS_STANDARD,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:LGEN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,76330052.85055274,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:LLOY.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,148185314.13316107,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:LMPL.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,10919707.300056402,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:LSEG.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,155912164.2256441,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:MKS.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,40033072.19670642,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:MNDI.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,7942935.962159868,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:MNG.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,21692219.46699334,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:MRON.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:MTO.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,17387206.313223436,PASS_STANDARD,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:NG.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,114290660.8412942,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:NWG.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,121883533.76180252,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:NXT.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,38227856.547263354,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:PAFR.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:PHP.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,9890322.133267678,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:PLUSP.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:PNN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,6218239.840282163,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:PRU.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,79792597.5963054,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:PSN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,26347064.31164092,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:PSON.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,19459985.34759591,PASS_STANDARD,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:QLT.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,4932192.231696744,FAIL_LIQUIDITY,FAIL,,FX_RESOLVED,2026-08-31
WS:XLON:QQ.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,8131239.692544663,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:REL.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,139349200.64602873,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:RIO.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,217928652.30315205,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:RKT.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,82723787.74855328,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:RMV.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,26505501.763840362,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:ROR.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:RR.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,308890184.41465354,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:RS1R.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:RTO.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,37921541.919642955,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:SBRY.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,24490223.834412582,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:SDLF.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,14936860.096315783,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:SDR.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,14671936.440846201,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:SGE.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,31361786.287396498,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:SGRO.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,55431144.14547829,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:SHCS.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:SJP.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:SMIN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,26223194.846140634,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:SN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,34626387.89657824,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:SPX.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,21222782.680704024,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:SRP.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,5518852.51632544,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:SSE.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,62700762.158026606,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:STAN.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,140544258.601216,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:SVT.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,16315782.26085195,PASS_STANDARD,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:TBCG.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,3601732.7696604086,FAIL_LIQUIDITY,FAIL,,FX_RESOLVED,2026-08-31
WS:XLON:TCAPI.L,XLON,GBP,GBP,0.01,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XLON:TSCO.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,83714766.31713963,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:TW.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,13235921.226706551,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:ULVR.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,170864612.58136538,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:UTG.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,8315181.674070582,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:UU.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,23475286.266965177,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:VOD.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,96240182.99819386,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:WEIR.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,29321298.785310574,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:WISEA.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,11722503.770058518,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:WPP.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,21419945.645176418,PASS_PREFERRED,PASS,,FX_RESOLVED,2026-08-31
WS:XLON:WTB.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,11573072.15871957,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XLON:ZEG.L,XLON,GBP,GBP,0.01,2026-08-28,20,20,5601148.485921132,LOW_LIQUIDITY_EXCEPTION_POOL,EXCEPTION,,FX_RESOLVED,2026-08-31
WS:XMAD:ACS.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:ACX.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:AENA.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:AMA.MC,XMAD,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMAD:ANA.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:BBVA.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:BKT.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:CABK.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:CLNX.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:ELE.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:ENAG.MC,XMAD,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMAD:FER.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:GRLS.MC,XMAD,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMAD:IBE.MC,XMAD,EUR,EUR,1.0,2026-08-31,1,1,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:IDR.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:ITX.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:MAP.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:MRL.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:NTGY.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:PUIGB.MC,XMAD,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMAD:REDE.MC,XMAD,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMAD:REP.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:SABE.MC,XMAD,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMAD:SAN.MC,XMAD,EUR,EUR,1.0,2026-08-31,1,1,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:SCYR.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:TEF.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:UNI.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMAD:VIS.MC,XMAD,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:A2.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:AZMT.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:BAMI.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:BCU.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:BGN.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:BMED.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:BMPS.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:BZU.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:CPRI.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:CRDI.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:DLG.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:EMII.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:ENEI.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:ENI.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:FBK.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:GASI.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:HRA.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:IG.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:ISP.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:ITPG.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:IVG.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:LDOF.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:LTMC.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:MONC.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:NEXII.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:PIRC.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:PRY.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:PST.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:RACE.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:RECI.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:REY.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:SPMI.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:SRG.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:STLAM.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:STMMI.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:TENR.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:TLIT.MI,XMIL,EUR,EUR,1.0,,0,0,,LIQUIDITY_DATA_INSUFFICIENT,NOT_COMPUTED,,NOT_APPLICABLE,2026-08-31
WS:XMIL:TPRO.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
WS:XMIL:TRN.MI,XMIL,EUR,EUR,1.0,2026-08-28,0,0,,LIQUIDITY_FX_UNRESOLVED,NOT_COMPUTED,,FX_UNRESOLVED,2026-08-31
