WS_ID,Session_Date,Raw_Close,Raw_Volume,Quote_Scale_To_Major_Currency,Currency_Normalized,Turnover_Native_Major,FX_to_EUR,FX_Source_Symbol,FX_Date_Used,FX_Lag_Days,Turnover_EUR,Usable_For_Median20
WS:ISIN:INE018A01030,2026-08-27,4027.0,1161440.0,1.0,INR,4677118880.0,0.008984999731183052,,2026-08-27,0,42023911.87951118,True
WS:ISIN:INE018A01030,2026-08-28,4045.800048828125,893956.0,1.0,INR,3616767228.4501953,0.008976000361144543,,2026-08-28,0,32464103.9487447,True
WS:ISIN:INE018A01030,2026-08-31,4044.89990234375,1553171.0,1.0,INR,6282421226.223145,0.008747000247240067,,2026-08-31,0,54952340.019040085,True
WS:ISIN:INE019A01038,2026-08-04,1300.0,1475041.0,1.0,INR,1917553300.0,0.009108000434935093,,2026-08-04,0,17465076.290411223,True
WS:ISIN:INE019A01038,2026-08-05,1330.0,2186609.0,1.0,INR,2908189970.0,0.009084999561309814,,2026-08-05,0,26420904.601655602,True
WS:ISIN:INE019A01038,2026-08-06,1307.9000244140625,2307926.0,1.0,INR,3018536471.7458496,0.009091000072658062,,2026-08-06,0,27441515.28396253,True
WS:ISIN:INE019A01038,2026-08-07,1299.5,720726.0,1.0,INR,936583437.0,0.009112000465393066,,2026-08-07,0,8534148.713823438,True
WS:ISIN:INE019A01038,2026-08-10,1302.0,1520170.0,1.0,INR,1979261340.0,0.009120999835431576,,2026-08-10,0,18052842.35641608,True
WS:ISIN:INE019A01038,2026-08-11,1283.4000244140625,1514657.0,1.0,INR,1943910830.7789307,0.009081000462174416,,2026-08-11,0,17652655.15272932,True
WS:ISIN:INE019A01038,2026-08-12,1269.0999755859375,862476.0,1.0,INR,1094568270.543457,0.009069999679923058,,2026-08-12,0,9927733.86348309,True
WS:ISIN:INE019A01038,2026-08-13,1275.0,1693193.0,1.0,INR,2158821075.0,0.009092000313103199,,2026-08-13,0,19628001.889833786,True
WS:ISIN:INE019A01038,2026-08-14,1270.0,975420.0,1.0,INR,1238783400.0,0.009077000431716442,,2026-08-14,0,11244437.456603162,True
WS:ISIN:INE019A01038,2026-08-17,1277.800048828125,1404965.0,1.0,INR,1795264345.6018066,0.008812000043690205,,2026-08-17,0,15819869.491878586,True
WS:ISIN:INE019A01038,2026-08-18,1267.5999755859375,719017.0,1.0,INR,911425931.645874,0.00902399979531765,,2026-08-18,0,8224707.420619565,True
WS:ISIN:INE019A01038,2026-08-19,1285.800048828125,1009930.0,1.0,INR,1298568043.3129883,0.00902200024574995,,2026-08-19,0,11715681.205892812,True
WS:ISIN:INE019A01038,2026-08-20,1299.699951171875,3416352.0,1.0,INR,4440232527.5859375,0.008938999846577644,,2026-08-20,0,39691237.88285976,True
