WS_ID,Segment_ID,Primary_MIC,Primary_Ticker,Primary_Currency,Prior_Mapping_State,Prior_Yahoo_Symbol,Candidate_Yahoo_Symbol,Mapping_Source,Stock_Data_Request,Data_Returned,First_Bar_Date,Last_Completed_Bar_Date,Mapping_Current_State,Mapping_Current_Reason,Mapping_Override_Used,No_Identity_Promotion
WS:XHEL:NDAFI.HE,EU_STOXX600,XHEL,NDAFI.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,NDAFI.HE,NDAFI.HE,DERIVED_RULE_NORMALIZED,REQUESTED,False,,,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,False,True
WS:XHEL:NESTE.HE,EU_STOXX600,XHEL,NESTE.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,NESTE.HE,NESTE.HE,DERIVED_RULE_NORMALIZED,REQUESTED,True,2024-09-02,2026-08-28,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHEL:NOKIA.HE,EU_STOXX600,XHEL,NOKIA.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,NOKIA.HE,NOKIA.HE,DERIVED_RULE_NORMALIZED,REQUESTED,True,2024-09-02,2026-08-28,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHEL:ORNBV.HE,EU_STOXX600,XHEL,ORNBV.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,ORNBV.HE,ORNBV.HE,DERIVED_RULE_NORMALIZED,REQUESTED,True,2024-09-02,2026-08-28,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHEL:SAMPO.HE,EU_STOXX600,XHEL,SAMPO.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,SAMPO.HE,SAMPO.HE,DERIVED_RULE_NORMALIZED,REQUESTED,True,2024-09-02,2026-08-28,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHEL:STERV.HE,EU_STOXX600,XHEL,STERV.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,STERV.HE,STERV.HE,DERIVED_RULE_NORMALIZED,REQUESTED,True,2024-09-02,2026-08-28,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHEL:UPM.HE,EU_STOXX600,XHEL,UPM.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,UPM.HE,UPM.HE,DERIVED_RULE_NORMALIZED,REQUESTED,True,2024-09-02,2026-08-28,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHEL:VALMT.HE,EU_STOXX600,XHEL,VALMT.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,VALMT.HE,VALMT.HE,DERIVED_RULE_NORMALIZED,REQUESTED,True,2024-09-02,2026-08-28,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHEL:WRT1V.HE,EU_STOXX600,XHEL,WRT1V.HE,EUR,MAPPING_PRESENT_NOT_REVALIDATED,WRT1V.HE,WRT1V.HE,DERIVED_RULE_NORMALIZED,REQUESTED,True,2024-09-02,2026-08-28,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1,HK_HSI,XHKG,1,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1,0001.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:101,HK_HSI,XHKG,101,HKD,MAPPING_PRESENT_NOT_REVALIDATED,101,0101.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1024,HK_HSI,XHKG,1024,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1024,1024.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1038,HK_HSI,XHKG,1038,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1038,1038.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1044,HK_HSI,XHKG,1044,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1044,1044.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1088,HK_HSI,XHKG,1088,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1088,1088.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1093,HK_HSI,XHKG,1093,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1093,1093.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1099,HK_HSI,XHKG,1099,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1099,1099.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1109,HK_HSI,XHKG,1109,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1109,1109.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1113,HK_HSI,XHKG,1113,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1113,1113.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1177,HK_HSI,XHKG,1177,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1177,1177.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:12,HK_HSI,XHKG,12,HKD,MAPPING_PRESENT_NOT_REVALIDATED,12,0012.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1209,HK_HSI,XHKG,1209,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1209,1209.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1211,HK_HSI,XHKG,1211,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1211,1211.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1299,HK_HSI,XHKG,1299,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1299,1299.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1378,HK_HSI,XHKG,1378,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1378,1378.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1398,HK_HSI,XHKG,1398,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1398,1398.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1519,HK_HSI,XHKG,1519,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1519,1519.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:16,HK_HSI,XHKG,16,HKD,MAPPING_PRESENT_NOT_REVALIDATED,16,0016.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:175,HK_HSI,XHKG,175,HKD,MAPPING_PRESENT_NOT_REVALIDATED,175,0175.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1801,HK_HSI,XHKG,1801,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1801,1801.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1810,HK_HSI,XHKG,1810,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1810,1810.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1876,HK_HSI,XHKG,1876,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1876,1876.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1928,HK_HSI,XHKG,1928,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1928,1928.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1929,HK_HSI,XHKG,1929,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1929,1929.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:1997,HK_HSI,XHKG,1997,HKD,MAPPING_PRESENT_NOT_REVALIDATED,1997,1997.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2,HK_HSI,XHKG,2,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2,0002.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2015,HK_HSI,XHKG,2015,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2015,2015.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2020,HK_HSI,XHKG,2020,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2020,2020.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2057,HK_HSI,XHKG,2057,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2057,2057.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2269,HK_HSI,XHKG,2269,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2269,2269.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2313,HK_HSI,XHKG,2313,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2313,2313.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2318,HK_HSI,XHKG,2318,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2318,2318.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2319,HK_HSI,XHKG,2319,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2319,2319.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2331,HK_HSI,XHKG,2331,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2331,2331.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2359,HK_HSI,XHKG,2359,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2359,2359.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2382,HK_HSI,XHKG,2382,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2382,2382.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2388,HK_HSI,XHKG,2388,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2388,2388.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:241,HK_HSI,XHKG,241,HKD,MAPPING_PRESENT_NOT_REVALIDATED,241,0241.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2600,HK_HSI,XHKG,2600,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2600,2600.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2618,HK_HSI,XHKG,2618,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2618,2618.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2628,HK_HSI,XHKG,2628,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2628,2628.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:267,HK_HSI,XHKG,267,HKD,MAPPING_PRESENT_NOT_REVALIDATED,267,0267.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2688,HK_HSI,XHKG,2688,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2688,2688.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:27,HK_HSI,XHKG,27,HKD,MAPPING_PRESENT_NOT_REVALIDATED,27,0027.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:285,HK_HSI,XHKG,285,HKD,MAPPING_PRESENT_NOT_REVALIDATED,285,0285.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:288,HK_HSI,XHKG,288,HKD,MAPPING_PRESENT_NOT_REVALIDATED,288,0288.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:2899,HK_HSI,XHKG,2899,HKD,MAPPING_PRESENT_NOT_REVALIDATED,2899,2899.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:291,HK_HSI,XHKG,291,HKD,MAPPING_PRESENT_NOT_REVALIDATED,291,0291.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:3,HK_HSI,XHKG,3,HKD,MAPPING_PRESENT_NOT_REVALIDATED,3,0003.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:300,HK_HSI,XHKG,300,HKD,MAPPING_PRESENT_NOT_REVALIDATED,300,0300.HK,DERIVED_RULE,REQUESTED,True,2024-10-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:316,HK_HSI,XHKG,316,HKD,MAPPING_PRESENT_NOT_REVALIDATED,316,0316.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:322,HK_HSI,XHKG,322,HKD,MAPPING_PRESENT_NOT_REVALIDATED,322,0322.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:3690,HK_HSI,XHKG,3690,HKD,MAPPING_PRESENT_NOT_REVALIDATED,3690,3690.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:3692,HK_HSI,XHKG,3692,HKD,MAPPING_PRESENT_NOT_REVALIDATED,3692,3692.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:3750,HK_HSI,XHKG,3750,HKD,MAPPING_PRESENT_NOT_REVALIDATED,3750,3750.HK,DERIVED_RULE,REQUESTED,True,2025-05-20,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:386,HK_HSI,XHKG,386,HKD,MAPPING_PRESENT_NOT_REVALIDATED,386,0386.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:388,HK_HSI,XHKG,388,HKD,MAPPING_PRESENT_NOT_REVALIDATED,388,0388.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:3968,HK_HSI,XHKG,3968,HKD,MAPPING_PRESENT_NOT_REVALIDATED,3968,3968.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:3988,HK_HSI,XHKG,3988,HKD,MAPPING_PRESENT_NOT_REVALIDATED,3988,3988.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:3993,HK_HSI,XHKG,3993,HKD,MAPPING_PRESENT_NOT_REVALIDATED,3993,3993.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:5,HK_HSI,XHKG,5,HKD,MAPPING_PRESENT_NOT_REVALIDATED,5,0005.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:6,HK_HSI,XHKG,6,HKD,MAPPING_PRESENT_NOT_REVALIDATED,6,0006.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:6160,HK_HSI,XHKG,6160,HKD,MAPPING_PRESENT_NOT_REVALIDATED,6160,6160.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:6181,HK_HSI,XHKG,6181,HKD,MAPPING_PRESENT_NOT_REVALIDATED,6181,6181.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:66,HK_HSI,XHKG,66,HKD,MAPPING_PRESENT_NOT_REVALIDATED,66,0066.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:6618,HK_HSI,XHKG,6618,HKD,MAPPING_PRESENT_NOT_REVALIDATED,6618,6618.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:669,HK_HSI,XHKG,669,HKD,MAPPING_PRESENT_NOT_REVALIDATED,669,0669.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:6690,HK_HSI,XHKG,6690,HKD,MAPPING_PRESENT_NOT_REVALIDATED,6690,6690.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:6862,HK_HSI,XHKG,6862,HKD,MAPPING_PRESENT_NOT_REVALIDATED,6862,6862.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:688,HK_HSI,XHKG,688,HKD,MAPPING_PRESENT_NOT_REVALIDATED,688,0688.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:700,HK_HSI,XHKG,700,HKD,MAPPING_PRESENT_NOT_REVALIDATED,700,0700.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:728,HK_HSI,XHKG,728,HKD,MAPPING_PRESENT_NOT_REVALIDATED,728,0728.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:762,HK_HSI,XHKG,762,HKD,MAPPING_PRESENT_NOT_REVALIDATED,762,0762.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:823,HK_HSI,XHKG,823,HKD,MAPPING_PRESENT_NOT_REVALIDATED,823,0823.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:836,HK_HSI,XHKG,836,HKD,MAPPING_PRESENT_NOT_REVALIDATED,836,0836.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:857,HK_HSI,XHKG,857,HKD,MAPPING_PRESENT_NOT_REVALIDATED,857,0857.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:868,HK_HSI,XHKG,868,HKD,MAPPING_PRESENT_NOT_REVALIDATED,868,0868.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:883,HK_HSI,XHKG,883,HKD,MAPPING_PRESENT_NOT_REVALIDATED,883,0883.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:939,HK_HSI,XHKG,939,HKD,MAPPING_PRESENT_NOT_REVALIDATED,939,0939.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:941,HK_HSI,XHKG,941,HKD,MAPPING_PRESENT_NOT_REVALIDATED,941,0941.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:960,HK_HSI,XHKG,960,HKD,MAPPING_PRESENT_NOT_REVALIDATED,960,0960.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:9618,HK_HSI,XHKG,9618,HKD,MAPPING_PRESENT_NOT_REVALIDATED,9618,9618.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
WS:XHKG:9633,HK_HSI,XHKG,9633,HKD,MAPPING_PRESENT_NOT_REVALIDATED,9633,9633.HK,DERIVED_RULE,REQUESTED,True,2024-09-02,2026-09-01,MAPPING_DATA_CONFIRMED,TECHNICAL_PROVIDER_SERIES_AVAILABLE,False,True
