WS_ID,Gap_Family,Diagnostic_Classification,Provider_Symbol,Request_Mode,Repair_Pass,Primary_MIC,Primary_Ticker,Primary_Currency,Name,Country,Primary_Universe_Index,Yahoo_Mapping_Status,Pre_Status,Pre_Reason,Pre_Price_Rows,Post_Status,Post_Reason,Post_Price_Rows,Post_Unique_Bars,Post_Valid_Bars,Post_Repaired_Rows,Post_Suspicious_Returns,Post_First_Day,Post_Last_Day,Provider_Data_Returned,Controlled_Result,Eligibility_Promoted,Universe_Mutated,Mapping_Override_Created
WS:BVMF:NATU3,DATA_QUALITY,SUSPICIOUS_RETURN_TARGETED_REPAIR_CANDIDATE,NATU3.SA,REPAIR_FIXED_WINDOW,True,BVMF,NATU3,BRL,NATURA,Brazil,BR_IBRX100,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,296,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,297,297,297,0,1,2025-06-26,2026-08-31,True,RESIDUAL_DATA_QUALITY,False,False,False
WS:XAMS:CSG.AS,DATA_QUALITY,INVALID_BAR_TARGETED_REPAIR_CANDIDATE,CSG.AS,REPAIR_FIXED_WINDOW,True,XAMS,CSG.AS,EUR,CSG A,NL,EU_STOXX600,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,INVALID_OHLC_OR_VOLUME,154,WARMUP,INSUFFICIENT_HISTORY,154,154,154,0,0,2026-01-23,2026-08-31,True,DEFER_TEMPORAL_AFTER_DATA_RECOVERY,False,False,False
WS:XLON:ROR.L,DATA_QUALITY,SUSPICIOUS_RETURN_TARGETED_REPAIR_CANDIDATE,ROR.L,REPAIR_FIXED_WINDOW,True,XLON,ROR.L,GBP,ROTORK,GB,EU_STOXX600,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,508,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,505,505,505,493,1,2024-09-02,2026-08-28,True,RESIDUAL_DATA_QUALITY,False,False,False
WS:XOSL:KMAR.OL,DATA_QUALITY,INVALID_BAR_TARGETED_REPAIR_CANDIDATE,KMAR.OL,REPAIR_FIXED_WINDOW,True,XOSL,KMAR.OL,NOK,KONGSBERG MARITIME,NO,EU_STOXX600,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,INVALID_OHLC_OR_VOLUME,90,WARMUP,INSUFFICIENT_HISTORY,90,90,90,0,0,2026-04-23,2026-08-31,True,DEFER_TEMPORAL_AFTER_DATA_RECOVERY,False,False,False
WS:XPAR:ABVX.PA,DATA_QUALITY,SUSPICIOUS_RETURN_TARGETED_REPAIR_CANDIDATE,ABVX.PA,REPAIR_FIXED_WINDOW,True,XPAR,ABVX.PA,EUR,ABIVAX,FR,EU_STOXX600,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,509,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,509,509,509,0,1,2024-09-02,2026-08-31,True,RESIDUAL_DATA_QUALITY,False,False,False
WS:XTSE:IAU,DATA_QUALITY,SUSPICIOUS_RETURN_TARGETED_REPAIR_CANDIDATE,IAU.TO,REPAIR_FIXED_WINDOW,True,XTSE,IAU,CAD,i-80 Gold Corp.,Canada,CA_TSX,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,500,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,501,0,1,2024-09-03,2026-08-31,True,RESIDUAL_DATA_QUALITY,False,False,False
WS:XTSE:LAC,DATA_QUALITY,SUSPICIOUS_RETURN_TARGETED_REPAIR_CANDIDATE,LAC.TO,REPAIR_FIXED_WINDOW,True,XTSE,LAC,CAD,Lithium Americas Corp.,Canada,CA_TSX,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,500,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,501,0,1,2024-09-03,2026-08-31,True,RESIDUAL_DATA_QUALITY,False,False,False
