ws_id,yahoo_symbol,mapping_status,status,reason_code,unique_bars,valid_bars,repaired_rows,suspicious_returns,zero_volume_share,first_bar_date,last_bar_date,last_fetch_utc,batch_id,last_error
WS:XLON:ROR.L,ROR.L,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,505,505,493,1,0.0,2024-09-02,2026-08-28,2026-09-02T16:44:56+00:00,YF-20260902T164455751867-506feff6-R,
WS:XTSE:IAU,IAU.TO,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,0,1,0.0,2024-09-03,2026-08-31,2026-09-02T16:44:56+00:00,YF-20260902T164455751867-506feff6-R,
WS:XTSE:LAC,LAC.TO,FROZEN_V0_39_DQ_REPAIR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,501,0,1,0.0,2024-09-03,2026-08-31,2026-09-02T16:44:56+00:00,YF-20260902T164455751867-506feff6-R,
