Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Evidence_Cohort,Source_ID,Instrument_Type,History_State,History_Observation_Count,History_Valid_Observation_Count,Liquidity_State,Liquidity_Bucket,Usable20,MedianTurnover20_EUR,Eligibility_DryRun,Stage_U_Status
1088,WSSEC:WS:XSHG:600482,WS:XSHG:600482,XSHG,600482,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,69221863.89417543,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1089,WSSEC:WS:XSHG:600489,WS:XSHG:600489,XSHG,600489,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,354829752.34407854,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1090,WSSEC:WS:XSHG:600515,WS:XSHG:600515,XSHG,600515,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,29144335.22157769,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1091,WSSEC:WS:XSHG:600519,WS:XSHG:600519,XSHG,600519,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,528599715.64720505,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1092,WSSEC:WS:XSHG:600522,WS:XSHG:600522,XSHG,600522,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,1086143909.270195,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1093,WSSEC:WS:XSHG:600547,WS:XSHG:600547,XSHG,600547,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,415517259.28949255,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1094,WSSEC:WS:XSHG:600549,WS:XSHG:600549,XSHG,600549,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,426082136.08232,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1095,WSSEC:WS:XSHG:600570,WS:XSHG:600570,XSHG,600570,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,69191396.66448507,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1096,WSSEC:WS:XSHG:600584,WS:XSHG:600584,XSHG,600584,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,1228906728.5006557,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1097,WSSEC:WS:XSHG:600585,WS:XSHG:600585,XSHG,600585,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,53242572.20083004,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1098,WSSEC:WS:XSHG:600588,WS:XSHG:600588,XSHG,600588,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,113388395.10172144,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1099,WSSEC:WS:XSHG:600600,WS:XSHG:600600,XSHG,600600,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,31706517.16157052,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1100,WSSEC:WS:XSHG:600660,WS:XSHG:600660,XSHG,600660,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,66999143.26550345,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1101,WSSEC:WS:XSHG:600674,WS:XSHG:600674,XSHG,600674,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,51827423.06568381,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1102,WSSEC:WS:XSHG:600690,WS:XSHG:600690,XSHG,600690,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,98205436.02511148,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1103,WSSEC:WS:XSHG:600741,WS:XSHG:600741,XSHG,600741,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,26374898.631224375,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1104,WSSEC:WS:XSHG:600760,WS:XSHG:600760,XSHG,600760,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,79609475.92137137,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1105,WSSEC:WS:XSHG:600795,WS:XSHG:600795,XSHG,600795,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,68327921.02556373,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1106,WSSEC:WS:XSHG:600809,WS:XSHG:600809,XSHG,600809,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,110207742.5120875,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1107,WSSEC:WS:XSHG:600845,WS:XSHG:600845,XSHG,600845,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,39438891.08100447,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1108,WSSEC:WS:XSHG:600875,WS:XSHG:600875,XSHG,600875,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,152570945.7234747,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1109,WSSEC:WS:XSHG:600886,WS:XSHG:600886,XSHG,600886,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,46961307.92791156,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1110,WSSEC:WS:XSHG:600887,WS:XSHG:600887,XSHG,600887,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,180270804.61997354,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1111,WSSEC:WS:XSHG:600893,WS:XSHG:600893,XSHG,600893,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,135652414.825481,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1112,WSSEC:WS:XSHG:600900,WS:XSHG:600900,XSHG,600900,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,329798036.0273843,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1113,WSSEC:WS:XSHG:600905,WS:XSHG:600905,XSHG,600905,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,33884855.884709924,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1114,WSSEC:WS:XSHG:600918,WS:XSHG:600918,XSHG,600918,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,24592085.50135787,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1115,WSSEC:WS:XSHG:600919,WS:XSHG:600919,XSHG,600919,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,140122515.0173863,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1116,WSSEC:WS:XSHG:600926,WS:XSHG:600926,XSHG,600926,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,73575366.87907922,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1117,WSSEC:WS:XSHG:600930,WS:XSHG:600930,XSHG,600930,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,275,275,LIQUIDITY_OK,PREFERRED,20,66519456.05080566,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1118,WSSEC:WS:XSHG:600938,WS:XSHG:600938,XSHG,600938,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,185570017.22010666,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1119,WSSEC:WS:XSHG:600941,WS:XSHG:600941,XSHG,600941,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,121660999.15767218,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1120,WSSEC:WS:XSHG:600958,WS:XSHG:600958,XSHG,600958,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,51048912.72227353,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1121,WSSEC:WS:XSHG:600989,WS:XSHG:600989,XSHG,600989,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,218887764.8651513,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1122,WSSEC:WS:XSHG:600999,WS:XSHG:600999,XSHG,600999,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,119060712.5050779,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1123,WSSEC:WS:XSHG:601006,WS:XSHG:601006,XSHG,601006,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,65092007.09121655,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1124,WSSEC:WS:XSHG:601009,WS:XSHG:601009,XSHG,601009,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,77813105.37904957,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1125,WSSEC:WS:XSHG:601012,WS:XSHG:601012,XSHG,601012,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,129775961.73870689,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1126,WSSEC:WS:XSHG:601018,WS:XSHG:601018,XSHG,601018,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,24707535.21614386,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1127,WSSEC:WS:XSHG:601021,WS:XSHG:601021,XSHG,601021,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,24023119.63274985,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1128,WSSEC:WS:XSHG:601058,WS:XSHG:601058,XSHG,601058,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,45731315.72771451,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1129,WSSEC:WS:XSHG:601066,WS:XSHG:601066,XSHG,601066,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,72378923.91443154,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1130,WSSEC:WS:XSHG:601077,WS:XSHG:601077,XSHG,601077,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,50023441.146079734,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1131,WSSEC:WS:XSHG:601088,WS:XSHG:601088,XSHG,601088,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,151438685.3933193,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1132,WSSEC:WS:XSHG:601100,WS:XSHG:601100,XSHG,601100,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,84302815.72493702,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1133,WSSEC:WS:XSHG:601111,WS:XSHG:601111,XSHG,601111,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,42906442.27915546,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1134,WSSEC:WS:XSHG:601117,WS:XSHG:601117,XSHG,601117,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,52808875.259448975,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1135,WSSEC:WS:XSHG:601127,WS:XSHG:601127,XSHG,601127,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,142021589.57104778,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1136,WSSEC:WS:XSHG:601136,WS:XSHG:601136,XSHG,601136,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,STANDARD,20,16098956.51710618,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1137,WSSEC:WS:XSHG:601138,WS:XSHG:601138,XSHG,601138,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,1133226879.6229076,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1138,WSSEC:WS:XSHG:601166,WS:XSHG:601166,XSHG,601166,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,219813327.04170614,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1139,WSSEC:WS:XSHG:601169,WS:XSHG:601169,XSHG,601169,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,69192803.99379733,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1140,WSSEC:WS:XSHG:601186,WS:XSHG:601186,XSHG,601186,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,23565978.430929877,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1141,WSSEC:WS:XSHG:601211,WS:XSHG:601211,XSHG,601211,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,166017174.6529947,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1142,WSSEC:WS:XSHG:601225,WS:XSHG:601225,XSHG,601225,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,130663156.7159304,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1143,WSSEC:WS:XSHG:601229,WS:XSHG:601229,XSHG,601229,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,78311142.77309093,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1144,WSSEC:WS:XSHG:601238,WS:XSHG:601238,XSHG,601238,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,STANDARD,20,18565562.501578365,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1145,WSSEC:WS:XSHG:601288,WS:XSHG:601288,XSHG,601288,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,334140509.49323344,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1146,WSSEC:WS:XSHG:601318,WS:XSHG:601318,XSHG,601318,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,431991305.81626964,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1147,WSSEC:WS:XSHG:601319,WS:XSHG:601319,XSHG,601319,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,54125387.62973711,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1148,WSSEC:WS:XSHG:601328,WS:XSHG:601328,XSHG,601328,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,122947112.87497851,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1149,WSSEC:WS:XSHG:601336,WS:XSHG:601336,XSHG,601336,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,125584490.13627306,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1150,WSSEC:WS:XSHG:601360,WS:XSHG:601360,XSHG,601360,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,111225646.17384689,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1151,WSSEC:WS:XSHG:601377,WS:XSHG:601377,XSHG,601377,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,39939327.19324978,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1152,WSSEC:WS:XSHG:601390,WS:XSHG:601390,XSHG,601390,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,48623673.92022073,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1153,WSSEC:WS:XSHG:601398,WS:XSHG:601398,XSHG,601398,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,356548648.7046775,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1154,WSSEC:WS:XSHG:601456,WS:XSHG:601456,XSHG,601456,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,STANDARD,20,17965074.457385037,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1155,WSSEC:WS:XSHG:601600,WS:XSHG:601600,XSHG,601600,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,222782890.4562357,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1156,WSSEC:WS:XSHG:601601,WS:XSHG:601601,XSHG,601601,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,157578813.2810253,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1157,WSSEC:WS:XSHG:601607,WS:XSHG:601607,XSHG,601607,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,24849566.808664806,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1158,WSSEC:WS:XSHG:601618,WS:XSHG:601618,XSHG,601618,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,24044115.353154913,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1159,WSSEC:WS:XSHG:601628,WS:XSHG:601628,XSHG,601628,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,146804452.81363904,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1160,WSSEC:WS:XSHG:601633,WS:XSHG:601633,XSHG,601633,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,22301757.970435634,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1161,WSSEC:WS:XSHG:601658,WS:XSHG:601658,XSHG,601658,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,82808870.0920992,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1162,WSSEC:WS:XSHG:601668,WS:XSHG:601668,XSHG,601668,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,110670754.30357912,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1163,WSSEC:WS:XSHG:601669,WS:XSHG:601669,XSHG,601669,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,44693038.900893,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1164,WSSEC:WS:XSHG:601688,WS:XSHG:601688,XSHG,601688,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,144745540.58613148,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1165,WSSEC:WS:XSHG:601689,WS:XSHG:601689,XSHG,601689,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,126121044.53557281,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1166,WSSEC:WS:XSHG:601698,WS:XSHG:601698,XSHG,601698,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,71603486.30123033,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1167,WSSEC:WS:XSHG:601727,WS:XSHG:601727,XSHG,601727,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,40578077.19279954,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1168,WSSEC:WS:XSHG:601728,WS:XSHG:601728,XSHG,601728,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,98851369.43259817,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1169,WSSEC:WS:XSHG:601766,WS:XSHG:601766,XSHG,601766,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,107054188.7821994,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1170,WSSEC:WS:XSHG:601788,WS:XSHG:601788,XSHG,601788,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,35342592.44447266,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1171,WSSEC:WS:XSHG:601800,WS:XSHG:601800,XSHG,601800,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,20279306.666358937,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1172,WSSEC:WS:XSHG:601816,WS:XSHG:601816,XSHG,601816,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,80322886.42160913,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1173,WSSEC:WS:XSHG:601818,WS:XSHG:601818,XSHG,601818,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,65281921.50675767,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1174,WSSEC:WS:XSHG:601825,WS:XSHG:601825,XSHG,601825,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,28461277.74994643,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1175,WSSEC:WS:XSHG:601838,WS:XSHG:601838,XSHG,601838,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,41858160.34363705,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1176,WSSEC:WS:XSHG:601857,WS:XSHG:601857,XSHG,601857,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,167120427.28988668,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1177,WSSEC:WS:XSHG:601868,WS:XSHG:601868,XSHG,601868,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,68968601.0901093,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1178,WSSEC:WS:XSHG:601872,WS:XSHG:601872,XSHG,601872,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,227654867.3428313,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1179,WSSEC:WS:XSHG:601877,WS:XSHG:601877,XSHG,601877,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,59727352.79109564,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1180,WSSEC:WS:XSHG:601878,WS:XSHG:601878,XSHG,601878,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,24906154.684582643,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1181,WSSEC:WS:XSHG:601881,WS:XSHG:601881,XSHG,601881,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,37335786.385821715,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1182,WSSEC:WS:XSHG:601888,WS:XSHG:601888,XSHG,601888,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,156429189.66097414,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1183,WSSEC:WS:XSHG:601898,WS:XSHG:601898,XSHG,601898,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,77071829.8799448,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1184,WSSEC:WS:XSHG:601899,WS:XSHG:601899,XSHG,601899,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,1242806022.2323806,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1185,WSSEC:WS:XSHG:601901,WS:XSHG:601901,XSHG,601901,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,36126522.52630407,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1186,WSSEC:WS:XSHG:601916,WS:XSHG:601916,XSHG,601916,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,44453715.49161904,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
1187,WSSEC:WS:XSHG:601919,WS:XSHG:601919,XSHG,601919,BASE_1633,SRC_CSI300,COMMON_STOCK,HISTORY_OK,483,483,LIQUIDITY_OK,PREFERRED,20,199557500.98907328,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
