WS_ID,Name,ISIN,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Primary_Universe_Index,Index_Tags,ws_id,yahoo_symbol,mapping_status,status,reason_code,unique_bars,valid_bars,repaired_rows,suspicious_returns,zero_volume_share,first_bar_date,last_bar_date,last_fetch_utc,batch_id,last_error
SMOKE:CH:ROG,Roche Holding AG,,Switzerland,ROG,SMOKE_TEST_REFERENCE,XSWX,CHF,SMOKE_CROSS_MARKET,SMOKE_CROSS_MARKET,SMOKE:CH:ROG,ROG.SW,EXPLICIT,DOWNLOAD_FAILED,NO_DATA,0,0,0,0,0.0,,,2026-08-23T16:09:59+00:00,YF-20260823T160958765774-2819b08a,
SMOKE:AU:CBA,Commonwealth Bank of Australia,,Australia,CBA,SMOKE_TEST_REFERENCE,XASX,AUD,SMOKE_CROSS_MARKET,SMOKE_CROSS_MARKET,SMOKE:AU:CBA,CBA.AX,EXPLICIT,QUARANTINE,INVALID_OHLC_OR_VOLUME,508,507,0,0,0.0,2024-08-21,2026-08-21,2026-08-23T16:10:01+00:00,YF-20260823T161000645775-b022252c,
SMOKE:ZA:NPN,Naspers Ltd.,,South Africa,NPN,SMOKE_TEST_REFERENCE,XJSE,ZAR,SMOKE_CROSS_MARKET,SMOKE_CROSS_MARKET,SMOKE:ZA:NPN,NPN.JO,EXPLICIT,QUARANTINE,INVALID_OHLC_OR_VOLUME,501,448,0,0,0.0,2024-08-21,2026-08-21,2026-08-23T16:10:02+00:00,YF-20260823T161002376504-78929c02,
SMOKE:ZA:SOL,Sasol Ltd.,,South Africa,SOL,SMOKE_TEST_REFERENCE,XJSE,ZAR,SMOKE_CROSS_MARKET,SMOKE_CROSS_MARKET,SMOKE:ZA:SOL,SOL.JO,EXPLICIT,QUARANTINE,INVALID_OHLC_OR_VOLUME,501,462,0,0,0.0,2024-08-21,2026-08-21,2026-08-23T16:10:02+00:00,YF-20260823T161002376504-78929c02,
SMOKE:ZA:SBK,Standard Bank Group Ltd.,,South Africa,SBK,SMOKE_TEST_REFERENCE,XJSE,ZAR,SMOKE_CROSS_MARKET,SMOKE_CROSS_MARKET,SMOKE:ZA:SBK,SBK.JO,EXPLICIT,QUARANTINE,INVALID_OHLC_OR_VOLUME,501,397,0,2,0.0,2024-08-21,2026-08-21,2026-08-23T16:10:02+00:00,YF-20260823T161002376504-78929c02,
