ws_id,yahoo_symbol,mapping_status,status,reason_code,unique_bars,valid_bars,repaired_rows,suspicious_returns,zero_volume_share,first_bar_date,last_bar_date,last_fetch_utc,batch_id,last_error
WS:SRC:ZA_TOP40:3CA42D3A25639D8E,SOL.JO,EXPLICIT,READY,,501,501,0,0,0.0,2024-08-21,2026-08-21,2026-08-24T05:16:43+00:00,YF-20260824T051641575605-ce0b7bc5,
WS:US:IESC,IESC,EXPLICIT,STALE,LAST_BAR_TOO_OLD,477,476,0,0,0.0,2024-08-22,2026-07-17,2026-08-24T05:16:43+00:00,YF-20260824T051641575605-ce0b7bc5,
WS:US:MNST,MNST,EXPLICIT,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,500,500,0,5,0.0,2024-08-22,2026-08-21,2026-08-24T05:16:44+00:00,YF-20260824T051644267374-95fa10b2-R,NO_DATA_IN_BATCH
WS:XASX:XYX,XYZ.AX,EXPLICIT,READY,,506,506,0,0,0.001976284584980237,2024-08-26,2026-08-24,2026-08-24T05:16:43+00:00,YF-20260824T051641575605-ce0b7bc5,
WS:XMEX:ALFAA,SIGMAFA.MX,EXPLICIT,READY,,501,501,0,0,0.16966067864271456,2024-08-21,2026-08-21,2026-08-24T05:16:43+00:00,YF-20260824T051641575605-ce0b7bc5,
WS:XNZE:GMT,GNZ.NZ,EXPLICIT,READY,,499,499,0,0,0.01002004008016032,2024-08-26,2026-08-24,2026-08-24T05:16:43+00:00,YF-20260824T051641575605-ce0b7bc5,
