WS_ID,Name,Country,Primary_Universe_Index,Primary_Ticker,Primary_MIC,ISIN,Universe_Status,Yahoo_Symbol_Before,Yahoo_Symbol_After,Yahoo_Mapping_Status,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Prior_Run_Status,Prior_Reason_Code,Search_Attempted,Search_Query,Search_Result_Name,Search_Result_Exchange,Search_Score,Search_Margin,Search_Reason,Identity_Issues,Needs_Review
WS:XETR:SDFGN.DE,K + S,DE,EU_STOXX600,SDFGn.DE,XETR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.283333,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,K + S,Kodiak Sciences Inc.,NGM,0.283333,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XETR:SIEGN.DE,SIEMENS,DE,EU_STOXX600,SIEGn.DE,XETR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.716667,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SIEMENS,Siemens Energy AG,GER,0.716667,0.081481,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XETR:VOWG_P.DE,VOLKSWAGEN PREF,DE,EU_STOXX600,VOWG_p.DE,XETR,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,VOLKSWAGEN PREF,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XHEL:NDAFI.HE,NORDEA BANK,FI,EU_STOXX600,NDAFI.HE,XHEL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.815385,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,NORDEA BANK,Nordea Bank Abp,HEL,0.815385,0.25,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XLON:AAL.L,ANGLO AMERICAN,GB,EU_STOXX600,AAL.L,XLON,,ACTIVE_VERIFIED,,AAL.L,DERIVED_RULE_NORMALIZED,0.93,AAL,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:ADML.L,ADMIRAL GRP,GB,EU_STOXX600,ADML.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ADMIRAL GRP,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XLON:BKGH.L,BERKELEY GRP HLDG,GB,EU_STOXX600,BKGH.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BERKELEY GRP HLDG,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XLON:BT.L,BT GRP,GB,EU_STOXX600,BT.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BT GRP,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XLON:GLEN.L,GLENCORE PLC,GB,EU_STOXX600,GLEN.L,XLON,,ACTIVE_VERIFIED,,GLEN.L,DERIVED_RULE_NORMALIZED,0.93,GLEN,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:HSBA.L,HSBC,GB,EU_STOXX600,HSBA.L,XLON,,ACTIVE_VERIFIED,,HSBA.L,DERIVED_RULE_NORMALIZED,0.93,HSBA,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:ICAG.L,IAG,GB,EU_STOXX600,ICAG.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.43,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,IAG,IAMGOLD Corporation,NYQ,0.43,0.027619,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XLON:ICGIN.L,ICG,GB,EU_STOXX600,ICGIN.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ICG,ICG plc,PNK,0.65,0.1625,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XLON:INVP.L,INVESTEC,GB,EU_STOXX600,INVP.L,XLON,,ACTIVE_VERIFIED,,INVP.L,DERIVED_RULE_NORMALIZED,0.93,INVP,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:MNDI.L,MONDI,GB,EU_STOXX600,MNDI.L,XLON,,ACTIVE_VERIFIED,,MNDI.L,DERIVED_RULE_NORMALIZED,0.93,MNDI,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:RIO.L,RIO TINTO,GB,EU_STOXX600,RIO.L,XLON,,ACTIVE_VERIFIED,,RIO.L,DERIVED_RULE_NORMALIZED,0.93,RIO,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:SJP.L,ST.JAMES'S PLACE CAPITAL,GB,EU_STOXX600,SJP.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ST.JAMES'S PLACE CAPITAL,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XMAD:AMA.MC,AMADEUS IT GROUP,ES,EU_STOXX600,AMA.MC,XMAD,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,AMADEUS IT GROUP,Amadeus IT Group SA,HAN,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMAD:ENAG.MC,ENAGAS,ES,EU_STOXX600,ENAG.MC,XMAD,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.7625,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ENAGAS,"Enagás, S.A.",MCE,0.7625,0.1125,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMAD:GRLS.MC,GRIFOLS,ES,EU_STOXX600,GRLS.MC,XMAD,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.777778,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,GRIFOLS,"Grifols, S.A.",MCE,0.777778,0.127778,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMAD:PUIGB.MC,PUIG BRANDS B,ES,EU_STOXX600,PUIGb.MC,XMAD,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,PUIG BRANDS B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XMAD:SABE.MC,BCO SABADELL,ES,EU_STOXX600,SABE.MC,XMAD,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BCO SABADELL,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XMIL:A2.MI,A2A,IT,EU_STOXX600,A2.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,A2A,A2A SpA,DUS,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:AZMT.MI,AZIMUT HLDG,IT,EU_STOXX600,AZMT.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,AZIMUT HLDG,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XMIL:BCU.MI,BRUNELLO CUCINELLI,IT,EU_STOXX600,BCU.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BRUNELLO CUCINELLI,Brunello Cucinelli SpA,STU,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:CPRI.MI,DAVIDE CAMPARI,IT,EU_STOXX600,CPRI.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.744872,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,DAVIDE CAMPARI,Davide Campari-Milano N.V.,MIL,0.744872,0.204872,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:CRDI.MI,UNICREDIT,IT,EU_STOXX600,CRDI.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.7625,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,UNICREDIT,UniCredit S.p.A.,MIL,0.7625,0.1125,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:GASI.MI,ASSICURAZIONI GENERALI,IT,EU_STOXX600,GASI.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ASSICURAZIONI GENERALI,Assicurazioni Generali,HAN,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:HRA.MI,HERA,IT,EU_STOXX600,HRA.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.5,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,HERA,HeraMED Limited,FRA,0.5,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:ITPG.MI,INTERPUMP GRP,IT,EU_STOXX600,ITPG.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,INTERPUMP GRP,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XMIL:LDOF.MI,LEONARDO,IT,EU_STOXX600,LDOF.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.75,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,LEONARDO,Leonardo S.p.a.,MIL,0.75,0.21,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:NEXII.MI,NEXI SPA,IT,EU_STOXX600,NEXII.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,NEXI SPA,Nexi SpA,DUS,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:RECI.MI,RECORDATI,IT,EU_STOXX600,RECI.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,RECORDATI,Recordati SpA,MUN,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:TENR.MI,TENARIS,IT,EU_STOXX600,TENR.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.527778,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,TENARIS,Tenaris S.A.,NYQ,0.527778,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMIL:TLIT.MI,TELECOM ITALIA,IT,EU_STOXX600,TLIT.MI,XMIL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.802941,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,TELECOM ITALIA,Telecom Italia S.p.A.,MIL,0.802941,0.152941,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XOSL:GJFG.OL,GJENSIDIGE FORSIKRING,NO,EU_STOXX600,GJFG.OL,XOSL,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.9,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,GJENSIDIGE FORSIKRING,Gjensidige Forsikring ASA,OSL,0.9,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:AIRP.PA,AIR LIQUIDE,FR,EU_STOXX600,AIRP.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.782143,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,AIR LIQUIDE,L'Air Liquide S.A.,PAR,0.782143,0.132143,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:BIOX.PA,BIOMERIEUX,FR,EU_STOXX600,BIOX.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.808333,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BIOMERIEUX,bioMérieux S.A.,PAR,0.808333,0.158333,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:BOUY.PA,BOUYGUES,FR,EU_STOXX600,BOUY.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BOUYGUES,Bouygues,HAN,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:CAGR.PA,CREDIT AGRICOLE,FR,EU_STOXX600,CAGR.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,CREDIT AGRICOLE,Credit Agricole SA,HAN,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:CAPP.PA,CAP GEMINI,FR,EU_STOXX600,CAPP.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,CAP GEMINI,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XPAR:DANO.PA,DANONE,FR,EU_STOXX600,DANO.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.7625,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,DANONE,Danone S.A.,PAR,0.7625,0.1125,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:DAST.PA,DASSAULT SYSTEMS,FR,EU_STOXX600,DAST.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,DASSAULT SYSTEMS,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XPAR:ESLX.PA,ESSILORLUXOTTICA,FR,EU_STOXX600,ESLX.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.716667,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ESSILORLUXOTTICA,EssilorLuxottica Société anonyme,PAR,0.716667,0.066667,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:EXHO.PA,SODEXO,FR,EU_STOXX600,EXHO.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.7625,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SODEXO,Sodexo S.A.,PAR,0.7625,0.1125,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:HRMS.PA,HERMES INTERNATIONAL,FR,EU_STOXX600,HRMS.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,HERMES INTERNATIONAL,Hermes International SA,HAM,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:LVMH.PA,LVMH MOET HENNESSY,FR,EU_STOXX600,LVMH.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.496,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,LVMH MOET HENNESSY,LVMH Moet Hennessy Louis Vuitton SE,STU,0.496,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:MICP.PA,MICHELIN,FR,EU_STOXX600,MICP.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,MICHELIN,Michelin,DUS,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:NEXS.PA,NEXANS,FR,EU_STOXX600,NEXS.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.7625,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,NEXANS,Nexans S.A.,PAR,0.7625,0.1125,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:ORAN.PA,ORANGE,FR,EU_STOXX600,ORAN.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.7625,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ORANGE,Orange S.A.,PAR,0.7625,0.25,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:OREP.PA,L'OREAL,FR,EU_STOXX600,OREP.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.777778,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,L'OREAL,L'Oréal S.A.,PAR,0.777778,0.127778,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:PUBP.PA,PUBLICIS GRP,FR,EU_STOXX600,PUBP.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,PUBLICIS GRP,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XPAR:SCOR.PA,SCOR,FR,EU_STOXX600,SCOR.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.466667,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SCOR,"comScore, Inc.",NMS,0.466667,0.091667,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:SESFD.PA,SES,FR,EU_STOXX600,SESFd.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.68,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SES,SES S.A.,PAR,0.68,0.213333,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:SGOB.PA,SAINT GOBAIN,FR,EU_STOXX600,SGOB.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.697368,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SAINT GOBAIN,Compagnie de Saint-Gobain S.A.,PAR,0.697368,0.209133,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:SOGN.PA,GRP SOCIETE GENERALE,FR,EU_STOXX600,SOGN.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,GRP SOCIETE GENERALE,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XPAR:TCFP.PA,THALES,FR,EU_STOXX600,TCFP.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.7625,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,THALES,Thales S.A.,PAR,0.7625,0.1125,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XPAR:VLLP.PA,VALLOUREC,FR,EU_STOXX600,VLLP.PA,XPAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.8,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,VALLOUREC,Vallourec S.A.,PAR,0.8,0.15,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:ADDTB.ST,ADDTECH B,SE,EU_STOXX600,ADDTb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.571429,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ADDTECH B,Addtech AB (publ.),IOB,0.571429,0.571429,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:ASSAB.ST,ASSA ABLOY,SE,EU_STOXX600,ASSAb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.79,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ASSA ABLOY,ASSA ABLOY AB (publ),STO,0.79,0.14,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:ATCOA.ST,ATLAS COPCO A,SE,EU_STOXX600,ATCOa.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.805172,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ATLAS COPCO A,Atlas Copco AB (publ),STO,0.805172,0.201006,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:AVANZ.ST,AVANZA BANK HLDG,SE,EU_STOXX600,AVANZ.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,AVANZA BANK HLDG,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:BALDB.ST,FASTIGHETS BALDER B,SE,EU_STOXX600,BALDb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,FASTIGHETS BALDER B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:BEIJB.ST,BEIJER REF AB,SE,EU_STOXX600,BEIJb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BEIJER REF AB,Beijer Ref AB,MUN,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:EPIRA.ST,EPIROC A,SE,EU_STOXX600,EPIRa.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.755263,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,EPIROC A,Epiroc AB (publ),STO,0.755263,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:EQTAB.ST,EQT,SE,EU_STOXX600,EQTAB.ST,XSTO,,ACTIVE_VERIFIED,,EQT.ST,PROJECT_OVERRIDE,1.0,EQT,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XSTO:ERICB.ST,ERICSSON LM B,SE,EU_STOXX600,ERICb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ERICSSON LM B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:ESSITYB.ST,Essity B,SE,EU_STOXX600,ESSITYb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,Essity B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:EVOG.ST,EVOLUTION,SE,EU_STOXX600,EVOG.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.780435,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,EVOLUTION,Evolution AB (publ),STO,0.780435,0.25,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:GETIB.ST,GETINGE B,SE,EU_STOXX600,GETIb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.571429,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,GETINGE B,Getinge AB (publ),IOB,0.571429,0.366601,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:HEXAB.ST,HEXAGON B,SE,EU_STOXX600,HEXAb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.571429,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,HEXAGON B,Hexagon AB (publ),LSE,0.571429,0.366601,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:HMB.ST,HENNES & MAURITZ B,SE,EU_STOXX600,HMb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,HENNES & MAURITZ B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:HOLMB.ST,HOLMEN B,SE,EU_STOXX600,HOLMb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.563158,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,HOLMEN B,Holmen AB (publ),IOB,0.563158,0.563158,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:INDUC.ST,INDUSTRIVARDEN C,SE,EU_STOXX600,INDUc.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,INDUSTRIVARDEN C,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:INVEB.ST,INVESTOR B,SE,EU_STOXX600,INVEb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.578261,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,INVESTOR B,Investor AB (publ),IOB,0.578261,0.180964,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:LAGRB.ST,LAGERCRANTZ GROUP 'B',SE,EU_STOXX600,LAGRb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,LAGERCRANTZ GROUP 'B',,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:LATOB.ST,LATOUR INVESTMENT B,SE,EU_STOXX600,LATOb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,LATOUR INVESTMENT B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:LIFCOB.ST,LIFCO B,SE,EU_STOXX600,LIFCOb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,LIFCO B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:LUNDB.ST,LUNDBERGFORETAGEN B,SE,EU_STOXX600,LUNDb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,LUNDBERGFORETAGEN B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
