WS_ID,Name,Country,Primary_Universe_Index,Primary_Ticker,Primary_MIC,ISIN,Universe_Status,Yahoo_Symbol_Before,Yahoo_Symbol_After,Yahoo_Mapping_Status,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Prior_Run_Status,Prior_Reason_Code,Search_Attempted,Search_Query,Search_Result_Name,Search_Result_Exchange,Search_Score,Search_Margin,Search_Reason,Identity_Issues,Needs_Review
WS:XSTO:NIBEB.ST,NIBE INDUSTRIER B,SE,EU_STOXX600,NIBEb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.249333,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,NIBE INDUSTRIER B,FTSE NIBE Industrier B Index,FGI,0.249333,0.249333,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:OCTVSDB.ST,OCTAVE INTELLIGENCE SDR,SE,EU_STOXX600,OCTVsdb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,OCTAVE INTELLIGENCE SDR,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:SAABB.ST,SAAB B,SE,EU_STOXX600,SAABb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.54,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SAAB B,Saab AB (publ),IOB,0.54,0.367826,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:SAGAB.ST,SAGAX 'B',SE,EU_STOXX600,SAGAb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SAGAX 'B',,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:SCAB.ST,SVENSKA CELLULOSA AKTIE. SCA B,SE,EU_STOXX600,SCAb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SVENSKA CELLULOSA AKTIE. SCA B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:SEBA.ST,SKANDINAVISKA ENSKILDA BK A,SE,EU_STOXX600,SEBa.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SKANDINAVISKA ENSKILDA BK A,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:SECTB.ST,SECTRA 'B',SE,EU_STOXX600,SECTb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SECTRA 'B',,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:SECUB.ST,SECURITAS B,SE,EU_STOXX600,SECUb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.584,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SECURITAS B,Securitas AB (publ),IOB,0.584,0.584,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:SKAB.ST,SKANSKA B,SE,EU_STOXX600,SKAb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.571429,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SKANSKA B,Skanska AB (publ),IOB,0.571429,0.571429,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:SKFB.ST,SKF B,SE,EU_STOXX600,SKFb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.523077,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SKF B,AB SKF (publ),IOB,0.523077,0.358077,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:SSABB.ST,SSAB B,SE,EU_STOXX600,SSABb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SSAB B,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSTO:SWECB.ST,SWECO 'B',SE,EU_STOXX600,SWECb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.552941,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SWECO 'B',Sweco AB (publ),IOB,0.552941,0.552941,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:SWEDA.ST,SWEDBANK,SE,EU_STOXX600,SWEDa.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.769048,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SWEDBANK,Swedbank AB (publ),STO,0.769048,0.454048,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:TEL2B.ST,TELE2 B,SE,EU_STOXX600,TEL2b.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.552941,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,TELE2 B,Tele2 AB (publ),IOB,0.552941,0.552941,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:TRELB.ST,TRELLEBORG B,SE,EU_STOXX600,TRELb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.588889,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,TRELLEBORG B,Trelleborg AB (publ),IOB,0.588889,0.588889,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSTO:VOLVB.ST,VOLVO B,SE,EU_STOXX600,VOLVb.ST,XSTO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.1848,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,VOLVO B,FTSE Volvo B Index,FGI,0.1848,0.1848,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSWX:ALCC.S,ALCON,CH,EU_STOXX600,ALCC.S,XSWX,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ALCON,Alcon Inc.,NYQ,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSWX:COTNE.S,COMET HOLDINGS 'R',CH,EU_STOXX600,COTNE.S,XSWX,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,COMET HOLDINGS 'R',,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSWX:HBANC.S,HELVETIA BALOISE HLDG,CH,EU_STOXX600,HBANC.S,XSWX,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,HELVETIA BALOISE HLDG,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XSWX:ROPC.S,ROCHE PS,CH,EU_STOXX600,ROPC.S,XSWX,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.773077,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ROCHE PS,Roche Holding AG,EBS,0.773077,0.773077,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XSWX:SRENH.S,SWISS REINSURANCE COMPANY,CH,EU_STOXX600,SRENH.S,XSWX,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SWISS REINSURANCE COMPANY,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XWAR:ALEP.WA,ALLEGRO.EU,PL,EU_STOXX600,ALEP.WA,XWAR,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.808333,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ALLEGRO.EU,Allegro.eu S.A.,WSE,0.808333,0.158333,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XWBO:ATSV.VI,AT&S AUSTRIA TECH.&SYSTEMTECH,AT,EU_STOXX600,ATSV.VI,XWBO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.742079,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,AT&S AUSTRIA TECH.&SYSTEMTECH,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,VIE,0.742079,0.159152,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XWBO:OMVV.VI,OMV,AT,EU_STOXX600,OMVV.VI,XWBO,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,OMV,OMV AG,MUN,0.65,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XHKG:1211,BYD COMPANY,Hong Kong,HK_HSI,1211,XHKG,,ACTIVE_VERIFIED,,1211.HK,DERIVED_RULE,0.93,1211,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XHKG:2359,WUXI APPTEC,Hong Kong,HK_HSI,2359,XHKG,,ACTIVE_VERIFIED,,2359.HK,DERIVED_RULE,0.93,2359,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XHKG:2899,ZIJIN MINING,Hong Kong,HK_HSI,2899,XHKG,,ACTIVE_VERIFIED,,2899.HK,DERIVED_RULE,0.93,2899,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XHKG:300,MIDEA GROUP,Hong Kong,HK_HSI,300,XHKG,,ACTIVE_VERIFIED,,0300.HK,DERIVED_RULE,0.93,0300,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XHKG:3988,BANK OF CHINA,Hong Kong,HK_HSI,3988,XHKG,,ACTIVE_VERIFIED,,3988.HK,DERIVED_RULE,0.93,3988,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XHKG:5,HSBC HOLDINGS,Hong Kong,HK_HSI,5,XHKG,,ACTIVE_VERIFIED,,0005.HK,DERIVED_RULE,0.93,0005,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XHKG:728,CHINA TELECOM,Hong Kong,HK_HSI,728,XHKG,,ACTIVE_VERIFIED,,0728.HK,DERIVED_RULE,0.93,0728,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XHKG:857,PETROCHINA,Hong Kong,HK_HSI,857,XHKG,,ACTIVE_VERIFIED,,0857.HK,DERIVED_RULE,0.93,0857,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XHKG:883,CNOOC,Hong Kong,HK_HSI,883,XHKG,,ACTIVE_VERIFIED,,0883.HK,DERIVED_RULE,0.93,0883,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XHKG:941,CHINA MOBILE,Hong Kong,HK_HSI,941,XHKG,,ACTIVE_VERIFIED,,0941.HK,DERIVED_RULE,0.93,0941,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XTKS:9434,SOFTBANK CORP.,Japan,JP_N225,9434,XTKS,,ACTIVE_VERIFIED,,9434.T,DERIVED_RULE,0.93,9434,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XTKS:9984,SOFTBANK GROUP CORP.,Japan,JP_N225,9984,XTKS,,ACTIVE_VERIFIED,,9984.T,DERIVED_RULE,0.93,9984,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XKRX:001800,Orion Holdings,South Korea,KR_KOSPI200,001800,XKRX,,ACTIVE_SOURCE_CAPTURED,,001800.KS,DERIVED_RULE,0.93,001800,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XKRX:002790,Amorepacific Holdings,South Korea,KR_KOSPI200,002790,XKRX,,ACTIVE_SOURCE_CAPTURED,,002790.KS,DERIVED_RULE,0.93,002790,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XKRX:009970,Youngone Holdings,South Korea,KR_KOSPI200,009970,XKRX,,ACTIVE_SOURCE_CAPTURED,,009970.KS,DERIVED_RULE,0.93,009970,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XKRX:010060,OCI Holdings,South Korea,KR_KOSPI200,010060,XKRX,,ACTIVE_SOURCE_CAPTURED,,010060.KS,DERIVED_RULE,0.93,010060,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XKRX:090430,Amorepacific,South Korea,KR_KOSPI200,090430,XKRX,,ACTIVE_SOURCE_CAPTURED,,090430.KS,DERIVED_RULE,0.93,090430,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XKRX:111770,Youngone,South Korea,KR_KOSPI200,111770,XKRX,,ACTIVE_SOURCE_CAPTURED,,111770.KS,DERIVED_RULE,0.93,111770,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XKRX:271560,Orion,South Korea,KR_KOSPI200,271560,XKRX,,ACTIVE_SOURCE_CAPTURED,,271560.KS,DERIVED_RULE,0.93,271560,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XKRX:456040,OCI,South Korea,KR_KOSPI200,456040,XKRX,,ACTIVE_SOURCE_CAPTURED,,456040.KS,DERIVED_RULE,0.93,456040,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XMEX:ALFAA,ALFA,Mexico,MX_IPC,ALFA A,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.331579,,,,True,ALFA,Alfa Laval AB (publ),PNK,0.331579,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:BBAJIOO,Banco del Bajío,Mexico,MX_IPC,BBAJIO O,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_NO_QUOTES,0.0,,,,True,Banco del Bajío,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XMEX:BIMBOA,Grupo Bimbo,Mexico,MX_IPC,BIMBO A,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.728125,,,,True,Grupo Bimbo,"Grupo Bimbo, S.A.B. de C.V.",MEX,0.728125,0.16274,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:BOLSAA,Bolsa Mexicana de Valores,Mexico,MX_IPC,BOLSA A,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.798148,,,,True,Bolsa Mexicana de Valores,"Bolsa Mexicana de Valores, S.A.B. de C.V.",MEX,0.798148,0.193981,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:CEMEXCPO,Cemex,Mexico,MX_IPC,CEMEX CPO,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.625,,,,True,Cemex,"CEMEX, S.A.B. de C.V.",MEX,0.625,0.132143,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:FEMSAUBD,FEMSA,Mexico,MX_IPC,FEMSA UBD,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.533333,,,,True,FEMSA,"Coca-Cola FEMSA, S.A.B. de C.V.",MEX,0.533333,0.204167,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:GAPB,Grupo Aeroportuario del Pacífico,Mexico,MX_IPC,GAP B,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_NO_QUOTES,0.0,,,,True,Grupo Aeroportuario del Pacífico,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XMEX:GCARSOA1,Grupo Carso,Mexico,MX_IPC,GCARSO A1,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.728125,,,,True,Grupo Carso,"Grupo Carso, S.A.B. de C.V.",MEX,0.728125,0.16274,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:GFINBURO,Inbursa,Mexico,MX_IPC,GFINBUR O,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.537805,,,,True,Inbursa,"Grupo Financiero Inbursa, S.A.B. de C.V.",MEX,0.537805,0.25,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:GFNORTEO,Banorte,Mexico,MX_IPC,GFNORTE O,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.287805,,,,True,Banorte,"Grupo Financiero Banorte, S.A.B. de C.V.",OQX,0.287805,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:GMEXICOB,Grupo México,Mexico,MX_IPC,GMEXICO B,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_NO_QUOTES,0.0,,,,True,Grupo México,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XMEX:GRUMAB,Gruma,Mexico,MX_IPC,GRUMA B,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.625,,,,True,Gruma,"Gruma, S.A.B. de C.V.",MEX,0.625,0.132143,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:KIMBERA,Kimberly-Clark de México,Mexico,MX_IPC,KIMBER A,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_NO_QUOTES,0.0,,,,True,Kimberly-Clark de México,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XMEX:LABB,Genomma Lab Internacional,Mexico,MX_IPC,LAB B,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.808333,,,,True,Genomma Lab Internacional,"Genomma Lab Internacional, S.A.B. de C.V.",MEX,0.808333,0.199074,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:LIVEPOLC-1,El Puerto de Liverpool,Mexico,MX_IPC,LIVEPOL C-1,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.785417,,,,True,El Puerto de Liverpool,"El Puerto de Liverpool, S.A.B. de C.V.",MEX,0.785417,0.0,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:MEGACPO,Megacable,Mexico,MX_IPC,MEGA CPO,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.703571,,,,True,Megacable,"Megacable Holdings, S. A. B. de C. V.",MEX,0.703571,0.25,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:OMAB,Grupo Aeroportuario Centro Norte,Mexico,MX_IPC,OMA B,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.551282,,,,True,Grupo Aeroportuario Centro Norte,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",NMS,0.551282,0.551282,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:RA,Regional,Mexico,MX_IPC,R A,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.425926,,,,True,Regional,Regional Management Corp.,FRA,0.425926,0.222397,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:TLEVISACPO,Televisa,Mexico,MX_IPC,TLEVISA CPO,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.664286,,,,True,Televisa,"Grupo Televisa, S.A.B.",MEX,0.664286,0.225824,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XMEX:VOLARA,Volaris,Mexico,MX_IPC,VOLAR A,XMEX,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_NO_QUOTES,0.0,,,,True,Volaris,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XNZE:AIA,Auckland International Airport Limited,New Zealand,NZ_NZX50,AIA,XNZE,,ACTIVE_SOURCE_CAPTURED,,AIA.NZ,DERIVED_RULE,0.93,AIA,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:ATM,The a2 Milk Company Limited,New Zealand,NZ_NZX50,ATM,XNZE,,ACTIVE_SOURCE_CAPTURED,,ATM.NZ,DERIVED_RULE,0.93,ATM,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:CEN,Contact Energy Limited,New Zealand,NZ_NZX50,CEN,XNZE,,ACTIVE_SOURCE_CAPTURED,,CEN.NZ,DERIVED_RULE,0.93,CEN,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:CNU,Chorus Limited,New Zealand,NZ_NZX50,CNU,XNZE,,ACTIVE_SOURCE_CAPTURED,,CNU.NZ,DERIVED_RULE,0.93,CNU,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:EBO,EBOS Group Limited,New Zealand,NZ_NZX50,EBO,XNZE,,ACTIVE_SOURCE_CAPTURED,,EBO.NZ,DERIVED_RULE,0.93,EBO,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:FBU,Fletcher Building Limited,New Zealand,NZ_NZX50,FBU,XNZE,,ACTIVE_SOURCE_CAPTURED,,FBU.NZ,DERIVED_RULE,0.93,FBU,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:FPH,Fisher & Paykel Healthcare Corporation Limited,New Zealand,NZ_NZX50,FPH,XNZE,,ACTIVE_SOURCE_CAPTURED,,FPH.NZ,DERIVED_RULE,0.93,FPH,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:FRW,Freightways Group Limited,New Zealand,NZ_NZX50,FRW,XNZE,,ACTIVE_SOURCE_CAPTURED,,FRW.NZ,DERIVED_RULE,0.93,FRW,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:GNE,Genesis Energy Limited,New Zealand,NZ_NZX50,GNE,XNZE,,ACTIVE_SOURCE_CAPTURED,,GNE.NZ,DERIVED_RULE,0.93,GNE,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:IFT,Infratil Limited,New Zealand,NZ_NZX50,IFT,XNZE,,ACTIVE_SOURCE_CAPTURED,,IFT.NZ,DERIVED_RULE,0.93,IFT,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:MCY,Mercury NZ Limited,New Zealand,NZ_NZX50,MCY,XNZE,,ACTIVE_SOURCE_CAPTURED,,MCY.NZ,DERIVED_RULE,0.93,MCY,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:MEL,Meridian Energy Limited,New Zealand,NZ_NZX50,MEL,XNZE,,ACTIVE_SOURCE_CAPTURED,,MEL.NZ,DERIVED_RULE,0.93,MEL,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:RYM,Ryman Healthcare Limited,New Zealand,NZ_NZX50,RYM,XNZE,,ACTIVE_SOURCE_CAPTURED,,RYM.NZ,DERIVED_RULE,0.93,RYM,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:SPK,Spark New Zealand Limited,New Zealand,NZ_NZX50,SPK,XNZE,,ACTIVE_SOURCE_CAPTURED,,SPK.NZ,DERIVED_RULE,0.93,SPK,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XNZE:SUM,Summerset Group Holdings Limited,New Zealand,NZ_NZX50,SUM,XNZE,,ACTIVE_SOURCE_CAPTURED,,SUM.NZ,DERIVED_RULE,0.93,SUM,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:AA,Alcoa,,US_SP1500,AA,,,ACTIVE_SOURCE_CAPTURED,,AA,US_SOURCE_DIRECT,0.94,AA,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:AMCR,Amcor,,US_SP1500,AMCR,,,ACTIVE_SOURCE_CAPTURED,,AMCR,US_SOURCE_DIRECT,0.94,AMCR,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:APA,APA Corporation,,US_SP1500,APA,,,ACTIVE_SOURCE_CAPTURED,,APA,US_SOURCE_DIRECT,0.94,APA,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:EQT,EQT Corporation,,US_SP1500,EQT,,,ACTIVE_SOURCE_CAPTURED,,EQT,US_SOURCE_DIRECT,0.94,EQT,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:LIF,Life360,,US_SP1500,LIF,,,ACTIVE_SOURCE_CAPTURED,,LIF,US_SOURCE_DIRECT,0.94,LIF,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:NEM,Newmont,,US_SP1500,NEM,,,ACTIVE_SOURCE_CAPTURED,,NEM,US_SOURCE_DIRECT,0.94,NEM,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:NWS,News Corp (Class B),,US_SP1500,NWS,,,ACTIVE_SOURCE_CAPTURED,,NWS,US_SOURCE_DIRECT,0.94,NWS,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:RBA,RB Global,,US_SP1500,RBA,,,ACTIVE_SOURCE_CAPTURED,,RBA,US_SOURCE_DIRECT,0.94,RBA,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:RMD,ResMed|,,US_SP1500,RMD,,,ACTIVE_SOURCE_CAPTURED,,RMD,US_SOURCE_DIRECT,0.94,RMD,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:US:XYZ,"Block, Inc.",,US_SP1500,XYZ,,,ACTIVE_SOURCE_CAPTURED,,XYZ,US_SOURCE_DIRECT,0.94,XYZ,,,False,,,,,,,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
