WS_ID,Primary_Universe_Index,Name,Yahoo_Symbol,Country,Lineage_Class_v0_22,In_Active_Source_v0_22,In_Full_Eligibility_v0_14,In_Strict_v0_14,In_Unresolved_Queue_v0_15,In_Research_Partial_v0_16
WS:XAMS:PRX.AS,EU_STOXX600,Prosus,PRX.AS,NL,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XAMS:RAND.AS,EU_STOXX600,RANDSTAD,RAND.AS,NL,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XAMS:SBMO.AS,EU_STOXX600,SBM OFFSHORE,SBMO.AS,NL,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XAMS:SHEL.AS,EU_STOXX600,SHELL,SHELL.AS,GB,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XAMS:UMG.AS,EU_STOXX600,UMG,UMG.AS,NL,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XAMS:VOPA.AS,EU_STOXX600,VOPAK,VPK.AS,NL,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XAMS:WLSNC.AS,EU_STOXX600,WOLTERS KLUWER,WKL.AS,NL,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XBRU:ABI.BR,EU_STOXX600,ANHEUSER-BUSCH INBEV,ABI.BR,BE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XBRU:ACKB.BR,EU_STOXX600,ACKERMANS & VAN HAAREN,ACKB.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:AGES.BR,EU_STOXX600,AGEAS,AGS.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:AOO.BR,EU_STOXX600,AEDIFICA,AED.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:ARGX.BR,EU_STOXX600,ARGENX,ARGX.BR,BE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XBRU:ELI.BR,EU_STOXX600,ELIA GROUP,ELI.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:GBLB.BR,EU_STOXX600,GRP BRUXELLES LAMBERT,GBLB.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:IETB.BR,EU_STOXX600,D'IETEREN GROUP,DIE.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:KBC.BR,EU_STOXX600,KBC GRP,KBC.BR,BE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XBRU:KBCA.BR,EU_STOXX600,KBC ANCORA,KBCA.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:LOTB.BR,EU_STOXX600,LOTUS BAKERIES,LOTB.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:SOF.BR,EU_STOXX600,SOFINA,SOF.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:SYENS.BR,EU_STOXX600,SYENSQO,SYENS.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:TUB.BR,EU_STOXX600,FINANCIERE DE TUBIZE,TUB.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:UCB.BR,EU_STOXX600,UCB,UCB.BR,BE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XBRU:UMI.BR,EU_STOXX600,UMICORE,UMI.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XBRU:WDPP.BR,EU_STOXX600,WDP,WDP.BR,BE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:ALKB.CO,EU_STOXX600,ALK-ABELLO B,ALK-B.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:ALSYDB.CO,EU_STOXX600,AL SYDBANK,ALSYDB.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:CARLB.CO,EU_STOXX600,CARLSBERG B,CARL-B.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:COLOB.CO,EU_STOXX600,COLOPLAST B,COLO-B.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:DANSKE.CO,EU_STOXX600,DANSKE BANK,DANSKE.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:DEMANT.CO,EU_STOXX600,DEMANT,DEMANT.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:DSV.CO,EU_STOXX600,DSV,DSV.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:FLS.CO,EU_STOXX600,FLSMIDTH & COMPANY,FLS.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:GMAB.CO,EU_STOXX600,GENMAB,GMAB.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:ISS.CO,EU_STOXX600,ISS AS,ISS.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:JYSK.CO,EU_STOXX600,JYSKE BANK,JYSK.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:MAERSKB.CO,EU_STOXX600,A.P.MOLLER-MAERSK B,MAERSK-B.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:NKT.CO,EU_STOXX600,NKT,NKT.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:NOVOB.CO,EU_STOXX600,NOVO NORDISK B,NOVO-B.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:NSISB.CO,EU_STOXX600,NOVONESIS,NSIS-B.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:ORSTED.CO,EU_STOXX600,ORSTED,ORSTED.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:PNDORA.CO,EU_STOXX600,PANDORA,PNDORA.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:RBREW.CO,EU_STOXX600,ROYAL UNIBREW,RBREW.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:RILBA.CO,EU_STOXX600,RINGKJOBING LANDBOBANK,RILBA.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:ROCKB.CO,EU_STOXX600,ROCKWOOL B,ROCK-B.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:TRYG.CO,EU_STOXX600,TRYG,TRYG.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XCSE:VWS.CO,EU_STOXX600,VESTAS WIND SYSTEMS,VWS.CO,DK,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XCSE:ZELA.CO,EU_STOXX600,ZEALAND PHARMA,ZEAL.CO,DK,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XDUB:AIBG.I,EU_STOXX600,AIB GROUP,A5G.IR,IE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XDUB:BIRG.I,EU_STOXX600,BANK OF IRELAND GROUP,BIRG.IR,IE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XDUB:GL9.I,EU_STOXX600,GLANBIA,GL9.IR,IE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XDUB:KSP.I,EU_STOXX600,KINGSPAN GRP,KRX.IR,IE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XDUB:KYGA.I,EU_STOXX600,KERRY GRP,KRZ.IR,IE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XDUB:RYA.I,EU_STOXX600,RYANAIR,RYA.IR,IE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:ADSGN.DE,EU_STOXX600,ADIDAS,ADS.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:AG1G.DE,EU_STOXX600,AUTO1 GROUP,AG1.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:AIXGN.DE,EU_STOXX600,AIXTRON,AIXA.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:ALVG.DE,EU_STOXX600,ALLIANZ,ALV.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:AMV0N.DE,EU_STOXX600,AUMOVIO,AMV0.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:BASFN.DE,EU_STOXX600,BASF,BAS.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:BAYGN.DE,EU_STOXX600,BAYER,BAYN.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:BC8G.DE,EU_STOXX600,BECHTLE,BC8.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:BEIG.DE,EU_STOXX600,BEIERSDORF,BEI.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:BMWG.DE,EU_STOXX600,BMW,BMW.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:BNRGN.DE,EU_STOXX600,BRENNTAG,BNR.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:CBKG.DE,EU_STOXX600,COMMERZBANK,CBK.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:CONG.DE,EU_STOXX600,CONTINENTAL,CON.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:DB1GN.DE,EU_STOXX600,DEUTSCHE BOERSE,DB1.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:DBKGN.DE,EU_STOXX600,DEUTSCHE BANK,DBK.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:DHER.DE,EU_STOXX600,DELIVERY HERO,DHER.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:DHLN.DE,EU_STOXX600,DEUTSCHE POST,DHL.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:DTEGN.DE,EU_STOXX600,DEUTSCHE TELEKOM,DTE.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:DTGGE.DE,EU_STOXX600,DAIMLER TRUCK,DTG.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:ENR1N.DE,EU_STOXX600,SIEMENS ENERGY,ENR.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:EONGN.DE,EU_STOXX600,E.ON,EOAN.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:EVDG.DE,EU_STOXX600,CTS EVENTIM,EVD.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:EVKN.DE,EU_STOXX600,EVONIK INDUSTRIES,EVK.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:FMEG.DE,EU_STOXX600,FRESENIUS MEDICAL CARE,FME.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:FNTGN.DE,EU_STOXX600,FREENET,FNTN.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:FPE3_P.DE,EU_STOXX600,FUCHS PREF,FPE3.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:FRAG.DE,EU_STOXX600,FRAPORT,FRA.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:FREG.DE,EU_STOXX600,FRESENIUS,FRE.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:FTKN.DE,EU_STOXX600,FLATEXDEGIRO N,FTK.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:G1AG.DE,EU_STOXX600,GEA GRP,G1A.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:G24N.DE,EU_STOXX600,SCOUT24,G24.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:GBFG.DE,EU_STOXX600,BILFINGER,GBF.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:HAGG.DE,EU_STOXX600,HENSOLDT,HAG.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:HEIG.DE,EU_STOXX600,HEIDELBERG MATERIALS,HEI.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:HNKG_P.DE,EU_STOXX600,HENKEL PREF,HEN3.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:HNRGN.DE,EU_STOXX600,HANNOVER RUECK,HNR1.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:HOTG.DE,EU_STOXX600,HOCHTIEF,HOT.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:IFXGN.DE,EU_STOXX600,INFINEON TECHNOLOGIES,IFX.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:KBX.DE,EU_STOXX600,KNORR BREMSE,KBX.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:KGX.DE,EU_STOXX600,KION GROUP,KGX.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:LEGN.DE,EU_STOXX600,LEG IMMOBILIEN,LEG.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:LHAG.DE,EU_STOXX600,LUFTHANSA,LHA.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:MBGN.DE,EU_STOXX600,MERCEDES-BENZ GROUP,MBG.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:MRCG.DE,EU_STOXX600,MERCK,MRK.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:MTXGN.DE,EU_STOXX600,MTU AERO ENGINES,MTX.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:MUVGN.DE,EU_STOXX600,MUENCHENER RUECK,MUV2.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:NAFG.DE,EU_STOXX600,AURUBIS,NDA.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:NDXG.DE,EU_STOXX600,NORDEX,NDX1.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:NEKG.DE,EU_STOXX600,NEMETSCHEK,NEM.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:P911_P.DE,EU_STOXX600,DR ING HC F PORSCHE PREF.,P911.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:PSHG_P.DE,EU_STOXX600,PORSCHE AUTOMOBIL HLDG PREF,PAH3.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:PUMG.DE,EU_STOXX600,PUMA,PUM.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:QIA.DE,EU_STOXX600,QIAGEN,QIA.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:R3NK.DE,EU_STOXX600,RENK,R3NK.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:RAAG.DE,EU_STOXX600,RATIONAL,RAA.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:RHMG.DE,EU_STOXX600,RHEINMETALL,RHM.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:RWEG.DE,EU_STOXX600,RWE,RWE.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:SAPG.DE,EU_STOXX600,SAP,SAP.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:SATG_P.DE,EU_STOXX600,SARTORIUS PREF.,SRT3.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:SDFGN.DE,EU_STOXX600,K + S,SDF.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:SHLG.DE,EU_STOXX600,SIEMENS HEALTHINEERS,SHL.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:SIEGN.DE,EU_STOXX600,SIEMENS,SIE.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:SY1G.DE,EU_STOXX600,SYMRISE,SY1.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:TEGG.DE,EU_STOXX600,TAG IMMOBILIEN AG,TEG.DE,DE,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XETR:TKAG.DE,EU_STOXX600,THYSSENKRUPP,TKA.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:TLXGN.DE,EU_STOXX600,TALANX,TLX.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:TUI1N.DE,EU_STOXX600,TUI,TUI1.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:VNAN.DE,EU_STOXX600,Vonovia SE,VNA.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:VOWG_P.DE,EU_STOXX600,VOLKSWAGEN PREF,VOW3.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XETR:ZALG.DE,EU_STOXX600,ZALANDO,ZAL.DE,DE,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHEL:ELISA.HE,EU_STOXX600,ELISA CORPORATION,ELISA.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:FORTUM.HE,EU_STOXX600,FORTUM,FORTUM.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:HIAB.HE,EU_STOXX600,HIAB,HIAB.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:HUH1V.HE,EU_STOXX600,HUHTAMAKI,HUH1V.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:KCRA.HE,EU_STOXX600,KONECRANES,KCR.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:KEMIRA.HE,EU_STOXX600,KEMIRA,KEMIRA.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:KESKOB.HE,EU_STOXX600,KESKO,KESKOB.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:KNEBV.HE,EU_STOXX600,KONE B,KNEBV.HE,FI,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHEL:MANTA.HE,EU_STOXX600,Mandatum,MANTA.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:METSO.HE,EU_STOXX600,METSO,METSO.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:NDAFI.HE,EU_STOXX600,NORDEA BANK,NDA-FI.HE,FI,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHEL:NESTE.HE,EU_STOXX600,NESTE,NESTE.HE,FI,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHEL:NOKIA.HE,EU_STOXX600,NOKIA,NOKIA.HE,FI,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHEL:ORNBV.HE,EU_STOXX600,ORION B,ORNBV.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:SAMPO.HE,EU_STOXX600,SAMPO,SAMPO.HE,FI,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHEL:STERV.HE,EU_STOXX600,STORA ENSO R,STERV.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:UPM.HE,EU_STOXX600,UPM KYMMENE,UPM.HE,FI,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHEL:VALMT.HE,EU_STOXX600,Valmet,VALMT.HE,FI,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHEL:WRT1V.HE,EU_STOXX600,WARTSILA,WRT1V.HE,FI,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
