WS_ID,Primary_Universe_Index,Name,Yahoo_Symbol,Country,Lineage_Class_v0_22,In_Active_Source_v0_22,In_Full_Eligibility_v0_14,In_Strict_v0_14,In_Unresolved_Queue_v0_15,In_Research_Partial_v0_16
WS:XHKG:1113,HK_HSI,CK ASSET,1113.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1177,HK_HSI,SBP GROUP,1177.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:12,HK_HSI,HENDERSON LAND,0012.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1209,HK_HSI,CHINA RES MIXC,1209.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1211,HK_HSI,BYD COMPANY,1211.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1299,HK_HSI,AIA,1299.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1378,HK_HSI,CHINAHONGQIAO,1378.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1398,HK_HSI,ICBC,1398.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1519,HK_HSI,J&T EXPRESS - W,1519.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:16,HK_HSI,SHK PPT,0016.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:175,HK_HSI,GEELY AUTO,0175.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1801,HK_HSI,INNOVENT BIO,1801.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1810,HK_HSI,XIAOMI - W,1810.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1876,HK_HSI,BUD APAC,1876.HK,Hong Kong,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHKG:1928,HK_HSI,SANDS CHINA LTD,1928.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1929,HK_HSI,CHOW TAI FOOK,1929.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:1997,HK_HSI,WHARF REIC,1997.HK,Hong Kong,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHKG:2,HK_HSI,CLP HOLDINGS,0002.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2015,HK_HSI,LI AUTO - W,2015.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2020,HK_HSI,ANTA SPORTS,2020.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2057,HK_HSI,ZTO EXPRESS - W,2057.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2269,HK_HSI,WUXI BIO,2269.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2313,HK_HSI,SHENZHOU INTL,2313.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2318,HK_HSI,PING AN,2318.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2319,HK_HSI,MENGNIU DAIRY,2319.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2331,HK_HSI,LI NING,2331.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2359,HK_HSI,WUXI APPTEC,2359.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2382,HK_HSI,SUNNY OPTICAL,2382.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2388,HK_HSI,BOC HONG KONG,2388.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:241,HK_HSI,ALI HEALTH,0241.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2600,HK_HSI,CHALCO,2600.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2618,HK_HSI,JD LOGISTICS,2618.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2628,HK_HSI,CHINA LIFE,2628.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:267,HK_HSI,CITIC,0267.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2688,HK_HSI,ENN ENERGY,2688.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:27,HK_HSI,GALAXY ENT,0027.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:285,HK_HSI,BYD ELECTRONIC,0285.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:288,HK_HSI,WH GROUP,0288.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:2899,HK_HSI,ZIJIN MINING,2899.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:291,HK_HSI,CHINA RES BEER,0291.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:3,HK_HSI,HK & CHINA GAS,0003.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:300,HK_HSI,MIDEA GROUP,0300.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:316,HK_HSI,OOIL,0316.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:322,HK_HSI,TINGYI,0322.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:3690,HK_HSI,MEITUAN - W,3690.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:3692,HK_HSI,HANSOH PHARMA,3692.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:3750,HK_HSI,CATL,3750.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:386,HK_HSI,SINOPEC CORP,0386.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:388,HK_HSI,HKEX,0388.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:3968,HK_HSI,CM BANK,3968.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:3988,HK_HSI,BANK OF CHINA,3988.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:3993,HK_HSI,CMOC,3993.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:5,HK_HSI,HSBC HOLDINGS,0005.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:6,HK_HSI,POWER ASSETS,0006.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:6160,HK_HSI,BEONE MEDICINES,6160.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:6181,HK_HSI,LAOPU GOLD,6181.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:66,HK_HSI,MTR CORPORATION,0066.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:6618,HK_HSI,JD HEALTH,6618.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:669,HK_HSI,TECHTRONIC IND,0669.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:6690,HK_HSI,HAIER SMARTHOME,6690.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:6862,HK_HSI,HAIDILAO,6862.HK,Hong Kong,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHKG:688,HK_HSI,CHINA OVERSEAS,0688.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:700,HK_HSI,TENCENT,0700.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:728,HK_HSI,CHINA TELECOM,0728.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:762,HK_HSI,CHINA UNICOM,0762.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:823,HK_HSI,LINK REIT,0823.HK,Hong Kong,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHKG:836,HK_HSI,CHINA RES POWER,0836.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:857,HK_HSI,PETROCHINA,0857.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:868,HK_HSI,XINYI GLASS,0868.HK,Hong Kong,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHKG:883,HK_HSI,CNOOC,0883.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:939,HK_HSI,CCB,0939.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:941,HK_HSI,CHINA MOBILE,0941.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:960,HK_HSI,LONGFOR GROUP,0960.HK,Hong Kong,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHKG:9618,HK_HSI,JD - SW,9618.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:9633,HK_HSI,NONGFU SPRING,9633.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:968,HK_HSI,XINYI SOLAR,0968.HK,Hong Kong,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XHKG:981,HK_HSI,SMIC,0981.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:9888,HK_HSI,BIDU - SW,9888.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:9901,HK_HSI,NEW ORIENTAL - S,9901.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:992,HK_HSI,LENOVO GROUP,0992.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:9961,HK_HSI,TRIP.COM - S,9961.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:9988,HK_HSI,BABA - W,9988.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:9992,HK_HSI,POP MART,9992.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:XHKG:9999,HK_HSI,NTES,9999.HK,Hong Kong,EXCLUDED_INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,True,True,False,True,False
WS:ISIN:INE002A01018,IN_NIFTY50,Reliance Industries Ltd.,RELIANCE.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE009A01021,IN_NIFTY50,Infosys Ltd.,INFY.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE018A01030,IN_NIFTY50,Larsen & Toubro Ltd.,LT.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE019A01038,IN_NIFTY50,JSW Steel Ltd.,JSWSTEEL.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE021A01026,IN_NIFTY50,Asian Paints Ltd.,ASIANPAINT.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE027H01010,IN_NIFTY50,Max Healthcare Institute Ltd.,MAXHEALTH.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE030A01027,IN_NIFTY50,Hindustan Unilever Ltd.,HINDUNILVR.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE038A01020,IN_NIFTY50,Hindalco Industries Ltd.,HINDALCO.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE040A01034,IN_NIFTY50,HDFC Bank Ltd.,HDFCBANK.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE044A01036,IN_NIFTY50,Sun Pharmaceutical Industries Ltd.,SUNPHARMA.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE047A01021,IN_NIFTY50,Grasim Industries Ltd.,GRASIM.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE059A01026,IN_NIFTY50,Cipla Ltd.,CIPLA.NS,India,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:ISIN:INE062A01020,IN_NIFTY50,State Bank of India,SBIN.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE066A01021,IN_NIFTY50,Eicher Motors Ltd.,EICHERMOT.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE075A01022,IN_NIFTY50,Wipro Ltd.,WIPRO.NS,India,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:ISIN:INE081A01020,IN_NIFTY50,Tata Steel Ltd.,TATASTEEL.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE089A01031,IN_NIFTY50,Dr. Reddy's Laboratories Ltd.,DRREDDY.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE090A01021,IN_NIFTY50,ICICI Bank Ltd.,ICICIBANK.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE101A01026,IN_NIFTY50,Mahindra & Mahindra Ltd.,M&M.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE123W01016,IN_NIFTY50,SBI Life Insurance Company Ltd.,SBILIFE.NS,India,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:ISIN:INE154A01025,IN_NIFTY50,ITC Ltd.,ITC.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE155A01022,IN_NIFTY50,Tata Motors Passenger Vehicles Ltd.,TMPV.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE192A01025,IN_NIFTY50,Tata Consumer Products Ltd.,TATACONSUM.NS,India,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:ISIN:INE213A01029,IN_NIFTY50,Oil & Natural Gas Corporation Ltd.,ONGC.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE237A01036,IN_NIFTY50,Kotak Mahindra Bank Ltd.,KOTAKBANK.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE238A01034,IN_NIFTY50,Axis Bank Ltd.,AXISBANK.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE239A01024,IN_NIFTY50,Nestle India Ltd.,NESTLEIND.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE263A01024,IN_NIFTY50,Bharat Electronics Ltd.,BEL.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE280A01028,IN_NIFTY50,Titan Company Ltd.,TITAN.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE296A01032,IN_NIFTY50,Bajaj Finance Ltd.,BAJFINANCE.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE397D01024,IN_NIFTY50,Bharti Airtel Ltd.,BHARTIARTL.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE423A01024,IN_NIFTY50,Adani Enterprises Ltd.,ADANIENT.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE437A01024,IN_NIFTY50,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE467B01029,IN_NIFTY50,Tata Consultancy Services Ltd.,TCS.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE481G01011,IN_NIFTY50,UltraTech Cement Ltd.,ULTRACEMCO.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE522F01014,IN_NIFTY50,Coal India Ltd.,COALINDIA.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE585B01010,IN_NIFTY50,Maruti Suzuki India Ltd.,MARUTI.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE646L01027,IN_NIFTY50,InterGlobe Aviation Ltd.,INDIGO.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE669C01036,IN_NIFTY50,Tech Mahindra Ltd.,TECHM.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE721A01047,IN_NIFTY50,Shriram Finance Ltd.,SHRIRAMFIN.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE733E01010,IN_NIFTY50,NTPC Ltd.,NTPC.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE742F01042,IN_NIFTY50,Adani Ports and Special Economic Zone Ltd.,ADANIPORTS.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE752E01010,IN_NIFTY50,Power Grid Corporation of India Ltd.,POWERGRID.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE758E01017,IN_NIFTY50,Jio Financial Services Ltd.,JIOFIN.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE758T01015,IN_NIFTY50,Eternal Ltd.,ETERNAL.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE795G01014,IN_NIFTY50,HDFC Life Insurance Company Ltd.,HDFCLIFE.NS,India,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:ISIN:INE849A01020,IN_NIFTY50,Trent Ltd.,TRENT.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE860A01027,IN_NIFTY50,HCL Technologies Ltd.,HCLTECH.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE917I01010,IN_NIFTY50,Bajaj Auto Ltd.,BAJAJ-AUTO.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:ISIN:INE918I01026,IN_NIFTY50,Bajaj Finserv Ltd.,BAJAJFINSV.NS,India,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:1332,JP_N225,NISSUI CORP.,1332.T,Japan,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XTKS:1605,JP_N225,INPEX CORP.,1605.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:1721,JP_N225,COMSYS HOLDINGS CORP.,1721.T,Japan,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XTKS:1801,JP_N225,TAISEI CORP.,1801.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:1802,JP_N225,OBAYASHI CORP.,1802.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:1803,JP_N225,SHIMIZU CORP.,1803.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:1808,JP_N225,HASEKO CORP.,1808.T,Japan,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XTKS:1812,JP_N225,KAJIMA CORP.,1812.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:1925,JP_N225,"DAIWA HOUSE IND. CO., LTD.",1925.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:1928,JP_N225,"SEKISUI HOUSE, LTD.",1928.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:1963,JP_N225,JGC HOLDINGS CORP.,1963.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:2002,JP_N225,NISSHIN SEIFUN GROUP INC.,2002.T,Japan,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:XTKS:2269,JP_N225,"MEIJI HOLDINGS CO., LTD.",2269.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:2282,JP_N225,NH FOODS LTD.,2282.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:XTKS:2413,JP_N225,"M3, INC.",2413.T,Japan,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
