WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons,Instrument_Decision_v0_6,Instrument_Type_Resolved_v0_6,Instrument_Resolution_Method_v0_6,Instrument_Resolution_Reason_v0_6,Instrument_Evidence_URL_v0_6,Instrument_Evidence_Note_v0_6,Strict_Eligibility_v0_6,Instrument_Decision_v0_7,Instrument_Type_Resolved_v0_7,Instrument_Resolution_Method_v0_7,Instrument_Resolution_Reason_v0_7,Instrument_Evidence_URL_v0_7,Instrument_Evidence_Note_v0_7,Strict_Eligibility_v0_7,TMX_Target_Symbol,TMX_Suffix_Pattern
WS:XTSE:ATZ,Aritzia Inc. Subordinate Voting Shares,Canada,CA_TSX,XTSE,ATZ,ATZ.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,54727014.83865336,59629691.5597409,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,ATZ,NO_DOT_SUFFIX
WS:XTSE:AYA,Aya Gold & Silver Inc.,Canada,CA_TSX,XTSE,AYA,AYA.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,24820027.10784158,20353372.343289755,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,AYA,NO_DOT_SUFFIX
WS:XTSE:BAM,Brookfield Asset Management Ltd. Class A Limited Voting Shares,Canada,CA_TSX,XTSE,BAM,BAM.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,58140022.3869778,55306113.64542352,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,BAM,NO_DOT_SUFFIX
WS:XTSE:BB,BlackBerry Limited,Canada,CA_TSX,XTSE,BB,BB.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,18329248.608583808,37269550.139951676,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,BB,NO_DOT_SUFFIX
WS:XTSE:BBD.B,Bombardier Inc. Class B Subordinate Voting Shares,Canada,CA_TSX,XTSE,BBD.B,BBD-B.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,56872500.718660094,60279698.674822584,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,BBD.B,DOT_CLASS_LIKE
WS:XTSE:BCE,BCE Inc.,Canada,CA_TSX,XTSE,BCE,BCE.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,77822517.16005056,84047773.60240024,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,BCE,NO_DOT_SUFFIX
WS:XTSE:BMO,Bank of Montreal,Canada,CA_TSX,XTSE,BMO,BMO.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,346807521.8454844,303108191.56887275,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,BMO,NO_DOT_SUFFIX
WS:XTSE:BN,Brookfield Corporation Class A Limited Voting Shares,Canada,CA_TSX,XTSE,BN,BN.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,105714155.4391059,96772468.09838101,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,BN,NO_DOT_SUFFIX
WS:XTSE:BNS,Bank of Nova Scotia (The),Canada,CA_TSX,XTSE,BNS,BNS.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,235701244.0546587,253565134.97508097,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,BNS,NO_DOT_SUFFIX
WS:XTSE:BTO,B2Gold Corp.,Canada,CA_TSX,XTSE,BTO,BTO.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,16688794.273016531,15515887.186499007,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,BTO,NO_DOT_SUFFIX
WS:XTSE:CAE,CAE Inc.,Canada,CA_TSX,XTSE,CAE,CAE.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,20028380.51544448,18118204.27870393,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CAE,NO_DOT_SUFFIX
WS:XTSE:CCL.B,CCL Industries Inc. Unlimited Class B Non-Voting Shares,Canada,CA_TSX,XTSE,CCL.B,CCL-B.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,21897176.51011035,22002136.93991848,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CCL.B,DOT_CLASS_LIKE
WS:XTSE:CCO,Cameco Corporation,Canada,CA_TSX,XTSE,CCO,CCO.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,76690775.20800842,80216045.00960676,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CCO,NO_DOT_SUFFIX
WS:XTSE:CLS,Celestica Inc.,Canada,CA_TSX,XTSE,CLS,CLS.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,144176545.15165,115713331.37575349,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CLS,NO_DOT_SUFFIX
WS:XTSE:CM,Canadian Imperial Bank Of Commerce,Canada,CA_TSX,XTSE,CM,CM.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,199927085.1671573,240345647.7478184,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CM,NO_DOT_SUFFIX
WS:XTSE:CNQ,Canadian Natural Resources Limited,Canada,CA_TSX,XTSE,CNQ,CNQ.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,288360443.9832796,458520501.89027643,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CNQ,NO_DOT_SUFFIX
WS:XTSE:CNR,Canadian National Railway Company,Canada,CA_TSX,XTSE,CNR,CNR.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,157542181.73902822,159249506.00755244,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CNR,NO_DOT_SUFFIX
WS:XTSE:CP,Canadian Pacific Kansas City Limited,Canada,CA_TSX,XTSE,CP,CP.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,97442006.31655854,94535739.30296649,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CP,NO_DOT_SUFFIX
WS:XTSE:CPX,Capital Power Corporation,Canada,CA_TSX,XTSE,CPX,CPX.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,26272494.450017698,26180087.602611937,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CPX,NO_DOT_SUFFIX
WS:XTSE:CS,Capstone Copper Corp.,Canada,CA_TSX,XTSE,CS,CS.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,29744996.296188228,29320278.000793066,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CS,NO_DOT_SUFFIX
