WS_ID,Gap_Family,Diagnostic_Classification,Provider_Symbol,Request_Mode,Repair_Pass,Primary_MIC,Primary_Ticker,Primary_Currency,Name,Country,Primary_Universe_Index,Yahoo_Mapping_Status,Pre_Status,Pre_Reason,Pre_Price_Rows,Post_Status,Post_Reason,Post_Price_Rows,Post_Unique_Bars,Post_Valid_Bars,Post_Repaired_Rows,Post_Suspicious_Returns,Post_First_Day,Post_Last_Day,Provider_Data_Returned,Controlled_Result,Eligibility_Promoted,Universe_Mutated,Mapping_Override_Created
WS:XLON:PLUSP.L,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,PLUSP.L,NORMAL_FIXED_WINDOW,False,XLON,PLUSP.L,GBP,PLUS500,GB,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XLON:RS1R.L,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,RS1R.L,NORMAL_FIXED_WINDOW,False,XLON,RS1R.L,GBP,RS Group,GB,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XLON:SHCS.L,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SHCS.L,NORMAL_FIXED_WINDOW,False,XLON,SHCS.L,GBP,SHAFTESBURY CAPITAL,GB,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XLON:SJP.L,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SJP.L,NORMAL_FIXED_WINDOW,False,XLON,SJP.L,GBP,ST.JAMES'S PLACE CAPITAL,GB,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XLON:TCAPI.L,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,TCAPI.L,NORMAL_FIXED_WINDOW,False,XLON,TCAPI.L,GBP,TP ICAP,GB,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMAD:AMA.MC,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,AMA.MC,NORMAL_FIXED_WINDOW,False,XMAD,AMA.MC,EUR,AMADEUS IT GROUP,ES,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMAD:ENAG.MC,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ENAG.MC,NORMAL_FIXED_WINDOW,False,XMAD,ENAG.MC,EUR,ENAGAS,ES,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMAD:GRLS.MC,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,GRLS.MC,NORMAL_FIXED_WINDOW,False,XMAD,GRLS.MC,EUR,GRIFOLS,ES,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMAD:REDE.MC,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,REDE.MC,NORMAL_FIXED_WINDOW,False,XMAD,REDE.MC,EUR,Redeia Corporacion,ES,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMAD:SABE.MC,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SABE.MC,NORMAL_FIXED_WINDOW,False,XMAD,SABE.MC,EUR,BCO SABADELL,ES,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:A2.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,A2.MI,NORMAL_FIXED_WINDOW,False,XMIL,A2.MI,EUR,A2A,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:AZMT.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,AZMT.MI,NORMAL_FIXED_WINDOW,False,XMIL,AZMT.MI,EUR,AZIMUT HLDG,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:BCU.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,BCU.MI,NORMAL_FIXED_WINDOW,False,XMIL,BCU.MI,EUR,BRUNELLO CUCINELLI,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:CPRI.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,CPRI.MI,NORMAL_FIXED_WINDOW,False,XMIL,CPRI.MI,EUR,DAVIDE CAMPARI,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:CRDI.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,CRDI.MI,NORMAL_FIXED_WINDOW,False,XMIL,CRDI.MI,EUR,UNICREDIT,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:EMII.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,EMII.MI,NORMAL_FIXED_WINDOW,False,XMIL,EMII.MI,EUR,BPER Banca,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:ENEI.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ENEI.MI,NORMAL_FIXED_WINDOW,False,XMIL,ENEI.MI,EUR,ENEL,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:GASI.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,GASI.MI,NORMAL_FIXED_WINDOW,False,XMIL,GASI.MI,EUR,ASSICURAZIONI GENERALI,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:HRA.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,HRA.MI,NORMAL_FIXED_WINDOW,False,XMIL,HRA.MI,EUR,HERA,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:ITPG.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ITPG.MI,NORMAL_FIXED_WINDOW,False,XMIL,ITPG.MI,EUR,INTERPUMP GRP,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:LDOF.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,LDOF.MI,NORMAL_FIXED_WINDOW,False,XMIL,LDOF.MI,EUR,LEONARDO,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:NEXII.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,NEXII.MI,NORMAL_FIXED_WINDOW,False,XMIL,NEXII.MI,EUR,NEXI SPA,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:RECI.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,RECI.MI,NORMAL_FIXED_WINDOW,False,XMIL,RECI.MI,EUR,RECORDATI,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:SPMI.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SPMI.MI,NORMAL_FIXED_WINDOW,False,XMIL,SPMI.MI,EUR,SAIPEM,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:TENR.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,TENR.MI,NORMAL_FIXED_WINDOW,False,XMIL,TENR.MI,EUR,TENARIS,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:TLIT.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,TLIT.MI,NORMAL_FIXED_WINDOW,False,XMIL,TLIT.MI,EUR,TELECOM ITALIA,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XMIL:UNPI.MI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,UNPI.MI,NORMAL_FIXED_WINDOW,False,XMIL,UNPI.MI,EUR,UNIPOL ASSICURAZIONI,IT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XOSL:GJFG.OL,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,GJFG.OL,NORMAL_FIXED_WINDOW,False,XOSL,GJFG.OL,NOK,GJENSIDIGE FORSIKRING,NO,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:ACCP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ACCP.PA,NORMAL_FIXED_WINDOW,False,XPAR,ACCP.PA,EUR,ACCOR,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:AIRP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,AIRP.PA,NORMAL_FIXED_WINDOW,False,XPAR,AIRP.PA,EUR,AIR LIQUIDE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:ALSO.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ALSO.PA,NORMAL_FIXED_WINDOW,False,XPAR,ALSO.PA,EUR,ALSTOM,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:AXAF.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,AXAF.PA,NORMAL_FIXED_WINDOW,False,XPAR,AXAF.PA,EUR,AXA,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:BIOX.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,BIOX.PA,NORMAL_FIXED_WINDOW,False,XPAR,BIOX.PA,EUR,BIOMERIEUX,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:BNPP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,BNPP.PA,NORMAL_FIXED_WINDOW,False,XPAR,BNPP.PA,EUR,BNP PARIBAS,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:BOLL.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,BOLL.PA,NORMAL_FIXED_WINDOW,False,XPAR,BOLL.PA,EUR,BOLLORE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:BOUY.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,BOUY.PA,NORMAL_FIXED_WINDOW,False,XPAR,BOUY.PA,EUR,BOUYGUES,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:CAGR.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,CAGR.PA,NORMAL_FIXED_WINDOW,False,XPAR,CAGR.PA,EUR,CREDIT AGRICOLE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:CAPP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,CAPP.PA,NORMAL_FIXED_WINDOW,False,XPAR,CAPP.PA,EUR,CAP GEMINI,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:CARR.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,CARR.PA,NORMAL_FIXED_WINDOW,False,XPAR,CARR.PA,EUR,CARREFOUR,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:CVO.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,CVO.PA,NORMAL_FIXED_WINDOW,False,XPAR,CVO.PA,EUR,COVIVIO,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:DANO.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,DANO.PA,NORMAL_FIXED_WINDOW,False,XPAR,DANO.PA,EUR,DANONE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:DAST.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,DAST.PA,NORMAL_FIXED_WINDOW,False,XPAR,DAST.PA,EUR,DASSAULT SYSTEMS,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:ENGIE.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ENGIE.PA,NORMAL_FIXED_WINDOW,False,XPAR,ENGIE.PA,EUR,ENGIE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:ESLX.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ESLX.PA,NORMAL_FIXED_WINDOW,False,XPAR,ESLX.PA,EUR,ESSILORLUXOTTICA,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:EUFI.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,EUFI.PA,NORMAL_FIXED_WINDOW,False,XPAR,EUFI.PA,EUR,EUROFINS SCIENTIFIC,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:EXHO.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,EXHO.PA,NORMAL_FIXED_WINDOW,False,XPAR,EXHO.PA,EUR,SODEXO,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:FOUG.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,FOUG.PA,NORMAL_FIXED_WINDOW,False,XPAR,FOUG.PA,EUR,EIFFAGE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:GETP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,GETP.PA,NORMAL_FIXED_WINDOW,False,XPAR,GETP.PA,EUR,Getlink,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:GFCP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,GFCP.PA,NORMAL_FIXED_WINDOW,False,XPAR,GFCP.PA,EUR,GECINA,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:HRMS.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,HRMS.PA,NORMAL_FIXED_WINDOW,False,XPAR,HRMS.PA,EUR,HERMES INTERNATIONAL,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:LEGD.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,LEGD.PA,NORMAL_FIXED_WINDOW,False,XPAR,LEGD.PA,EUR,LEGRAND,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:LOIM.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,LOIM.PA,NORMAL_FIXED_WINDOW,False,XPAR,LOIM.PA,EUR,KLEPIERRE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:LVMH.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,LVMH.PA,NORMAL_FIXED_WINDOW,False,XPAR,LVMH.PA,EUR,LVMH MOET HENNESSY,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:MICP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,MICP.PA,NORMAL_FIXED_WINDOW,False,XPAR,MICP.PA,EUR,MICHELIN,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:NEXS.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,NEXS.PA,NORMAL_FIXED_WINDOW,False,XPAR,NEXS.PA,EUR,NEXANS,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:ORAN.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ORAN.PA,NORMAL_FIXED_WINDOW,False,XPAR,ORAN.PA,EUR,ORANGE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:OREP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,OREP.PA,NORMAL_FIXED_WINDOW,False,XPAR,OREP.PA,EUR,L'OREAL,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:PERP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,PERP.PA,NORMAL_FIXED_WINDOW,False,XPAR,PERP.PA,EUR,PERNOD RICARD,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:PRTP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,PRTP.PA,NORMAL_FIXED_WINDOW,False,XPAR,PRTP.PA,EUR,Kering,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:PUBP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,PUBP.PA,NORMAL_FIXED_WINDOW,False,XPAR,PUBP.PA,EUR,PUBLICIS GRP,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
