Security_Key,Source_WS_ID,Primary_MIC,Primary_Universe_Index,security_asof,benchmark_peer_asof,future_peer_count,Result
WSSEC:WS:XNAS:APP,WS:XNAS:APP,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:APPF,WS:XNAS:APPF,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ARWR,WS:XNAS:ARWR,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:AVAV,WS:XNAS:AVAV,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:AVGO,WS:XNAS:AVGO,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:AVT,WS:XNAS:AVT,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:BHF,WS:XNAS:BHF,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:BIIB,WS:XNAS:BIIB,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:BKNG,WS:XNAS:BKNG,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:BMRN,WS:XNAS:BMRN,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:BRKR,WS:XNAS:BRKR,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:BSY,WS:XNAS:BSY,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:BTSG,WS:XNAS:BTSG,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CAR,WS:XNAS:CAR,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CART,WS:XNAS:CART,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CASY,WS:XNAS:CASY,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CBOE,WS:XNAS:CBOE,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CBSH,WS:XNAS:CBSH,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CDNS,WS:XNAS:CDNS,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CDW,WS:XNAS:CDW,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CELH,WS:XNAS:CELH,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CG,WS:XNAS:CG,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CGNX,WS:XNAS:CGNX,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CHDN,WS:XNAS:CHDN,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CHRD,WS:XNAS:CHRD,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CHRW,WS:XNAS:CHRW,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CINF,WS:XNAS:CINF,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CME,WS:XNAS:CME,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:COIN,WS:XNAS:COIN,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:COKE,WS:XNAS:COKE,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:COLB,WS:XNAS:COLB,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:COLM,WS:XNAS:COLM,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:COST,WS:XNAS:COST,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CPRT,WS:XNAS:CPRT,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CROX,WS:XNAS:CROX,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CRUS,WS:XNAS:CRUS,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CRWD,WS:XNAS:CRWD,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CSCO,WS:XNAS:CSCO,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CTAS,WS:XNAS:CTAS,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CTSH,WS:XNAS:CTSH,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CVLT,WS:XNAS:CVLT,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CYTK,WS:XNAS:CYTK,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:DBX,WS:XNAS:DBX,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:DDOG,WS:XNAS:DDOG,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:DLTR,WS:XNAS:DLTR,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:DOCU,WS:XNAS:DOCU,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:DUOL,WS:XNAS:DUOL,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:DXCM,WS:XNAS:DXCM,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:EBAY,WS:XNAS:EBAY,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:ECHO,WS:XNAS:ECHO,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:EEFT,WS:XNAS:EEFT,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ENSG,WS:XNAS:ENSG,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ENTG,WS:XNAS:ENTG,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:EWBC,WS:XNAS:EWBC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:EXEL,WS:XNAS:EXEL,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:EXLS,WS:XNAS:EXLS,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:EXPD,WS:XNAS:EXPD,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:EXPE,WS:XNAS:EXPE,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:EXPO,WS:XNAS:EXPO,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:FANG,WS:XNAS:FANG,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FAST,WS:XNAS:FAST,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FCFS,WS:XNAS:FCFS,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:FFIN,WS:XNAS:FFIN,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:FFIV,WS:XNAS:FFIV,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FISV,WS:XNAS:FISV,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FIVE,WS:XNAS:FIVE,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:FSLR,WS:XNAS:FSLR,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FTNT,WS:XNAS:FTNT,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:GEHC,WS:XNAS:GEHC,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:GILD,WS:XNAS:GILD,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:GNTX,WS:XNAS:GNTX,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:HALO,WS:XNAS:HALO,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:HAS,WS:XNAS:HAS,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:HLNE,WS:XNAS:HLNE,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:HOOD,WS:XNAS:HOOD,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:HQY,WS:XNAS:HQY,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:HSIC,WS:XNAS:HSIC,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:HWC,WS:XNAS:HWC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:IBKR,WS:XNAS:IBKR,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:IBOC,WS:XNAS:IBOC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:IDCC,WS:XNAS:IDCC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:IDXX,WS:XNAS:IDXX,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:IESC,WS:XNAS:IESC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ILMN,WS:XNAS:ILMN,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:INCY,WS:XNAS:INCY,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:INTC,WS:XNAS:INTC,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:INTU,WS:XNAS:INTU,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:IPGP,WS:XNAS:IPGP,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ISRG,WS:XNAS:ISRG,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:JAZZ,WS:XNAS:JAZZ,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:JBHT,WS:XNAS:JBHT,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:JKHY,WS:XNAS:JKHY,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:KHC,WS:XNAS:KHC,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:KLAC,WS:XNAS:KLAC,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:KRYS,WS:XNAS:KRYS,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:KTOS,WS:XNAS:KTOS,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LECO,WS:XNAS:LECO,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LFUS,WS:XNAS:LFUS,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LITE,WS:XNAS:LITE,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:LIVN,WS:XNAS:LIVN,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LNT,WS:XNAS:LNT,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:LNTH,WS:XNAS:LNTH,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LOPE,WS:XNAS:LOPE,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LSCC,WS:XNAS:LSCC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LSTR,WS:XNAS:LSTR,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LULU,WS:XNAS:LULU,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MANH,WS:XNAS:MANH,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MAR,WS:XNAS:MAR,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MAT,WS:XNAS:MAT,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MCHP,WS:XNAS:MCHP,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MDLZ,WS:XNAS:MDLZ,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MEDP,WS:XNAS:MEDP,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:META,WS:XNAS:META,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MIDD,WS:XNAS:MIDD,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MKSI,WS:XNAS:MKSI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MORN,WS:XNAS:MORN,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MPWR,WS:XNAS:MPWR,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MRNA,WS:XNAS:MRNA,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MRVL,WS:XNAS:MRVL,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MSFT,WS:XNAS:MSFT,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MTSI,WS:XNAS:MTSI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MU,WS:XNAS:MU,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MZTI,WS:XNAS:MZTI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NBIX,WS:XNAS:NBIX,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NDAQ,WS:XNAS:NDAQ,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NDSN,WS:XNAS:NDSN,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NFLX,WS:XNAS:NFLX,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NOVT,WS:XNAS:NOVT,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NTNX,WS:XNAS:NTNX,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NTRS,WS:XNAS:NTRS,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NVDA,WS:XNAS:NVDA,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NWE,WS:XNAS:NWE,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NXST,WS:XNAS:NXST,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NXT,WS:XNAS:NXT,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ODFL,WS:XNAS:ODFL,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:OKTA,WS:XNAS:OKTA,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:OLED,WS:XNAS:OLED,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:OLLI,WS:XNAS:OLLI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ON,WS:XNAS:ON,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:ONB,WS:XNAS:ONB,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:OPCH,WS:XNAS:OPCH,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ORLY,WS:XNAS:ORLY,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:OZK,WS:XNAS:OZK,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:PANW,WS:XNAS:PANW,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:PAYX,WS:XNAS:PAYX,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:PCAR,WS:XNAS:PCAR,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:PCTY,WS:XNAS:PCTY,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:PEGA,WS:XNAS:PEGA,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:PPC,WS:XNAS:PPC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:PTC,WS:XNAS:PTC,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:PYPL,WS:XNAS:PYPL,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:QCOM,WS:XNAS:QCOM,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:QLYS,WS:XNAS:QLYS,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:REGN,WS:XNAS:REGN,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:RGEN,WS:XNAS:RGEN,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:RGLD,WS:XNAS:RGLD,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:RMBS,WS:XNAS:RMBS,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ROIV,WS:XNAS:ROIV,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ROKU,WS:XNAS:ROKU,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ROST,WS:XNAS:ROST,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:SAIA,WS:XNAS:SAIA,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SAIC,WS:XNAS:SAIC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SANM,WS:XNAS:SANM,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SBUX,WS:XNAS:SBUX,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:SEIC,WS:XNAS:SEIC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SFM,WS:XNAS:SFM,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SHC,WS:XNAS:SHC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SIGI,WS:XNAS:SIGI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SIRI,WS:XNAS:SIRI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SITM,WS:XNAS:SITM,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SLAB,WS:XNAS:SLAB,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SLM,WS:XNAS:SLM,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SMTC,WS:XNAS:SMTC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SNDK,WS:XNAS:SNDK,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:SNPS,WS:XNAS:SNPS,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:STLD,WS:XNAS:STLD,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:STRL,WS:XNAS:STRL,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SWKS,WS:XNAS:SWKS,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:SYNA,WS:XNAS:SYNA,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TCBI,WS:XNAS:TCBI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TECH,WS:XNAS:TECH,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TLN,WS:XNAS:TLN,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TMUS,WS:XNAS:TMUS,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TROW,WS:XNAS:TROW,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TSCO,WS:XNAS:TSCO,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TSLA,WS:XNAS:TSLA,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TTD,WS:XNAS:TTD,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TTEK,WS:XNAS:TTEK,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TTMI,WS:XNAS:TTMI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TTWO,WS:XNAS:TTWO,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TXN,WS:XNAS:TXN,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TXRH,WS:XNAS:TXRH,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:UBSI,WS:XNAS:UBSI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:UFPI,WS:XNAS:UFPI,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ULTA,WS:XNAS:ULTA,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:UMBF,WS:XNAS:UMBF,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:UTHR,WS:XNAS:UTHR,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VC,WS:XNAS:VC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VIAV,WS:XNAS:VIAV,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VICR,WS:XNAS:VICR,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VLY,WS:XNAS:VLY,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VNOM,WS:XNAS:VNOM,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VRSK,WS:XNAS:VRSK,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:VRSN,WS:XNAS:VRSN,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:VRTX,WS:XNAS:VRTX,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:VTRS,WS:XNAS:VTRS,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:WBD,WS:XNAS:WBD,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:WDC,WS:XNAS:WDC,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:WFRD,WS:XNAS:WFRD,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WING,WS:XNAS:WING,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WMG,WS:XNAS:WMG,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WMT,WS:XNAS:WMT,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:WTFC,WS:XNAS:WTFC,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WWD,WS:XNAS:WWD,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WYNN,WS:XNAS:WYNN,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:XRAY,WS:XNAS:XRAY,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ZBRA,WS:XNAS:ZBRA,XNAS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:ZION,WS:XNAS:ZION,XNAS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:A,WS:XNYS:A,XNYS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AA,WS:XNYS:AA,XNYS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ABBV,WS:XNYS:ABBV,XNYS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ABT,WS:XNYS:ABT,XNYS,US_SP500,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ACI,WS:XNYS:ACI,XNYS,US_SP400,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ACM,WS:XNYS:ACM,XNYS,US_SP400,2026-09-21,2026-09-21,0,PASS
