Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Primary_Universe_Index,feature_as_of_date,sync_cohort_size,peer_count,R20_num,R60_num,HomeMarket_PeerMedian_R20_v0_58,HomeMarket_PeerMedian_R60_v0_58,HomeMarket_RS20_Excess_v0_58,HomeMarket_RS60_Excess_v0_58,HomeMarket_RS_Reference_Type_v0_58
209,WSSEC:WS:XNAS:APPF,WS:XNAS:APPF,XNAS,APPF,US_SP400,2026-09-21,368,367,-0.064884126357464406,0.44937144707240551,-0.052040506991479503,-0.034732470722386902,-0.012843619365984903,0.48410391779479239,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
210,WSSEC:WS:XNAS:ARWR,WS:XNAS:ARWR,XNAS,ARWR,US_SP400,2026-09-21,368,367,-0.2103087999823432,-0.1322063349482395,-0.052040506991479503,-0.034115148633207401,-0.1582682929908637,-0.098091186315032095,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
211,WSSEC:WS:XNAS:AVAV,WS:XNAS:AVAV,XNAS,AVAV,US_SP400,2026-09-21,368,367,0.0042441185282763999,0.17720224260002279,-0.052212533000536201,-0.034732470722386902,0.056456651528812601,0.21193471332240971,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
212,WSSEC:WS:XNAS:AVGO,WS:XNAS:AVGO,XNAS,AVGO,US_SP500,2026-09-24,372,371,-0.014707981214855099,-0.072508311445234896,-0.060025304870584099,-0.024789126457807901,0.045317323655728999,-0.047719184987426999,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
213,WSSEC:WS:XNAS:AVT,WS:XNAS:AVT,XNAS,AVT,US_SP400,2026-09-21,368,367,0.077166110270573102,0.051426119633210997,-0.052212533000536201,-0.034732470722386902,0.12937864327110932,0.086158590355597892,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
214,WSSEC:WS:XNAS:BHF,WS:XNAS:BHF,XNAS,BHF,US_SP400,2026-09-21,368,367,-0.046489387486026899,-0.2053571558902281,-0.052212533000536201,-0.034115148633207401,0.0057231455145093021,-0.17124200725702071,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
215,WSSEC:WS:XNAS:BIIB,WS:XNAS:BIIB,XNAS,BIIB,US_SP500,2026-09-24,372,371,0.023929041076904401,0.047671957642064298,-0.060025304870584099,-0.024838988038786699,0.083954345947488504,0.072510945680850994,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
216,WSSEC:WS:XNAS:BKNG,WS:XNAS:BKNG,XNAS,BKNG,US_SP500,2026-09-24,372,371,-0.24644547789725421,-0.11686490792805521,-0.059631449892692603,-0.024789126457807901,-0.18681402800456159,-0.092075781470247309,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
217,WSSEC:WS:XNAS:BMRN,WS:XNAS:BMRN,XNAS,BMRN,US_SP400,2026-09-21,368,367,-0.039580202555286798,0.1170008589886975,-0.052212533000536201,-0.034732470722386902,0.012632330445249404,0.15173332971108439,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
218,WSSEC:WS:XNAS:BRKR,WS:XNAS:BRKR,XNAS,BRKR,US_SP400,2026-09-21,368,367,0.033915386353055202,0.0113319502105884,-0.052212533000536201,-0.034732470722386902,0.086127919353591403,0.046064420932975303,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
219,WSSEC:WS:XNAS:BSY,WS:XNAS:BSY,XNAS,BSY,US_SP400,2026-09-21,368,367,-0.1380798946534571,0.1132009788797836,-0.052040506991479503,-0.034732470722386902,-0.086039387661977607,0.1479334496021705,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
220,WSSEC:WS:XNAS:BTSG,WS:XNAS:BTSG,XNAS,BTSG,US_SP400,2026-09-21,368,367,-0.051129580026252501,-0.19856523592343811,-0.052212533000536201,-0.034115148633207401,0.0010829529742837005,-0.1644500872902307,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
221,WSSEC:WS:XNAS:CAR,WS:XNAS:CAR,XNAS,CAR,US_SP400,2026-09-21,368,367,-0.20019097163859359,-0.29019367855697659,-0.052040506991479503,-0.034115148633207401,-0.14815046464711409,-0.25607852992376917,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
222,WSSEC:WS:XNAS:CART,WS:XNAS:CART,XNAS,CART,US_SP400,2026-09-21,368,367,-0.085691356629703105,-0.026495681281712199,-0.052040506991479503,-0.034732470722386902,-0.033650849638223602,0.0082367894406747029,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
223,WSSEC:WS:XNAS:CASY,WS:XNAS:CASY,XNAS,CASY,US_SP500,2026-09-24,372,371,-0.25804096143227218,-0.24653053996443969,-0.059631449892692603,-0.024789126457807901,-0.19840951153957959,-0.22174141350663179,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
224,WSSEC:WS:XNAS:CBOE,WS:XNAS:CBOE,XNAS,CBOE,US_SP500,2026-09-24,372,371,-0.14292576561788531,0.1026085191542227,-0.059631449892692603,-0.024838988038786699,-0.083294315725192705,0.1274475071930094,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
225,WSSEC:WS:XNAS:CBSH,WS:XNAS:CBSH,XNAS,CBSH,US_SP400,2026-09-21,368,367,-0.031346382281143101,-0.0154944187139064,-0.052212533000536201,-0.034732470722386902,0.020866150719393101,0.0192380520084805,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
226,WSSEC:WS:XNAS:CDNS,WS:XNAS:CDNS,XNAS,CDNS,US_SP500,2026-09-24,372,371,-0.037886915720309798,-0.14206545423558631,-0.060025304870584099,-0.024789126457807901,0.022138389150274301,-0.11727632777777841,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
227,WSSEC:WS:XNAS:CDW,WS:XNAS:CDW,XNAS,CDW,US_SP500,2026-09-24,372,371,-0.0141382716321046,-0.0083901641133546003,-0.060025304870584099,-0.024838988038786699,0.045887033238479501,0.0164488239254321,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
228,WSSEC:WS:XNAS:CELH,WS:XNAS:CELH,XNAS,CELH,US_SP400,2026-09-21,368,367,-0.1600719440913588,-0.0070871318376033001,-0.052040506991479503,-0.034732470722386902,-0.10803143709987931,0.027645338884783602,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
229,WSSEC:WS:XNAS:CG,WS:XNAS:CG,XNAS,CG,US_SP400,2026-09-21,368,367,-0.17237185549212489,-0.024821023333018201,-0.052040506991479503,-0.034732470722386902,-0.12033134850064539,0.0099114473893687008,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
230,WSSEC:WS:XNAS:CGNX,WS:XNAS:CGNX,XNAS,CGNX,US_SP400,2026-09-21,368,367,0.023951118946342099,-0.068379909444798201,-0.052212533000536201,-0.034115148633207401,0.076163651946878297,-0.0342647608115908,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
231,WSSEC:WS:XNAS:CHDN,WS:XNAS:CHDN,XNAS,CHDN,US_SP400,2026-09-21,368,367,-0.12581369150264871,-0.024529710712594299,-0.052040506991479503,-0.034732470722386902,-0.07377318451116921,0.010202760009792602,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
232,WSSEC:WS:XNAS:CHRD,WS:XNAS:CHRD,XNAS,CHRD,US_SP400,2026-09-21,368,367,-0.056949699561318901,0.166973457970613,-0.052040506991479503,-0.034732470722386902,-0.0049091925698393976,0.20170592869299991,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
233,WSSEC:WS:XNAS:CHRW,WS:XNAS:CHRW,XNAS,CHRW,US_SP500,2026-09-24,372,371,-0.036446312100522703,-0.22374429334726831,-0.060025304870584099,-0.024789126457807901,0.023578992770061397,-0.19895516688946041,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
234,WSSEC:WS:XNAS:CINF,WS:XNAS:CINF,XNAS,CINF,US_SP500,2026-09-24,372,371,-0.058301443131934,-0.1232040490104328,-0.060025304870584099,-0.024789126457807901,0.0017238617386500996,-0.098414922552624906,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
235,WSSEC:WS:XNAS:CME,WS:XNAS:CME,XNAS,CME,US_SP500,2026-09-24,372,371,-0.042956818464947803,0.2177240476039943,-0.060025304870584099,-0.024838988038786699,0.017068486405636296,0.24256303564278101,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
236,WSSEC:WS:XNAS:COIN,WS:XNAS:COIN,XNAS,COIN,US_SP500,2026-09-24,372,371,0.095885180171733003,0.36267872896241071,-0.060025304870584099,-0.024838988038786699,0.15591048504231711,0.38751771700119741,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
237,WSSEC:WS:XNAS:COKE,WS:XNAS:COKE,XNAS,COKE,US_SP400,2026-09-21,368,367,0.0042305011483226998,0.059532435548152102,-0.052212533000536201,-0.034732470722386902,0.0564430341488589,0.094264906270539003,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
238,WSSEC:WS:XNAS:COLB,WS:XNAS:COLB,XNAS,COLB,US_SP400,2026-09-21,368,367,-0.029535860538330402,-0.067664486964250301,-0.052212533000536201,-0.034115148633207401,0.0226766724622058,-0.033549338331042899,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
239,WSSEC:WS:XNAS:COLM,WS:XNAS:COLM,XNAS,COLM,US_SP400,2026-09-21,368,367,-0.059671841199336197,-0.1116505010956651,-0.052040506991479503,-0.034115148633207401,-0.0076313342078566937,-0.077535352462457699,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
240,WSSEC:WS:XNAS:COST,WS:XNAS:COST,XNAS,COST,US_SP500,2026-09-24,372,371,-0.062377123115313203,-0.041679574390901003,-0.059631449892692603,-0.024789126457807901,-0.0027456732226205996,-0.016890447933093102,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
241,WSSEC:WS:XNAS:CPRT,WS:XNAS:CPRT,XNAS,CPRT,US_SP500,2026-09-24,372,371,-0.14172015650184649,-0.0053210221954075997,-0.059631449892692603,-0.024838988038786699,-0.082088706609153891,0.019517965843379101,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
242,WSSEC:WS:XNAS:CROX,WS:XNAS:CROX,XNAS,CROX,US_SP400,2026-09-21,368,367,0.012939168152954201,0.040461013619765798,-0.052212533000536201,-0.034732470722386902,0.065151701153490407,0.0751934843421527,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
243,WSSEC:WS:XNAS:CRUS,WS:XNAS:CRUS,XNAS,CRUS,US_SP400,2026-09-21,368,367,0.040319096957014099,-0.22080785370826331,-0.052212533000536201,-0.034115148633207401,0.092531629957550293,-0.18669270507505592,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
244,WSSEC:WS:XNAS:CRWD,WS:XNAS:CRWD,XNAS,CRWD,US_SP500,2026-09-24,372,371,0.37260822222759937,4.4442436972168764,-0.060025304870584099,-0.024838988038786699,0.43263352709818348,4.4690826852556631,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
245,WSSEC:WS:XNAS:CSCO,WS:XNAS:CSCO,XNAS,CSCO,US_SP500,2026-09-24,372,371,-0.047970802424077801,-0.089306980636237904,-0.060025304870584099,-0.024789126457807901,0.012054502446506299,-0.064517854178430006,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
246,WSSEC:WS:XNAS:CTAS,WS:XNAS:CTAS,XNAS,CTAS,US_SP500,2026-09-24,372,371,-0.039362455785623002,0.16227652015280661,-0.060025304870584099,-0.024838988038786699,0.020662849084961098,0.18711550819159331,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
247,WSSEC:WS:XNAS:CTSH,WS:XNAS:CTSH,XNAS,CTSH,US_SP500,2026-09-24,372,371,-0.079239844927549305,0.47611667556565712,-0.059631449892692603,-0.024838988038786699,-0.019608395034856702,0.50095566360444377,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
248,WSSEC:WS:XNAS:CVLT,WS:XNAS:CVLT,XNAS,CVLT,US_SP400,2026-09-21,368,367,0.089006829679479899,0.087949817564399305,-0.052212533000536201,-0.034732470722386902,0.14121936268001611,0.12268228828678621,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
249,WSSEC:WS:XNAS:CYTK,WS:XNAS:CYTK,XNAS,CYTK,US_SP400,2026-09-21,368,367,-0.1207704219361188,-0.1638614479343887,-0.052040506991479503,-0.034115148633207401,-0.068729914944639287,-0.12974629930118131,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
250,WSSEC:WS:XNAS:DBX,WS:XNAS:DBX,XNAS,DBX,US_SP400,2026-09-21,368,367,0.044676444627020598,0.43580536009076781,-0.052212533000536201,-0.034732470722386902,0.096888977627556799,0.4705378308131547,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
251,WSSEC:WS:XNAS:DDOG,WS:XNAS:DDOG,XNAS,DDOG,US_SP500,2026-09-24,372,371,0.12847549301196781,-0.0132123679419599,-0.060025304870584099,-0.024838988038786699,0.18850079788255192,0.011626620096826799,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
252,WSSEC:WS:XNAS:DLTR,WS:XNAS:DLTR,XNAS,DLTR,US_SP500,2026-09-24,372,371,-0.14132239151806139,-0.061595677025359799,-0.059631449892692603,-0.024789126457807901,-0.081690941625368788,-0.036806550567551902,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
253,WSSEC:WS:XNAS:DOCU,WS:XNAS:DOCU,XNAS,DOCU,US_SP400,2026-09-21,368,367,0.1059677370132938,0.61493172805789853,-0.052212533000536201,-0.034732470722386902,0.15818027001383,0.64966419878028547,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
254,WSSEC:WS:XNAS:DUOL,WS:XNAS:DUOL,XNAS,DUOL,US_SP400,2026-09-21,368,367,0.022514152988437799,0.24578952082263611,-0.052212533000536201,-0.034732470722386902,0.074726685988974001,0.280521991545023,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
255,WSSEC:WS:XNAS:DXCM,WS:XNAS:DXCM,XNAS,DXCM,US_SP500,2026-09-24,372,371,-0.0167490768784146,0.29873798370334098,-0.060025304870584099,-0.024838988038786699,0.0432762279921695,0.32357697174212768,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
256,WSSEC:WS:XNAS:EBAY,WS:XNAS:EBAY,XNAS,EBAY,US_SP500,2026-09-24,372,371,0.034836900087584298,-0.0350782833910094,-0.060025304870584099,-0.024789126457807901,0.094862204958168397,-0.010289156933201499,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
257,WSSEC:WS:XNAS:ECHO,WS:XNAS:ECHO,XNAS,ECHO,US_SP500,2026-09-24,372,371,0.055717750368636701,-0.1095566773062268,-0.060025304870584099,-0.024789126457807901,0.11574305523922079,-0.084767550848418902,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
258,WSSEC:WS:XNAS:EEFT,WS:XNAS:EEFT,XNAS,EEFT,US_SP400,2026-09-21,368,367,-0.0566576457541553,-0.014315525192703,-0.052040506991479503,-0.034732470722386902,-0.0046171387626757973,0.0204169455296839,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
259,WSSEC:WS:XNAS:ENSG,WS:XNAS:ENSG,XNAS,ENSG,US_SP400,2026-09-21,368,367,-0.027913943760291701,0.052672833583917902,-0.052212533000536201,-0.034732470722386902,0.0242985892402445,0.087405304306304804,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
260,WSSEC:WS:XNAS:ENTG,WS:XNAS:ENTG,XNAS,ENTG,US_SP400,2026-09-21,368,367,-0.0036196871725271001,-0.18799636725173691,-0.052212533000536201,-0.034115148633207401,0.048592845828009101,-0.15388121861852949,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
261,WSSEC:WS:XNAS:EWBC,WS:XNAS:EWBC,XNAS,EWBC,US_SP400,2026-09-21,368,367,-0.0169270182116938,-0.018965054867318001,-0.052212533000536201,-0.034732470722386902,0.035285514788842398,0.015767415855068901,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
262,WSSEC:WS:XNAS:EXEL,WS:XNAS:EXEL,XNAS,EXEL,US_SP400,2026-09-21,368,367,0.058062116925545901,0.074957762780006404,-0.052212533000536201,-0.034732470722386902,0.1102746499260821,0.10969023350239331,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
263,WSSEC:WS:XNAS:EXLS,WS:XNAS:EXLS,XNAS,EXLS,US_SP400,2026-09-21,368,367,-0.060484959541642597,0.39809672012410918,-0.052040506991479503,-0.034732470722386902,-0.0084444525501630938,0.43282919084649607,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
264,WSSEC:WS:XNAS:EXPD,WS:XNAS:EXPD,XNAS,EXPD,US_SP500,2026-09-24,372,371,-0.034283254100167797,0.12688678657926819,-0.060025304870584099,-0.024838988038786699,0.025742050770416303,0.15172577461805489,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
265,WSSEC:WS:XNAS:EXPE,WS:XNAS:EXPE,XNAS,EXPE,US_SP500,2026-09-24,372,371,-0.2150012053637865,0.022940421311449601,-0.059631449892692603,-0.024838988038786699,-0.15536975547109388,0.0477794093502363,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
266,WSSEC:WS:XNAS:EXPO,WS:XNAS:EXPO,XNAS,EXPO,US_SP400,2026-09-21,368,367,-0.044010773083373998,0.1572414266652073,-0.052212533000536201,-0.034732470722386902,0.0082017599171622033,0.19197389738759418,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
267,WSSEC:WS:XNAS:FANG,WS:XNAS:FANG,XNAS,FANG,US_SP500,2026-09-24,372,371,-0.054193364839455103,0.075264511431418102,-0.060025304870584099,-0.024838988038786699,0.0058319400311289959,0.1001034994702048,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
268,WSSEC:WS:XNAS:FAST,WS:XNAS:FAST,XNAS,FAST,US_SP500,2026-09-24,372,371,-0.0082111822309541005,0.056214883022301397,-0.060025304870584099,-0.024838988038786699,0.051814122639629999,0.081053871061088092,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
269,WSSEC:WS:XNAS:FCFS,WS:XNAS:FCFS,XNAS,FCFS,US_SP400,2026-09-21,368,367,-0.0406605278397719,-0.0050640184943096999,-0.052212533000536201,-0.034732470722386902,0.011552005160764302,0.029668452228077201,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
270,WSSEC:WS:XNAS:FFIN,WS:XNAS:FFIN,XNAS,FFIN,US_SP400,2026-09-21,368,367,-0.040726614302599398,-0.0629649981314096,-0.052212533000536201,-0.034115148633207401,0.011485918697936803,-0.028849849498202199,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
271,WSSEC:WS:XNAS:FFIV,WS:XNAS:FFIV,XNAS,FFIV,US_SP500,2026-09-24,372,371,0.11752043816274391,0.073540717776445497,-0.060025304870584099,-0.024838988038786699,0.17754574303332801,0.098379705815232199,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
272,WSSEC:WS:XNAS:FISV,WS:XNAS:FISV,XNAS,FISV,US_SP500,2026-09-24,372,371,-0.1233555982190709,-0.062589189451090294,-0.059631449892692603,-0.024789126457807901,-0.063724148326378294,-0.037800062993282396,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
273,WSSEC:WS:XNAS:FIVE,WS:XNAS:FIVE,XNAS,FIVE,US_SP400,2026-09-21,368,367,-0.056345931082153897,0.26555551757463508,-0.052040506991479503,-0.034732470722386902,-0.0043054240906743937,0.30028798829702197,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
274,WSSEC:WS:XNAS:FSLR,WS:XNAS:FSLR,XNAS,FSLR,US_SP500,2026-09-24,372,371,-0.16398771531468831,-0.27038481622491117,-0.059631449892692603,-0.024789126457807901,-0.10435626542199571,-0.24559568976710328,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
275,WSSEC:WS:XNAS:FTNT,WS:XNAS:FTNT,XNAS,FTNT,US_SP500,2026-09-24,372,371,0.13412470346139341,0.16306473016516279,-0.060025304870584099,-0.024838988038786699,0.19415000833197751,0.18790371820394949,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
276,WSSEC:WS:XNAS:GEHC,WS:XNAS:GEHC,XNAS,GEHC,US_SP500,2026-09-24,372,371,-0.094530085062912605,0.037025387253440699,-0.059631449892692603,-0.024838988038786699,-0.034898635170220002,0.061864375292227394,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
277,WSSEC:WS:XNAS:GILD,WS:XNAS:GILD,XNAS,GILD,US_SP500,2026-09-24,372,371,0.0108042821465466,0.1848187967416674,-0.060025304870584099,-0.024838988038786699,0.070829587017130699,0.2096577847804541,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
278,WSSEC:WS:XNAS:GNTX,WS:XNAS:GNTX,XNAS,GNTX,US_SP400,2026-09-21,368,367,-0.063874799825208106,-0.1412495627605026,-0.052040506991479503,-0.034115148633207401,-0.011834292833728603,-0.1071344141272952,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
279,WSSEC:WS:XNAS:HALO,WS:XNAS:HALO,XNAS,HALO,US_SP400,2026-09-21,368,367,0.0303226295166798,0.53427860524079751,-0.052212533000536201,-0.034732470722386902,0.082535162517216001,0.56901107596318445,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
280,WSSEC:WS:XNAS:HAS,WS:XNAS:HAS,XNAS,HAS,US_SP500,2026-09-24,372,371,-0.098452625057612597,0.051095791352724303,-0.059631449892692603,-0.024838988038786699,-0.038821175164919994,0.075934779391510998,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
281,WSSEC:WS:XNAS:HLNE,WS:XNAS:HLNE,XNAS,HLNE,US_SP400,2026-09-21,368,367,-0.16146181663599099,0.15901331570558169,-0.052040506991479503,-0.034732470722386902,-0.10942130964451149,0.19374578642796858,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
282,WSSEC:WS:XNAS:HOOD,WS:XNAS:HOOD,XNAS,HOOD,US_SP500,2026-09-24,372,371,0.11313800143464101,0.2048264974627014,-0.060025304870584099,-0.024838988038786699,0.17316330630522511,0.2296654855014881,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
283,WSSEC:WS:XNAS:HQY,WS:XNAS:HQY,XNAS,HQY,US_SP400,2026-09-21,368,367,-0.1033109443193909,0.13292576168434481,-0.052040506991479503,-0.034732470722386902,-0.051270437327911401,0.16765823240673172,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
284,WSSEC:WS:XNAS:HSIC,WS:XNAS:HSIC,XNAS,HSIC,US_SP500,2026-09-24,372,371,-0.053662299419218802,0.024066118498788699,-0.060025304870584099,-0.024838988038786699,0.0063630054513652973,0.048905106537575398,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
285,WSSEC:WS:XNAS:HWC,WS:XNAS:HWC,XNAS,HWC,US_SP400,2026-09-21,368,367,-0.0115414585949464,0.0033665498627561,-0.052212533000536201,-0.034732470722386902,0.040671074405589799,0.038099020585143001,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
286,WSSEC:WS:XNAS:IBKR,WS:XNAS:IBKR,XNAS,IBKR,US_SP500,2026-09-24,372,371,-0.074211473895745006,0.031939323874719198,-0.059631449892692603,-0.024838988038786699,-0.014580024003052403,0.056778311913505894,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
287,WSSEC:WS:XNAS:IBOC,WS:XNAS:IBOC,XNAS,IBOC,US_SP400,2026-09-21,368,367,-0.018603920008426499,-0.090012904660966397,-0.052212533000536201,-0.034115148633207401,0.033608612992109703,-0.055897756027758996,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
288,WSSEC:WS:XNAS:IDCC,WS:XNAS:IDCC,XNAS,IDCC,US_SP400,2026-09-21,368,367,-0.045908535144721298,0.19582722404659941,-0.052212533000536201,-0.034732470722386902,0.0063039978558149037,0.2305596947689863,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
289,WSSEC:WS:XNAS:IDXX,WS:XNAS:IDXX,XNAS,IDXX,US_SP500,2026-09-24,372,371,-0.072365545707384807,-0.024789126457807901,-0.059631449892692603,-0.024838988038786699,-0.012734095814692203,4.9861580978798059e-05,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
290,WSSEC:WS:XNAS:IESC,WS:XNAS:IESC,XNAS,IESC,US_SP400,2026-09-21,368,367,0.87837214036910294,0.67866001337209325,-0.052212533000536201,-0.034732470722386902,0.93058467336963913,0.71339248409448019,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN_SAME_ASOF
