JSE_ISIN,JSE_Issuer_Name,JSE_Issue_Description,JSE_Number_of_Securities,JSE_Nominal_Value,JSE_Currency_Code,JSE_Instrument_Type,JSE_Alpha_Code,JSE_Instrument_Version,JSE_Legacy_Field,JSE_Issuer_Registration_Number,JSE_Issuer_Income_Tax_Number,JSE_Trailing
ZAE000307302,Fundrock Collective Investments (RF) (Pty) Ltd,Vunani FR Gbl Macro Fd D,000000000000000,0000000000000,ZAC,UT,VUNMFD,000,,2003/024082/07,9646745142,   
ZAE000309845,Fundrock Collective Investments (RF) (Pty) Ltd,BCI Martello Global Equity Feeder Fund A,000000000000000,0000000000000,ZAC,UT,BCIMFA,000,,2003/024082/07,9646745142,   
ZAE000309852,Fundrock Collective Investments (RF) (Pty) Ltd,3B FR Inc Fd A,000000000000000,0000000000000,ZAC,UT,BCIIFA,000,,2003/024082/07,9646745142,   
ZAE000309860,Fundrock Collective Investments (RF) (Pty) Ltd,3B FR Inc Fd B,000000000000000,0000000000000,ZAC,UT,BCIIFB,000,,2003/024082/07,9646745142,   
ZAE000309878,Fundrock Collective Investments (RF) (Pty) Ltd,BCI Martello Global Equity Feeder Fund B,000000000000000,0000000000000,ZAC,UT,BCMMFB,000,,2003/024082/07,9646745142,   
ZAE000306338,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx GblEq FF A,000000000000000,0000000000000,ZAC,UT,INGEFA,000,,2003/024082/07,9646745142,   
ZAE000306346,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx GblEq FF B,000000000000000,0000000000000,ZAC,UT,INGEFB,000,,2003/024082/07,9646745142,   
ZAE000306353,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx GblEq FF D,000000000000000,0000000000000,ZAC,UT,INGEFD,000,,2003/024082/07,9646745142,   
ZAE000306361,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx GblEq FF H,000000000000000,0000000000000,ZAC,UT,INGEFH,000,,2003/024082/07,9646745142,   
ZAE000307070,Fundrock Collective Investments (RF) (Pty) Ltd,Engelberg FR Inc FoF C,000000000000000,0000000000000,ZAC,UT,FIRYFC,000,,2003/024082/07,9646745142,   
ZAE000307211,Fundrock Collective Investments (RF) (Pty) Ltd,SaltLight FR WW Flx FdF2,000000000000000,0000000000000,ZAC,UT,STCLF2,000,,2003/024082/07,9646745142,   
ZAE000306270,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Core FF D,000000000000000,0000000000000,ZAC,UT,INCOFD,000,,2003/024082/07,9646745142,   
ZAE000306288,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Core FF H,000000000000000,0000000000000,ZAC,UT,INCOFH,000,,2003/024082/07,9646745142,   
ZAE000306296,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Flex FF A,000000000000000,0000000000000,ZAC,UT,INCFFA,000,,2003/024082/07,9646745142,   
ZAE000306304,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Flex FF B,000000000000000,0000000000000,ZAC,UT,INCFFB,000,,2003/024082/07,9646745142,   
ZAE000306312,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Flex FF D,000000000000000,0000000000000,ZAC,UT,INCFFD,000,,2003/024082/07,9646745142,   
ZAE000306320,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Flex FF H,000000000000000,0000000000000,ZAC,UT,INCFFH,000,,2003/024082/07,9646745142,   
ZAE000306213,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Cau FF A,000000000000000,0000000000000,ZAC,UT,INACFA,000,,2003/024082/07,9646745142,   
ZAE000306221,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Cau FF B,000000000000000,0000000000000,ZAC,UT,INACFB,000,,2003/024082/07,9646745142,   
ZAE000306239,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Cau FF D,000000000000000,0000000000000,ZAC,UT,INACFD,000,,2003/024082/07,9646745142,   
ZAE000306247,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Cau FF H,000000000000000,0000000000000,ZAC,UT,INACFH,000,,2003/024082/07,9646745142,   
ZAE000306254,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Core FF A,000000000000000,0000000000000,ZAC,UT,INCOFA,000,,2003/024082/07,9646745142,   
ZAE000306262,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR WAx Core FF B,000000000000000,0000000000000,ZAC,UT,INCOFB,000,,2003/024082/07,9646745142,   
ZAE000303186,Fundrock Collective Investments (RF) (Pty) Ltd,BlueAlpha FR Gbl Eq Fd F,000000000000000,0000000000000,ZAC,UT,BLUEAF,000,,2003/024082/07,9646745142,   
ZAE000303376,Fundrock Collective Investments (RF) (Pty) Ltd,Aluw FR Enh Yld Fd C,000000000000000,0000000000000,ZAC,UT,ALUWNC,000,,2003/024082/07,9646745142,   
ZAE000306098,Fundrock Collective Investments (RF) (Pty) Ltd,Wealthpoint FR Bal Fd A,000000000000000,0000000000000,ZAC,UT,WEABFA,000,,2003/024082/07,9646745142,   
ZAE000306189,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Flex Bond Fd A,000000000000000,0000000000000,ZAC,UT,INWIFA,000,,2003/024082/07,9646745142,   
ZAE000306197,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Flex Bond Fd B,000000000000000,0000000000000,ZAC,UT,INWIFB,000,,2003/024082/07,9646745142,   
ZAE000306205,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Flex Bond Fd H,000000000000000,0000000000000,ZAC,UT,IIWIFD,000,,2003/024082/07,9646745142,   
ZAE000302220,Fundrock Collective Investments (RF) (Pty) Ltd,Palmyra FR Bal Fd D,000000000000000,0000000000000,ZAC,UT,CAZBLD,000,,2003/024082/07,9646745142,   
ZAE000302238,Fundrock Collective Investments (RF) (Pty) Ltd,Palmyra FR Stable Fd D,000000000000000,0000000000000,ZAC,UT,CDSTBD,000,,2003/024082/07,9646745142,   
ZAE000302246,Fundrock Collective Investments (RF) (Pty) Ltd,Capita FR Eq Fd D,000000000000000,0000000000000,ZAC,UT,CIZETD,000,,2003/024082/07,9646745142,   
ZAE000302345,Fundrock Collective Investments (RF) (Pty) Ltd,Saffron BCI Opportunity Income Fund D3,000000000000000,0000000000000,ZAC,UT,SAFDD3,000,,2003/024082/07,9646745142,   
ZAE000302386,Fundrock Collective Investments (RF) (Pty) Ltd,Saffron FR Opp Inc Fd D4,000000000000000,0000000000000,ZAC,UT,SAFDD4,000,,2003/024082/07,9646745142,   
ZAE000302394,Fundrock Collective Investments (RF) (Pty) Ltd,Sel FR EnhCore Bal Fd J,000000000000000,0000000000000,ZAC,UT,SELBFJ,000,,2003/024082/07,9646745142,   
ZAE000301412,Fundrock Collective Investments (RF) (Pty) Ltd,Visio FR Gbl Eq Fd C,000000000000000,0000000000000,ZAC,UT,VBGEFC,000,,2003/024082/07,9646745142,   
ZAE000301420,Fundrock Collective Investments (RF) (Pty) Ltd,Sequoia FR Gbl Flex FoFA,000000000000000,0000000000000,ZAC,UT,SBGFFA,000,,2003/024082/07,9646745142,   
ZAE000301438,Fundrock Collective Investments (RF) (Pty) Ltd,Sequoia FR Gbl Flex FoFB,000000000000000,0000000000000,ZAC,UT,SBGFFB,000,,2003/024082/07,9646745142,   
ZAE000302048,Fundrock Collective Investments (RF) (Pty) Ltd,A-W FR Eq Fd F,000000000000000,0000000000000,ZAC,UT,AWBEFF,000,,2003/024082/07,9646745142,   
ZAE000302121,Fundrock Collective Investments (RF) (Pty) Ltd,Select FR ESG Eq Fd I,000000000000000,0000000000000,ZAC,UT,SLCEFI,000,,2003/024082/07,9646745142,   
ZAE000302212,Fundrock Collective Investments (RF) (Pty) Ltd,Cadiz FR Abs Yld Fd D,000000000000000,0000000000000,ZAC,UT,CDIDD,000,,2003/024082/07,9646745142,   
ZAE000300943,Fundrock Collective Investments (RF) (Pty) Ltd,PMX FR Dynamic Inc Fd B1,000000000000000,0000000000000,ZAC,UT,PMBDB1,000,,2003/024082/07,9646745142,   
ZAE000300950,Fundrock Collective Investments (RF) (Pty) Ltd,Amity FR Div Inc Fd A,000000000000000,0000000000000,ZAC,UT,ABDIFA,000,,2003/024082/07,9646745142,   
ZAE000300968,Fundrock Collective Investments (RF) (Pty) Ltd,S-BRO FR Inc Fd A,000000000000000,0000000000000,ZAC,UT,SBBIFA,000,,2003/024082/07,9646745142,   
ZAE000300976,Fundrock Collective Investments (RF) (Pty) Ltd,S-BRO FR Inc Fd B,000000000000000,0000000000000,ZAC,UT,SBBIFB,000,,2003/024082/07,9646745142,   
ZAE000301396,Fundrock Collective Investments (RF) (Pty) Ltd,Visio FR Gbl Eq Fd A,000000000000000,0000000000000,ZAC,UT,VBGEFA,000,,2003/024082/07,9646745142,   
ZAE000301404,Fundrock Collective Investments (RF) (Pty) Ltd,Visio FR Gbl Eq Fd B,000000000000000,0000000000000,ZAC,UT,VBGEFB,000,,2003/024082/07,9646745142,   
ZAE000300091,Fundrock Collective Investments (RF) (Pty) Ltd,Amp FR Bond Fd A,000000000000000,0000000000000,ZAC,UT,AMSBFA,000,,2003/024082/07,9646745142,   
ZAE000300109,Fundrock Collective Investments (RF) (Pty) Ltd,Amp FR Bond Fd B,000000000000000,0000000000000,ZAC,UT,AMSBFB,000,,2003/024082/07,9646745142,   
ZAE000300240,Fundrock Collective Investments (RF) (Pty) Ltd,Palmyra FR SA Eq Fd D,000000000000000,0000000000000,ZAC,UT,OCREFD,000,,2003/024082/07,9646745142,   
ZAE000300430,Fundrock Collective Investments (RF) (Pty) Ltd,Brenth FR WW Gro FoF A,000000000000000,0000000000000,ZAC,UT,BBWFFA,000,,2003/024082/07,9646745142,   
ZAE000300463,Fundrock Collective Investments (RF) (Pty) Ltd,Instit FR Man Fd C,000000000000000,0000000000000,ZAC,UT,INSTFC,000,,2003/024082/07,9646745142,   
ZAE000300471,Fundrock Collective Investments (RF) (Pty) Ltd,FT FR Inc + Fd I,000000000000000,0000000000000,ZAC,UT,BCIPFI,000,,2003/024082/07,9646745142,   
ZAE000299848,Fundrock Collective Investments (RF) (Pty) Ltd,Anc FR SA Eq Fd A,000000000000000,0000000000000,ZAC,UT,ANBEFA,000,,2003/024082/07,9646745142,   
ZAE000299855,Fundrock Collective Investments (RF) (Pty) Ltd,Anc FR SA Eq Fd B,000000000000000,0000000000000,ZAC,UT,ANBEFB,000,,2003/024082/07,9646745142,   
ZAE000299863,Fundrock Collective Investments (RF) (Pty) Ltd,36ONE FR Eq Fd G,000000000000000,0000000000000,ZAC,UT,36BEFG,000,,2003/024082/07,9646745142,   
ZAE000299871,Fundrock Collective Investments (RF) (Pty) Ltd,ID Cap FR WW Flex Fd D,000000000000000,0000000000000,ZAC,UT,INNFFD,000,,2003/024082/07,9646745142,   
ZAE000300067,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Enh Inc Fd C,000000000000000,0000000000000,ZAC,UT,INEFDE,000,,2003/024082/07,9646745142,   
ZAE000300083,Fundrock Collective Investments (RF) (Pty) Ltd,PMX FR SA Bond Fd P,000000000000000,0000000000000,ZAC,UT,PMBFP,000,,2003/024082/07,9646745142,   
ZAE000299160,Fundrock Collective Investments (RF) (Pty) Ltd,Aluw FR Enh Yld Fd B,000000000000000,0000000000000,ZAC,UT,ALYFDB,000,,2003/024082/07,9646745142,   
ZAE000299178,Fundrock Collective Investments (RF) (Pty) Ltd,Aluw FR High Yld Fd A,000000000000000,0000000000000,ZAC,UT,AHYFDA,000,,2003/024082/07,9646745142,   
ZAE000299186,Fundrock Collective Investments (RF) (Pty) Ltd,Aluw FR High Yld Fd B,000000000000000,0000000000000,ZAC,UT,AHYFDB,000,,2003/024082/07,9646745142,   
ZAE000299384,Fundrock Collective Investments (RF) (Pty) Ltd,3B FR WW Gro FoF A,000000000000000,0000000000000,ZAC,UT,IBWFFA,000,,2003/024082/07,9646745142,   
ZAE000299392,Fundrock Collective Investments (RF) (Pty) Ltd,Investec BCI Protected Equity Fund C,000000000000000,0000000000000,ZAC,UT,ISIPFC,000,,2003/024082/07,9646745142,   
ZAE000299731,Fundrock Collective Investments (RF) (Pty) Ltd,Sharenet BCI Global Balanced Fund of Funds B,000000000000000,0000000000000,ZAC,UT,SHBFFB,000,,2003/024082/07,9646745142,   
ZAE000298766,Fundrock Collective Investments (RF) (Pty) Ltd,36ONE FR SA Eq Fd H,000000000000000,0000000000000,ZAC,UT,OCSEFH,000,,2003/024082/07,9646745142,   
ZAE000298881,Fundrock Collective Investments (RF) (Pty) Ltd,Noble PP FR WW Flex FoFA,000000000000000,0000000000000,ZAC,UT,NPPWFA,000,,2003/024082/07,9646745142,   
ZAE000298899,Fundrock Collective Investments (RF) (Pty) Ltd,Noble PP FR WW Flx FoFA1,000000000000000,0000000000000,ZAC,UT,NPPWA1,000,,2003/024082/07,9646745142,   
ZAE000298907,Fundrock Collective Investments (RF) (Pty) Ltd,Noble PP FR WW Flex FoFB,000000000000000,0000000000000,ZAC,UT,NPPWFB,000,,2003/024082/07,9646745142,   
ZAE000298998,Fundrock Collective Investments (RF) (Pty) Ltd,Select FR Gbl Eq Fd C,000000000000000,0000000000000,ZAC,UT,SLEFDC,000,,2003/024082/07,9646745142,   
ZAE000299152,Fundrock Collective Investments (RF) (Pty) Ltd,Aluw FR Enh Yld Fd A,000000000000000,0000000000000,ZAC,UT,ALYFDA,000,,2003/024082/07,9646745142,   
ZAE000298543,Fundrock Collective Investments (RF) (Pty) Ltd,O1890 FR Hi Grade MM FdD,000000000000000,0000000000000,ZAC,UT,SBHGFD,000,,2003/024082/07,9646745142,   
ZAE000298550,Fundrock Collective Investments (RF) (Pty) Ltd,O1890 FR Hi Grade MM FdE,000000000000000,0000000000000,ZAC,UT,SBHGFE,000,,2003/024082/07,9646745142,   
ZAE000298642,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Gbl Sus Eq FF A,000000000000000,0000000000000,ZAC,UT,INFDZA,000,,2003/024082/07,9646745142,   
ZAE000298659,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Gbl Sus Eq FF B,000000000000000,0000000000000,ZAC,UT,INFDZB,000,,2003/024082/07,9646745142,   
ZAE000298667,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Gbl Sus Eq FF D,000000000000000,0000000000000,ZAC,UT,INFDZD,000,,2003/024082/07,9646745142,   
ZAE000298675,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Gbl Sus Eq FF H,000000000000000,0000000000000,ZAC,UT,INFDZH,000,,2003/024082/07,9646745142,   
ZAE000297867,Fundrock Collective Investments (RF) (Pty) Ltd,Cartesian FR MMK Fd B,000000000000000,0000000000000,ZAC,UT,CARMFB,000,,2003/024082/07,9646745142,   
ZAE000298386,Fundrock Collective Investments (RF) (Pty) Ltd,BCI Rootstock Global Equity Feeder Fund A,000000000000000,0000000000000,ZAC,UT,BRGEFA,000,,2003/024082/07,9646745142,   
ZAE000298394,Fundrock Collective Investments (RF) (Pty) Ltd,BCI Rootstock Global Equity Feeder Fund B,000000000000000,0000000000000,ZAC,UT,BRGEFB,000,,2003/024082/07,9646745142,   
ZAE000298519,Fundrock Collective Investments (RF) (Pty) Ltd,O1890 FR Hi Grade MM FdA,000000000000000,0000000000000,ZAC,UT,SBHGFA,000,,2003/024082/07,9646745142,   
ZAE000298527,Fundrock Collective Investments (RF) (Pty) Ltd,O1890 FR Hi Grade MM FdB,000000000000000,0000000000000,ZAC,UT,SBHGFB,000,,2003/024082/07,9646745142,   
ZAE000298535,Fundrock Collective Investments (RF) (Pty) Ltd,O1890 FR Hi Grade MM FdC,000000000000000,0000000000000,ZAC,UT,SBHGFC,000,,2003/024082/07,9646745142,   
ZAE000297289,Fundrock Collective Investments (RF) (Pty) Ltd,PMX FR Sus World Eq FoFB,000000000000000,0000000000000,ZAC,UT,PRTFFB,000,,2003/024082/07,9646745142,   
ZAE000297438,Fundrock Collective Investments (RF) (Pty) Ltd,Engelberg FR Bal Fd B,000000000000000,0000000000000,ZAC,UT,EBBDFB,000,,2003/024082/07,9646745142,   
ZAE000297461,Fundrock Collective Investments (RF) (Pty) Ltd,BCI Best Blend Worldwide Flexible Fund C,000000000000000,0000000000000,ZAC,UT,BBWFFC,000,,2003/024082/07,9646745142,   
ZAE000297479,Fundrock Collective Investments (RF) (Pty) Ltd,Dinamika FR Cons FoF C,000000000000000,0000000000000,ZAC,UT,DBCFFC,000,,2003/024082/07,9646745142,   
ZAE000297487,Fundrock Collective Investments (RF) (Pty) Ltd,Dinamika FR WW Flex Fd B,000000000000000,0000000000000,ZAC,UT,DBWFFB,000,,2003/024082/07,9646745142,   
ZAE000297495,Fundrock Collective Investments (RF) (Pty) Ltd,Dinamika FR WW Flex Fd C,000000000000000,0000000000000,ZAC,UT,DBWFFC,000,,2003/024082/07,9646745142,   
ZAE000261541,Fundrock Collective Investments (RF) (Pty) Ltd,OakH FR Core Inc Fd A1,000000000000000,0000000000000,ZAC,UT,CICLA1,000,,2003/024082/07,9646745142,   
ZAE000261558,Fundrock Collective Investments (RF) (Pty) Ltd,OakH FR Core Inc Fd A2,000000000000000,0000000000000,ZAC,UT,CICLA2,000,,2003/024082/07,9646745142,   
ZAE000261566,Fundrock Collective Investments (RF) (Pty) Ltd,OakH FR Core Inc Fd A3,000000000000000,0000000000000,ZAC,UT,CICLA3,000,,2003/024082/07,9646745142,   
ZAE000297255,Fundrock Collective Investments (RF) (Pty) Ltd,Select FR Gbl Eq Fd A,000000000000000,0000000000000,ZAC,UT,SLTEFA,000,,2003/024082/07,9646745142,   
ZAE000297263,Fundrock Collective Investments (RF) (Pty) Ltd,Select FR Gbl Eq Fd B,000000000000000,0000000000000,ZAC,UT,SLTEFB,000,,2003/024082/07,9646745142,   
ZAE000297271,Fundrock Collective Investments (RF) (Pty) Ltd,PMX FR Sus World Eq FoFA,000000000000000,0000000000000,ZAC,UT,PRTFFA,000,,2003/024082/07,9646745142,   
ZAE000260261,Fundrock Collective Investments (RF) (Pty) Ltd,A-W FR Eq Fd D1,000000000000000,0000000000000,ZAC,UT,AWNED1,000,,2003/024082/07,9646745142,   
ZAE000260725,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Enh Inc Fd B,000000000000000,0000000000000,ZAC,UT,IBEIFB,000,,2003/024082/07,9646745142,   
ZAE000261087,Fundrock Collective Investments (RF) (Pty) Ltd,BlueAlpha FR Bal Fd A,000000000000000,0000000000000,ZAC,UT,BABFA,000,,2003/024082/07,9646745142,   
ZAE000261095,Fundrock Collective Investments (RF) (Pty) Ltd,BlueAlpha FR Bal Fd B,000000000000000,0000000000000,ZAC,UT,BABFB,000,,2003/024082/07,9646745142,   
ZAE000261103,Fundrock Collective Investments (RF) (Pty) Ltd,BlueAlpha FR Bal Fd C,000000000000000,0000000000000,ZAC,UT,BABFC,000,,2003/024082/07,9646745142,   
ZAE000261533,Fundrock Collective Investments (RF) (Pty) Ltd,Oakhaven FR Core Inc FdZ,000000000000000,0000000000000,ZAC,UT,CICLZ,000,,2003/024082/07,9646745142,   
ZAE000257556,Fundrock Collective Investments (RF) (Pty) Ltd,BlueAlpha FR Eq Fd D,000000000000000,0000000000000,ZAC,UT,BABEFD,000,,2003/024082/07,9646745142,   
ZAE000257671,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Bal FoF B,000000000000000,0000000000000,ZAC,UT,IWFFB,000,,2003/024082/07,9646745142,   
ZAE000257689,Fundrock Collective Investments (RF) (Pty) Ltd,INV FR Eq Fd B,000000000000000,0000000000000,ZAC,UT,IWEFB,000,,2003/024082/07,9646745142,   
ZAE000257705,Fundrock Collective Investments (RF) (Pty) Ltd,O1890 FR Opt Inc Fd C1,000000000000000,0000000000000,ZAC,UT,SBFC1,000,,2003/024082/07,9646745142,   
ZAE000258612,Fundrock Collective Investments (RF) (Pty) Ltd,Amp FR Inc Fd A,000000000000000,0000000000000,ZAC,UT,ASIIFA,000,,2003/024082/07,9646745142,   
ZAE000259511,Fundrock Collective Investments (RF) (Pty) Ltd,Point3 BCI Global Flexible Fund of Funds,000000000000000,0000000000000,ZAC,UT,PBCFFF,000,,2003/024082/07,9646745142,   
ZAE000256954,Fundrock Collective Investments (RF) (Pty) Ltd,RSA FR Bal Fd B,000000000000000,0000000000000,ZAC,UT,RBBFB,000,,2003/024082/07,9646745142,   
ZAE000257010,Fundrock Collective Investments (RF) (Pty) Ltd,Dotport BCI Income Fd A,000000000000000,0000000000000,ZAC,UT,DBCIFA,000,,2003/024082/07,9646745142,   
ZAE000257028,Fundrock Collective Investments (RF) (Pty) Ltd,Dotport BCI Income Fd B,000000000000000,0000000000000,ZAC,UT,DBCIFB,000,,2003/024082/07,9646745142,   
ZAE000257358,Fundrock Collective Investments (RF) (Pty) Ltd,Visio FR Shari'ah Eq FdB,000000000000000,0000000000000,ZAC,UT,BSEFB,000,,2003/024082/07,9646745142,   
ZAE000257366,Fundrock Collective Investments (RF) (Pty) Ltd,Visio FR Shari'ah Eq FdA,000000000000000,0000000000000,ZAC,UT,BSEFA,000,,2003/024082/07,9646745142,   
ZAE000257374,Fundrock Collective Investments (RF) (Pty) Ltd,Visio FR Shari'ah Eq FdC,000000000000000,0000000000000,ZAC,UT,BSEFC,000,,2003/024082/07,9646745142,   
ZAE000254165,Fundrock Collective Investments (RF) (Pty) Ltd,Optimum FR Inc Fd B,000000000000000,0000000000000,ZAC,UT,OBIFB,000,,2003/024082/07,9646745142,   
ZAE000254728,Fundrock Collective Investments (RF) (Pty) Ltd,Imali FR Pass Bal Fd A,000000000000000,0000000000000,ZAC,UT,IPBFA,000,,2003/024082/07,9646745142,   
ZAE000254934,Fundrock Collective Investments (RF) (Pty) Ltd,Select FR Bal Fd B,000000000000000,0000000000000,ZAC,UT,SBBFB,000,,2003/024082/07,9646745142,   
ZAE000255352,Fundrock Collective Investments (RF) (Pty) Ltd,Korner FR Flex Fd A,000000000000000,0000000000000,ZAC,UT,KBFFA,000,,2003/024082/07,9646745142,   
ZAE000255758,Fundrock Collective Investments (RF) (Pty) Ltd,Mazi FR Eq Fd D,000000000000000,0000000000000,ZAC,UT,MCPEB5,000,,2003/024082/07,9646745142,   
ZAE000256095,Fundrock Collective Investments (RF) (Pty) Ltd,RSA FR Bal Fd A,000000000000000,0000000000000,ZAC,UT,RBBFA,000,,2003/024082/07,9646745142,   
ZAE000252094,Fundrock Collective Investments (RF) (Pty) Ltd,Foundation BCI Eqt Fd A,000000000000000,0000000000000,ZAC,UT,FBEFA,000,,2003/024082/07,9646745142,   
ZAE000252508,Fundrock Collective Investments (RF) (Pty) Ltd,SA Asset Management BCI WW Flex Fd B,000000000000000,0000000000000,ZAC,UT,SABWFB,000,,2003/024082/07,9646745142,   
ZAE000252987,Fundrock Collective Investments (RF) (Pty) Ltd,Nest Egg FR WW Flex Fd A,000000000000000,0000000000000,ZAC,UT,NEBFA,000,,2003/024082/07,9646745142,   
ZAE000253902,Fundrock Collective Investments (RF) (Pty) Ltd,Instit FR Enh Yld Fd A,000000000000000,0000000000000,ZAC,UT,IEYFA,000,,2003/024082/07,9646745142,   
ZAE000254132,Fundrock Collective Investments (RF) (Pty) Ltd,Anchor FR WW Flex St A,000000000000000,0000000000000,ZAC,UT,BCWFDA,000,,2003/024082/07,9646745142,   
ZAE000254140,Fundrock Collective Investments (RF) (Pty) Ltd,Optimum FR Inc Fd A,000000000000000,0000000000000,ZAC,UT,OBIFA,000,,2003/024082/07,9646745142,   
ZAE000249926,Fundrock Collective Investments (RF) (Pty) Ltd,Custodian FR Inc + Fd C,000000000000000,0000000000000,ZAC,UT,SBIPC,000,,2003/024082/07,9646745142,   
ZAE000251005,Fundrock Collective Investments (RF) (Pty) Ltd,A-W FR Eq Fd C1,000000000000000,0000000000000,ZAC,UT,AWNEC1,000,,2003/024082/07,9646745142,   
ZAE000251161,Fundrock Collective Investments (RF) (Pty) Ltd,Optimum FR Eq Fd B,000000000000000,0000000000000,ZAC,UT,OBCIB,000,,2003/024082/07,9646745142,   
ZAE000251187,Fundrock Collective Investments (RF) (Pty) Ltd,Stelburg BCI bal Fd of Fds A,000000000000000,0000000000000,ZAC,UT,SBCIBA,000,,2003/024082/07,9646745142,   
ZAE000251195,Fundrock Collective Investments (RF) (Pty) Ltd,Stelburg BCI Cautious Fd of Fds A,000000000000000,0000000000000,ZAC,UT,SBCICA,000,,2003/024082/07,9646745142,   
ZAE000251542,Fundrock Collective Investments (RF) (Pty) Ltd,BCI Money Market Fund E,000000000000000,0000000000000,ZAC,UT,BMMFE,000,,2003/024082/07,9646745142,   
ZAE000248357,Fundrock Collective Investments (RF) (Pty) Ltd,A-W FR Eq Fd B2,000000000000000,0000000000000,ZAC,UT,AWNEB2,000,,2003/024082/07,9646745142,   
ZAE000248571,Fundrock Collective Investments (RF) (Pty) Ltd,Red Oak FR WW Flex FoF A,000000000000000,0000000000000,ZAC,UT,ROWFA,000,,2003/024082/07,9646745142,   
ZAE000249488,Fundrock Collective Investments (RF) (Pty) Ltd,Instit BCI Worldwide Aggressive Flexible Fund,000000000000000,0000000000000,ZAC,UT,IBWAF,000,,2003/024082/07,9646745142,   
ZAE000249496,Fundrock Collective Investments (RF) (Pty) Ltd,Instit FR WW MAggFlx FdA,000000000000000,0000000000000,ZAC,UT,IBWMA,000,,2003/024082/07,9646745142,   
ZAE000249579,Fundrock Collective Investments (RF) (Pty) Ltd,Otto1890 FR Gbl Eq FF C,000000000000000,0000000000000,ZAC,UT,SBFFC,000,,2003/024082/07,9646745142,   
ZAE000249884,Fundrock Collective Investments (RF) (Pty) Ltd,Custodian FR Bal Fd C,000000000000000,0000000000000,ZAC,UT,SBBFC,000,,2003/024082/07,9646745142,   
ZAE000247011,Fundrock Collective Investments (RF) (Pty) Ltd,Sasfin BCI Opportunity Eqt Fd B,000000000000000,0000000000000,ZAC,UT,SBEFB,000,,2003/024082/07,9646745142,   
ZAE000247029,Fundrock Collective Investments (RF) (Pty) Ltd,Sasfin BCI Opportunity Eqt Fd C,000000000000000,0000000000000,ZAC,UT,SBEFC,000,,2003/024082/07,9646745142,   
ZAE000247334,Fundrock Collective Investments (RF) (Pty) Ltd,Otto1890 FR Gbl Eq FF A,000000000000000,0000000000000,ZAC,UT,SGEFA,000,,2003/024082/07,9646745142,   
ZAE000247532,Fundrock Collective Investments (RF) (Pty) Ltd,Instit FR WW Flex Fd A,000000000000000,0000000000000,ZAC,UT,IWFFA,000,,2003/024082/07,9646745142,   
ZAE000248019,Fundrock Collective Investments (RF) (Pty) Ltd,Providence FR WW Div FdC,000000000000000,0000000000000,ZAC,UT,PBWFC,000,,2003/024082/07,9646745142,   
ZAE000248118,Fundrock Collective Investments (RF) (Pty) Ltd,A-W FR Eq Fd A2,000000000000000,0000000000000,ZAC,UT,AWNEA2,000,,2003/024082/07,9646745142,   
ZAE000246229,Fundrock Collective Investments (RF) (Pty) Ltd,Palmyra FR Prop Fd D,000000000000000,0000000000000,ZAC,UT,WBPFD,000,,2003/024082/07,9646745142,   
ZAE000246237,Fundrock Collective Investments (RF) (Pty) Ltd,SelMan FR GblEq FoF D,000000000000000,0000000000000,ZAC,UT,NBGFD,000,,2003/024082/07,9646745142,   
ZAE000246260,Fundrock Collective Investments (RF) (Pty) Ltd,Select Manager FR Eq FdD,000000000000000,0000000000000,ZAC,UT,NBEFD,000,,2003/024082/07,9646745142,   
ZAE000246294,Fundrock Collective Investments (RF) (Pty) Ltd,Instit FR Flex Inc Fd B,000000000000000,0000000000000,ZAC,UT,IBIFB,000,,2003/024082/07,9646745142,   
