WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes
WS:XKRX:012450,Hanwha Aerospace,,UNVERIFIED_EQUITY_SECURITY,South Korea,012450,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:082740,Hanwha Engine,,UNVERIFIED_EQUITY_SECURITY,South Korea,082740,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:088350,Hanwha Life,,UNVERIFIED_EQUITY_SECURITY,South Korea,088350,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:042660,Hanwha Ocean,,UNVERIFIED_EQUITY_SECURITY,South Korea,042660,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:009830,Hanwha Solutions,,UNVERIFIED_EQUITY_SECURITY,South Korea,009830,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:272210,Hanwha Systems,,UNVERIFIED_EQUITY_SECURITY,South Korea,272210,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:267270,HD Construction Equipment,,UNVERIFIED_EQUITY_SECURITY,South Korea,267270,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:267250,HD Hyundai,,UNVERIFIED_EQUITY_SECURITY,South Korea,267250,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:267260,HD Hyundai Electric,,UNVERIFIED_EQUITY_SECURITY,South Korea,267260,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:329180,HD Hyundai Heavy Industries,,UNVERIFIED_EQUITY_SECURITY,South Korea,329180,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:071970,HD Hyundai Marine Engine,,UNVERIFIED_EQUITY_SECURITY,South Korea,071970,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:443060,HD Hyundai Marine Solution,,UNVERIFIED_EQUITY_SECURITY,South Korea,443060,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:009540,HD KSOE,,UNVERIFIED_EQUITY_SECURITY,South Korea,009540,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:017960,Hankuk Carbon,,UNVERIFIED_EQUITY_SECURITY,South Korea,017960,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:000080,HiteJinro,,UNVERIFIED_EQUITY_SECURITY,South Korea,000080,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:204320,HL Mando,,UNVERIFIED_EQUITY_SECURITY,South Korea,204320,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:011200,HMM,,UNVERIFIED_EQUITY_SECURITY,South Korea,011200,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:008770,Hotel Shilla,,UNVERIFIED_EQUITY_SECURITY,South Korea,008770,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:298050,HS Hyosung Advanced Materials,,UNVERIFIED_EQUITY_SECURITY,South Korea,298050,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:352820,Hybe,,UNVERIFIED_EQUITY_SECURITY,South Korea,352820,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:298040,Hyosung Heavy Industries,,UNVERIFIED_EQUITY_SECURITY,South Korea,298040,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:298020,Hyosung TNC,,UNVERIFIED_EQUITY_SECURITY,South Korea,298020,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:307950,Hyundai AutoEver,,UNVERIFIED_EQUITY_SECURITY,South Korea,307950,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:069960,Hyundai Department Store,,UNVERIFIED_EQUITY_SECURITY,South Korea,069960,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:000720,Hyundai E&C,,UNVERIFIED_EQUITY_SECURITY,South Korea,000720,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:017800,Hyundai Elevator,,UNVERIFIED_EQUITY_SECURITY,South Korea,017800,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:086280,Hyundai Glovis,,UNVERIFIED_EQUITY_SECURITY,South Korea,086280,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:001450,Hyundai Marine & Fire,,UNVERIFIED_EQUITY_SECURITY,South Korea,001450,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:012330,Hyundai Mobis,,UNVERIFIED_EQUITY_SECURITY,South Korea,012330,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:005380,Hyundai Motor,,UNVERIFIED_EQUITY_SECURITY,South Korea,005380,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:064350,Hyundai Rotem,,UNVERIFIED_EQUITY_SECURITY,South Korea,064350,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:004020,Hyundai Steel,,UNVERIFIED_EQUITY_SECURITY,South Korea,004020,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:011210,Hyundai WIA,,UNVERIFIED_EQUITY_SECURITY,South Korea,011210,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:139130,IM Financial,,UNVERIFIED_EQUITY_SECURITY,South Korea,139130,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:024110,Industrial Bank of Korea,,UNVERIFIED_EQUITY_SECURITY,South Korea,024110,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:007660,Isu Petasys,,UNVERIFIED_EQUITY_SECURITY,South Korea,007660,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:457190,Isu Specialty Chemical,,UNVERIFIED_EQUITY_SECURITY,South Korea,457190,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:175330,JB Financial,,UNVERIFIED_EQUITY_SECURITY,South Korea,175330,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:035720,Kakao,,UNVERIFIED_EQUITY_SECURITY,South Korea,035720,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:323410,KakaoBank,,UNVERIFIED_EQUITY_SECURITY,South Korea,323410,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:377300,KakaoPay,,UNVERIFIED_EQUITY_SECURITY,South Korea,377300,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:035250,Kangwon Land,,UNVERIFIED_EQUITY_SECURITY,South Korea,035250,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:105560,KB Financial,,UNVERIFIED_EQUITY_SECURITY,South Korea,105560,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:002380,KCC,,UNVERIFIED_EQUITY_SECURITY,South Korea,002380,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:015760,KEPCO,,UNVERIFIED_EQUITY_SECURITY,South Korea,015760,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:052690,KEPCO E&C,,UNVERIFIED_EQUITY_SECURITY,South Korea,052690,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:051600,KEPCO KPS,,UNVERIFIED_EQUITY_SECURITY,South Korea,051600,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:000270,Kia,,UNVERIFIED_EQUITY_SECURITY,South Korea,000270,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:039490,Kiwoom Securities,,UNVERIFIED_EQUITY_SECURITY,South Korea,039490,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:161890,Kolmar Korea,,UNVERIFIED_EQUITY_SECURITY,South Korea,161890,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:120110,Kolon Industries,,UNVERIFIED_EQUITY_SECURITY,South Korea,120110,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:047810,Korea Aerospace,,UNVERIFIED_EQUITY_SECURITY,South Korea,047810,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:071320,Korea District Heating,,UNVERIFIED_EQUITY_SECURITY,South Korea,071320,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:036460,Korea Gas,,UNVERIFIED_EQUITY_SECURITY,South Korea,036460,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:071050,Korea Investment,,UNVERIFIED_EQUITY_SECURITY,South Korea,071050,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:006650,Korea Petrochemical,,UNVERIFIED_EQUITY_SECURITY,South Korea,006650,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:010130,Korea Zinc,,UNVERIFIED_EQUITY_SECURITY,South Korea,010130,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:003490,Korean Air,,UNVERIFIED_EQUITY_SECURITY,South Korea,003490,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:259960,Krafton,,UNVERIFIED_EQUITY_SECURITY,South Korea,259960,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:030200,KT,,UNVERIFIED_EQUITY_SECURITY,South Korea,030200,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:033780,KT&G,,UNVERIFIED_EQUITY_SECURITY,South Korea,033780,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:011780,Kumho Petrochemical,,UNVERIFIED_EQUITY_SECURITY,South Korea,011780,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
WS:XKRX:073240,Kumho Tire,,UNVERIFIED_EQUITY_SECURITY,South Korea,073240,Korea Exchange,XKRX,KRW,,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,UNMAPPED,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending
