Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Sector,Sector_Taxonomy,Sector_Source,Mapping_Status,Mapping_Authority,RS_Peer_Group_Eligibility,Sector_RS_Capability
705,WSSEC:WS:XNYS:LVS,WS:XNYS:LVS,XNYS,LVS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
706,WSSEC:WS:XNYS:LYV,WS:XNYS:LYV,XNYS,LYV,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
707,WSSEC:WS:XNYS:M,WS:XNYS:M,XNYS,M,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
708,WSSEC:WS:XNYS:MA,WS:XNYS:MA,XNYS,MA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
709,WSSEC:WS:XNYS:MAS,WS:XNYS:MAS,XNYS,MAS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
710,WSSEC:WS:XNYS:MCD,WS:XNYS:MCD,XNYS,MCD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
711,WSSEC:WS:XNYS:MCK,WS:XNYS:MCK,XNYS,MCK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
712,WSSEC:WS:XNYS:MCO,WS:XNYS:MCO,XNYS,MCO,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
713,WSSEC:WS:XNYS:MET,WS:XNYS:MET,XNYS,MET,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
714,WSSEC:WS:XNYS:MGM,WS:XNYS:MGM,XNYS,MGM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
715,WSSEC:WS:XNYS:MKC,WS:XNYS:MKC,XNYS,MKC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
716,WSSEC:WS:XNYS:MLI,WS:XNYS:MLI,XNYS,MLI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
717,WSSEC:WS:XNYS:MLM,WS:XNYS:MLM,XNYS,MLM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
718,WSSEC:WS:XNYS:MMM,WS:XNYS:MMM,XNYS,MMM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
719,WSSEC:WS:XNYS:MMS,WS:XNYS:MMS,XNYS,MMS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
720,WSSEC:WS:XNYS:MO,WS:XNYS:MO,XNYS,MO,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
721,WSSEC:WS:XNYS:MOGA,WS:XNYS:MOGA,XNYS,MOGA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
722,WSSEC:WS:XNYS:MOH,WS:XNYS:MOH,XNYS,MOH,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
723,WSSEC:WS:XNYS:MOS,WS:XNYS:MOS,XNYS,MOS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
724,WSSEC:WS:XNYS:MP,WS:XNYS:MP,XNYS,MP,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
725,WSSEC:WS:XNYS:MPC,WS:XNYS:MPC,XNYS,MPC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
726,WSSEC:WS:XNYS:MRK,WS:XNYS:MRK,XNYS,MRK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
727,WSSEC:WS:XNYS:MS,WS:XNYS:MS,XNYS,MS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
728,WSSEC:WS:XNYS:MSA,WS:XNYS:MSA,XNYS,MSA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
729,WSSEC:WS:XNYS:MSCI,WS:XNYS:MSCI,XNYS,MSCI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
730,WSSEC:WS:XNYS:MSI,WS:XNYS:MSI,XNYS,MSI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
731,WSSEC:WS:XNYS:MSM,WS:XNYS:MSM,XNYS,MSM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
732,WSSEC:WS:XNYS:MTB,WS:XNYS:MTB,XNYS,MTB,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
733,WSSEC:WS:XNYS:MTD,WS:XNYS:MTD,XNYS,MTD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
734,WSSEC:WS:XNYS:MTDR,WS:XNYS:MTDR,XNYS,MTDR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
735,WSSEC:WS:XNYS:MTG,WS:XNYS:MTG,XNYS,MTG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
736,WSSEC:WS:XNYS:MTN,WS:XNYS:MTN,XNYS,MTN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
737,WSSEC:WS:XNYS:MTZ,WS:XNYS:MTZ,XNYS,MTZ,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
738,WSSEC:WS:XNYS:MUR,WS:XNYS:MUR,XNYS,MUR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
739,WSSEC:WS:XNYS:MUSA,WS:XNYS:MUSA,XNYS,MUSA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
740,WSSEC:WS:XNYS:NEM,WS:XNYS:NEM,XNYS,NEM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
741,WSSEC:WS:XNYS:NEU,WS:XNYS:NEU,XNYS,NEU,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
742,WSSEC:WS:XNYS:NFG,WS:XNYS:NFG,XNYS,NFG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
743,WSSEC:WS:XNYS:NI,WS:XNYS:NI,XNYS,NI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
744,WSSEC:WS:XNYS:NJR,WS:XNYS:NJR,XNYS,NJR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
745,WSSEC:WS:XNYS:NKE,WS:XNYS:NKE,XNYS,NKE,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
746,WSSEC:WS:XNYS:NOC,WS:XNYS:NOC,XNYS,NOC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
747,WSSEC:WS:XNYS:NOV,WS:XNYS:NOV,XNYS,NOV,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
748,WSSEC:WS:XNYS:NOW,WS:XNYS:NOW,XNYS,NOW,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
749,WSSEC:WS:XNYS:NRG,WS:XNYS:NRG,XNYS,NRG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
750,WSSEC:WS:XNYS:NSC,WS:XNYS:NSC,XNYS,NSC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
751,WSSEC:WS:XNYS:NUE,WS:XNYS:NUE,XNYS,NUE,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
752,WSSEC:WS:XNYS:NVR,WS:XNYS:NVR,XNYS,NVR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
753,WSSEC:WS:XNYS:NVST,WS:XNYS:NVST,XNYS,NVST,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
754,WSSEC:WS:XNYS:NVT,WS:XNYS:NVT,XNYS,NVT,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
755,WSSEC:WS:XNYS:NYT,WS:XNYS:NYT,XNYS,NYT,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
756,WSSEC:WS:XNYS:OC,WS:XNYS:OC,XNYS,OC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
757,WSSEC:WS:XNYS:OGE,WS:XNYS:OGE,XNYS,OGE,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
758,WSSEC:WS:XNYS:OGS,WS:XNYS:OGS,XNYS,OGS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
759,WSSEC:WS:XNYS:OKE,WS:XNYS:OKE,XNYS,OKE,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
760,WSSEC:WS:XNYS:OLN,WS:XNYS:OLN,XNYS,OLN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
761,WSSEC:WS:XNYS:OMC,WS:XNYS:OMC,XNYS,OMC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
762,WSSEC:WS:XNYS:ONTO,WS:XNYS:ONTO,XNYS,ONTO,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
763,WSSEC:WS:XNYS:ORA,WS:XNYS:ORA,XNYS,ORA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
764,WSSEC:WS:XNYS:ORI,WS:XNYS:ORI,XNYS,ORI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
765,WSSEC:WS:XNYS:OSK,WS:XNYS:OSK,XNYS,OSK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
766,WSSEC:WS:XNYS:OTIS,WS:XNYS:OTIS,XNYS,OTIS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
767,WSSEC:WS:XNYS:OVV,WS:XNYS:OVV,XNYS,OVV,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
768,WSSEC:WS:XNYS:OXY,WS:XNYS:OXY,XNYS,OXY,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
769,WSSEC:WS:XNYS:P,WS:XNYS:P,XNYS,P,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
770,WSSEC:WS:XNYS:PAG,WS:XNYS:PAG,XNYS,PAG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
771,WSSEC:WS:XNYS:PATH,WS:XNYS:PATH,XNYS,PATH,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
772,WSSEC:WS:XNYS:PB,WS:XNYS:PB,XNYS,PB,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
773,WSSEC:WS:XNYS:PBF,WS:XNYS:PBF,XNYS,PBF,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
774,WSSEC:WS:XNYS:PCG,WS:XNYS:PCG,XNYS,PCG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
775,WSSEC:WS:XNYS:PEG,WS:XNYS:PEG,XNYS,PEG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
776,WSSEC:WS:XNYS:PEN,WS:XNYS:PEN,XNYS,PEN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
777,WSSEC:WS:XNYS:PEP,WS:XNYS:PEP,XNYS,PEP,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
778,WSSEC:WS:XNYS:PFE,WS:XNYS:PFE,XNYS,PFE,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
779,WSSEC:WS:XNYS:PFGC,WS:XNYS:PFGC,XNYS,PFGC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
780,WSSEC:WS:XNYS:PG,WS:XNYS:PG,XNYS,PG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
781,WSSEC:WS:XNYS:PGR,WS:XNYS:PGR,XNYS,PGR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
782,WSSEC:WS:XNYS:PH,WS:XNYS:PH,XNYS,PH,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
783,WSSEC:WS:XNYS:PHM,WS:XNYS:PHM,XNYS,PHM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
784,WSSEC:WS:XNYS:PII,WS:XNYS:PII,XNYS,PII,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
785,WSSEC:WS:XNYS:PINS,WS:XNYS:PINS,XNYS,PINS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
786,WSSEC:WS:XNYS:PKG,WS:XNYS:PKG,XNYS,PKG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
787,WSSEC:WS:XNYS:PLNT,WS:XNYS:PLNT,XNYS,PLNT,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
788,WSSEC:WS:XNYS:PLTR,WS:XNYS:PLTR,XNYS,PLTR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
789,WSSEC:WS:XNYS:PM,WS:XNYS:PM,XNYS,PM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
790,WSSEC:WS:XNYS:PNC,WS:XNYS:PNC,XNYS,PNC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
791,WSSEC:WS:XNYS:PNFP,WS:XNYS:PNFP,XNYS,PNFP,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
792,WSSEC:WS:XNYS:PNW,WS:XNYS:PNW,XNYS,PNW,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
793,WSSEC:WS:XNYS:POR,WS:XNYS:POR,XNYS,POR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
794,WSSEC:WS:XNYS:POST,WS:XNYS:POST,XNYS,POST,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
795,WSSEC:WS:XNYS:PPG,WS:XNYS:PPG,XNYS,PPG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
796,WSSEC:WS:XNYS:PPL,WS:XNYS:PPL,XNYS,PPL,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
797,WSSEC:WS:XNYS:PR,WS:XNYS:PR,XNYS,PR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
798,WSSEC:WS:XNYS:PRI,WS:XNYS:PRI,XNYS,PRI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
799,WSSEC:WS:XNYS:PSN,WS:XNYS:PSN,XNYS,PSN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
800,WSSEC:WS:XNYS:PSX,WS:XNYS:PSX,XNYS,PSX,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
801,WSSEC:WS:XNYS:PVH,WS:XNYS:PVH,XNYS,PVH,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
802,WSSEC:WS:XNYS:PWR,WS:XNYS:PWR,XNYS,PWR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
803,WSSEC:WS:XNYS:R,WS:XNYS:R,XNYS,R,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
804,WSSEC:WS:XNYS:RBA,WS:XNYS:RBA,XNYS,RBA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
805,WSSEC:WS:XNYS:RBC,WS:XNYS:RBC,XNYS,RBC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
806,WSSEC:WS:XNYS:RF,WS:XNYS:RF,XNYS,RF,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
807,WSSEC:WS:XNYS:RGA,WS:XNYS:RGA,XNYS,RGA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
808,WSSEC:WS:XNYS:RH,WS:XNYS:RH,XNYS,RH,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
809,WSSEC:WS:XNYS:RJF,WS:XNYS:RJF,XNYS,RJF,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
810,WSSEC:WS:XNYS:RL,WS:XNYS:RL,XNYS,RL,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
811,WSSEC:WS:XNYS:RLI,WS:XNYS:RLI,XNYS,RLI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
812,WSSEC:WS:XNYS:RMD,WS:XNYS:RMD,XNYS,RMD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
813,WSSEC:WS:XNYS:RNR,WS:XNYS:RNR,XNYS,RNR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
814,WSSEC:WS:XNYS:ROK,WS:XNYS:ROK,XNYS,ROK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
815,WSSEC:WS:XNYS:ROL,WS:XNYS:ROL,XNYS,ROL,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
816,WSSEC:WS:XNYS:ROP,WS:XNYS:ROP,XNYS,ROP,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
817,WSSEC:WS:XNYS:RPM,WS:XNYS:RPM,XNYS,RPM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
818,WSSEC:WS:XNYS:RRC,WS:XNYS:RRC,XNYS,RRC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
819,WSSEC:WS:XNYS:RRX,WS:XNYS:RRX,XNYS,RRX,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
820,WSSEC:WS:XNYS:RS,WS:XNYS:RS,XNYS,RS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
821,WSSEC:WS:XNYS:RSG,WS:XNYS:RSG,XNYS,RSG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
822,WSSEC:WS:XNYS:RTX,WS:XNYS:RTX,XNYS,RTX,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
823,WSSEC:WS:XNYS:RYAN,WS:XNYS:RYAN,XNYS,RYAN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
824,WSSEC:WS:XNYS:SAM,WS:XNYS:SAM,XNYS,SAM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
825,WSSEC:WS:XNYS:SARO,WS:XNYS:SARO,XNYS,SARO,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
826,WSSEC:WS:XNYS:SCHW,WS:XNYS:SCHW,XNYS,SCHW,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
827,WSSEC:WS:XNYS:SCI,WS:XNYS:SCI,XNYS,SCI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
828,WSSEC:WS:XNYS:SF,WS:XNYS:SF,XNYS,SF,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
829,WSSEC:WS:XNYS:SGI,WS:XNYS:SGI,XNYS,SGI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
830,WSSEC:WS:XNYS:SHW,WS:XNYS:SHW,XNYS,SHW,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
831,WSSEC:WS:XNYS:SJM,WS:XNYS:SJM,XNYS,SJM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
