Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Sector,Sector_Taxonomy,Sector_Source,Mapping_Status,Mapping_Authority,RS_Peer_Group_Eligibility,Sector_RS_Capability
349,WSSEC:WS:XNAS:ORLY,WS:XNAS:ORLY,XNAS,ORLY,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
350,WSSEC:WS:XNAS:OZK,WS:XNAS:OZK,XNAS,OZK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
351,WSSEC:WS:XNAS:PANW,WS:XNAS:PANW,XNAS,PANW,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
352,WSSEC:WS:XNAS:PAYX,WS:XNAS:PAYX,XNAS,PAYX,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
353,WSSEC:WS:XNAS:PCAR,WS:XNAS:PCAR,XNAS,PCAR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
354,WSSEC:WS:XNAS:PCTY,WS:XNAS:PCTY,XNAS,PCTY,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
355,WSSEC:WS:XNAS:PEGA,WS:XNAS:PEGA,XNAS,PEGA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
356,WSSEC:WS:XNAS:PPC,WS:XNAS:PPC,XNAS,PPC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
357,WSSEC:WS:XNAS:PTC,WS:XNAS:PTC,XNAS,PTC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
358,WSSEC:WS:XNAS:PYPL,WS:XNAS:PYPL,XNAS,PYPL,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
359,WSSEC:WS:XNAS:QCOM,WS:XNAS:QCOM,XNAS,QCOM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
360,WSSEC:WS:XNAS:QLYS,WS:XNAS:QLYS,XNAS,QLYS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
361,WSSEC:WS:XNAS:REGN,WS:XNAS:REGN,XNAS,REGN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
362,WSSEC:WS:XNAS:RGEN,WS:XNAS:RGEN,XNAS,RGEN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
363,WSSEC:WS:XNAS:RGLD,WS:XNAS:RGLD,XNAS,RGLD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
364,WSSEC:WS:XNAS:RMBS,WS:XNAS:RMBS,XNAS,RMBS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
365,WSSEC:WS:XNAS:ROIV,WS:XNAS:ROIV,XNAS,ROIV,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
366,WSSEC:WS:XNAS:ROKU,WS:XNAS:ROKU,XNAS,ROKU,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
367,WSSEC:WS:XNAS:ROST,WS:XNAS:ROST,XNAS,ROST,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
368,WSSEC:WS:XNAS:SAIA,WS:XNAS:SAIA,XNAS,SAIA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
369,WSSEC:WS:XNAS:SAIC,WS:XNAS:SAIC,XNAS,SAIC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
370,WSSEC:WS:XNAS:SANM,WS:XNAS:SANM,XNAS,SANM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
371,WSSEC:WS:XNAS:SBUX,WS:XNAS:SBUX,XNAS,SBUX,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
372,WSSEC:WS:XNAS:SEIC,WS:XNAS:SEIC,XNAS,SEIC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
373,WSSEC:WS:XNAS:SFM,WS:XNAS:SFM,XNAS,SFM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
374,WSSEC:WS:XNAS:SHC,WS:XNAS:SHC,XNAS,SHC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
375,WSSEC:WS:XNAS:SIGI,WS:XNAS:SIGI,XNAS,SIGI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
376,WSSEC:WS:XNAS:SIRI,WS:XNAS:SIRI,XNAS,SIRI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
377,WSSEC:WS:XNAS:SITM,WS:XNAS:SITM,XNAS,SITM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
378,WSSEC:WS:XNAS:SLAB,WS:XNAS:SLAB,XNAS,SLAB,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
379,WSSEC:WS:XNAS:SLM,WS:XNAS:SLM,XNAS,SLM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
380,WSSEC:WS:XNAS:SMTC,WS:XNAS:SMTC,XNAS,SMTC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
381,WSSEC:WS:XNAS:SNDK,WS:XNAS:SNDK,XNAS,SNDK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
382,WSSEC:WS:XNAS:SNPS,WS:XNAS:SNPS,XNAS,SNPS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
383,WSSEC:WS:XNAS:STLD,WS:XNAS:STLD,XNAS,STLD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
384,WSSEC:WS:XNAS:STRL,WS:XNAS:STRL,XNAS,STRL,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
385,WSSEC:WS:XNAS:SWKS,WS:XNAS:SWKS,XNAS,SWKS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
386,WSSEC:WS:XNAS:SYNA,WS:XNAS:SYNA,XNAS,SYNA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
387,WSSEC:WS:XNAS:TCBI,WS:XNAS:TCBI,XNAS,TCBI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
388,WSSEC:WS:XNAS:TECH,WS:XNAS:TECH,XNAS,TECH,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
389,WSSEC:WS:XNAS:TLN,WS:XNAS:TLN,XNAS,TLN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
390,WSSEC:WS:XNAS:TMUS,WS:XNAS:TMUS,XNAS,TMUS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
391,WSSEC:WS:XNAS:TROW,WS:XNAS:TROW,XNAS,TROW,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
392,WSSEC:WS:XNAS:TSCO,WS:XNAS:TSCO,XNAS,TSCO,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
393,WSSEC:WS:XNAS:TSLA,WS:XNAS:TSLA,XNAS,TSLA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
394,WSSEC:WS:XNAS:TTD,WS:XNAS:TTD,XNAS,TTD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
395,WSSEC:WS:XNAS:TTEK,WS:XNAS:TTEK,XNAS,TTEK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
396,WSSEC:WS:XNAS:TTMI,WS:XNAS:TTMI,XNAS,TTMI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
397,WSSEC:WS:XNAS:TTWO,WS:XNAS:TTWO,XNAS,TTWO,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
398,WSSEC:WS:XNAS:TXN,WS:XNAS:TXN,XNAS,TXN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
399,WSSEC:WS:XNAS:TXRH,WS:XNAS:TXRH,XNAS,TXRH,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
400,WSSEC:WS:XNAS:UBSI,WS:XNAS:UBSI,XNAS,UBSI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
401,WSSEC:WS:XNAS:UFPI,WS:XNAS:UFPI,XNAS,UFPI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
402,WSSEC:WS:XNAS:ULTA,WS:XNAS:ULTA,XNAS,ULTA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
403,WSSEC:WS:XNAS:UMBF,WS:XNAS:UMBF,XNAS,UMBF,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
404,WSSEC:WS:XNAS:UTHR,WS:XNAS:UTHR,XNAS,UTHR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
405,WSSEC:WS:XNAS:VC,WS:XNAS:VC,XNAS,VC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
406,WSSEC:WS:XNAS:VIAV,WS:XNAS:VIAV,XNAS,VIAV,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
407,WSSEC:WS:XNAS:VICR,WS:XNAS:VICR,XNAS,VICR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
408,WSSEC:WS:XNAS:VLY,WS:XNAS:VLY,XNAS,VLY,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
409,WSSEC:WS:XNAS:VNOM,WS:XNAS:VNOM,XNAS,VNOM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
410,WSSEC:WS:XNAS:VRSK,WS:XNAS:VRSK,XNAS,VRSK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
411,WSSEC:WS:XNAS:VRSN,WS:XNAS:VRSN,XNAS,VRSN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
412,WSSEC:WS:XNAS:VRTX,WS:XNAS:VRTX,XNAS,VRTX,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
413,WSSEC:WS:XNAS:VTRS,WS:XNAS:VTRS,XNAS,VTRS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
414,WSSEC:WS:XNAS:WBD,WS:XNAS:WBD,XNAS,WBD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
415,WSSEC:WS:XNAS:WDC,WS:XNAS:WDC,XNAS,WDC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
416,WSSEC:WS:XNAS:WFRD,WS:XNAS:WFRD,XNAS,WFRD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
417,WSSEC:WS:XNAS:WING,WS:XNAS:WING,XNAS,WING,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
418,WSSEC:WS:XNAS:WMG,WS:XNAS:WMG,XNAS,WMG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
419,WSSEC:WS:XNAS:WMT,WS:XNAS:WMT,XNAS,WMT,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
420,WSSEC:WS:XNAS:WTFC,WS:XNAS:WTFC,XNAS,WTFC,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
421,WSSEC:WS:XNAS:WWD,WS:XNAS:WWD,XNAS,WWD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
422,WSSEC:WS:XNAS:WYNN,WS:XNAS:WYNN,XNAS,WYNN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
423,WSSEC:WS:XNAS:XRAY,WS:XNAS:XRAY,XNAS,XRAY,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
424,WSSEC:WS:XNAS:ZBRA,WS:XNAS:ZBRA,XNAS,ZBRA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
425,WSSEC:WS:XNAS:ZION,WS:XNAS:ZION,XNAS,ZION,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
426,WSSEC:WS:XNYS:A,WS:XNYS:A,XNYS,A,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
427,WSSEC:WS:XNYS:AA,WS:XNYS:AA,XNYS,AA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
428,WSSEC:WS:XNYS:ABBV,WS:XNYS:ABBV,XNYS,ABBV,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
429,WSSEC:WS:XNYS:ABT,WS:XNYS:ABT,XNYS,ABT,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
430,WSSEC:WS:XNYS:ACI,WS:XNYS:ACI,XNYS,ACI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
431,WSSEC:WS:XNYS:ACM,WS:XNYS:ACM,XNYS,ACM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
432,WSSEC:WS:XNYS:ADM,WS:XNYS:ADM,XNYS,ADM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
433,WSSEC:WS:XNYS:AEE,WS:XNYS:AEE,XNYS,AEE,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
434,WSSEC:WS:XNYS:AEP,WS:XNYS:AEP,XNYS,AEP,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
435,WSSEC:WS:XNYS:AES,WS:XNYS:AES,XNYS,AES,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
436,WSSEC:WS:XNYS:AFG,WS:XNYS:AFG,XNYS,AFG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
437,WSSEC:WS:XNYS:AFL,WS:XNYS:AFL,XNYS,AFL,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
438,WSSEC:WS:XNYS:AGCO,WS:XNYS:AGCO,XNYS,AGCO,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
439,WSSEC:WS:XNYS:AIG,WS:XNYS:AIG,XNYS,AIG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
440,WSSEC:WS:XNYS:AIT,WS:XNYS:AIT,XNYS,AIT,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
441,WSSEC:WS:XNYS:AIZ,WS:XNYS:AIZ,XNYS,AIZ,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
442,WSSEC:WS:XNYS:AJG,WS:XNYS:AJG,XNYS,AJG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
443,WSSEC:WS:XNYS:ALB,WS:XNYS:ALB,XNYS,ALB,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
444,WSSEC:WS:XNYS:ALK,WS:XNYS:ALK,XNYS,ALK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
445,WSSEC:WS:XNYS:ALL,WS:XNYS:ALL,XNYS,ALL,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
446,WSSEC:WS:XNYS:ALLY,WS:XNYS:ALLY,XNYS,ALLY,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
447,WSSEC:WS:XNYS:ALSN,WS:XNYS:ALSN,XNYS,ALSN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
448,WSSEC:WS:XNYS:ALV,WS:XNYS:ALV,XNYS,ALV,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
449,WSSEC:WS:XNYS:AM,WS:XNYS:AM,XNYS,AM,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
450,WSSEC:WS:XNYS:AME,WS:XNYS:AME,XNYS,AME,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
451,WSSEC:WS:XNYS:AMG,WS:XNYS:AMG,XNYS,AMG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
452,WSSEC:WS:XNYS:AMP,WS:XNYS:AMP,XNYS,AMP,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
453,WSSEC:WS:XNYS:AN,WS:XNYS:AN,XNYS,AN,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
454,WSSEC:WS:XNYS:ANF,WS:XNYS:ANF,XNYS,ANF,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
455,WSSEC:WS:XNYS:AOS,WS:XNYS:AOS,XNYS,AOS,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
456,WSSEC:WS:XNYS:APD,WS:XNYS:APD,XNYS,APD,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
457,WSSEC:WS:XNYS:APG,WS:XNYS:APG,XNYS,APG,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
458,WSSEC:WS:XNYS:APH,WS:XNYS:APH,XNYS,APH,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
459,WSSEC:WS:XNYS:AR,WS:XNYS:AR,XNYS,AR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
460,WSSEC:WS:XNYS:ARES,WS:XNYS:ARES,XNYS,ARES,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
461,WSSEC:WS:XNYS:ARMK,WS:XNYS:ARMK,XNYS,ARMK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
462,WSSEC:WS:XNYS:ARW,WS:XNYS:ARW,XNYS,ARW,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
463,WSSEC:WS:XNYS:ASB,WS:XNYS:ASB,XNYS,ASB,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
464,WSSEC:WS:XNYS:ASH,WS:XNYS:ASH,XNYS,ASH,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
465,WSSEC:WS:XNYS:ATI,WS:XNYS:ATI,XNYS,ATI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
466,WSSEC:WS:XNYS:ATO,WS:XNYS:ATO,XNYS,ATO,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
467,WSSEC:WS:XNYS:ATR,WS:XNYS:ATR,XNYS,ATR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
468,WSSEC:WS:XNYS:AVNT,WS:XNYS:AVNT,XNYS,AVNT,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
469,WSSEC:WS:XNYS:AVTR,WS:XNYS:AVTR,XNYS,AVTR,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
470,WSSEC:WS:XNYS:AVY,WS:XNYS:AVY,XNYS,AVY,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
471,WSSEC:WS:XNYS:AWK,WS:XNYS:AWK,XNYS,AWK,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
472,WSSEC:WS:XNYS:AXP,WS:XNYS:AXP,XNYS,AXP,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
473,WSSEC:WS:XNYS:AXTA,WS:XNYS:AXTA,XNYS,AXTA,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
474,WSSEC:WS:XNYS:AYI,WS:XNYS:AYI,XNYS,AYI,,,,NOT_VERIFIED_CONTRACT_BLOCKED,NONE_POPULATED,NOT_VERIFIED,BLOCKED_METADATA_CONTRACT
