Security_Key,Source_WS_ID,R1_Materialized,R1_Independent,R1_Exact,TrueRange_Current_Materialized,TrueRange_Current_Independent,TrueRange_Current_Exact
WSSEC:WS:XNYS:CHE,WS:XNYS:CHE,-0.008808480067673097,-0.008808480067673097,True,12.6199951171875,12.6199951171875,True
WSSEC:WS:XNYS:CHH,WS:XNYS:CHH,0.022715587117170477,0.022715587117170477,True,2.4599990844726562,2.4599990844726562,True
WSSEC:WS:XNYS:CHWY,WS:XNYS:CHWY,-0.005334655958998069,-0.005334655958998069,True,0.6800003051757812,0.6800003051757812,True
WSSEC:WS:XNYS:CL,WS:XNYS:CL,-0.0070988084276175645,-0.0070988084276175645,True,1.9599990844726562,1.9599990844726562,True
WSSEC:WS:XNYS:CLF,WS:XNYS:CLF,-0.034400024414062536,-0.034400024414062536,True,0.75,0.75,True
WSSEC:WS:XNYS:CLH,WS:XNYS:CLH,-0.013837857144099575,-0.013837857144099575,True,7.839996337890625,7.839996337890625,True
WSSEC:WS:XNYS:CLX,WS:XNYS:CLX,-0.0254943927496577,-0.0254943927496577,True,2.779998779296875,2.779998779296875,True
WSSEC:WS:XNYS:CMC,WS:XNYS:CMC,-0.008062022600987206,-0.008062022600987206,True,0.9600028991699219,0.9600028991699219,True
WSSEC:WS:XNYS:CMG,WS:XNYS:CMG,-0.021400207353467704,-0.021400207353467704,True,1.289999008178711,1.289999008178711,True
WSSEC:WS:XNYS:CMI,WS:XNYS:CMI,-0.006823628939771731,-0.006823628939771731,True,9.4000244140625,9.4000244140625,True
WSSEC:WS:XNYS:CMS,WS:XNYS:CMS,-0.006017435612563071,-0.006017435612563071,True,0.7400016784667969,0.7400016784667969,True
WSSEC:WS:XNYS:CNC,WS:XNYS:CNC,-0.0025773785017727535,-0.0025773785017727535,True,1.5900001525878906,1.5900001525878906,True
WSSEC:WS:XNYS:CNH,WS:XNYS:CNH,0.0022304634495626807,0.0022304634495626807,True,0.3100004196166992,0.3100004196166992,True
WSSEC:WS:XNYS:CNM,WS:XNYS:CNM,0.010560918950799802,0.010560918950799802,True,0.9799995422363281,0.9799995422363281,True
WSSEC:WS:XNYS:CNO,WS:XNYS:CNO,-0.014671211230314118,-0.014671211230314118,True,1.7900009155273438,1.7900009155273438,True
WSSEC:WS:XNYS:CNP,WS:XNYS:CNP,-0.00914962739461822,-0.00914962739461822,True,0.5900001525878906,0.5900001525878906,True
WSSEC:WS:XNYS:CNX,WS:XNYS:CNX,-0.003344500224776059,-0.003344500224776059,True,0.6899986267089844,0.6899986267089844,True
WSSEC:WS:XNYS:COF,WS:XNYS:COF,0.0026006858284681744,0.0026006858284681744,True,3.279998779296875,3.279998779296875,True
WSSEC:WS:XNYS:COP,WS:XNYS:COP,0.009758763648510138,0.009758763648510138,True,2.8800048828125,2.8800048828125,True
WSSEC:WS:XNYS:COR,WS:XNYS:COR,-0.007717444830056652,-0.007717444830056652,True,7.42999267578125,7.42999267578125,True
WSSEC:WS:XNYS:CPRI,WS:XNYS:CPRI,-0.02983048002598654,-0.02983048002598654,True,0.9700002670288086,0.9700002670288086,True
WSSEC:WS:XNYS:CR,WS:XNYS:CR,0.006780749062791358,0.006780749062791358,True,3.0500030517578125,3.0500030517578125,True
WSSEC:WS:XNYS:CRBG,WS:XNYS:CRBG,-0.0002873351288673609,-0.0002873351288673609,True,0.7049980163574219,0.7049980163574219,True
