Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,feature_as_of_date,latest_eligible_valid_date,eligible_rows_after_asof,Result
WSSEC:WS:XNAS:BTSG,WS:XNAS:BTSG,XNAS,BTSG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CAR,WS:XNAS:CAR,XNAS,CAR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CART,WS:XNAS:CART,XNAS,CART,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CASY,WS:XNAS:CASY,XNAS,CASY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CBOE,WS:XNAS:CBOE,XNAS,CBOE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CBSH,WS:XNAS:CBSH,XNAS,CBSH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CDNS,WS:XNAS:CDNS,XNAS,CDNS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CDW,WS:XNAS:CDW,XNAS,CDW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CELH,WS:XNAS:CELH,XNAS,CELH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CG,WS:XNAS:CG,XNAS,CG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CGNX,WS:XNAS:CGNX,XNAS,CGNX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CHDN,WS:XNAS:CHDN,XNAS,CHDN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CHRD,WS:XNAS:CHRD,XNAS,CHRD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CHRW,WS:XNAS:CHRW,XNAS,CHRW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CINF,WS:XNAS:CINF,XNAS,CINF,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CME,WS:XNAS:CME,XNAS,CME,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:COIN,WS:XNAS:COIN,XNAS,COIN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:COKE,WS:XNAS:COKE,XNAS,COKE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:COLB,WS:XNAS:COLB,XNAS,COLB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:COLM,WS:XNAS:COLM,XNAS,COLM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:COST,WS:XNAS:COST,XNAS,COST,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CPRT,WS:XNAS:CPRT,XNAS,CPRT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CROX,WS:XNAS:CROX,XNAS,CROX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CRUS,WS:XNAS:CRUS,XNAS,CRUS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CRWD,WS:XNAS:CRWD,XNAS,CRWD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CSCO,WS:XNAS:CSCO,XNAS,CSCO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CTAS,WS:XNAS:CTAS,XNAS,CTAS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CTSH,WS:XNAS:CTSH,XNAS,CTSH,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:CVLT,WS:XNAS:CVLT,XNAS,CVLT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:CYTK,WS:XNAS:CYTK,XNAS,CYTK,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:DBX,WS:XNAS:DBX,XNAS,DBX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:DDOG,WS:XNAS:DDOG,XNAS,DDOG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:DLTR,WS:XNAS:DLTR,XNAS,DLTR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:DOCU,WS:XNAS:DOCU,XNAS,DOCU,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:DUOL,WS:XNAS:DUOL,XNAS,DUOL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:DXCM,WS:XNAS:DXCM,XNAS,DXCM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:EBAY,WS:XNAS:EBAY,XNAS,EBAY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:ECHO,WS:XNAS:ECHO,XNAS,ECHO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:EEFT,WS:XNAS:EEFT,XNAS,EEFT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ENSG,WS:XNAS:ENSG,XNAS,ENSG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ENTG,WS:XNAS:ENTG,XNAS,ENTG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:EWBC,WS:XNAS:EWBC,XNAS,EWBC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:EXEL,WS:XNAS:EXEL,XNAS,EXEL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:EXLS,WS:XNAS:EXLS,XNAS,EXLS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:EXPD,WS:XNAS:EXPD,XNAS,EXPD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:EXPE,WS:XNAS:EXPE,XNAS,EXPE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:EXPO,WS:XNAS:EXPO,XNAS,EXPO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:FANG,WS:XNAS:FANG,XNAS,FANG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FAST,WS:XNAS:FAST,XNAS,FAST,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FCFS,WS:XNAS:FCFS,XNAS,FCFS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:FFIN,WS:XNAS:FFIN,XNAS,FFIN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:FFIV,WS:XNAS:FFIV,XNAS,FFIV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FISV,WS:XNAS:FISV,XNAS,FISV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FIVE,WS:XNAS:FIVE,XNAS,FIVE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:FSLR,WS:XNAS:FSLR,XNAS,FSLR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:FTNT,WS:XNAS:FTNT,XNAS,FTNT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:GEHC,WS:XNAS:GEHC,XNAS,GEHC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:GILD,WS:XNAS:GILD,XNAS,GILD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:GNTX,WS:XNAS:GNTX,XNAS,GNTX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:HALO,WS:XNAS:HALO,XNAS,HALO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:HAS,WS:XNAS:HAS,XNAS,HAS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:HLNE,WS:XNAS:HLNE,XNAS,HLNE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:HOOD,WS:XNAS:HOOD,XNAS,HOOD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:HQY,WS:XNAS:HQY,XNAS,HQY,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:HSIC,WS:XNAS:HSIC,XNAS,HSIC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:HWC,WS:XNAS:HWC,XNAS,HWC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:IBKR,WS:XNAS:IBKR,XNAS,IBKR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:IBOC,WS:XNAS:IBOC,XNAS,IBOC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:IDCC,WS:XNAS:IDCC,XNAS,IDCC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:IDXX,WS:XNAS:IDXX,XNAS,IDXX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:IESC,WS:XNAS:IESC,XNAS,IESC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ILMN,WS:XNAS:ILMN,XNAS,ILMN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:INCY,WS:XNAS:INCY,XNAS,INCY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:INTC,WS:XNAS:INTC,XNAS,INTC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:INTU,WS:XNAS:INTU,XNAS,INTU,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:IPGP,WS:XNAS:IPGP,XNAS,IPGP,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ISRG,WS:XNAS:ISRG,XNAS,ISRG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:JAZZ,WS:XNAS:JAZZ,XNAS,JAZZ,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:JBHT,WS:XNAS:JBHT,XNAS,JBHT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:JKHY,WS:XNAS:JKHY,XNAS,JKHY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:KHC,WS:XNAS:KHC,XNAS,KHC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:KLAC,WS:XNAS:KLAC,XNAS,KLAC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:KRYS,WS:XNAS:KRYS,XNAS,KRYS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:KTOS,WS:XNAS:KTOS,XNAS,KTOS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LECO,WS:XNAS:LECO,XNAS,LECO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LFUS,WS:XNAS:LFUS,XNAS,LFUS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LITE,WS:XNAS:LITE,XNAS,LITE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:LIVN,WS:XNAS:LIVN,XNAS,LIVN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LNT,WS:XNAS:LNT,XNAS,LNT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:LNTH,WS:XNAS:LNTH,XNAS,LNTH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LOPE,WS:XNAS:LOPE,XNAS,LOPE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LSCC,WS:XNAS:LSCC,XNAS,LSCC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LSTR,WS:XNAS:LSTR,XNAS,LSTR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:LULU,WS:XNAS:LULU,XNAS,LULU,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MANH,WS:XNAS:MANH,XNAS,MANH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MAR,WS:XNAS:MAR,XNAS,MAR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MAT,WS:XNAS:MAT,XNAS,MAT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MCHP,WS:XNAS:MCHP,XNAS,MCHP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MDLZ,WS:XNAS:MDLZ,XNAS,MDLZ,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MEDP,WS:XNAS:MEDP,XNAS,MEDP,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:META,WS:XNAS:META,XNAS,META,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MIDD,WS:XNAS:MIDD,XNAS,MIDD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MKSI,WS:XNAS:MKSI,XNAS,MKSI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MORN,WS:XNAS:MORN,XNAS,MORN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MPWR,WS:XNAS:MPWR,XNAS,MPWR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MRNA,WS:XNAS:MRNA,XNAS,MRNA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MRVL,WS:XNAS:MRVL,XNAS,MRVL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MSFT,WS:XNAS:MSFT,XNAS,MSFT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MTSI,WS:XNAS:MTSI,XNAS,MTSI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:MU,WS:XNAS:MU,XNAS,MU,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:MZTI,WS:XNAS:MZTI,XNAS,MZTI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NBIX,WS:XNAS:NBIX,XNAS,NBIX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NDAQ,WS:XNAS:NDAQ,XNAS,NDAQ,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NDSN,WS:XNAS:NDSN,XNAS,NDSN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NFLX,WS:XNAS:NFLX,XNAS,NFLX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NOVT,WS:XNAS:NOVT,XNAS,NOVT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NTNX,WS:XNAS:NTNX,XNAS,NTNX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NTRS,WS:XNAS:NTRS,XNAS,NTRS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NVDA,WS:XNAS:NVDA,XNAS,NVDA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:NWE,WS:XNAS:NWE,XNAS,NWE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NXST,WS:XNAS:NXST,XNAS,NXST,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:NXT,WS:XNAS:NXT,XNAS,NXT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ODFL,WS:XNAS:ODFL,XNAS,ODFL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:OKTA,WS:XNAS:OKTA,XNAS,OKTA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:OLED,WS:XNAS:OLED,XNAS,OLED,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:OLLI,WS:XNAS:OLLI,XNAS,OLLI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ON,WS:XNAS:ON,XNAS,ON,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:ONB,WS:XNAS:ONB,XNAS,ONB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:OPCH,WS:XNAS:OPCH,XNAS,OPCH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ORLY,WS:XNAS:ORLY,XNAS,ORLY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:OZK,WS:XNAS:OZK,XNAS,OZK,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:PANW,WS:XNAS:PANW,XNAS,PANW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:PAYX,WS:XNAS:PAYX,XNAS,PAYX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:PCAR,WS:XNAS:PCAR,XNAS,PCAR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:PCTY,WS:XNAS:PCTY,XNAS,PCTY,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:PEGA,WS:XNAS:PEGA,XNAS,PEGA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:PPC,WS:XNAS:PPC,XNAS,PPC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:PTC,WS:XNAS:PTC,XNAS,PTC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:PYPL,WS:XNAS:PYPL,XNAS,PYPL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:QCOM,WS:XNAS:QCOM,XNAS,QCOM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:QLYS,WS:XNAS:QLYS,XNAS,QLYS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:REGN,WS:XNAS:REGN,XNAS,REGN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:RGEN,WS:XNAS:RGEN,XNAS,RGEN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:RGLD,WS:XNAS:RGLD,XNAS,RGLD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:RMBS,WS:XNAS:RMBS,XNAS,RMBS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ROIV,WS:XNAS:ROIV,XNAS,ROIV,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ROKU,WS:XNAS:ROKU,XNAS,ROKU,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ROST,WS:XNAS:ROST,XNAS,ROST,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:SAIA,WS:XNAS:SAIA,XNAS,SAIA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SAIC,WS:XNAS:SAIC,XNAS,SAIC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SANM,WS:XNAS:SANM,XNAS,SANM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SBUX,WS:XNAS:SBUX,XNAS,SBUX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:SEIC,WS:XNAS:SEIC,XNAS,SEIC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SFM,WS:XNAS:SFM,XNAS,SFM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SHC,WS:XNAS:SHC,XNAS,SHC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SIGI,WS:XNAS:SIGI,XNAS,SIGI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SIRI,WS:XNAS:SIRI,XNAS,SIRI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SITM,WS:XNAS:SITM,XNAS,SITM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SLAB,WS:XNAS:SLAB,XNAS,SLAB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SLM,WS:XNAS:SLM,XNAS,SLM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SMTC,WS:XNAS:SMTC,XNAS,SMTC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SNDK,WS:XNAS:SNDK,XNAS,SNDK,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:SNPS,WS:XNAS:SNPS,XNAS,SNPS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:STLD,WS:XNAS:STLD,XNAS,STLD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:STRL,WS:XNAS:STRL,XNAS,STRL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:SWKS,WS:XNAS:SWKS,XNAS,SWKS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:SYNA,WS:XNAS:SYNA,XNAS,SYNA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TCBI,WS:XNAS:TCBI,XNAS,TCBI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TECH,WS:XNAS:TECH,XNAS,TECH,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TLN,WS:XNAS:TLN,XNAS,TLN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TMUS,WS:XNAS:TMUS,XNAS,TMUS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TROW,WS:XNAS:TROW,XNAS,TROW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TSCO,WS:XNAS:TSCO,XNAS,TSCO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TSLA,WS:XNAS:TSLA,XNAS,TSLA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TTD,WS:XNAS:TTD,XNAS,TTD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TTEK,WS:XNAS:TTEK,XNAS,TTEK,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TTMI,WS:XNAS:TTMI,XNAS,TTMI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:TTWO,WS:XNAS:TTWO,XNAS,TTWO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TXN,WS:XNAS:TXN,XNAS,TXN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:TXRH,WS:XNAS:TXRH,XNAS,TXRH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:UBSI,WS:XNAS:UBSI,XNAS,UBSI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:UFPI,WS:XNAS:UFPI,XNAS,UFPI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ULTA,WS:XNAS:ULTA,XNAS,ULTA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:UMBF,WS:XNAS:UMBF,XNAS,UMBF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:UTHR,WS:XNAS:UTHR,XNAS,UTHR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VC,WS:XNAS:VC,XNAS,VC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VIAV,WS:XNAS:VIAV,XNAS,VIAV,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VICR,WS:XNAS:VICR,XNAS,VICR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VLY,WS:XNAS:VLY,XNAS,VLY,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VNOM,WS:XNAS:VNOM,XNAS,VNOM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:VRSK,WS:XNAS:VRSK,XNAS,VRSK,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:VRSN,WS:XNAS:VRSN,XNAS,VRSN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:VRTX,WS:XNAS:VRTX,XNAS,VRTX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:VTRS,WS:XNAS:VTRS,XNAS,VTRS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:WBD,WS:XNAS:WBD,XNAS,WBD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:WDC,WS:XNAS:WDC,XNAS,WDC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:WFRD,WS:XNAS:WFRD,XNAS,WFRD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WING,WS:XNAS:WING,XNAS,WING,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WMG,WS:XNAS:WMG,XNAS,WMG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WMT,WS:XNAS:WMT,XNAS,WMT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:WTFC,WS:XNAS:WTFC,XNAS,WTFC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WWD,WS:XNAS:WWD,XNAS,WWD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:WYNN,WS:XNAS:WYNN,XNAS,WYNN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:XRAY,WS:XNAS:XRAY,XNAS,XRAY,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNAS:ZBRA,WS:XNAS:ZBRA,XNAS,ZBRA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNAS:ZION,WS:XNAS:ZION,XNAS,ZION,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:A,WS:XNYS:A,XNYS,A,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AA,WS:XNYS:AA,XNYS,AA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ABBV,WS:XNYS:ABBV,XNYS,ABBV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ABT,WS:XNYS:ABT,XNYS,ABT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ACI,WS:XNYS:ACI,XNYS,ACI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ACM,WS:XNYS:ACM,XNYS,ACM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ADM,WS:XNYS:ADM,XNYS,ADM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AEE,WS:XNYS:AEE,XNYS,AEE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AEP,WS:XNYS:AEP,XNYS,AEP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AES,WS:XNYS:AES,XNYS,AES,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AFG,WS:XNYS:AFG,XNYS,AFG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AFL,WS:XNYS:AFL,XNYS,AFL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AGCO,WS:XNYS:AGCO,XNYS,AGCO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AIG,WS:XNYS:AIG,XNYS,AIG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AIT,WS:XNYS:AIT,XNYS,AIT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:AIZ,WS:XNYS:AIZ,XNYS,AIZ,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:AJG,WS:XNYS:AJG,XNYS,AJG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ALB,WS:XNYS:ALB,XNYS,ALB,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ALK,WS:XNYS:ALK,XNYS,ALK,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ALL,WS:XNYS:ALL,XNYS,ALL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ALLY,WS:XNYS:ALLY,XNYS,ALLY,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ALSN,WS:XNYS:ALSN,XNYS,ALSN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ALV,WS:XNYS:ALV,XNYS,ALV,2026-09-21,2026-09-21,0,PASS
